custom_lambda_0.0022 Coefficients
==================================================
Bias Term      : 0.007706
V1368          : 0.003140
V1369          : -0.009915
V1370          : 0.006286
V1371          : 0.007189
V1372          : -0.007558
V1373          : 0.004687
V1374          : -0.003890
V1375          : -0.009366
V1376          : 0.015068
V1377          : 0.006027
V1378          : 0.013221
V1379          : 0.007295
V1380          : -0.004956
V1381          : -0.011214
V1382          : -0.005833
V1383          : -0.002567
V1384          : -0.004646
V1385          : 0.013206
V1386          : -0.006792
V1387          : 0.000000
V1388          : -0.010032
V1389          : 0.006255
V1390          : -0.013587
V1391          : -0.000116
V1392          : -0.009550
V1393          : -0.005490
V1394          : 0.012351
V1395          : 0.010781
V1396          : -0.001147
V1397          : 0.008917
V1398          : -0.003933
V1399          : 0.003488
V1400          : -0.005910
V1401          : 0.006741
V1402          : 0.014562
V1403          : -0.005641
V1404          : -0.005113
V1405          : 0.014000
V1406          : 0.011777
V1407          : 0.003664
V1408          : 0.005696
V1409          : -0.001940
V1410          : -0.006630
V1411          : -0.000641
V1412          : -0.006164
V1413          : 0.003202
V1414          : 0.000696
V1415          : -0.002484
V1416          : 0.006439
V1417          : 0.007740
V1418          : -0.002468
V1419          : 0.002220
V1420          : -0.009423
V1421          : -0.011802
V1422          : -0.007128
V1423          : 0.015662
V1424          : -0.005868
V1425          : 0.005970
V1426          : -0.012239
V1427          : 0.008346
V1428          : -0.005501
V1429          : 0.011967
V1430          : 0.017250
V1431          : 0.009142
V1432          : -0.003868
V1433          : -0.006024
V1435          : 0.003535
V1436          : 0.000000
V1437          : -0.010295
V1438          : -0.003736
V1439          : 0.000419
V1440          : -0.013508
V1441          : 0.004879
V1442          : -0.004171
V1443          : 0.007668
V1444          : -0.001027
V1445          : -0.010612
V1446          : -0.010302
V1447          : -0.008021
V1448          : 0.011615
V1449          : 0.008940
V1450          : 0.005410
V1451          : 0.010576
V1452          : -0.004722
V1453          : 0.000222
V1454          : -0.002203
V1455          : -0.010453
V1456          : -0.016501
V1457          : 0.004464
V1458          : 0.007991
V1459          : -0.009186
V1460          : 0.003283
V1461          : -0.004241
V1462          : 0.010274
V1463          : -0.005844
V1464          : 0.011459
V1465          : 0.004528
V1466          : -0.007502
V1467          : -0.008249
V1468          : 0.002730
V1469          : 0.000885
V1470          : -0.019532
V1471          : 0.004863
V1472          : 0.010023
V1473          : 0.003723
V1474          : 0.005261
V1475          : -0.000247
V1476          : -0.004669
V1477          : 0.010872
V1478          : -0.007391
V1479          : -0.003176
V1480          : -0.009605
V1481          : 0.005103
V1482          : -0.005865
V1483          : -0.005537
V1484          : 0.004971
V1485          : -0.006006
V1486          : -0.007496
V1487          : 0.009651
V1488          : 0.014485
V1489          : 0.003882
V1490          : 0.003199
V1491          : -0.016328
V1492          : -0.005133
V1493          : -0.002406
V1494          : -0.008823
V1495          : 0.005994
V1496          : -0.005110
V1497          : 0.001519
V1498          : 0.006223
V1499          : -0.006263
V1500          : 0.013613
V1501          : -0.012181
V1502          : -0.002769
V1503          : -0.007679
V1504          : 0.007086
V1505          : 0.007691
V1506          : 0.009171
V1507          : -0.010708
V1508          : -0.012247
V1509          : -0.004990
V1510          : -0.006018
V1511          : -0.004054
V1512          : 0.000208
V1513          : -0.005883
V1514          : 0.001754
V1515          : -0.012848
V1516          : 0.001589
V1517          : -0.005378
V1518          : 0.008722
V1519          : -0.012564
V1520          : -0.002819
V1521          : 0.000000
V1522          : 0.008241
V1523          : 0.001409
V1524          : -0.020603
V1525          : -0.006217
V1526          : -0.005056
V1527          : 0.003808
V1528          : -0.006045
V1529          : -0.000414
V1530          : -0.005208
V1531          : 0.000269
V1532          : -0.001735
V1533          : 0.006448
V1534          : -0.006163
V1535          : -0.003316
V1536          : 0.002543
V1537          : 0.005693
V1538          : -0.009359
V1539          : 0.007873
V1540          : -0.005897
V1541          : 0.009096
V1542          : -0.018196
V1543          : -0.006496
V1544          : -0.009750
V1545          : 0.000307
V1546          : -0.002389
V1547          : -0.010720
V1548          : -0.002660
V1549          : -0.005326
V1550          : 0.011161
V1551          : -0.007806
V1552          : 0.010022
V1553          : 0.005298
V1554          : 0.000093
V1555          : -0.012305
V1556          : 0.021978
V1557          : -0.013908
V1558          : -0.004879
V1559          : 0.002608
V1560          : -0.000000
V1561          : -0.007713
V1562          : -0.004636
V1563          : -0.004186
V1564          : 0.004459
V1565          : -0.013142
V1566          : -0.018733
V1567          : 0.010632
V1568          : -0.007987
V1569          : -0.000916
V1570          : 0.009801
V1571          : -0.023464
V1572          : 0.000505
V1573          : -0.002705
V1574          : 0.011216
V1575          : -0.008302
V1576          : -0.002553
V1577          : 0.006332
V1578          : -0.005212
V1579          : 0.003653
V1580          : 0.004486
V1581          : -0.007892
V1582          : -0.005148
V1583          : -0.005038
V1584          : 0.006125
V1585          : -0.012488
V1586          : -0.006723
V1587          : -0.010945
V1588          : 0.004948
V1589          : -0.004755
V1590          : 0.006067
V1591          : -0.004659
V1592          : -0.000843
V1593          : -0.007833
V1594          : -0.009753
V1595          : 0.007280
V1596          : -0.004112
V1597          : 0.005902
V1598          : -0.011183
V1599          : -0.005418
V1600          : 0.004493
V1601          : -0.001172
V1602          : -0.004497
V1603          : -0.014996
V1604          : -0.010554
V1605          : -0.014920
V1606          : 0.006111
V1607          : 0.006126
V1608          : -0.008156
V1610          : -0.017075
V1611          : 0.004229
V1612          : -0.006480
V1613          : -0.008946
V1614          : 0.007359
V1615          : -0.004089
V1616          : 0.001608
V1617          : -0.002266
V1618          : -0.002755
V1619          : 0.003934
V1620          : -0.008106
V1621          : 0.004118
V1622          : -0.012023
V1623          : 0.007659
V1624          : 0.006023
V1625          : 0.013309
V1626          : -0.005539
V1627          : -0.005475
V1628          : 0.003936
V1629          : -0.007802
V1630          : -0.006860
V1631          : -0.001175
V1632          : 0.010758
V1633          : 0.008218
V1634          : -0.000884
V1635          : 0.006624
V1636          : -0.008180
V1637          : 0.005755
V1638          : -0.015233
V1639          : 0.004543
V1640          : -0.011771
V1641          : -0.002356
V1642          : -0.011875
V1643          : -0.004184
V1644          : -0.002044
V1645          : -0.004846
V1646          : -0.006188
V1647          : 0.010115
V1648          : -0.010891
V1649          : -0.020071
V1650          : -0.005943
V1651          : 0.013416
V1652          : 0.002951
V1653          : 0.002634
V1654          : -0.005200
V1655          : 0.008013
V1656          : -0.006896
V1657          : 0.008695
V1658          : 0.007507
V1659          : -0.001572
V1660          : -0.005239
V1661          : -0.013607
V1662          : 0.007940
V1663          : -0.008880
V1664          : -0.006069
V1665          : 0.005418
V1666          : -0.002642
V1667          : -0.007082
V1668          : 0.004336
V1669          : -0.006837
V1670          : -0.000053
V1671          : -0.003736
V1672          : 0.011393
V1673          : -0.005137
V1674          : -0.007143
V1675          : 0.010793
V1676          : 0.001839
V1677          : -0.009399
V1678          : 0.003586
V1679          : -0.015885
V1680          : 0.008037
V1681          : -0.006010
V1682          : 0.007773
V1683          : -0.003304
V1684          : 0.003826
V1685          : 0.009938
V1686          : 0.005927
V1687          : 0.011165
V1688          : 0.003145
V1689          : -0.006854
V1690          : -0.008800
V1691          : -0.002732
V1692          : -0.008602
V1693          : -0.003418
V1694          : 0.009072
V1695          : 0.003653
V1696          : -0.010674
V1697          : 0.011299
V1698          : -0.006924
V1699          : -0.011268
V1700          : 0.004437
V1701          : -0.012408
V1702          : -0.016870
V1703          : 0.009922
V1704          : -0.009424
V1705          : -0.005241
V1706          : -0.003901
V1707          : -0.007513
V1708          : -0.003168
V1709          : -0.007625
V1710          : -0.007417
V1711          : 0.007791
V1712          : -0.009905
V1713          : -0.002050
V1714          : -0.013542
V1715          : -0.005477
V1716          : -0.005193
V1717          : 0.003794
V1718          : 0.002022
V1719          : -0.002794
V1720          : 0.004933
V1721          : 0.005151
V1722          : -0.008409
V1723          : 0.003437
V1724          : -0.008576
V1725          : 0.003394
V1726          : -0.009610
V1727          : -0.005925
V1728          : -0.002426
V1729          : -0.010351
V1730          : -0.007138
V1731          : 0.005057
V1732          : -0.004264
V1733          : 0.001978
V1734          : 0.003747
V1735          : 0.003739
V1736          : 0.002635
V1737          : 0.011504
V1738          : 0.009435
V1739          : -0.009659
V1740          : -0.002614
V1741          : 0.003254
V1742          : 0.003417
V1743          : -0.004045
V1744          : 0.001071
V1745          : -0.006967
V1746          : -0.005738
V1747          : -0.002067
V1748          : 0.003919
V1749          : -0.005469
V1750          : 0.014191
V1751          : -0.000105
V1752          : -0.000103
V1753          : -0.005256
V1754          : 0.009727
V1755          : 0.005177
V1756          : -0.007040
V1757          : -0.006940
V1758          : -0.004063
V1759          : -0.011524
V1760          : -0.002615
V1761          : -0.001257
V1762          : 0.002886
V1763          : 0.007112
V1764          : -0.006820
V1765          : 0.004157
V1766          : -0.016211
V1767          : -0.003434
V1768          : 0.005226
V1770          : -0.012409
V1771          : -0.003560
V1772          : 0.000091
V1773          : -0.009662
V1774          : 0.008748
V1775          : 0.002740
V1776          : 0.012095
V1777          : -0.012260
V1778          : 0.003585
V1779          : -0.006966
V1780          : -0.002845
V1781          : 0.005977
V1782          : -0.006868
V1783          : 0.003758
V1784          : 0.000173
V1785          : 0.020878
V1786          : 0.008791
V1787          : 0.004194
V1788          : -0.002061
V1790          : 0.009461
V1791          : 0.003885
V1792          : 0.003555
V1793          : 0.003016
V1794          : -0.004779
V1795          : -0.011495
V1796          : -0.001742
V1797          : 0.025341
V1798          : 0.005760
V1799          : 0.006842
V1800          : 0.009939
V1801          : -0.001094
V1802          : -0.004198
V1803          : 0.000000
V1804          : -0.006700
V1805          : 0.000409
V1806          : -0.005358
V1807          : 0.002567
V1808          : 0.008523
V1809          : -0.014154
V1810          : 0.014525
V1811          : 0.001191
V1812          : -0.006677
V1813          : 0.003899
V1814          : -0.007676
V1815          : -0.005008
V1816          : -0.003731
V1817          : -0.011061
V1818          : 0.005981
V1819          : -0.006328
V1820          : 0.003529
V1821          : 0.003353
V1822          : 0.007296
V1823          : -0.002233
V1824          : -0.002801
V1825          : -0.000088
V1826          : 0.003298
V1827          : -0.008674
V1828          : -0.006468
V1829          : 0.007052
V1830          : -0.000523
V1831          : 0.000000
V1832          : 0.005243
V1833          : -0.006218
V1834          : 0.002551
V1836          : -0.006909
V1837          : 0.001659
V1838          : -0.001856
V1839          : 0.013647
V1840          : 0.001917
V1841          : -0.006678
V1842          : -0.000231
V1843          : -0.004776
V1844          : -0.004921
V1845          : 0.005738
V1846          : -0.002361
V1847          : -0.005459
V1848          : -0.002851
V1849          : 0.008440
V1850          : -0.006313
V1851          : -0.016698
V1852          : -0.007101
V1854          : 0.000803
V1855          : 0.004957
V1856          : -0.013409
V1857          : 0.000320
V1858          : 0.007600
V1859          : -0.010614
V1860          : -0.001900
V1861          : 0.013623
V1862          : 0.009225
V1863          : -0.001723
V1864          : 0.003860
V1865          : -0.006712
V1866          : -0.006946
V1867          : -0.005377
V1868          : 0.009296
V1869          : 0.003603
V1870          : 0.003811
V1871          : -0.010437
V1872          : -0.005252
V1873          : -0.008297
V1874          : 0.005579
V1875          : 0.012461
V1876          : -0.004994
V1877          : 0.012490
V1878          : -0.003100
V1879          : -0.006221
V1880          : -0.007690
V1881          : 0.000022
V1882          : -0.009185
V1883          : 0.001296
V1884          : 0.007228
V1885          : 0.005633
V1886          : -0.003348
V1887          : -0.005869
V1888          : 0.006448
V1889          : 0.011907
V1890          : 0.004805
V1891          : -0.005717
V1892          : 0.004236
V1893          : 0.012090
V1894          : -0.003158
V1895          : -0.005894
V1896          : -0.004822
V1898          : -0.009659
V1899          : 0.006520
V1900          : 0.002881
V1901          : 0.007996
V1902          : -0.007888
V1903          : 0.003566
V1904          : 0.012474
V1905          : 0.006042
V1906          : -0.003213
V1907          : 0.013463
V1908          : 0.003232
V1909          : -0.007934
V1910          : 0.017649
V1911          : 0.013790
V1912          : 0.003531
V1913          : -0.005447
V1914          : -0.001995
V1915          : 0.011841
V1916          : -0.014301
V1917          : -0.010184
V1918          : 0.014106
V1919          : -0.001194
V1920          : -0.012847
V1921          : -0.007168
V1922          : 0.013181
V1923          : -0.007427
V1924          : -0.007361
V1925          : -0.003827
V1926          : 0.004016
V1927          : 0.009788
V1929          : -0.006701
V1930          : -0.004502
V1931          : -0.011616
V1932          : -0.015348
V1934          : 0.003466
V1935          : 0.004170
V1936          : 0.004387
V1937          : -0.006050
V1938          : 0.005532
V1939          : -0.000000
V1940          : 0.005660
V1941          : 0.013176
V1942          : -0.006283
V1943          : -0.008393
V1944          : -0.007667
V1945          : -0.009801
V1946          : -0.005991
V1947          : -0.017561
V1948          : -0.004744
V1949          : -0.007117
V1950          : -0.006577
V1951          : -0.009116
V1952          : -0.005665
V1953          : -0.006218
V1954          : 0.011050
V1955          : 0.001787
V1956          : -0.007384
V1957          : 0.003064
V1958          : -0.005862
V1959          : -0.016580
V1960          : 0.009437
V1961          : -0.006860
V1962          : 0.000210
V1963          : -0.014955
V1964          : -0.007420
V1965          : 0.004818
V1966          : 0.004588
V1967          : 0.012413
V1968          : 0.006200
V1969          : -0.010040
V1970          : 0.005053
V1971          : 0.004107
V1972          : -0.004678
V1973          : -0.009377
V1974          : 0.017146
V1975          : -0.003551
V1976          : 0.007734
V1977          : 0.005923
V1978          : -0.018337
V1979          : -0.011010
V1980          : -0.008757
V1981          : 0.001893
V1982          : -0.004531
V1983          : 0.000000
V1984          : 0.003710
V1985          : -0.009516
V1986          : 0.002081
V1987          : 0.005413
V1988          : -0.006175
V1989          : -0.007382
V1990          : -0.008860
V1991          : -0.008364
V1992          : 0.002738
V1993          : 0.004042
V1994          : 0.006345
V1995          : -0.005281
V1996          : -0.005746
V1997          : -0.007161
V1998          : -0.001556
V1999          : 0.000722
V2000          : -0.000308
V2001          : 0.004417
V2002          : -0.004214
V2003          : -0.005058
V2004          : 0.000886
V2005          : 0.009347
V2006          : 0.005411
V2007          : 0.012850
V2008          : -0.001258
V2009          : -0.005684
V2010          : 0.011567
V2011          : 0.007264
V2012          : -0.020540
V2013          : 0.005499
V2014          : -0.008292
V2015          : -0.005580
V2016          : -0.002835
V2017          : -0.005181
V2018          : -0.001252
V2019          : -0.005574
V2020          : -0.005100
V2021          : 0.005557
V2022          : 0.003809
V2023          : -0.000618
V2024          : 0.013173
V2025          : 0.005365
V2026          : 0.004944
V2027          : 0.000250
V2028          : -0.003805
V2029          : 0.000699
V2030          : 0.002949
V2031          : -0.001056
V2032          : -0.021222
V2033          : -0.003880
V2034          : 0.005276
V2035          : -0.005636
V2036          : -0.000160
V2037          : 0.003757
V2038          : -0.002651
V2039          : -0.006366
V2040          : -0.001729
V2041          : 0.007854
V2042          : 0.005210
V2043          : -0.004553
V2044          : -0.011534
V2045          : -0.007665
V2046          : -0.004008
V2048          : -0.001732
V2049          : -0.007621
V2050          : 0.005787
V2051          : 0.005320
V2052          : -0.001851
V2053          : -0.002188
V2054          : 0.003088
V2055          : 0.013526
V2056          : 0.015790
V2057          : 0.000000
V2058          : 0.009485
V2059          : -0.013234
V2060          : -0.001233
V2061          : 0.001226
V2062          : 0.005456
V2063          : 0.003107
V2064          : -0.001474
V2065          : -0.003011
V2066          : 0.007564
V2067          : 0.004291
V2068          : -0.006228
V2069          : -0.008755
V2070          : 0.008934
V2071          : -0.006391
V2072          : 0.004585
V2073          : -0.007459
V2074          : -0.004334
V2075          : -0.011746
V2076          : -0.004282
V2077          : -0.006843
V2078          : -0.005011
V2079          : 0.002881
V2080          : -0.003274
V2081          : 0.020554
V2082          : 0.008051
V2083          : -0.001642
V2084          : -0.006254
V2085          : 0.007882
V2086          : 0.012189
V2087          : -0.006469
V2088          : 0.008237
V2089          : -0.004311
V2090          : -0.003963
V2091          : -0.008977
V2092          : -0.007377
V2093          : 0.007490
V2094          : -0.008059
V2095          : 0.004644
V2096          : -0.014068
V2097          : -0.006196
V2098          : 0.006625
V2099          : 0.010603
V2100          : 0.015412
V2101          : 0.002568
V2102          : 0.007737
V2103          : 0.007869
V2104          : -0.007008
V2105          : 0.005358
V2106          : 0.006263
V2107          : -0.004103
V2108          : 0.005987
V2109          : 0.001939
V2110          : -0.007395
V2111          : -0.004457
V2112          : -0.002862
V2113          : -0.004256
V2114          : -0.010075
V2115          : 0.004357
V2116          : -0.005739
V2117          : -0.001735
V2118          : -0.007597
V2119          : 0.004896
V2120          : -0.003529
V2121          : -0.002034
V2122          : 0.003431
V2123          : -0.002925
V2124          : 0.011778
V2125          : -0.007192
V2126          : -0.001873
V2127          : 0.010066
V2129          : 0.002372
V2130          : -0.009551
V2131          : 0.000446
V2132          : -0.015661
V2133          : -0.008804
V2134          : 0.006487
V2135          : 0.009172
V2136          : 0.008279
V2137          : 0.015871
V2138          : 0.016673
V2139          : -0.000145
V2140          : 0.003596
V2141          : 0.006921
V2142          : 0.001813
V2143          : -0.002644
V2144          : 0.019091
V2145          : 0.012912
V2146          : -0.011988
V2147          : 0.018160
V2148          : -0.005511
V2149          : 0.006217
V2150          : 0.006926
V2152          : -0.005725
V2153          : 0.003086
V2154          : 0.007321
V2155          : -0.002579
V2156          : -0.009427
V2157          : 0.010379
V2158          : -0.003950
V2159          : -0.007523
V2160          : 0.006375
V2161          : -0.006901
V2162          : -0.010591
V2163          : -0.000000
V2164          : -0.007151
V2165          : 0.006462
V2166          : 0.007119
V2167          : 0.006134
V2168          : 0.003404
V2169          : 0.005583
V2170          : -0.008385
V2171          : 0.005185
V2172          : 0.010531
V2173          : 0.002041
V2174          : -0.005189
V2175          : -0.008837
V2176          : -0.008658
V2177          : -0.005867
V2178          : 0.015375
V2179          : -0.019941
V2180          : 0.002244
V2181          : -0.004866
V2182          : 0.003462
V2183          : -0.009568
V2184          : 0.004223
V2185          : -0.009675
V2186          : -0.004878
V2187          : -0.001994
V2188          : -0.009519
V2189          : -0.005107
V2190          : -0.006296
V2191          : 0.012070
V2192          : 0.011121
V2193          : -0.009319
V2194          : -0.004433
V2195          : -0.000820
V2196          : 0.008281
V2197          : 0.021069
V2198          : 0.017236
V2199          : -0.008119
V2200          : -0.010249
V2201          : -0.000172
V2202          : -0.011043
V2203          : 0.009709
V2204          : 0.001891
V2205          : -0.004782
V2206          : 0.006306
V2207          : 0.005333
V2208          : -0.007610
V2209          : -0.006280
V2210          : -0.010255
V2212          : -0.000023
V2213          : 0.003078
V2214          : -0.006188
V2215          : 0.000451
V2216          : -0.011284
V2217          : -0.003957
V2218          : 0.001187
V2219          : 0.012214
V2220          : -0.004104
V2221          : -0.007218
V2222          : 0.006397
V2223          : 0.006189
V2224          : -0.009688
V2225          : -0.010465
V2226          : 0.010669
V2227          : 0.004560
V2228          : -0.007408
V2229          : -0.000000
V2230          : -0.000683
V2231          : -0.003512
V2232          : 0.000167
V2233          : 0.007606
V2234          : 0.006563
V2235          : -0.014427
V2236          : -0.003595
V2237          : -0.003086
V2238          : -0.007586
V2239          : -0.006475
V2240          : -0.006287
V2241          : -0.001920
V2242          : 0.003621
V2243          : -0.006334
V2244          : -0.008222
V2245          : 0.005293
V2246          : -0.000000
V2247          : -0.003802
V2248          : -0.003700
V2249          : -0.009059
V2250          : -0.008188
V2251          : -0.003692
V2252          : 0.002749
V2253          : 0.006034
V2254          : -0.008037
V2255          : 0.006985
V2257          : 0.002504
V2258          : 0.005744
V2259          : -0.016312
V2260          : 0.004505
V2261          : -0.010047
V2262          : -0.009322
V2263          : 0.022247
V2264          : 0.006447
V2265          : -0.008993
V2266          : -0.002073
V2267          : -0.003985
V2268          : -0.012075
V2269          : -0.006168
V2270          : 0.009132
V2271          : 0.009285
V2274          : 0.002588
V2275          : 0.003121
V2276          : -0.017075
V2277          : 0.008988
V2278          : 0.003792
V2279          : -0.017670
V2280          : 0.000954
V2281          : 0.009528
V2282          : -0.004030
V2283          : -0.000886
V2284          : 0.009261
V2285          : -0.007085
V2286          : -0.007013
V2287          : 0.004897
V2288          : -0.008615
V2289          : -0.006876
V2290          : -0.007298
V2291          : -0.006622
V2292          : -0.005875
V2293          : 0.004885
V2294          : -0.012859
V2295          : 0.005272
V2296          : 0.007406
V2297          : -0.015655
V2298          : -0.002382
V2299          : 0.008124
V2300          : 0.006858
V2301          : 0.010153
V2302          : -0.008155
V2303          : -0.014612
V2304          : -0.000613
V2305          : 0.002947
V2306          : -0.005285
V2307          : 0.003207
V2308          : 0.005829
V2309          : -0.002919
V2310          : 0.000670
V2311          : 0.002617
V2312          : -0.012562
V2313          : 0.002283
V2314          : -0.007595
V2315          : 0.007698
V2316          : 0.004380
V2317          : -0.004409
V2318          : -0.012193
V2319          : -0.007127
V2320          : 0.005731
V2321          : -0.000795
V2322          : 0.000000
V2323          : 0.016211
V2324          : -0.004133
V2325          : -0.006156
V2326          : -0.015384
V2327          : -0.007685
V2328          : -0.004765
V2329          : 0.000824
V2330          : 0.004349
V2331          : 0.003428
V2332          : -0.004001
V2333          : -0.013913
V2334          : -0.006449
V2335          : -0.002029
V2336          : -0.002609
V2337          : -0.006949
V2338          : -0.004526
V2339          : -0.003481
V2340          : -0.004030
V2341          : -0.010065
V2342          : 0.005563
V2343          : -0.009704
V2344          : -0.006555
V2345          : -0.007982
V2346          : 0.008013
V2347          : -0.012501
V2348          : -0.010739
V2349          : -0.007838
V2350          : 0.016019
V2351          : 0.008936
V2352          : -0.007544
V2353          : 0.009239
V2354          : 0.007606
V2355          : -0.009187
V2356          : -0.013486
V2357          : 0.004914
V2358          : -0.012665
V2359          : -0.008193
V2360          : 0.004548
V2361          : 0.007033
V2362          : 0.005055
V2363          : -0.014460
V2364          : -0.008467
V2365          : 0.004154
V2366          : -0.012247
V2367          : -0.005858
V2368          : 0.002897
V2370          : 0.004626
V2371          : 0.006127
V2372          : -0.003595
V2373          : -0.007776
V2374          : -0.008279
V2375          : -0.002660
V2376          : 0.005059
V2377          : 0.004723
V2378          : -0.007016
V2379          : 0.008316
V2380          : -0.004961
V2381          : 0.013690
V2382          : 0.001203
V2384          : -0.005355
V2385          : -0.004268
V2386          : 0.002184
V2387          : 0.006356
V2388          : -0.009523
V2389          : 0.004923
V2390          : 0.004679
V2391          : -0.007348
V2392          : -0.005110
V2393          : 0.002693
V2394          : -0.003895
V2395          : 0.004521
V2396          : 0.004174
V2398          : 0.000223
V2399          : 0.013224
V2400          : -0.006934
V2401          : -0.004404
V2402          : 0.001674
V2403          : -0.002808
V2404          : -0.007580
V2405          : -0.011220
V2406          : 0.014726
V2407          : -0.004891
V2408          : -0.007188
V2409          : 0.014604
V2410          : -0.013547
V2411          : -0.004665
V2412          : -0.004598
V2413          : -0.005329
V2414          : -0.005674
V2415          : 0.012238
V2416          : 0.005463
V2417          : -0.006635
V2418          : 0.001281
V2419          : -0.007125
V2422          : -0.013456
V2423          : -0.006889
V2424          : -0.011001
V2425          : 0.013287
V2426          : -0.005417
V2427          : 0.002450
V2428          : -0.001951
V2429          : 0.003567
V2430          : -0.002319
V2431          : 0.008807
V2432          : 0.000041
V2433          : -0.010010
V2434          : -0.000782
V2435          : 0.009781
V2436          : 0.006774
V2437          : 0.003587
V2438          : 0.002866
V2439          : -0.008638
V2440          : 0.002484
V2441          : -0.004510
V2442          : 0.007147
V2443          : -0.012414
V2444          : 0.000947
V2445          : -0.002562
V2446          : 0.015057
V2447          : 0.004175
V2448          : 0.013263
V2449          : 0.004298
V2450          : -0.006539
V2451          : -0.017325
V2452          : -0.009564
V2453          : 0.000392
V2454          : -0.006073
V2455          : -0.003059
V2456          : 0.010505
V2457          : 0.013541
V2458          : -0.007646
V2459          : -0.004058
V2460          : -0.007582
V2461          : -0.007796
V2462          : 0.005980
V2463          : 0.009074
V2464          : 0.004033
V2465          : -0.004018
V2466          : 0.003248
V2467          : 0.001972
V2469          : 0.008987
V2470          : -0.005803
V2471          : 0.003937
V2472          : 0.002590
V2473          : 0.005164
V2474          : -0.001956
V2475          : 0.001296
V2476          : -0.008829
V2477          : 0.000219
V2480          : -0.006790
V2481          : -0.005747
V2482          : 0.006094
V2483          : 0.030246
V2484          : -0.005374
V2485          : -0.000604
V2486          : -0.006137
V2487          : 0.007141
V2488          : -0.003356
V2489          : 0.000969
V2490          : 0.007788
V2491          : 0.007151
V2492          : -0.001180
V2493          : -0.004831
V2494          : 0.012562
V2495          : 0.020915
V2496          : 0.003680
V2497          : 0.002637
V2498          : 0.004387
V2499          : 0.001754
V2500          : 0.003335
V2501          : -0.000267
V2502          : -0.007188
V2503          : -0.000132
V2504          : -0.002074
V2505          : 0.003984
V2506          : -0.012893
V2507          : -0.004806
V2508          : -0.007151
V2509          : -0.009838
V2510          : -0.002358
V2511          : -0.001800
V2512          : -0.010122
V2513          : -0.004643
V2514          : -0.010549
V2515          : 0.003162
V2516          : 0.008366
V2517          : -0.006481
V2518          : 0.003168
V2519          : -0.005867
V2520          : 0.002748
V2521          : 0.003946
V2522          : -0.002937
V2524          : 0.010788
V2525          : -0.006370
V2526          : -0.001448
V2527          : 0.007855
V2528          : 0.009542
V2529          : -0.013499
V2530          : 0.009198
V2531          : 0.009448
V2532          : 0.002672
V2533          : 0.015292
V2534          : -0.000000
V2535          : -0.004797
V2536          : 0.009112
V2537          : -0.005635
V2538          : -0.010898
V2539          : -0.006184
V2540          : 0.010055
V2541          : 0.008455
V2542          : 0.002370
V2543          : -0.009161
V2544          : 0.000000
V2545          : -0.004229
V2546          : -0.006031
V2547          : 0.009048
V2548          : -0.004176
V2549          : -0.003558
V2550          : 0.000842
V2551          : -0.005472
V2552          : 0.007635
V2553          : 0.005850
V2554          : -0.001097
V2555          : -0.003022
V2556          : 0.004149
V2557          : 0.003783
V2558          : 0.003260
V2559          : 0.010085
V2560          : 0.001666
V2563          : 0.012494
V2564          : 0.004608
V2565          : 0.008336
V2566          : 0.014026
V2567          : 0.008333
V2568          : -0.007206
V2569          : -0.002694
V2570          : 0.000089
V2571          : 0.001353
V2572          : 0.005673
V2573          : -0.001142
V2574          : 0.002984
V2575          : -0.014118
V2576          : -0.010906
V2577          : 0.007322
V2578          : -0.001081
V2580          : 0.007088
V2581          : 0.005822
V2582          : -0.007879
V2583          : -0.010071
V2584          : 0.005285
V2585          : 0.007189
V2587          : -0.005087
V2588          : -0.004369
V2589          : 0.013779
V2590          : 0.001524
V2591          : -0.005142
V2592          : -0.009713
V2593          : -0.010484
V2594          : -0.007966
V2595          : -0.010202
V2596          : 0.004810
V2597          : -0.003448
V2598          : -0.005280
V2599          : 0.004653
V2600          : 0.012196
V2601          : 0.000414
V2602          : -0.004068
V2603          : 0.005751
V2604          : 0.006257
V2605          : -0.002781
V2606          : -0.004973
V2607          : 0.009946
V2608          : -0.015769
V2609          : -0.007173
V2610          : -0.005986
V2611          : -0.003097
V2612          : 0.012464
V2614          : 0.000000
V2615          : -0.003991
V2616          : -0.005833
V2617          : 0.003675
V2618          : 0.008506
V2620          : 0.010886
V2621          : -0.005046
V2622          : -0.000326
V2623          : 0.000000
V2624          : -0.009473
V2625          : -0.007126
V2626          : -0.008148
V2627          : -0.013488
V2628          : 0.001241
V2629          : 0.005736
V2630          : -0.003257
V2631          : 0.013888
V2632          : 0.010206
V2633          : -0.006297
V2634          : -0.004562
V2635          : 0.000966
V2636          : 0.025151
V2637          : -0.004168
V2638          : -0.007795
V2639          : 0.012820
V2640          : 0.007753
V2642          : 0.004367
V2643          : -0.003010
V2644          : -0.006003
V2645          : 0.000717
V2647          : -0.000760
V2648          : 0.009317
V2649          : -0.005923
V2650          : -0.004172
V2651          : -0.003052
V2652          : 0.003172
V2653          : -0.005925
V2656          : 0.007506
V2657          : 0.003385
V2658          : -0.004382
V2659          : 0.006297
V2660          : -0.007711
V2661          : 0.009174
V2662          : -0.007495
V2663          : 0.005565
V2665          : -0.004911
V2666          : -0.006536
V2667          : 0.024310
V2668          : -0.010174
V2669          : 0.012665
V2670          : 0.003938
V2673          : 0.000982
V2674          : -0.007051
