custom_lambda_0.0060 Coefficients
==================================================
Bias Term      : 0.007578
V1368          : 0.003063
V1369          : -0.009595
V1370          : 0.006205
V1371          : 0.006982
V1372          : -0.007035
V1373          : 0.004428
V1374          : -0.003754
V1375          : -0.008434
V1376          : 0.014030
V1377          : 0.005816
V1378          : 0.012903
V1379          : 0.007183
V1380          : -0.004872
V1381          : -0.010998
V1382          : -0.005257
V1383          : -0.002190
V1384          : -0.004389
V1385          : 0.012842
V1386          : -0.006686
V1387          : 0.000000
V1388          : -0.009734
V1389          : 0.006192
V1390          : -0.013342
V1391          : -0.000026
V1392          : -0.009288
V1393          : -0.005405
V1394          : 0.011371
V1395          : 0.010542
V1396          : -0.000844
V1397          : 0.008647
V1398          : -0.003666
V1399          : 0.002770
V1400          : -0.005808
V1401          : 0.006556
V1402          : 0.013707
V1403          : -0.005555
V1404          : -0.005007
V1405          : 0.013707
V1406          : 0.011157
V1407          : 0.003634
V1408          : 0.005624
V1409          : -0.001804
V1410          : -0.006545
V1411          : -0.000482
V1412          : -0.005932
V1413          : 0.003117
V1414          : 0.000289
V1415          : -0.001178
V1416          : 0.006290
V1417          : 0.007677
V1418          : -0.002226
V1419          : 0.001751
V1420          : -0.008893
V1421          : -0.011479
V1422          : -0.007002
V1423          : 0.015166
V1424          : -0.005545
V1425          : 0.005780
V1426          : -0.011896
V1427          : 0.008171
V1428          : -0.005332
V1429          : 0.011506
V1430          : 0.016489
V1431          : 0.008854
V1432          : -0.003572
V1433          : -0.005949
V1435          : 0.003198
V1436          : 0.000000
V1437          : -0.010064
V1438          : -0.003461
V1439          : 0.000260
V1440          : -0.013165
V1441          : 0.004699
V1442          : -0.003774
V1443          : 0.007464
V1444          : -0.000664
V1445          : -0.010471
V1446          : -0.010064
V1447          : -0.007807
V1448          : 0.011490
V1449          : 0.008584
V1450          : 0.005355
V1451          : 0.010232
V1452          : -0.004331
V1453          : 0.000000
V1454          : -0.002137
V1455          : -0.010318
V1456          : -0.016044
V1457          : 0.004427
V1458          : 0.007880
V1459          : -0.009063
V1460          : 0.003255
V1461          : -0.003601
V1462          : 0.010058
V1463          : -0.005659
V1464          : 0.010957
V1465          : 0.004479
V1466          : -0.007275
V1467          : -0.008115
V1468          : 0.002358
V1469          : 0.000516
V1470          : -0.018953
V1471          : 0.004824
V1472          : 0.009827
V1473          : 0.003357
V1474          : 0.005112
V1475          : -0.000095
V1476          : -0.004592
V1477          : 0.010557
V1478          : -0.007298
V1479          : -0.002304
V1480          : -0.009473
V1481          : 0.004996
V1482          : -0.005658
V1483          : -0.005390
V1484          : 0.004878
V1485          : -0.005894
V1486          : -0.007100
V1487          : 0.009457
V1488          : 0.014141
V1489          : 0.003831
V1490          : 0.002962
V1491          : -0.016001
V1492          : -0.005041
V1493          : -0.002159
V1494          : -0.008293
V1495          : 0.005928
V1496          : -0.004766
V1497          : 0.001235
V1498          : 0.006124
V1499          : -0.006185
V1500          : 0.013215
V1501          : -0.011678
V1502          : -0.001611
V1503          : -0.007132
V1504          : 0.006762
V1505          : 0.006977
V1506          : 0.008898
V1507          : -0.010146
V1508          : -0.011915
V1509          : -0.004865
V1510          : -0.005913
V1511          : -0.003495
V1512          : 0.000000
V1513          : -0.005729
V1514          : 0.001283
V1515          : -0.012051
V1516          : 0.001506
V1517          : -0.005292
V1518          : 0.008582
V1519          : -0.012336
V1520          : -0.002206
V1521          : 0.000000
V1522          : 0.007289
V1523          : 0.001302
V1524          : -0.020201
V1525          : -0.006117
V1526          : -0.004912
V1527          : 0.003773
V1528          : -0.005823
V1529          : -0.000000
V1530          : -0.005044
V1531          : 0.000000
V1532          : -0.000935
V1533          : 0.006341
V1534          : -0.006070
V1535          : -0.003235
V1536          : 0.002367
V1537          : 0.005534
V1538          : -0.009215
V1539          : 0.007762
V1540          : -0.005823
V1541          : 0.008906
V1542          : -0.017852
V1543          : -0.006371
V1544          : -0.009418
V1545          : 0.000000
V1546          : -0.001596
V1547          : -0.010363
V1548          : -0.002540
V1549          : -0.005164
V1550          : 0.010786
V1551          : -0.007429
V1552          : 0.009561
V1553          : 0.005093
V1554          : 0.000000
V1555          : -0.011779
V1556          : 0.021582
V1557          : -0.013584
V1558          : -0.004786
V1559          : 0.002458
V1560          : -0.000000
V1561          : -0.007334
V1562          : -0.004396
V1563          : -0.004050
V1564          : 0.004285
V1565          : -0.012788
V1566          : -0.018291
V1567          : 0.010291
V1568          : -0.007033
V1569          : -0.000808
V1570          : 0.009620
V1571          : -0.022411
V1572          : 0.000000
V1573          : -0.002051
V1574          : 0.010973
V1575          : -0.007774
V1576          : -0.002473
V1577          : 0.006191
V1578          : -0.005113
V1579          : 0.003479
V1580          : 0.004076
V1581          : -0.006324
V1582          : -0.005064
V1583          : -0.004941
V1584          : 0.006037
V1585          : -0.012233
V1586          : -0.006639
V1587          : -0.009959
V1588          : 0.004888
V1589          : -0.004633
V1590          : 0.005965
V1591          : -0.004573
V1592          : -0.000762
V1593          : -0.007624
V1594          : -0.009584
V1595          : 0.006875
V1596          : -0.003971
V1597          : 0.005808
V1598          : -0.011026
V1599          : -0.005340
V1600          : 0.004448
V1601          : -0.001061
V1602          : -0.004322
V1603          : -0.014544
V1604          : -0.010395
V1605          : -0.014196
V1606          : 0.005882
V1607          : 0.005855
V1608          : -0.008040
V1610          : -0.016680
V1611          : 0.004109
V1612          : -0.006362
V1613          : -0.008658
V1614          : 0.007050
V1615          : -0.003961
V1616          : 0.001412
V1617          : -0.002138
V1618          : -0.002520
V1619          : 0.003806
V1620          : -0.008004
V1621          : 0.004064
V1622          : -0.010770
V1623          : 0.007431
V1624          : 0.005306
V1625          : 0.012407
V1626          : -0.005129
V1627          : -0.005357
V1628          : 0.003127
V1629          : -0.007553
V1630          : -0.006763
V1631          : -0.000815
V1632          : 0.010441
V1633          : 0.007926
V1634          : -0.000519
V1635          : 0.005979
V1636          : -0.008067
V1637          : 0.005522
V1638          : -0.014577
V1639          : 0.003473
V1640          : -0.011608
V1641          : -0.002002
V1642          : -0.011704
V1643          : -0.003991
V1644          : -0.000942
V1645          : -0.004502
V1646          : -0.004992
V1647          : 0.009506
V1648          : -0.010725
V1649          : -0.019380
V1650          : -0.005762
V1651          : 0.012687
V1652          : 0.002659
V1653          : 0.002462
V1654          : -0.004672
V1655          : 0.007750
V1656          : -0.006788
V1657          : 0.008029
V1658          : 0.006837
V1659          : -0.001277
V1660          : -0.005101
V1661          : -0.012769
V1662          : 0.007815
V1663          : -0.008750
V1664          : -0.005939
V1665          : 0.005226
V1666          : -0.002212
V1667          : -0.006778
V1668          : 0.004268
V1669          : -0.006724
V1670          : -0.000000
V1671          : -0.003198
V1672          : 0.011187
V1673          : -0.005021
V1674          : -0.005719
V1675          : 0.010538
V1676          : 0.001734
V1677          : -0.008729
V1678          : 0.002653
V1679          : -0.015460
V1680          : 0.006999
V1681          : -0.005913
V1682          : 0.007338
V1683          : -0.003213
V1684          : 0.003702
V1685          : 0.009710
V1686          : 0.005836
V1687          : 0.010392
V1688          : 0.002944
V1689          : -0.006699
V1690          : -0.008648
V1691          : -0.002466
V1692          : -0.007917
V1693          : -0.003032
V1694          : 0.008853
V1695          : 0.003350
V1696          : -0.010392
V1697          : 0.010873
V1698          : -0.006751
V1699          : -0.011045
V1700          : 0.004358
V1701          : -0.012018
V1702          : -0.015602
V1703          : 0.009655
V1704          : -0.009082
V1705          : -0.005089
V1706          : -0.003799
V1707          : -0.007415
V1708          : -0.002675
V1709          : -0.006849
V1710          : -0.007197
V1711          : 0.007525
V1712          : -0.009779
V1713          : -0.001383
V1714          : -0.012751
V1715          : -0.005267
V1716          : -0.005103
V1717          : 0.003766
V1718          : 0.001378
V1719          : -0.002473
V1720          : 0.004876
V1721          : 0.005092
V1722          : -0.008178
V1723          : 0.003397
V1724          : -0.008285
V1725          : 0.003364
V1726          : -0.009395
V1727          : -0.005850
V1728          : -0.002251
V1729          : -0.010045
V1730          : -0.006296
V1731          : 0.004871
V1732          : -0.004079
V1733          : 0.001921
V1734          : 0.003715
V1735          : 0.003693
V1736          : 0.002619
V1737          : 0.011352
V1738          : 0.009158
V1739          : -0.009510
V1740          : -0.002073
V1741          : 0.003229
V1742          : 0.003364
V1743          : -0.003974
V1744          : 0.000788
V1745          : -0.006877
V1746          : -0.005648
V1747          : -0.001659
V1748          : 0.003879
V1749          : -0.005352
V1750          : 0.013741
V1751          : -0.000000
V1752          : -0.000034
V1753          : -0.005134
V1754          : 0.009641
V1755          : 0.005128
V1756          : -0.006952
V1757          : -0.006790
V1758          : -0.003921
V1759          : -0.011121
V1760          : -0.002271
V1761          : -0.001133
V1762          : 0.002813
V1763          : 0.006966
V1764          : -0.006666
V1765          : 0.004076
V1766          : -0.015878
V1767          : -0.003357
V1768          : 0.005153
V1770          : -0.012130
V1771          : -0.003468
V1772          : 0.000000
V1773          : -0.009531
V1774          : 0.008536
V1775          : 0.002629
V1776          : 0.010905
V1777          : -0.011738
V1778          : 0.003474
V1779          : -0.006812
V1780          : -0.002755
V1781          : 0.005859
V1782          : -0.006506
V1783          : 0.003732
V1784          : 0.000032
V1785          : 0.019972
V1786          : 0.008438
V1787          : 0.004136
V1788          : -0.001894
V1790          : 0.009264
V1791          : 0.003222
V1792          : 0.003523
V1793          : 0.002982
V1794          : -0.004702
V1795          : -0.011251
V1796          : -0.001051
V1797          : 0.024811
V1798          : 0.005711
V1799          : 0.006350
V1800          : 0.009740
V1801          : -0.000382
V1802          : -0.004120
V1803          : 0.000000
V1804          : -0.006568
V1805          : 0.000248
V1806          : -0.005272
V1807          : 0.002548
V1808          : 0.008389
V1809          : -0.013869
V1810          : 0.014200
V1811          : 0.001061
V1812          : -0.006594
V1813          : 0.003857
V1814          : -0.007496
V1815          : -0.004859
V1816          : -0.003550
V1817          : -0.010922
V1818          : 0.005877
V1819          : -0.006158
V1820          : 0.003062
V1821          : 0.003320
V1822          : 0.007185
V1823          : -0.002082
V1824          : -0.002659
V1825          : -0.000000
V1826          : 0.003196
V1827          : -0.008497
V1828          : -0.006376
V1829          : 0.006999
V1830          : -0.000414
V1831          : 0.000000
V1832          : 0.005137
V1833          : -0.006065
V1834          : 0.002514
V1836          : -0.006809
V1837          : 0.001558
V1838          : -0.001292
V1839          : 0.013392
V1840          : 0.001559
V1841          : -0.005981
V1842          : -0.000094
V1843          : -0.004675
V1844          : -0.004834
V1845          : 0.005615
V1846          : -0.001676
V1847          : -0.005381
V1848          : -0.002225
V1849          : 0.008321
V1850          : -0.006214
V1851          : -0.016299
V1852          : -0.006961
V1854          : 0.000386
V1855          : 0.004778
V1856          : -0.013182
V1857          : 0.000000
V1858          : 0.007236
V1859          : -0.010320
V1860          : -0.001610
V1861          : 0.012906
V1862          : 0.009066
V1863          : -0.001647
V1864          : 0.003816
V1865          : -0.006628
V1866          : -0.006758
V1867          : -0.005206
V1868          : 0.009161
V1869          : 0.003551
V1870          : 0.003766
V1871          : -0.010033
V1872          : -0.005161
V1873          : -0.008193
V1874          : 0.005495
V1875          : 0.012169
V1876          : -0.004672
V1877          : 0.011814
V1878          : -0.002750
V1879          : -0.006143
V1880          : -0.007174
V1881          : 0.000000
V1882          : -0.009047
V1883          : 0.001259
V1884          : 0.006017
V1885          : 0.005554
V1886          : -0.002965
V1887          : -0.005789
V1888          : 0.006383
V1889          : 0.011648
V1890          : 0.004739
V1891          : -0.005594
V1892          : 0.004176
V1893          : 0.011501
V1894          : -0.003040
V1895          : -0.005820
V1896          : -0.004621
V1898          : -0.007544
V1899          : 0.006299
V1900          : 0.002772
V1901          : 0.007857
V1902          : -0.007666
V1903          : 0.003318
V1904          : 0.012072
V1905          : 0.005945
V1906          : -0.003124
V1907          : 0.013326
V1908          : 0.003154
V1909          : -0.007796
V1910          : 0.017092
V1911          : 0.013622
V1912          : 0.003471
V1913          : -0.005287
V1914          : -0.001839
V1915          : 0.011494
V1916          : -0.014090
V1917          : -0.009836
V1918          : 0.013714
V1919          : -0.000537
V1920          : -0.012513
V1921          : -0.007078
V1922          : 0.012865
V1923          : -0.007192
V1924          : -0.006883
V1925          : -0.002011
V1926          : 0.003665
V1927          : 0.009689
V1929          : -0.006617
V1930          : -0.004167
V1931          : -0.010099
V1932          : -0.014734
V1934          : 0.003263
V1935          : 0.003786
V1936          : 0.003831
V1937          : -0.005782
V1938          : 0.004509
V1939          : -0.000000
V1940          : 0.005152
V1941          : 0.012639
V1942          : -0.006079
V1943          : -0.008280
V1944          : -0.007571
V1945          : -0.009637
V1946          : -0.005848
V1947          : -0.017254
V1948          : -0.004534
V1949          : -0.007019
V1950          : -0.006414
V1951          : -0.008947
V1952          : -0.005594
V1953          : -0.006059
V1954          : 0.010915
V1955          : 0.001744
V1956          : -0.007240
V1957          : 0.003037
V1958          : -0.005720
V1959          : -0.016248
V1960          : 0.008646
V1961          : -0.006726
V1962          : 0.000055
V1963          : -0.014492
V1964          : -0.007181
V1965          : 0.004747
V1966          : 0.004550
V1967          : 0.012180
V1968          : 0.006071
V1969          : -0.009830
V1970          : 0.004447
V1971          : 0.004063
V1972          : -0.004253
V1973          : -0.009156
V1974          : 0.016774
V1975          : -0.003416
V1976          : 0.007613
V1977          : 0.005690
V1978          : -0.017890
V1979          : -0.010822
V1980          : -0.008640
V1981          : 0.001849
V1982          : -0.004422
V1983          : 0.000000
V1984          : 0.003677
V1985          : -0.009315
V1986          : 0.001995
V1987          : 0.005360
V1988          : -0.006080
V1989          : -0.007234
V1990          : -0.008524
V1991          : -0.008243
V1992          : 0.002321
V1993          : 0.003913
V1994          : 0.006254
V1995          : -0.005145
V1996          : -0.005497
V1997          : -0.007000
V1998          : -0.001347
V1999          : 0.000372
V2000          : -0.000090
V2001          : 0.004362
V2002          : -0.003922
V2003          : -0.004981
V2004          : 0.000605
V2005          : 0.008108
V2006          : 0.005236
V2007          : 0.011865
V2008          : -0.001136
V2009          : -0.005332
V2010          : 0.011322
V2011          : 0.007175
V2012          : -0.019315
V2013          : 0.005428
V2014          : -0.008115
V2015          : -0.005494
V2016          : -0.001621
V2017          : -0.005095
V2018          : -0.000575
V2019          : -0.004208
V2020          : -0.004876
V2021          : 0.005486
V2022          : 0.003620
V2023          : -0.000449
V2024          : 0.012814
V2025          : 0.005305
V2026          : 0.004878
V2027          : 0.000049
V2028          : -0.003667
V2029          : 0.000297
V2030          : 0.002930
V2031          : -0.000873
V2032          : -0.020501
V2033          : -0.003786
V2034          : 0.005215
V2035          : -0.005267
V2036          : -0.000000
V2037          : 0.003729
V2038          : -0.002481
V2039          : -0.006198
V2040          : -0.001341
V2041          : 0.007701
V2042          : 0.005132
V2043          : -0.004440
V2044          : -0.010721
V2045          : -0.007262
V2046          : -0.003913
V2048          : -0.001490
V2049          : -0.007394
V2050          : 0.005704
V2051          : 0.005247
V2052          : -0.001516
V2053          : -0.001466
V2054          : 0.002740
V2055          : 0.013094
V2056          : 0.015366
V2057          : 0.000000
V2058          : 0.007382
V2059          : -0.012673
V2060          : -0.000613
V2061          : 0.000230
V2062          : 0.005391
V2063          : 0.002970
V2064          : -0.001005
V2065          : -0.002973
V2066          : 0.007445
V2067          : 0.004236
V2068          : -0.006150
V2069          : -0.008612
V2070          : 0.008737
V2071          : -0.006265
V2072          : 0.004505
V2073          : -0.007362
V2074          : -0.004164
V2075          : -0.011048
V2076          : -0.004162
V2077          : -0.006757
V2078          : -0.004925
V2079          : 0.002689
V2080          : -0.002876
V2081          : 0.019813
V2082          : 0.006675
V2083          : -0.000000
V2084          : -0.005989
V2085          : 0.007074
V2086          : 0.011819
V2087          : -0.006304
V2088          : 0.007964
V2089          : -0.004165
V2090          : -0.003866
V2091          : -0.008758
V2092          : -0.007284
V2093          : 0.007388
V2094          : -0.007917
V2095          : 0.004601
V2096          : -0.013848
V2097          : -0.006118
V2098          : 0.006180
V2099          : 0.010193
V2100          : 0.014815
V2101          : 0.002442
V2102          : 0.007003
V2103          : 0.007683
V2104          : -0.006911
V2105          : 0.005230
V2106          : 0.006134
V2107          : -0.003485
V2108          : 0.005813
V2109          : 0.001292
V2110          : -0.006383
V2111          : -0.003684
V2112          : -0.002022
V2113          : -0.004148
V2114          : -0.009753
V2115          : 0.004129
V2116          : -0.005605
V2117          : -0.001241
V2118          : -0.007502
V2119          : 0.004767
V2120          : -0.003257
V2121          : -0.001848
V2122          : 0.003143
V2123          : -0.002758
V2124          : 0.011661
V2125          : -0.006996
V2126          : -0.001477
V2127          : 0.009869
V2129          : 0.001670
V2130          : -0.009337
V2131          : 0.000342
V2132          : -0.015325
V2133          : -0.008628
V2134          : 0.006364
V2135          : 0.008458
V2136          : 0.008143
V2137          : 0.014872
V2138          : 0.016206
V2139          : -0.000014
V2140          : 0.001617
V2141          : 0.006802
V2142          : 0.001481
V2143          : -0.001722
V2144          : 0.018328
V2145          : 0.012593
V2146          : -0.011703
V2147          : 0.017703
V2148          : -0.005424
V2149          : 0.005890
V2150          : 0.006684
V2152          : -0.005325
V2153          : 0.002066
V2154          : 0.006915
V2155          : -0.002228
V2156          : -0.009149
V2157          : 0.010105
V2158          : -0.003791
V2159          : -0.007142
V2160          : 0.006283
V2161          : -0.006646
V2162          : -0.010348
V2163          : -0.000000
V2164          : -0.007061
V2165          : 0.006334
V2166          : 0.007010
V2167          : 0.006068
V2168          : 0.003384
V2169          : 0.005504
V2170          : -0.008234
V2171          : 0.004997
V2172          : 0.010364
V2173          : 0.001392
V2174          : -0.004878
V2175          : -0.007880
V2176          : -0.008407
V2177          : -0.004909
V2178          : 0.014876
V2179          : -0.019564
V2180          : 0.002047
V2181          : -0.004655
V2182          : 0.003159
V2183          : -0.009438
V2184          : 0.003549
V2185          : -0.009479
V2186          : -0.004706
V2187          : -0.001655
V2188          : -0.009386
V2189          : -0.004931
V2190          : -0.006207
V2191          : 0.011848
V2192          : 0.010854
V2193          : -0.009017
V2194          : -0.004195
V2195          : -0.000569
V2196          : 0.008023
V2197          : 0.020163
V2198          : 0.016930
V2199          : -0.007880
V2200          : -0.009900
V2201          : -0.000000
V2202          : -0.010837
V2203          : 0.009532
V2204          : 0.001777
V2205          : -0.004481
V2206          : 0.006205
V2207          : 0.005208
V2208          : -0.007456
V2209          : -0.006201
V2210          : -0.010039
V2212          : -0.000000
V2213          : 0.003023
V2214          : -0.005760
V2215          : 0.000360
V2216          : -0.011112
V2217          : -0.003698
V2218          : 0.001142
V2219          : 0.011832
V2220          : -0.003914
V2221          : -0.006937
V2222          : 0.005887
V2223          : 0.006039
V2224          : -0.009406
V2225          : -0.010302
V2226          : 0.010252
V2227          : 0.004514
V2228          : -0.007304
V2229          : -0.000000
V2230          : -0.000375
V2231          : -0.003388
V2232          : 0.000000
V2233          : 0.007527
V2234          : 0.005921
V2235          : -0.014124
V2236          : -0.003363
V2237          : -0.002966
V2238          : -0.007457
V2239          : -0.006224
V2240          : -0.006208
V2241          : -0.001251
V2242          : 0.003589
V2243          : -0.006254
V2244          : -0.008118
V2245          : 0.005199
V2246          : -0.000000
V2247          : -0.003364
V2248          : -0.003370
V2249          : -0.008801
V2250          : -0.008062
V2251          : -0.003442
V2252          : 0.002733
V2253          : 0.005926
V2254          : -0.007937
V2255          : 0.006772
V2257          : 0.001934
V2258          : 0.005610
V2259          : -0.015893
V2260          : 0.004455
V2261          : -0.009768
V2262          : -0.009050
V2263          : 0.021287
V2264          : 0.005325
V2265          : -0.008881
V2266          : -0.002000
V2267          : -0.002953
V2268          : -0.011448
V2269          : -0.006080
V2270          : 0.008977
V2271          : 0.009009
V2274          : 0.002440
V2275          : 0.003104
V2276          : -0.016566
V2277          : 0.007219
V2278          : 0.003761
V2279          : -0.016815
V2280          : 0.000848
V2281          : 0.009381
V2282          : -0.003863
V2283          : -0.000412
V2284          : 0.009019
V2285          : -0.006972
V2286          : -0.006881
V2287          : 0.004828
V2288          : -0.008417
V2289          : -0.006616
V2290          : -0.007201
V2291          : -0.006402
V2292          : -0.005508
V2293          : 0.004468
V2294          : -0.012647
V2295          : 0.005076
V2296          : 0.007276
V2297          : -0.015354
V2298          : -0.002002
V2299          : 0.007906
V2300          : 0.006731
V2301          : 0.010007
V2302          : -0.008051
V2303          : -0.013863
V2304          : -0.000474
V2305          : 0.002774
V2306          : -0.005193
V2307          : 0.003034
V2308          : 0.005735
V2309          : -0.002237
V2310          : 0.000169
V2311          : 0.002299
V2312          : -0.011903
V2313          : 0.002161
V2314          : -0.007375
V2315          : 0.007500
V2316          : 0.004336
V2317          : -0.003557
V2318          : -0.011913
V2319          : -0.007032
V2320          : 0.005641
V2321          : -0.000683
V2322          : 0.000000
V2323          : 0.015743
V2324          : -0.003952
V2325          : -0.005966
V2326          : -0.014402
V2327          : -0.007370
V2328          : -0.004639
V2329          : 0.000514
V2330          : 0.004282
V2331          : 0.003400
V2332          : -0.003881
V2333          : -0.012769
V2334          : -0.006368
V2335          : -0.001923
V2336          : -0.002531
V2337          : -0.006862
V2338          : -0.004409
V2339          : -0.002949
V2340          : -0.003943
V2341          : -0.009870
V2342          : 0.005377
V2343          : -0.009581
V2344          : -0.006468
V2345          : -0.007875
V2346          : 0.007777
V2347          : -0.012330
V2348          : -0.010567
V2349          : -0.007557
V2350          : 0.015743
V2351          : 0.008715
V2352          : -0.007447
V2353          : 0.008440
V2354          : 0.006670
V2355          : -0.008672
V2356          : -0.013281
V2357          : 0.004790
V2358          : -0.012165
V2359          : -0.008053
V2360          : 0.004494
V2361          : 0.006914
V2362          : 0.004383
V2363          : -0.013903
V2364          : -0.008351
V2365          : 0.004099
V2366          : -0.011556
V2367          : -0.005785
V2368          : 0.002875
V2370          : 0.004328
V2371          : 0.006016
V2372          : -0.003460
V2373          : -0.007679
V2374          : -0.008175
V2375          : -0.002490
V2376          : 0.004924
V2377          : 0.004665
V2378          : -0.006801
V2379          : 0.008050
V2380          : -0.004878
V2381          : 0.013175
V2382          : 0.000638
V2384          : -0.005229
V2385          : -0.004181
V2386          : 0.002144
V2387          : 0.006255
V2388          : -0.009353
V2389          : 0.004859
V2390          : 0.004621
V2391          : -0.007217
V2392          : -0.004894
V2393          : 0.002617
V2394          : -0.002678
V2395          : 0.004254
V2396          : 0.004020
V2398          : 0.000000
V2399          : 0.013035
V2400          : -0.006813
V2401          : -0.004152
V2402          : 0.001647
V2403          : -0.002658
V2404          : -0.007212
V2405          : -0.010755
V2406          : 0.014420
V2407          : -0.004789
V2408          : -0.006962
V2409          : 0.014220
V2410          : -0.013274
V2411          : -0.004542
V2412          : -0.004512
V2413          : -0.005241
V2414          : -0.005596
V2415          : 0.012033
V2416          : 0.005411
V2417          : -0.006551
V2418          : 0.001135
V2419          : -0.007033
V2422          : -0.013017
V2423          : -0.006736
V2424          : -0.010767
V2425          : 0.012836
V2426          : -0.004882
V2427          : 0.002214
V2428          : -0.001553
V2429          : 0.003527
V2430          : -0.002066
V2431          : 0.008626
V2432          : 0.000000
V2433          : -0.009623
V2434          : -0.000608
V2435          : 0.009610
V2436          : 0.006705
V2437          : 0.003506
V2438          : 0.002840
V2439          : -0.008045
V2440          : 0.002471
V2441          : -0.004423
V2442          : 0.006990
V2443          : -0.012193
V2444          : 0.000715
V2445          : -0.002341
V2446          : 0.014301
V2447          : 0.004125
V2448          : 0.012683
V2449          : 0.004238
V2450          : -0.006199
V2451          : -0.016730
V2452          : -0.009183
V2453          : 0.000168
V2454          : -0.005989
V2455          : -0.002906
V2456          : 0.010361
V2457          : 0.012489
V2458          : -0.007422
V2459          : -0.004007
V2460          : -0.007428
V2461          : -0.007584
V2462          : 0.005908
V2463          : 0.008908
V2464          : 0.003964
V2465          : -0.003787
V2466          : 0.003216
V2467          : 0.001955
V2469          : 0.008192
V2470          : -0.005730
V2471          : 0.003879
V2472          : 0.002575
V2473          : 0.005071
V2474          : -0.001573
V2475          : 0.001039
V2476          : -0.008613
V2477          : 0.000044
V2480          : -0.006705
V2481          : -0.005675
V2482          : 0.005989
V2483          : 0.028853
V2484          : -0.005298
V2485          : -0.000349
V2486          : -0.006054
V2487          : 0.006854
V2488          : -0.003274
V2489          : 0.000927
V2490          : 0.007245
V2491          : 0.006919
V2492          : -0.000976
V2493          : -0.004720
V2494          : 0.012323
V2495          : 0.019430
V2496          : 0.003638
V2497          : 0.002619
V2498          : 0.004309
V2499          : 0.001653
V2500          : 0.003209
V2501          : -0.000000
V2502          : -0.006979
V2503          : -0.000000
V2504          : -0.001959
V2505          : 0.003946
V2506          : -0.011816
V2507          : -0.004263
V2508          : -0.006976
V2509          : -0.009616
V2510          : -0.002279
V2511          : -0.001251
V2512          : -0.009931
V2513          : -0.004529
V2514          : -0.010100
V2515          : 0.002948
V2516          : 0.008154
V2517          : -0.006313
V2518          : 0.001965
V2519          : -0.005745
V2520          : 0.002194
V2521          : 0.003339
V2522          : -0.002788
V2524          : 0.010151
V2525          : -0.006253
V2526          : -0.001077
V2527          : 0.007632
V2528          : 0.009352
V2529          : -0.012819
V2530          : 0.009056
V2531          : 0.009283
V2532          : 0.002051
V2533          : 0.014681
V2534          : -0.000000
V2535          : -0.004646
V2536          : 0.008999
V2537          : -0.005456
V2538          : -0.010749
V2539          : -0.006068
V2540          : 0.009298
V2541          : 0.008367
V2542          : 0.002218
V2543          : -0.009022
V2544          : 0.000000
V2545          : -0.004116
V2546          : -0.005940
V2547          : 0.008887
V2548          : -0.003753
V2549          : -0.003178
V2550          : 0.000473
V2551          : -0.005403
V2552          : 0.007521
V2553          : 0.005783
V2554          : -0.000913
V2555          : -0.002947
V2556          : 0.004115
V2557          : 0.003741
V2558          : 0.003230
V2559          : 0.009968
V2560          : 0.001530
V2563          : 0.011905
V2564          : 0.004572
V2565          : 0.008106
V2566          : 0.013594
V2567          : 0.007795
V2568          : -0.007113
V2569          : -0.002612
V2570          : 0.000000
V2571          : 0.001151
V2572          : 0.005594
V2573          : -0.000568
V2574          : 0.002780
V2575          : -0.013583
V2576          : -0.010466
V2577          : 0.007171
V2578          : -0.000985
V2580          : 0.007004
V2581          : 0.005603
V2582          : -0.007746
V2583          : -0.009670
V2584          : 0.005215
V2585          : 0.007084
V2587          : -0.004947
V2588          : -0.004267
V2589          : 0.013572
V2590          : 0.001447
V2591          : -0.005062
V2592          : -0.009546
V2593          : -0.010330
V2594          : -0.007862
V2595          : -0.010000
V2596          : 0.004573
V2597          : -0.003221
V2598          : -0.005181
V2599          : 0.004479
V2600          : 0.012065
V2601          : 0.000189
V2602          : -0.004002
V2603          : 0.005688
V2604          : 0.006156
V2605          : -0.002548
V2606          : -0.004721
V2607          : 0.009769
V2608          : -0.014623
V2609          : -0.007024
V2610          : -0.005889
V2611          : -0.002634
V2612          : 0.012160
V2614          : 0.000000
V2615          : -0.003733
V2616          : -0.005510
V2617          : 0.002852
V2618          : 0.008347
V2620          : 0.010713
V2621          : -0.004702
V2622          : -0.000000
V2623          : 0.000000
V2624          : -0.009170
V2625          : -0.007009
V2626          : -0.007959
V2627          : -0.013258
V2628          : 0.000416
V2629          : 0.005594
V2630          : -0.003160
V2631          : 0.013644
V2632          : 0.009920
V2633          : -0.006212
V2634          : -0.004419
V2635          : 0.000000
V2636          : 0.024395
V2637          : -0.004092
V2638          : -0.007589
V2639          : 0.012440
V2640          : 0.007434
V2642          : 0.004300
V2643          : -0.002849
V2644          : -0.005789
V2645          : 0.000619
V2647          : -0.000554
V2648          : 0.009113
V2649          : -0.005654
V2650          : -0.004040
V2651          : -0.002978
V2652          : 0.003153
V2653          : -0.005851
V2656          : 0.007415
V2657          : 0.002791
V2658          : -0.004287
V2659          : 0.006217
V2660          : -0.007546
V2661          : 0.009042
V2662          : -0.006888
V2663          : 0.005510
V2665          : -0.004822
V2666          : -0.006440
V2667          : 0.023648
V2668          : -0.009773
V2669          : 0.012461
V2670          : 0.003857
V2673          : 0.000872
V2674          : -0.006962
