custom_lambda_0.0003 Coefficients
==================================================
Bias Term      : 0.007769
V1368          : 0.003177
V1369          : -0.010071
V1370          : 0.006326
V1371          : 0.007290
V1372          : -0.007813
V1373          : 0.004813
V1374          : -0.003956
V1375          : -0.009822
V1376          : 0.015575
V1377          : 0.006131
V1378          : 0.013376
V1379          : 0.007349
V1380          : -0.004997
V1381          : -0.011319
V1382          : -0.006114
V1383          : -0.002752
V1384          : -0.004771
V1385          : 0.013384
V1386          : -0.006844
V1387          : 0.000000
V1388          : -0.010177
V1389          : 0.006285
V1390          : -0.013707
V1391          : -0.000159
V1392          : -0.009678
V1393          : -0.005532
V1394          : 0.012830
V1395          : 0.010898
V1396          : -0.001294
V1397          : 0.009049
V1398          : -0.004063
V1399          : 0.003839
V1400          : -0.005961
V1401          : 0.006832
V1402          : 0.014979
V1403          : -0.005682
V1404          : -0.005165
V1405          : 0.014143
V1406          : 0.012079
V1407          : 0.003679
V1408          : 0.005731
V1409          : -0.002007
V1410          : -0.006671
V1411          : -0.000718
V1412          : -0.006278
V1413          : 0.003243
V1414          : 0.000895
V1415          : -0.003122
V1416          : 0.006511
V1417          : 0.007771
V1418          : -0.002586
V1419          : 0.002449
V1420          : -0.009682
V1421          : -0.011960
V1422          : -0.007190
V1423          : 0.015904
V1424          : -0.006026
V1425          : 0.006063
V1426          : -0.012406
V1427          : 0.008432
V1428          : -0.005584
V1429          : 0.012193
V1430          : 0.017621
V1431          : 0.009282
V1432          : -0.004012
V1433          : -0.006061
V1435          : 0.003699
V1436          : 0.000000
V1437          : -0.010408
V1438          : -0.003870
V1439          : 0.000496
V1440          : -0.013676
V1441          : 0.004967
V1442          : -0.004365
V1443          : 0.007768
V1444          : -0.001204
V1445          : -0.010681
V1446          : -0.010418
V1447          : -0.008126
V1448          : 0.011676
V1449          : 0.009114
V1450          : 0.005437
V1451          : 0.010744
V1452          : -0.004913
V1453          : 0.000440
V1454          : -0.002235
V1455          : -0.010520
V1456          : -0.016724
V1457          : 0.004483
V1458          : 0.008045
V1459          : -0.009247
V1460          : 0.003296
V1461          : -0.004554
V1462          : 0.010379
V1463          : -0.005934
V1464          : 0.011704
V1465          : 0.004553
V1466          : -0.007613
V1467          : -0.008315
V1468          : 0.002912
V1469          : 0.001065
V1470          : -0.019814
V1471          : 0.004882
V1472          : 0.010119
V1473          : 0.003902
V1474          : 0.005334
V1475          : -0.000321
V1476          : -0.004706
V1477          : 0.011026
V1478          : -0.007436
V1479          : -0.003602
V1480          : -0.009669
V1481          : 0.005156
V1482          : -0.005967
V1483          : -0.005608
V1484          : 0.005016
V1485          : -0.006061
V1486          : -0.007690
V1487          : 0.009745
V1488          : 0.014652
V1489          : 0.003907
V1490          : 0.003315
V1491          : -0.016488
V1492          : -0.005178
V1493          : -0.002527
V1494          : -0.009082
V1495          : 0.006027
V1496          : -0.005278
V1497          : 0.001658
V1498          : 0.006271
V1499          : -0.006301
V1500          : 0.013807
V1501          : -0.012427
V1502          : -0.003334
V1503          : -0.007945
V1504          : 0.007245
V1505          : 0.008040
V1506          : 0.009305
V1507          : -0.010982
V1508          : -0.012409
V1509          : -0.005050
V1510          : -0.006070
V1511          : -0.004327
V1512          : 0.000423
V1513          : -0.005958
V1514          : 0.001985
V1515          : -0.013238
V1516          : 0.001630
V1517          : -0.005420
V1518          : 0.008791
V1519          : -0.012675
V1520          : -0.003119
V1521          : 0.000104
V1522          : 0.008706
V1523          : 0.001462
V1524          : -0.020800
V1525          : -0.006265
V1526          : -0.005127
V1527          : 0.003825
V1528          : -0.006153
V1529          : -0.000843
V1530          : -0.005288
V1531          : 0.000402
V1532          : -0.002125
V1533          : 0.006501
V1534          : -0.006208
V1535          : -0.003355
V1536          : 0.002630
V1537          : 0.005771
V1538          : -0.009429
V1539          : 0.007927
V1540          : -0.005933
V1541          : 0.009189
V1542          : -0.018363
V1543          : -0.006557
V1544          : -0.009912
V1545          : 0.000664
V1546          : -0.002776
V1547          : -0.010894
V1548          : -0.002718
V1549          : -0.005405
V1550          : 0.011344
V1551          : -0.007990
V1552          : 0.010247
V1553          : 0.005398
V1554          : 0.000143
V1555          : -0.012562
V1556          : 0.022171
V1557          : -0.014067
V1558          : -0.004924
V1559          : 0.002681
V1560          : -0.000272
V1561          : -0.007898
V1562          : -0.004754
V1563          : -0.004252
V1564          : 0.004544
V1565          : -0.013314
V1566          : -0.018948
V1567          : 0.010799
V1568          : -0.008453
V1569          : -0.000969
V1570          : 0.009890
V1571          : -0.023978
V1572          : 0.000895
V1573          : -0.003025
V1574          : 0.011335
V1575          : -0.008560
V1576          : -0.002592
V1577          : 0.006401
V1578          : -0.005260
V1579          : 0.003738
V1580          : 0.004686
V1581          : -0.008657
V1582          : -0.005190
V1583          : -0.005085
V1584          : 0.006168
V1585          : -0.012613
V1586          : -0.006765
V1587          : -0.011426
V1588          : 0.004978
V1589          : -0.004814
V1590          : 0.006117
V1591          : -0.004700
V1592          : -0.000883
V1593          : -0.007935
V1594          : -0.009835
V1595          : 0.007477
V1596          : -0.004181
V1597          : 0.005948
V1598          : -0.011260
V1599          : -0.005456
V1600          : 0.004514
V1601          : -0.001226
V1602          : -0.004583
V1603          : -0.015216
V1604          : -0.010631
V1605          : -0.015274
V1606          : 0.006223
V1607          : 0.006258
V1608          : -0.008212
V1610          : -0.017268
V1611          : 0.004288
V1612          : -0.006537
V1613          : -0.009087
V1614          : 0.007510
V1615          : -0.004151
V1616          : 0.001704
V1617          : -0.002328
V1618          : -0.002870
V1619          : 0.003997
V1620          : -0.008156
V1621          : 0.004144
V1622          : -0.012636
V1623          : 0.007770
V1624          : 0.006374
V1625          : 0.013750
V1626          : -0.005739
V1627          : -0.005533
V1628          : 0.004331
V1629          : -0.007924
V1630          : -0.006907
V1631          : -0.001351
V1632          : 0.010914
V1633          : 0.008360
V1634          : -0.001063
V1635          : 0.006939
V1636          : -0.008236
V1637          : 0.005869
V1638          : -0.015553
V1639          : 0.005066
V1640          : -0.011850
V1641          : -0.002529
V1642          : -0.011959
V1643          : -0.004279
V1644          : -0.002582
V1645          : -0.005014
V1646          : -0.006772
V1647          : 0.010413
V1648          : -0.010973
V1649          : -0.020409
V1650          : -0.006032
V1651          : 0.013772
V1652          : 0.003093
V1653          : 0.002719
V1654          : -0.005459
V1655          : 0.008141
V1656          : -0.006948
V1657          : 0.009020
V1658          : 0.007834
V1659          : -0.001716
V1660          : -0.005306
V1661          : -0.014016
V1662          : 0.008001
V1663          : -0.008944
V1664          : -0.006132
V1665          : 0.005512
V1666          : -0.002853
V1667          : -0.007230
V1668          : 0.004369
V1669          : -0.006892
V1670          : -0.000192
V1671          : -0.003999
V1672          : 0.011494
V1673          : -0.005193
V1674          : -0.007839
V1675          : 0.010917
V1676          : 0.001890
V1677          : -0.009727
V1678          : 0.004042
V1679          : -0.016092
V1680          : 0.008545
V1681          : -0.006058
V1682          : 0.007985
V1683          : -0.003348
V1684          : 0.003887
V1685          : 0.010049
V1686          : 0.005971
V1687          : 0.011543
V1688          : 0.003242
V1689          : -0.006930
V1690          : -0.008874
V1691          : -0.002862
V1692          : -0.008936
V1693          : -0.003607
V1694          : 0.009179
V1695          : 0.003802
V1696          : -0.010812
V1697          : 0.011507
V1698          : -0.007009
V1699          : -0.011377
V1700          : 0.004475
V1701          : -0.012598
V1702          : -0.017490
V1703          : 0.010052
V1704          : -0.009591
V1705          : -0.005315
V1706          : -0.003951
V1707          : -0.007560
V1708          : -0.003409
V1709          : -0.008004
V1710          : -0.007524
V1711          : 0.007921
V1712          : -0.009967
V1713          : -0.002375
V1714          : -0.013929
V1715          : -0.005580
V1716          : -0.005237
V1717          : 0.003808
V1718          : 0.002337
V1719          : -0.002950
V1720          : 0.004961
V1721          : 0.005179
V1722          : -0.008522
V1723          : 0.003456
V1724          : -0.008718
V1725          : 0.003408
V1726          : -0.009715
V1727          : -0.005961
V1728          : -0.002512
V1729          : -0.010500
V1730          : -0.007549
V1731          : 0.005148
V1732          : -0.004354
V1733          : 0.002006
V1734          : 0.003763
V1735          : 0.003762
V1736          : 0.002643
V1737          : 0.011578
V1738          : 0.009570
V1739          : -0.009732
V1740          : -0.002879
V1741          : 0.003266
V1742          : 0.003443
V1743          : -0.004079
V1744          : 0.001210
V1745          : -0.007010
V1746          : -0.005781
V1747          : -0.002266
V1748          : 0.003939
V1749          : -0.005527
V1750          : 0.014411
V1751          : -0.000212
V1752          : -0.000137
V1753          : -0.005316
V1754          : 0.009769
V1755          : 0.005201
V1756          : -0.007083
V1757          : -0.007014
V1758          : -0.004133
V1759          : -0.011721
V1760          : -0.002784
V1761          : -0.001318
V1762          : 0.002921
V1763          : 0.007184
V1764          : -0.006895
V1765          : 0.004197
V1766          : -0.016374
V1767          : -0.003471
V1768          : 0.005262
V1770          : -0.012546
V1771          : -0.003605
V1772          : 0.000145
V1773          : -0.009726
V1774          : 0.008852
V1775          : 0.002795
V1776          : 0.012676
V1777          : -0.012515
V1778          : 0.003639
V1779          : -0.007041
V1780          : -0.002889
V1781          : 0.006034
V1782          : -0.007045
V1783          : 0.003771
V1784          : 0.000243
V1785          : 0.021321
V1786          : 0.008963
V1787          : 0.004222
V1788          : -0.002142
V1790          : 0.009557
V1791          : 0.004209
V1792          : 0.003571
V1793          : 0.003032
V1794          : -0.004817
V1795          : -0.011615
V1796          : -0.002079
V1797          : 0.025600
V1798          : 0.005784
V1799          : 0.007082
V1800          : 0.010036
V1801          : -0.001442
V1802          : -0.004236
V1803          : 0.000000
V1804          : -0.006765
V1805          : 0.000488
V1806          : -0.005400
V1807          : 0.002577
V1808          : 0.008588
V1809          : -0.014293
V1810          : 0.014684
V1811          : 0.001255
V1812          : -0.006718
V1813          : 0.003919
V1814          : -0.007764
V1815          : -0.005081
V1816          : -0.003819
V1817          : -0.011129
V1818          : 0.006033
V1819          : -0.006410
V1820          : 0.003756
V1821          : 0.003368
V1822          : 0.007350
V1823          : -0.002306
V1824          : -0.002870
V1825          : -0.000131
V1826          : 0.003348
V1827          : -0.008761
V1828          : -0.006514
V1829          : 0.007078
V1830          : -0.000576
V1831          : 0.000083
V1832          : 0.005295
V1833          : -0.006293
V1834          : 0.002569
V1836          : -0.006958
V1837          : 0.001708
V1838          : -0.002131
V1839          : 0.013772
V1840          : 0.002092
V1841          : -0.007018
V1842          : -0.000297
V1843          : -0.004825
V1844          : -0.004964
V1845          : 0.005798
V1846          : -0.002696
V1847          : -0.005497
V1848          : -0.003156
V1849          : 0.008499
V1850          : -0.006361
V1851          : -0.016893
V1852          : -0.007169
V1854          : 0.001006
V1855          : 0.005044
V1856          : -0.013519
V1857          : 0.000500
V1858          : 0.007777
V1859          : -0.010758
V1860          : -0.002041
V1861          : 0.013973
V1862          : 0.009303
V1863          : -0.001760
V1864          : 0.003882
V1865          : -0.006753
V1866          : -0.007038
V1867          : -0.005460
V1868          : 0.009362
V1869          : 0.003628
V1870          : 0.003833
V1871          : -0.010634
V1872          : -0.005297
V1873          : -0.008348
V1874          : 0.005620
V1875          : 0.012604
V1876          : -0.005152
V1877          : 0.012820
V1878          : -0.003271
V1879          : -0.006259
V1880          : -0.007942
V1881          : 0.000039
V1882          : -0.009252
V1883          : 0.001314
V1884          : 0.007820
V1885          : 0.005672
V1886          : -0.003535
V1887          : -0.005909
V1888          : 0.006480
V1889          : 0.012033
V1890          : 0.004838
V1891          : -0.005777
V1892          : 0.004265
V1893          : 0.012377
V1894          : -0.003216
V1895          : -0.005930
V1896          : -0.004920
V1898          : -0.010693
V1899          : 0.006628
V1900          : 0.002934
V1901          : 0.008063
V1902          : -0.007997
V1903          : 0.003688
V1904          : 0.012670
V1905          : 0.006090
V1906          : -0.003257
V1907          : 0.013530
V1908          : 0.003270
V1909          : -0.008002
V1910          : 0.017922
V1911          : 0.013872
V1912          : 0.003561
V1913          : -0.005526
V1914          : -0.002072
V1915          : 0.012010
V1916          : -0.014404
V1917          : -0.010355
V1918          : 0.014298
V1919          : -0.001515
V1920          : -0.013010
V1921          : -0.007212
V1922          : 0.013335
V1923          : -0.007541
V1924          : -0.007595
V1925          : -0.004715
V1926          : 0.004187
V1927          : 0.009836
V1929          : -0.006742
V1930          : -0.004665
V1931          : -0.012358
V1932          : -0.015648
V1934          : 0.003565
V1935          : 0.004358
V1936          : 0.004659
V1937          : -0.006181
V1938          : 0.006032
V1939          : -0.000021
V1940          : 0.005908
V1941          : 0.013438
V1942          : -0.006383
V1943          : -0.008449
V1944          : -0.007714
V1945          : -0.009881
V1946          : -0.006060
V1947          : -0.017712
V1948          : -0.004847
V1949          : -0.007164
V1950          : -0.006657
V1951          : -0.009199
V1952          : -0.005700
V1953          : -0.006295
V1954          : 0.011116
V1955          : 0.001808
V1956          : -0.007454
V1957          : 0.003077
V1958          : -0.005931
V1959          : -0.016742
V1960          : 0.009823
V1961          : -0.006926
V1962          : 0.000285
V1963          : -0.015181
V1964          : -0.007536
V1965          : 0.004853
V1966          : 0.004607
V1967          : 0.012527
V1968          : 0.006263
V1969          : -0.010142
V1970          : 0.005349
V1971          : 0.004129
V1972          : -0.004886
V1973          : -0.009485
V1974          : 0.017327
V1975          : -0.003618
V1976          : 0.007793
V1977          : 0.006037
V1978          : -0.018554
V1979          : -0.011102
V1980          : -0.008814
V1981          : 0.001915
V1982          : -0.004584
V1983          : 0.000346
V1984          : 0.003726
V1985          : -0.009615
V1986          : 0.002123
V1987          : 0.005440
V1988          : -0.006222
V1989          : -0.007455
V1990          : -0.009024
V1991          : -0.008423
V1992          : 0.002941
V1993          : 0.004105
V1994          : 0.006390
V1995          : -0.005348
V1996          : -0.005867
V1997          : -0.007239
V1998          : -0.001658
V1999          : 0.000893
V2000          : -0.000415
V2001          : 0.004444
V2002          : -0.004357
V2003          : -0.005097
V2004          : 0.001023
V2005          : 0.009952
V2006          : 0.005496
V2007          : 0.013331
V2008          : -0.001318
V2009          : -0.005856
V2010          : 0.011686
V2011          : 0.007307
V2012          : -0.021138
V2013          : 0.005533
V2014          : -0.008379
V2015          : -0.005622
V2016          : -0.003428
V2017          : -0.005223
V2018          : -0.001583
V2019          : -0.006241
V2020          : -0.005210
V2021          : 0.005592
V2022          : 0.003902
V2023          : -0.000701
V2024          : 0.013349
V2025          : 0.005394
V2026          : 0.004976
V2027          : 0.000348
V2028          : -0.003872
V2029          : 0.000895
V2030          : 0.002958
V2031          : -0.001145
V2032          : -0.021575
V2033          : -0.003926
V2034          : 0.005306
V2035          : -0.005816
V2036          : -0.000257
V2037          : 0.003770
V2038          : -0.002734
V2039          : -0.006449
V2040          : -0.001919
V2041          : 0.007929
V2042          : 0.005248
V2043          : -0.004608
V2044          : -0.011931
V2045          : -0.007861
V2046          : -0.004054
V2048          : -0.001851
V2049          : -0.007732
V2050          : 0.005827
V2051          : 0.005355
V2052          : -0.002015
V2053          : -0.002541
V2054          : 0.003258
V2055          : 0.013737
V2056          : 0.015998
V2057          : 0.000395
V2058          : 0.010512
V2059          : -0.013509
V2060          : -0.001536
V2061          : 0.001713
V2062          : 0.005488
V2063          : 0.003174
V2064          : -0.001704
V2065          : -0.003029
V2066          : 0.007622
V2067          : 0.004318
V2068          : -0.006266
V2069          : -0.008825
V2070          : 0.009030
V2071          : -0.006453
V2072          : 0.004624
V2073          : -0.007506
V2074          : -0.004416
V2075          : -0.012087
V2076          : -0.004341
V2077          : -0.006885
V2078          : -0.005054
V2079          : 0.002975
V2080          : -0.003469
V2081          : 0.020916
V2082          : 0.008724
V2083          : -0.002478
V2084          : -0.006383
V2085          : 0.008276
V2086          : 0.012371
V2087          : -0.006550
V2088          : 0.008371
V2089          : -0.004383
V2090          : -0.004011
V2091          : -0.009085
V2092          : -0.007422
V2093          : 0.007540
V2094          : -0.008128
V2095          : 0.004665
V2096          : -0.014176
V2097          : -0.006234
V2098          : 0.006843
V2099          : 0.010804
V2100          : 0.015704
V2101          : 0.002630
V2102          : 0.008096
V2103          : 0.007959
V2104          : -0.007055
V2105          : 0.005420
V2106          : 0.006326
V2107          : -0.004405
V2108          : 0.006072
V2109          : 0.002255
V2110          : -0.007889
V2111          : -0.004835
V2112          : -0.003272
V2113          : -0.004308
V2114          : -0.010232
V2115          : 0.004468
V2116          : -0.005805
V2117          : -0.001976
V2118          : -0.007643
V2119          : 0.004959
V2120          : -0.003663
V2121          : -0.002125
V2122          : 0.003571
V2123          : -0.003007
V2124          : 0.011835
V2125          : -0.007288
V2126          : -0.002067
V2127          : 0.010162
V2129          : 0.002714
V2130          : -0.009656
V2131          : 0.000497
V2132          : -0.015824
V2133          : -0.008890
V2134          : 0.006546
V2135          : 0.009521
V2136          : 0.008346
V2137          : 0.016359
V2138          : 0.016902
V2139          : -0.000209
V2140          : 0.004563
V2141          : 0.006979
V2142          : 0.001975
V2143          : -0.003094
V2144          : 0.019464
V2145          : 0.013068
V2146          : -0.012128
V2147          : 0.018383
V2148          : -0.005554
V2149          : 0.006377
V2150          : 0.007044
V2152          : -0.005920
V2153          : 0.003584
V2154          : 0.007519
V2155          : -0.002750
V2156          : -0.009564
V2157          : 0.010514
V2158          : -0.004027
V2159          : -0.007709
V2160          : 0.006419
V2161          : -0.007026
V2162          : -0.010711
V2163          : -0.000168
V2164          : -0.007195
V2165          : 0.006525
V2166          : 0.007172
V2167          : 0.006166
V2168          : 0.003413
V2169          : 0.005622
V2170          : -0.008458
V2171          : 0.005278
V2172          : 0.010613
V2173          : 0.002359
V2174          : -0.005341
V2175          : -0.009304
V2176          : -0.008781
V2177          : -0.006335
V2178          : 0.015618
V2179          : -0.020125
V2180          : 0.002340
V2181          : -0.004970
V2182          : 0.003610
V2183          : -0.009632
V2184          : 0.004553
V2185          : -0.009770
V2186          : -0.004963
V2187          : -0.002159
V2188          : -0.009584
V2189          : -0.005193
V2190          : -0.006339
V2191          : 0.012178
V2192          : 0.011251
V2193          : -0.009466
V2194          : -0.004549
V2195          : -0.000943
V2196          : 0.008408
V2197          : 0.021512
V2198          : 0.017385
V2199          : -0.008235
V2200          : -0.010419
V2201          : -0.000341
V2202          : -0.011144
V2203          : 0.009795
V2204          : 0.001946
V2205          : -0.004929
V2206          : 0.006355
V2207          : 0.005395
V2208          : -0.007685
V2209          : -0.006318
V2210          : -0.010360
V2212          : -0.000411
V2213          : 0.003104
V2214          : -0.006398
V2215          : 0.000495
V2216          : -0.011368
V2217          : -0.004083
V2218          : 0.001209
V2219          : 0.012400
V2220          : -0.004197
V2221          : -0.007355
V2222          : 0.006645
V2223          : 0.006262
V2224          : -0.009826
V2225          : -0.010544
V2226          : 0.010873
V2227          : 0.004582
V2228          : -0.007458
V2229          : -0.000231
V2230          : -0.000833
V2231          : -0.003572
V2232          : 0.000569
V2233          : 0.007645
V2234          : 0.006877
V2235          : -0.014575
V2236          : -0.003708
V2237          : -0.003144
V2238          : -0.007649
V2239          : -0.006598
V2240          : -0.006325
V2241          : -0.002247
V2242          : 0.003637
V2243          : -0.006373
V2244          : -0.008272
V2245          : 0.005338
V2246          : -0.000026
V2247          : -0.004016
V2248          : -0.003861
V2249          : -0.009185
V2250          : -0.008250
V2251          : -0.003815
V2252          : 0.002757
V2253          : 0.006087
V2254          : -0.008087
V2255          : 0.007089
V2257          : 0.002783
V2258          : 0.005810
V2259          : -0.016517
V2260          : 0.004529
V2261          : -0.010184
V2262          : -0.009454
V2263          : 0.022716
V2264          : 0.006995
V2265          : -0.009049
V2266          : -0.002108
V2267          : -0.004490
V2268          : -0.012382
V2269          : -0.006211
V2270          : 0.009208
V2271          : 0.009420
V2274          : 0.002660
V2275          : 0.003130
V2276          : -0.017324
V2277          : 0.009852
V2278          : 0.003807
V2279          : -0.018088
V2280          : 0.001005
V2281          : 0.009600
V2282          : -0.004111
V2283          : -0.001117
V2284          : 0.009379
V2285          : -0.007141
V2286          : -0.007078
V2287          : 0.004931
V2288          : -0.008711
V2289          : -0.007003
V2290          : -0.007346
V2291          : -0.006730
V2292          : -0.006054
V2293          : 0.005089
V2294          : -0.012963
V2295          : 0.005367
V2296          : 0.007469
V2297          : -0.015802
V2298          : -0.002568
V2299          : 0.008231
V2300          : 0.006920
V2301          : 0.010225
V2302          : -0.008206
V2303          : -0.014978
V2304          : -0.000681
V2305          : 0.003032
V2306          : -0.005329
V2307          : 0.003291
V2308          : 0.005874
V2309          : -0.003252
V2310          : 0.000914
V2311          : 0.002772
V2312          : -0.012883
V2313          : 0.002343
V2314          : -0.007703
V2315          : 0.007795
V2316          : 0.004402
V2317          : -0.004826
V2318          : -0.012330
V2319          : -0.007173
V2320          : 0.005775
V2321          : -0.000850
V2322          : 0.000090
V2323          : 0.016440
V2324          : -0.004221
V2325          : -0.006249
V2326          : -0.015863
V2327          : -0.007840
V2328          : -0.004826
V2329          : 0.000976
V2330          : 0.004382
V2331          : 0.003441
V2332          : -0.004059
V2333          : -0.014472
V2334          : -0.006488
V2335          : -0.002081
V2336          : -0.002647
V2337          : -0.006992
V2338          : -0.004583
V2339          : -0.003741
V2340          : -0.004072
V2341          : -0.010160
V2342          : 0.005655
V2343          : -0.009764
V2344          : -0.006598
V2345          : -0.008034
V2346          : 0.008128
V2347          : -0.012585
V2348          : -0.010823
V2349          : -0.007975
V2350          : 0.016154
V2351          : 0.009043
V2352          : -0.007591
V2353          : 0.009629
V2354          : 0.008064
V2355          : -0.009438
V2356          : -0.013587
V2357          : 0.004974
V2358          : -0.012909
V2359          : -0.008261
V2360          : 0.004575
V2361          : 0.007091
V2362          : 0.005383
V2363          : -0.014733
V2364          : -0.008524
V2365          : 0.004181
V2366          : -0.012585
V2367          : -0.005894
V2368          : 0.002908
V2370          : 0.004771
V2371          : 0.006181
V2372          : -0.003661
V2373          : -0.007824
V2374          : -0.008330
V2375          : -0.002744
V2376          : 0.005124
V2377          : 0.004752
V2378          : -0.007121
V2379          : 0.008445
V2380          : -0.005001
V2381          : 0.013941
V2382          : 0.001478
V2384          : -0.005417
V2385          : -0.004310
V2386          : 0.002204
V2387          : 0.006406
V2388          : -0.009605
V2389          : 0.004954
V2390          : 0.004708
V2391          : -0.007412
V2392          : -0.005215
V2393          : 0.002730
V2394          : -0.004490
V2395          : 0.004651
V2396          : 0.004249
V2398          : 0.000334
V2399          : 0.013316
V2400          : -0.006993
V2401          : -0.004527
V2402          : 0.001687
V2403          : -0.002881
V2404          : -0.007760
V2405          : -0.011447
V2406          : 0.014875
V2407          : -0.004941
V2408          : -0.007299
V2409          : 0.014792
V2410          : -0.013681
V2411          : -0.004725
V2412          : -0.004640
V2413          : -0.005371
V2414          : -0.005712
V2415          : 0.012338
V2416          : 0.005488
V2417          : -0.006675
V2418          : 0.001352
V2419          : -0.007170
V2422          : -0.013671
V2423          : -0.006964
V2424          : -0.011115
V2425          : 0.013508
V2426          : -0.005678
V2427          : 0.002565
V2428          : -0.002146
V2429          : 0.003587
V2430          : -0.002442
V2431          : 0.008895
V2432          : 0.000197
V2433          : -0.010199
V2434          : -0.000868
V2435          : 0.009865
V2436          : 0.006808
V2437          : 0.003627
V2438          : 0.002878
V2439          : -0.008928
V2440          : 0.002490
V2441          : -0.004552
V2442          : 0.007224
V2443          : -0.012523
V2444          : 0.001061
V2445          : -0.002670
V2446          : 0.015427
V2447          : 0.004199
V2448          : 0.013546
V2449          : 0.004327
V2450          : -0.006705
V2451          : -0.017615
V2452          : -0.009750
V2453          : 0.000501
V2454          : -0.006113
V2455          : -0.003133
V2456          : 0.010576
V2457          : 0.014055
V2458          : -0.007755
V2459          : -0.004083
V2460          : -0.007657
V2461          : -0.007899
V2462          : 0.006015
V2463          : 0.009155
V2464          : 0.004067
V2465          : -0.004131
V2466          : 0.003263
V2467          : 0.001980
V2469          : 0.009375
V2470          : -0.005839
V2471          : 0.003965
V2472          : 0.002598
V2473          : 0.005209
V2474          : -0.002144
V2475          : 0.001421
V2476          : -0.008934
V2477          : 0.000305
V2480          : -0.006832
V2481          : -0.005782
V2482          : 0.006146
V2483          : 0.030926
V2484          : -0.005411
V2485          : -0.000728
V2486          : -0.006178
V2487          : 0.007281
V2488          : -0.003395
V2489          : 0.000990
V2490          : 0.008054
V2491          : 0.007264
V2492          : -0.001280
V2493          : -0.004886
V2494          : 0.012679
V2495          : 0.021641
V2496          : 0.003700
V2497          : 0.002645
V2498          : 0.004426
V2499          : 0.001803
V2500          : 0.003396
V2501          : -0.000411
V2502          : -0.007290
V2503          : -0.000314
V2504          : -0.002131
V2505          : 0.004003
V2506          : -0.013420
V2507          : -0.005072
V2508          : -0.007236
V2509          : -0.009946
V2510          : -0.002396
V2511          : -0.002068
V2512          : -0.010215
V2513          : -0.004699
V2514          : -0.010769
V2515          : 0.003266
V2516          : 0.008469
V2517          : -0.006563
V2518          : 0.003756
V2519          : -0.005926
V2520          : 0.003018
V2521          : 0.004242
V2522          : -0.003010
V2524          : 0.011100
V2525          : -0.006427
V2526          : -0.001629
V2527          : 0.007965
V2528          : 0.009635
V2529          : -0.013832
V2530          : 0.009267
V2531          : 0.009529
V2532          : 0.002976
V2533          : 0.015590
V2534          : -0.000198
V2535          : -0.004872
V2536          : 0.009167
V2537          : -0.005722
V2538          : -0.010971
V2539          : -0.006241
V2540          : 0.010425
V2541          : 0.008497
V2542          : 0.002444
V2543          : -0.009229
V2544          : 0.000393
V2545          : -0.004284
V2546          : -0.006076
V2547          : 0.009127
V2548          : -0.004383
V2549          : -0.003744
V2550          : 0.001022
V2551          : -0.005505
V2552          : 0.007690
V2553          : 0.005883
V2554          : -0.001187
V2555          : -0.003059
V2556          : 0.004165
V2557          : 0.003803
V2558          : 0.003275
V2559          : 0.010142
V2560          : 0.001733
V2563          : 0.012782
V2564          : 0.004626
V2565          : 0.008449
V2566          : 0.014237
V2567          : 0.008595
V2568          : -0.007251
V2569          : -0.002734
V2570          : 0.000192
V2571          : 0.001451
V2572          : 0.005711
V2573          : -0.001423
V2574          : 0.003083
V2575          : -0.014380
V2576          : -0.011122
V2577          : 0.007396
V2578          : -0.001129
V2580          : 0.007129
V2581          : 0.005928
V2582          : -0.007944
V2583          : -0.010266
V2584          : 0.005319
V2585          : 0.007240
V2587          : -0.005156
V2588          : -0.004419
V2589          : 0.013880
V2590          : 0.001562
V2591          : -0.005181
V2592          : -0.009795
V2593          : -0.010560
V2594          : -0.008017
V2595          : -0.010300
V2596          : 0.004925
V2597          : -0.003558
V2598          : -0.005329
V2599          : 0.004738
V2600          : 0.012261
V2601          : 0.000524
V2602          : -0.004100
V2603          : 0.005782
V2604          : 0.006306
V2605          : -0.002895
V2606          : -0.005097
V2607          : 0.010032
V2608          : -0.016328
V2609          : -0.007246
V2610          : -0.006034
V2611          : -0.003323
V2612          : 0.012613
V2614          : 0.000000
V2615          : -0.004118
V2616          : -0.005990
V2617          : 0.004078
V2618          : 0.008583
V2620          : 0.010971
V2621          : -0.005214
V2622          : -0.000536
V2623          : 0.000128
V2624          : -0.009621
V2625          : -0.007183
V2626          : -0.008240
V2627          : -0.013600
V2628          : 0.001644
V2629          : 0.005805
V2630          : -0.003304
V2631          : 0.014007
V2632          : 0.010346
V2633          : -0.006338
V2634          : -0.004633
V2635          : 0.001495
V2636          : 0.025520
V2637          : -0.004206
V2638          : -0.007896
V2639          : 0.013005
V2640          : 0.007908
V2642          : 0.004399
V2643          : -0.003089
V2644          : -0.006108
V2645          : 0.000765
V2647          : -0.000861
V2648          : 0.009416
V2649          : -0.006055
V2650          : -0.004236
V2651          : -0.003087
V2652          : 0.003182
V2653          : -0.005962
V2656          : 0.007550
V2657          : 0.003675
V2658          : -0.004429
V2659          : 0.006336
V2660          : -0.007792
V2661          : 0.009238
V2662          : -0.007792
V2663          : 0.005592
V2665          : -0.004954
V2666          : -0.006583
V2667          : 0.024634
V2668          : -0.010371
V2669          : 0.012764
V2670          : 0.003977
V2673          : 0.001036
V2674          : -0.007095
