custom_lambda_0.0167 Coefficients
==================================================
Bias Term      : 0.007222
V1368          : 0.002851
V1369          : -0.008705
V1370          : 0.005979
V1371          : 0.006406
V1372          : -0.005581
V1373          : 0.003710
V1374          : -0.003377
V1375          : -0.005839
V1376          : 0.011142
V1377          : 0.005227
V1378          : 0.012021
V1379          : 0.006873
V1380          : -0.004639
V1381          : -0.010400
V1382          : -0.003654
V1383          : -0.001140
V1384          : -0.003676
V1385          : 0.011829
V1386          : -0.006392
V1387          : 0.000000
V1388          : -0.008907
V1389          : 0.006019
V1390          : -0.012661
V1391          : -0.000000
V1392          : -0.008560
V1393          : -0.005167
V1394          : 0.008646
V1395          : 0.009876
V1396          : -0.000002
V1397          : 0.007896
V1398          : -0.002923
V1399          : 0.000771
V1400          : -0.005523
V1401          : 0.006038
V1402          : 0.011330
V1403          : -0.005319
V1404          : -0.004711
V1405          : 0.012894
V1406          : 0.009432
V1407          : 0.003550
V1408          : 0.005423
V1409          : -0.001423
V1410          : -0.006311
V1411          : -0.000042
V1412          : -0.005284
V1413          : 0.002883
V1414          : 0.000000
V1415          : -0.000000
V1416          : 0.005877
V1417          : 0.007501
V1418          : -0.001552
V1419          : 0.000447
V1420          : -0.007418
V1421          : -0.010580
V1422          : -0.006650
V1423          : 0.013785
V1424          : -0.004648
V1425          : 0.005250
V1426          : -0.010941
V1427          : 0.007683
V1428          : -0.004862
V1429          : 0.010221
V1430          : 0.014375
V1431          : 0.008053
V1432          : -0.002750
V1433          : -0.005739
V1435          : 0.002260
V1436          : 0.000000
V1437          : -0.009421
V1438          : -0.002696
V1439          : 0.000000
V1440          : -0.012209
V1441          : 0.004197
V1442          : -0.002671
V1443          : 0.006895
V1444          : -0.000000
V1445          : -0.010077
V1446          : -0.009402
V1447          : -0.007213
V1448          : 0.011142
V1449          : 0.007593
V1450          : 0.005203
V1451          : 0.009276
V1452          : -0.003243
V1453          : 0.000000
V1454          : -0.001953
V1455          : -0.009941
V1456          : -0.014772
V1457          : 0.004321
V1458          : 0.007570
V1459          : -0.008719
V1460          : 0.003179
V1461          : -0.001818
V1462          : 0.009456
V1463          : -0.005143
V1464          : 0.009561
V1465          : 0.004340
V1466          : -0.006642
V1467          : -0.007741
V1468          : 0.001323
V1469          : 0.000000
V1470          : -0.017344
V1471          : 0.004715
V1472          : 0.009282
V1473          : 0.002338
V1474          : 0.004696
V1475          : -0.000000
V1476          : -0.004380
V1477          : 0.009681
V1478          : -0.007040
V1479          : -0.000000
V1480          : -0.009108
V1481          : 0.004699
V1482          : -0.005080
V1483          : -0.004983
V1484          : 0.004621
V1485          : -0.005581
V1486          : -0.005999
V1487          : 0.008919
V1488          : 0.013186
V1489          : 0.003688
V1490          : 0.002301
V1491          : -0.015091
V1492          : -0.004784
V1493          : -0.001470
V1494          : -0.006817
V1495          : 0.005744
V1496          : -0.003808
V1497          : 0.000444
V1498          : 0.005849
V1499          : -0.005966
V1500          : 0.012109
V1501          : -0.010278
V1502          : -0.000000
V1503          : -0.005613
V1504          : 0.005858
V1505          : 0.004989
V1506          : 0.008136
V1507          : -0.008583
V1508          : -0.010992
V1509          : -0.004518
V1510          : -0.005619
V1511          : -0.001938
V1512          : 0.000000
V1513          : -0.005300
V1514          : 0.000000
V1515          : -0.009833
V1516          : 0.001274
V1517          : -0.005053
V1518          : 0.008192
V1519          : -0.011703
V1520          : -0.000501
V1521          : 0.000000
V1522          : 0.004639
V1523          : 0.001005
V1524          : -0.019081
V1525          : -0.005842
V1526          : -0.004510
V1527          : 0.003675
V1528          : -0.005205
V1529          : -0.000000
V1530          : -0.004587
V1531          : 0.000000
V1532          : -0.000000
V1533          : 0.006042
V1534          : -0.005813
V1535          : -0.003011
V1536          : 0.001876
V1537          : 0.005089
V1538          : -0.008815
V1539          : 0.007456
V1540          : -0.005617
V1541          : 0.008377
V1542          : -0.016896
V1543          : -0.006024
V1544          : -0.008496
V1545          : 0.000000
V1546          : -0.000000
V1547          : -0.009372
V1548          : -0.002205
V1549          : -0.004713
V1550          : 0.009741
V1551          : -0.006382
V1552          : 0.008277
V1553          : 0.004523
V1554          : 0.000000
V1555          : -0.010317
V1556          : 0.020481
V1557          : -0.012682
V1558          : -0.004530
V1559          : 0.002042
V1560          : -0.000000
V1561          : -0.006282
V1562          : -0.003726
V1563          : -0.003671
V1564          : 0.003800
V1565          : -0.011804
V1566          : -0.017063
V1567          : 0.009340
V1568          : -0.004379
V1569          : -0.000507
V1570          : 0.009116
V1571          : -0.019482
V1572          : 0.000000
V1573          : -0.000231
V1574          : 0.010297
V1575          : -0.006306
V1576          : -0.002251
V1577          : 0.005797
V1578          : -0.004837
V1579          : 0.002993
V1580          : 0.002936
V1581          : -0.001961
V1582          : -0.004828
V1583          : -0.004673
V1584          : 0.005792
V1585          : -0.011523
V1586          : -0.006405
V1587          : -0.007218
V1588          : 0.004720
V1589          : -0.004295
V1590          : 0.005682
V1591          : -0.004336
V1592          : -0.000535
V1593          : -0.007043
V1594          : -0.009114
V1595          : 0.005749
V1596          : -0.003578
V1597          : 0.005545
V1598          : -0.010588
V1599          : -0.005123
V1600          : 0.004323
V1601          : -0.000752
V1602          : -0.003835
V1603          : -0.013287
V1604          : -0.009952
V1605          : -0.012181
V1606          : 0.005245
V1607          : 0.005101
V1608          : -0.007719
V1610          : -0.015580
V1611          : 0.003775
V1612          : -0.006036
V1613          : -0.007856
V1614          : 0.006192
V1615          : -0.003608
V1616          : 0.000866
V1617          : -0.001782
V1618          : -0.001865
V1619          : 0.003449
V1620          : -0.007720
V1621          : 0.003916
V1622          : -0.007281
V1623          : 0.006796
V1624          : 0.003309
V1625          : 0.009896
V1626          : -0.003990
V1627          : -0.005029
V1628          : 0.000877
V1629          : -0.006859
V1630          : -0.006495
V1631          : -0.000000
V1632          : 0.009556
V1633          : 0.007115
V1634          : -0.000000
V1635          : 0.004184
V1636          : -0.007751
V1637          : 0.004873
V1638          : -0.012753
V1639          : 0.000495
V1640          : -0.011157
V1641          : -0.001017
V1642          : -0.011228
V1643          : -0.003452
V1644          : -0.000000
V1645          : -0.003546
V1646          : -0.001664
V1647          : 0.007810
V1648          : -0.010263
V1649          : -0.017456
V1650          : -0.005256
V1651          : 0.010660
V1652          : 0.001848
V1653          : 0.001981
V1654          : -0.003201
V1655          : 0.007020
V1656          : -0.006489
V1657          : 0.006177
V1658          : 0.004973
V1659          : -0.000457
V1660          : -0.004717
V1661          : -0.010439
V1662          : 0.007468
V1663          : -0.008387
V1664          : -0.005579
V1665          : 0.004692
V1666          : -0.001014
V1667          : -0.005932
V1668          : 0.004078
V1669          : -0.006411
V1670          : -0.000000
V1671          : -0.001702
V1672          : 0.010614
V1673          : -0.004700
V1674          : -0.001755
V1675          : 0.009830
V1676          : 0.001441
V1677          : -0.006863
V1678          : 0.000058
V1679          : -0.014280
V1680          : 0.004110
V1681          : -0.005640
V1682          : 0.006129
V1683          : -0.002960
V1684          : 0.003356
V1685          : 0.009077
V1686          : 0.005583
V1687          : 0.008241
V1688          : 0.002387
V1689          : -0.006267
V1690          : -0.008225
V1691          : -0.001725
V1692          : -0.006013
V1693          : -0.001958
V1694          : 0.008243
V1695          : 0.002505
V1696          : -0.009607
V1697          : 0.009688
V1698          : -0.006268
V1699          : -0.010423
V1700          : 0.004139
V1701          : -0.010935
V1702          : -0.012072
V1703          : 0.008912
V1704          : -0.008131
V1705          : -0.004667
V1706          : -0.003516
V1707          : -0.007144
V1708          : -0.001304
V1709          : -0.004690
V1710          : -0.006586
V1711          : 0.006786
V1712          : -0.009429
V1713          : -0.000000
V1714          : -0.010549
V1715          : -0.004681
V1716          : -0.004852
V1717          : 0.003686
V1718          : 0.000000
V1719          : -0.001580
V1720          : 0.004717
V1721          : 0.004930
V1722          : -0.007534
V1723          : 0.003287
V1724          : -0.007475
V1725          : 0.003280
V1726          : -0.008797
V1727          : -0.005642
V1728          : -0.001765
V1729          : -0.009193
V1730          : -0.003953
V1731          : 0.004353
V1732          : -0.003563
V1733          : 0.001763
V1734          : 0.003626
V1735          : 0.003565
V1736          : 0.002575
V1737          : 0.010929
V1738          : 0.008387
V1739          : -0.009095
V1740          : -0.000567
V1741          : 0.003161
V1742          : 0.003216
V1743          : -0.003778
V1744          : 0.000000
V1745          : -0.006626
V1746          : -0.005400
V1747          : -0.000523
V1748          : 0.003768
V1749          : -0.005027
V1750          : 0.012490
V1751          : -0.000000
V1752          : -0.000000
V1753          : -0.004794
V1754          : 0.009403
V1755          : 0.004990
V1756          : -0.006706
V1757          : -0.006372
V1758          : -0.003523
V1759          : -0.009999
V1760          : -0.001312
V1761          : -0.000787
V1762          : 0.002610
V1763          : 0.006559
V1764          : -0.006239
V1765          : 0.003850
V1766          : -0.014951
V1767          : -0.003143
V1768          : 0.004949
V1770          : -0.011351
V1771          : -0.003210
V1772          : 0.000000
V1773          : -0.009167
V1774          : 0.007944
V1775          : 0.002317
V1776          : 0.007593
V1777          : -0.010284
V1778          : 0.003166
V1779          : -0.006384
V1780          : -0.002505
V1781          : 0.005532
V1782          : -0.005498
V1783          : 0.003660
V1784          : 0.000000
V1785          : 0.017448
V1786          : 0.007456
V1787          : 0.003975
V1788          : -0.001431
V1790          : 0.008716
V1791          : 0.001376
V1792          : 0.003434
V1793          : 0.002889
V1794          : -0.004486
V1795          : -0.010572
V1796          : -0.000000
V1797          : 0.023336
V1798          : 0.005573
V1799          : 0.004982
V1800          : 0.009185
V1801          : -0.000000
V1802          : -0.003903
V1803          : 0.000000
V1804          : -0.006200
V1805          : 0.000000
V1806          : -0.005033
V1807          : 0.002493
V1808          : 0.008016
V1809          : -0.013075
V1810          : 0.013294
V1811          : 0.000700
V1812          : -0.006361
V1813          : 0.003740
V1814          : -0.006996
V1815          : -0.004443
V1816          : -0.003048
V1817          : -0.010537
V1818          : 0.005585
V1819          : -0.005687
V1820          : 0.001765
V1821          : 0.003229
V1822          : 0.006878
V1823          : -0.001664
V1824          : -0.002265
V1825          : -0.000000
V1826          : 0.002910
V1827          : -0.008003
V1828          : -0.006119
V1829          : 0.006852
V1830          : -0.000111
V1831          : 0.000000
V1832          : 0.004843
V1833          : -0.005638
V1834          : 0.002410
V1836          : -0.006531
V1837          : 0.001276
V1838          : -0.000000
V1839          : 0.012682
V1840          : 0.000562
V1841          : -0.004044
V1842          : -0.000000
V1843          : -0.004394
V1844          : -0.004590
V1845          : 0.005273
V1846          : -0.000000
V1847          : -0.005165
V1848          : -0.000486
V1849          : 0.007989
V1850          : -0.005939
V1851          : -0.015188
V1852          : -0.006571
V1854          : 0.000000
V1855          : 0.004279
V1856          : -0.012553
V1857          : 0.000000
V1858          : 0.006223
V1859          : -0.009501
V1860          : -0.000803
V1861          : 0.010909
V1862          : 0.008622
V1863          : -0.001434
V1864          : 0.003691
V1865          : -0.006394
V1866          : -0.006235
V1867          : -0.004729
V1868          : 0.008785
V1869          : 0.003407
V1870          : 0.003640
V1871          : -0.008910
V1872          : -0.004906
V1873          : -0.007902
V1874          : 0.005261
V1875          : 0.011355
V1876          : -0.003774
V1877          : 0.009933
V1878          : -0.001776
V1879          : -0.005926
V1880          : -0.005739
V1881          : 0.000000
V1882          : -0.008664
V1883          : 0.001155
V1884          : 0.002648
V1885          : 0.005334
V1886          : -0.001898
V1887          : -0.005564
V1888          : 0.006200
V1889          : 0.010928
V1890          : 0.004554
V1891          : -0.005252
V1892          : 0.004008
V1893          : 0.009864
V1894          : -0.002713
V1895          : -0.005614
V1896          : -0.004061
V1898          : -0.001657
V1899          : 0.005684
V1900          : 0.002467
V1901          : 0.007471
V1902          : -0.007047
V1903          : 0.002626
V1904          : 0.010955
V1905          : 0.005675
V1906          : -0.002876
V1907          : 0.012944
V1908          : 0.002936
V1909          : -0.007410
V1910          : 0.015540
V1911          : 0.013156
V1912          : 0.003303
V1913          : -0.004839
V1914          : -0.001403
V1915          : 0.010528
V1916          : -0.013502
V1917          : -0.008866
V1918          : 0.012623
V1919          : -0.000000
V1920          : -0.011584
V1921          : -0.006828
V1922          : 0.011985
V1923          : -0.006539
V1924          : -0.005552
V1925          : -0.000000
V1926          : 0.002691
V1927          : 0.009414
V1929          : -0.006384
V1930          : -0.003236
V1931          : -0.005875
V1932          : -0.013026
V1934          : 0.002700
V1935          : 0.002718
V1936          : 0.002284
V1937          : -0.005038
V1938          : 0.001663
V1939          : -0.000000
V1940          : 0.003738
V1941          : 0.011144
V1942          : -0.005509
V1943          : -0.007964
V1944          : -0.007304
V1945          : -0.009180
V1946          : -0.005453
V1947          : -0.016398
V1948          : -0.003951
V1949          : -0.006746
V1950          : -0.005960
V1951          : -0.008475
V1952          : -0.005396
V1953          : -0.005618
V1954          : 0.010541
V1955          : 0.001623
V1956          : -0.006839
V1957          : 0.002962
V1958          : -0.005325
V1959          : -0.015325
V1960          : 0.006446
V1961          : -0.006353
V1962          : 0.000000
V1963          : -0.013203
V1964          : -0.006516
V1965          : 0.004549
V1966          : 0.004443
V1967          : 0.011530
V1968          : 0.005712
V1969          : -0.009248
V1970          : 0.002759
V1971          : 0.003942
V1972          : -0.003071
V1973          : -0.008541
V1974          : 0.015739
V1975          : -0.003040
V1976          : 0.007275
V1977          : 0.005041
V1978          : -0.016649
V1979          : -0.010298
V1980          : -0.008313
V1981          : 0.001725
V1982          : -0.004120
V1983          : 0.000000
V1984          : 0.003586
V1985          : -0.008754
V1986          : 0.001757
V1987          : 0.005211
V1988          : -0.005814
V1989          : -0.006822
V1990          : -0.007590
V1991          : -0.007907
V1992          : 0.001163
V1993          : 0.003553
V1994          : 0.006000
V1995          : -0.004765
V1996          : -0.004806
V1997          : -0.006552
V1998          : -0.000764
V1999          : 0.000000
V2000          : -0.000000
V2001          : 0.004210
V2002          : -0.003109
V2003          : -0.004764
V2004          : 0.000000
V2005          : 0.004661
V2006          : 0.004748
V2007          : 0.009126
V2008          : -0.000797
V2009          : -0.004353
V2010          : 0.010642
V2011          : 0.006928
V2012          : -0.015905
V2013          : 0.005231
V2014          : -0.007622
V2015          : -0.005253
V2016          : -0.000000
V2017          : -0.004856
V2018          : -0.000000
V2019          : -0.000406
V2020          : -0.004251
V2021          : 0.005290
V2022          : 0.003093
V2023          : -0.000000
V2024          : 0.011814
V2025          : 0.005138
V2026          : 0.004694
V2027          : 0.000000
V2028          : -0.003283
V2029          : 0.000000
V2030          : 0.002878
V2031          : -0.000363
V2032          : -0.018493
V2033          : -0.003524
V2034          : 0.005046
V2035          : -0.004239
V2036          : -0.000000
V2037          : 0.003652
V2038          : -0.002009
V2039          : -0.005729
V2040          : -0.000259
V2041          : 0.007274
V2042          : 0.004916
V2043          : -0.004124
V2044          : -0.008458
V2045          : -0.006140
V2046          : -0.003651
V2048          : -0.000815
V2049          : -0.006761
V2050          : 0.005476
V2051          : 0.005046
V2052          : -0.000583
V2053          : -0.000000
V2054          : 0.001772
V2055          : 0.011893
V2056          : 0.014186
V2057          : 0.000000
V2058          : 0.001531
V2059          : -0.011110
V2060          : -0.000000
V2061          : 0.000000
V2062          : 0.005209
V2063          : 0.002589
V2064          : -0.000000
V2065          : -0.002868
V2066          : 0.007115
V2067          : 0.004082
V2068          : -0.005932
V2069          : -0.008212
V2070          : 0.008191
V2071          : -0.005914
V2072          : 0.004282
V2073          : -0.007094
V2074          : -0.003693
V2075          : -0.009105
V2076          : -0.003827
V2077          : -0.006518
V2078          : -0.004684
V2079          : 0.002152
V2080          : -0.001768
V2081          : 0.017751
V2082          : 0.002845
V2083          : -0.000000
V2084          : -0.005254
V2085          : 0.004827
V2086          : 0.010787
V2087          : -0.005845
V2088          : 0.007201
V2089          : -0.003759
V2090          : -0.003594
V2091          : -0.008147
V2092          : -0.007027
V2093          : 0.007106
V2094          : -0.007523
V2095          : 0.004480
V2096          : -0.013236
V2097          : -0.005902
V2098          : 0.004942
V2099          : 0.009052
V2100          : 0.013153
V2101          : 0.002090
V2102          : 0.004958
V2103          : 0.007168
V2104          : -0.006642
V2105          : 0.004876
V2106          : 0.005775
V2107          : -0.001766
V2108          : 0.005331
V2109          : 0.000000
V2110          : -0.003569
V2111          : -0.001534
V2112          : -0.000000
V2113          : -0.003849
V2114          : -0.008859
V2115          : 0.003496
V2116          : -0.005230
V2117          : -0.000000
V2118          : -0.007237
V2119          : 0.004409
V2120          : -0.002499
V2121          : -0.001331
V2122          : 0.002343
V2123          : -0.002290
V2124          : 0.011335
V2125          : -0.006450
V2126          : -0.000374
V2127          : 0.009321
V2129          : 0.000000
V2130          : -0.008740
V2131          : 0.000052
V2132          : -0.014393
V2133          : -0.008139
V2134          : 0.006025
V2135          : 0.006473
V2136          : 0.007764
V2137          : 0.012093
V2138          : 0.014904
V2139          : -0.000000
V2140          : 0.000000
V2141          : 0.006470
V2142          : 0.000556
V2143          : -0.000000
V2144          : 0.016205
V2145          : 0.011705
V2146          : -0.010907
V2147          : 0.016432
V2148          : -0.005180
V2149          : 0.004979
V2150          : 0.006011
V2152          : -0.004213
V2153          : 0.000000
V2154          : 0.005786
V2155          : -0.001253
V2156          : -0.008373
V2157          : 0.009340
V2158          : -0.003351
V2159          : -0.006082
V2160          : 0.006028
V2161          : -0.005936
V2162          : -0.009669
V2163          : -0.000000
V2164          : -0.006812
V2165          : 0.005978
V2166          : 0.006707
V2167          : 0.005885
V2168          : 0.003331
V2169          : 0.005284
V2170          : -0.007816
V2171          : 0.004471
V2172          : 0.009899
V2173          : 0.000000
V2174          : -0.004012
V2175          : -0.005218
V2176          : -0.007708
V2177          : -0.002243
V2178          : 0.013488
V2179          : -0.018517
V2180          : 0.001498
V2181          : -0.004068
V2182          : 0.002316
V2183          : -0.009076
V2184          : 0.001671
V2185          : -0.008934
V2186          : -0.004226
V2187          : -0.000714
V2188          : -0.009015
V2189          : -0.004441
V2190          : -0.005961
V2191          : 0.011232
V2192          : 0.010113
V2193          : -0.008179
V2194          : -0.003535
V2195          : -0.000000
V2196          : 0.007304
V2197          : 0.017643
V2198          : 0.016080
V2199          : -0.007217
V2200          : -0.008930
V2201          : -0.000000
V2202          : -0.010262
V2203          : 0.009042
V2204          : 0.001462
V2205          : -0.003643
V2206          : 0.005924
V2207          : 0.004858
V2208          : -0.007027
V2209          : -0.005982
V2210          : -0.009438
V2212          : -0.000000
V2213          : 0.002871
V2214          : -0.004567
V2215          : 0.000107
V2216          : -0.010633
V2217          : -0.002978
V2218          : 0.001018
V2219          : 0.010769
V2220          : -0.003385
V2221          : -0.006155
V2222          : 0.004471
V2223          : 0.005624
V2224          : -0.008622
V2225          : -0.009849
V2226          : 0.009091
V2227          : 0.004385
V2228          : -0.007015
V2229          : -0.000000
V2230          : -0.000000
V2231          : -0.003044
V2232          : 0.000000
V2233          : 0.007305
V2234          : 0.004135
V2235          : -0.013283
V2236          : -0.002717
V2237          : -0.002634
V2238          : -0.007098
V2239          : -0.005524
V2240          : -0.005989
V2241          : -0.000000
V2242          : 0.003497
V2243          : -0.006032
V2244          : -0.007828
V2245          : 0.004939
V2246          : -0.000000
V2247          : -0.002145
V2248          : -0.002452
V2249          : -0.008082
V2250          : -0.007709
V2251          : -0.002745
V2252          : 0.002688
V2253          : 0.005624
V2254          : -0.007656
V2255          : 0.006178
V2257          : 0.000349
V2258          : 0.005236
V2259          : -0.014726
V2260          : 0.004317
V2261          : -0.008992
V2262          : -0.008293
V2263          : 0.018616
V2264          : 0.002203
V2265          : -0.008567
V2266          : -0.001796
V2267          : -0.000080
V2268          : -0.009702
V2269          : -0.005836
V2270          : 0.008544
V2271          : 0.008242
V2274          : 0.002029
V2275          : 0.003056
V2276          : -0.015149
V2277          : 0.002295
V2278          : 0.003675
V2279          : -0.014435
V2280          : 0.000554
V2281          : 0.008970
V2282          : -0.003400
V2283          : -0.000000
V2284          : 0.008346
V2285          : -0.006656
V2286          : -0.006513
V2287          : 0.004635
V2288          : -0.007869
V2289          : -0.005892
V2290          : -0.006931
V2291          : -0.005789
V2292          : -0.004488
V2293          : 0.003307
V2294          : -0.012057
V2295          : 0.004532
V2296          : 0.006917
V2297          : -0.014515
V2298          : -0.000946
V2299          : 0.007297
V2300          : 0.006378
V2301          : 0.009598
V2302          : -0.007761
V2303          : -0.011780
V2304          : -0.000087
V2305          : 0.002293
V2306          : -0.004937
V2307          : 0.002552
V2308          : 0.005476
V2309          : -0.000340
V2310          : 0.000000
V2311          : 0.001414
V2312          : -0.010070
V2313          : 0.001819
V2314          : -0.006760
V2315          : 0.006948
V2316          : 0.004212
V2317          : -0.001186
V2318          : -0.011135
V2319          : -0.006769
V2320          : 0.005391
V2321          : -0.000370
V2322          : 0.000000
V2323          : 0.014440
V2324          : -0.003450
V2325          : -0.005435
V2326          : -0.011671
V2327          : -0.006492
V2328          : -0.004290
V2329          : 0.000000
V2330          : 0.004094
V2331          : 0.003324
V2332          : -0.003548
V2333          : -0.009587
V2334          : -0.006143
V2335          : -0.001628
V2336          : -0.002313
V2337          : -0.006620
V2338          : -0.004083
V2339          : -0.001468
V2340          : -0.003702
V2341          : -0.009327
V2342          : 0.004857
V2343          : -0.009237
V2344          : -0.006224
V2345          : -0.007578
V2346          : 0.007120
V2347          : -0.011853
V2348          : -0.010088
V2349          : -0.006775
V2350          : 0.014976
V2351          : 0.008102
V2352          : -0.007178
V2353          : 0.006217
V2354          : 0.004063
V2355          : -0.007242
V2356          : -0.012709
V2357          : 0.004445
V2358          : -0.010776
V2359          : -0.007665
V2360          : 0.004342
V2361          : 0.006582
V2362          : 0.002514
V2363          : -0.012352
V2364          : -0.008028
V2365          : 0.003945
V2366          : -0.009632
V2367          : -0.005580
V2368          : 0.002815
V2370          : 0.003501
V2371          : 0.005709
V2372          : -0.003083
V2373          : -0.007407
V2374          : -0.007887
V2375          : -0.002014
V2376          : 0.004551
V2377          : 0.004505
V2378          : -0.006202
V2379          : 0.007312
V2380          : -0.004647
V2381          : 0.011743
V2382          : 0.000000
V2384          : -0.004877
V2385          : -0.003941
V2386          : 0.002033
V2387          : 0.005973
V2388          : -0.008881
V2389          : 0.004680
V2390          : 0.004458
V2391          : -0.006852
V2392          : -0.004295
V2393          : 0.002405
V2394          : -0.000000
V2395          : 0.003511
V2396          : 0.003591
V2398          : 0.000000
V2399          : 0.012510
V2400          : -0.006476
V2401          : -0.003450
V2402          : 0.001572
V2403          : -0.002239
V2404          : -0.006188
V2405          : -0.009462
V2406          : 0.013569
V2407          : -0.004505
V2408          : -0.006330
V2409          : 0.013150
V2410          : -0.012511
V2411          : -0.004200
V2412          : -0.004273
V2413          : -0.004998
V2414          : -0.005377
V2415          : 0.011463
V2416          : 0.005266
V2417          : -0.006320
V2418          : 0.000729
V2419          : -0.006779
V2422          : -0.011794
V2423          : -0.006310
V2424          : -0.010116
V2425          : 0.011578
V2426          : -0.003394
V2427          : 0.001558
V2428          : -0.000443
V2429          : 0.003415
V2430          : -0.001363
V2431          : 0.008123
V2432          : 0.000000
V2433          : -0.008548
V2434          : -0.000123
V2435          : 0.009134
V2436          : 0.006512
V2437          : 0.003280
V2438          : 0.002767
V2439          : -0.006395
V2440          : 0.002435
V2441          : -0.004181
V2442          : 0.006554
V2443          : -0.011575
V2444          : 0.000068
V2445          : -0.001725
V2446          : 0.012198
V2447          : 0.003988
V2448          : 0.011069
V2449          : 0.004072
V2450          : -0.005252
V2451          : -0.015076
V2452          : -0.008124
V2453          : 0.000000
V2454          : -0.005758
V2455          : -0.002482
V2456          : 0.009959
V2457          : 0.009560
V2458          : -0.006800
V2459          : -0.003866
V2460          : -0.007000
V2461          : -0.006997
V2462          : 0.005710
V2463          : 0.008446
V2464          : 0.003770
V2465          : -0.003145
V2466          : 0.003127
V2467          : 0.001907
V2469          : 0.005980
V2470          : -0.005528
V2471          : 0.003720
V2472          : 0.002531
V2473          : 0.004813
V2474          : -0.000505
V2475          : 0.000325
V2476          : -0.008014
V2477          : 0.000000
V2480          : -0.006469
V2481          : -0.005474
V2482          : 0.005696
V2483          : 0.024977
V2484          : -0.005088
V2485          : -0.000000
V2486          : -0.005823
V2487          : 0.006055
V2488          : -0.003048
V2489          : 0.000810
V2490          : 0.005733
V2491          : 0.006275
V2492          : -0.000410
V2493          : -0.004409
V2494          : 0.011657
V2495          : 0.015295
V2496          : 0.003523
V2497          : 0.002570
V2498          : 0.004091
V2499          : 0.001374
V2500          : 0.002859
V2501          : -0.000000
V2502          : -0.006398
V2503          : -0.000000
V2504          : -0.001637
V2505          : 0.003841
V2506          : -0.008817
V2507          : -0.002752
V2508          : -0.006489
V2509          : -0.008999
V2510          : -0.002061
V2511          : -0.000000
V2512          : -0.009401
V2513          : -0.004211
V2514          : -0.008851
V2515          : 0.002354
V2516          : 0.007567
V2517          : -0.005846
V2518          : 0.000000
V2519          : -0.005408
V2520          : 0.000652
V2521          : 0.001652
V2522          : -0.002371
V2524          : 0.008376
V2525          : -0.005927
V2526          : -0.000044
V2527          : 0.007009
V2528          : 0.008822
V2529          : -0.010927
V2530          : 0.008659
V2531          : 0.008822
V2532          : 0.000322
V2533          : 0.012982
V2534          : -0.000000
V2535          : -0.004223
V2536          : 0.008683
V2537          : -0.004959
V2538          : -0.010335
V2539          : -0.005744
V2540          : 0.007192
V2541          : 0.008123
V2542          : 0.001797
V2543          : -0.008636
V2544          : 0.000000
V2545          : -0.003803
V2546          : -0.005688
V2547          : 0.008438
V2548          : -0.002576
V2549          : -0.002119
V2550          : 0.000000
V2551          : -0.005213
V2552          : 0.007204
V2553          : 0.005597
V2554          : -0.000399
V2555          : -0.002736
V2556          : 0.004022
V2557          : 0.003626
V2558          : 0.003146
V2559          : 0.009641
V2560          : 0.001150
V2563          : 0.010265
V2564          : 0.004471
V2565          : 0.007465
V2566          : 0.012392
V2567          : 0.006301
V2568          : -0.006855
V2569          : -0.002384
V2570          : 0.000000
V2571          : 0.000591
V2572          : 0.005374
V2573          : -0.000000
V2574          : 0.002212
V2575          : -0.012094
V2576          : -0.009242
V2577          : 0.006750
V2578          : -0.000715
V2580          : 0.006771
V2581          : 0.004996
V2582          : -0.007375
V2583          : -0.008556
V2584          : 0.005021
V2585          : 0.006791
V2587          : -0.004556
V2588          : -0.003982
V2589          : 0.012996
V2590          : 0.001231
V2591          : -0.004841
V2592          : -0.009080
V2593          : -0.009902
V2594          : -0.007571
V2595          : -0.009439
V2596          : 0.003915
V2597          : -0.002592
V2598          : -0.004906
V2599          : 0.003994
V2600          : 0.011698
V2601          : 0.000000
V2602          : -0.003820
V2603          : 0.005511
V2604          : 0.005876
V2605          : -0.001900
V2606          : -0.004018
V2607          : 0.009275
V2608          : -0.011436
V2609          : -0.006610
V2610          : -0.005617
V2611          : -0.001346
V2612          : 0.011313
V2614          : 0.000000
V2615          : -0.003014
V2616          : -0.004612
V2617          : 0.000562
V2618          : 0.007905
V2620          : 0.010232
V2621          : -0.003744
V2622          : -0.000000
V2623          : 0.000000
V2624          : -0.008326
V2625          : -0.006684
V2626          : -0.007432
V2627          : -0.012618
V2628          : 0.000000
V2629          : 0.005198
V2630          : -0.002893
V2631          : 0.012966
V2632          : 0.009122
V2633          : -0.005975
V2634          : -0.004019
V2635          : 0.000000
V2636          : 0.022294
V2637          : -0.003880
V2638          : -0.007016
V2639          : 0.011383
V2640          : 0.006549
V2642          : 0.004115
V2643          : -0.002400
V2644          : -0.005192
V2645          : 0.000347
V2647          : -0.000000
V2648          : 0.008545
V2649          : -0.004903
V2650          : -0.003674
V2651          : -0.002774
V2652          : 0.003098
V2653          : -0.005644
V2656          : 0.007162
V2657          : 0.001139
V2658          : -0.004022
V2659          : 0.005993
V2660          : -0.007086
V2661          : 0.008674
V2662          : -0.005199
V2663          : 0.005356
V2665          : -0.004574
V2666          : -0.006171
V2667          : 0.021803
V2668          : -0.008654
V2669          : 0.011895
V2670          : 0.003633
V2673          : 0.000567
V2674          : -0.006712
