custom_lambda_0.0464 Coefficients
==================================================
Bias Term      : 0.006231
V1368          : 0.002260
V1369          : -0.006227
V1370          : 0.005350
V1371          : 0.004803
V1372          : -0.001536
V1373          : 0.001710
V1374          : -0.002328
V1375          : -0.000000
V1376          : 0.003106
V1377          : 0.003589
V1378          : 0.009564
V1379          : 0.006010
V1380          : -0.003990
V1381          : -0.008734
V1382          : -0.000000
V1383          : -0.000000
V1384          : -0.001691
V1385          : 0.009009
V1386          : -0.005573
V1387          : 0.000000
V1388          : -0.006605
V1389          : 0.005536
V1390          : -0.010765
V1391          : -0.000000
V1392          : -0.006533
V1393          : -0.004505
V1394          : 0.001061
V1395          : 0.008023
V1396          : -0.000000
V1397          : 0.005805
V1398          : -0.000857
V1399          : 0.000000
V1400          : -0.004729
V1401          : 0.004599
V1402          : 0.004714
V1403          : -0.004659
V1404          : -0.003888
V1405          : 0.010629
V1406          : 0.004633
V1407          : 0.003316
V1408          : 0.004864
V1409          : -0.000366
V1410          : -0.005658
V1411          : -0.000000
V1412          : -0.003482
V1413          : 0.002229
V1414          : 0.000000
V1415          : -0.000000
V1416          : 0.004728
V1417          : 0.007011
V1418          : -0.000000
V1419          : 0.000000
V1420          : -0.003314
V1421          : -0.008079
V1422          : -0.005671
V1423          : 0.009943
V1424          : -0.002151
V1425          : 0.003777
V1426          : -0.008285
V1427          : 0.006326
V1428          : -0.003554
V1429          : 0.006646
V1430          : 0.008490
V1431          : 0.005826
V1432          : -0.000462
V1433          : -0.005154
V1435          : 0.000000
V1436          : 0.000000
V1437          : -0.007630
V1438          : -0.000568
V1439          : 0.000000
V1440          : -0.009551
V1441          : 0.002801
V1442          : -0.000000
V1443          : 0.005313
V1444          : -0.000000
V1445          : -0.008983
V1446          : -0.007559
V1447          : -0.005558
V1448          : 0.010175
V1449          : 0.004835
V1450          : 0.004777
V1451          : 0.006615
V1452          : -0.000215
V1453          : 0.000000
V1454          : -0.001441
V1455          : -0.008891
V1456          : -0.011234
V1457          : 0.004029
V1458          : 0.006709
V1459          : -0.007763
V1460          : 0.002966
V1461          : -0.000000
V1462          : 0.007783
V1463          : -0.003709
V1464          : 0.005676
V1465          : 0.003956
V1466          : -0.004882
V1467          : -0.006700
V1468          : 0.000000
V1469          : 0.000000
V1470          : -0.012867
V1471          : 0.004411
V1472          : 0.007766
V1473          : 0.000000
V1474          : 0.003540
V1475          : -0.000000
V1476          : -0.003787
V1477          : 0.007244
V1478          : -0.006323
V1479          : -0.000000
V1480          : -0.008093
V1481          : 0.003870
V1482          : -0.003473
V1483          : -0.003849
V1484          : 0.003906
V1485          : -0.004711
V1486          : -0.002932
V1487          : 0.007421
V1488          : 0.010526
V1489          : 0.003291
V1490          : 0.000463
V1491          : -0.012560
V1492          : -0.004070
V1493          : -0.000000
V1494          : -0.002710
V1495          : 0.005230
V1496          : -0.001143
V1497          : 0.000000
V1498          : 0.005084
V1499          : -0.005358
V1500          : 0.009030
V1501          : -0.006385
V1502          : -0.000000
V1503          : -0.001384
V1504          : 0.003345
V1505          : 0.000000
V1506          : 0.006019
V1507          : -0.004235
V1508          : -0.008423
V1509          : -0.003553
V1510          : -0.004803
V1511          : -0.000000
V1512          : 0.000000
V1513          : -0.004106
V1514          : 0.000000
V1515          : -0.003662
V1516          : 0.000629
V1517          : -0.004388
V1518          : 0.007107
V1519          : -0.009939
V1520          : -0.000000
V1521          : 0.000000
V1522          : 0.000000
V1523          : 0.000177
V1524          : -0.015965
V1525          : -0.005074
V1526          : -0.003393
V1527          : 0.003404
V1528          : -0.003487
V1529          : -0.000000
V1530          : -0.003315
V1531          : 0.000000
V1532          : -0.000000
V1533          : 0.005212
V1534          : -0.005096
V1535          : -0.002388
V1536          : 0.000510
V1537          : 0.003854
V1538          : -0.007701
V1539          : 0.006602
V1540          : -0.005045
V1541          : 0.006905
V1542          : -0.014237
V1543          : -0.005058
V1544          : -0.005928
V1545          : 0.000000
V1546          : -0.000000
V1547          : -0.006613
V1548          : -0.001274
V1549          : -0.003457
V1550          : 0.006835
V1551          : -0.003467
V1552          : 0.004706
V1553          : 0.002937
V1554          : 0.000000
V1555          : -0.006247
V1556          : 0.017417
V1557          : -0.010172
V1558          : -0.003817
V1559          : 0.000885
V1560          : -0.000000
V1561          : -0.003352
V1562          : -0.001862
V1563          : -0.002619
V1564          : 0.002451
V1565          : -0.009067
V1566          : -0.013645
V1567          : 0.006694
V1568          : -0.000000
V1569          : -0.000000
V1570          : 0.007715
V1571          : -0.011331
V1572          : 0.000000
V1573          : -0.000000
V1574          : 0.008415
V1575          : -0.002221
V1576          : -0.001633
V1577          : 0.004702
V1578          : -0.004070
V1579          : 0.001643
V1580          : 0.000000
V1581          : -0.000000
V1582          : -0.004172
V1583          : -0.003926
V1584          : 0.005109
V1585          : -0.009548
V1586          : -0.005752
V1587          : -0.000000
V1588          : 0.004251
V1589          : -0.003354
V1590          : 0.004894
V1591          : -0.003677
V1592          : -0.000000
V1593          : -0.005426
V1594          : -0.007806
V1595          : 0.002615
V1596          : -0.002486
V1597          : 0.004814
V1598          : -0.009370
V1599          : -0.004519
V1600          : 0.003976
V1601          : -0.000000
V1602          : -0.002479
V1603          : -0.009788
V1604          : -0.008721
V1605          : -0.006574
V1606          : 0.003474
V1607          : 0.003002
V1608          : -0.006825
V1610          : -0.012522
V1611          : 0.002846
V1612          : -0.005127
V1613          : -0.005623
V1614          : 0.003805
V1615          : -0.002623
V1616          : 0.000000
V1617          : -0.000792
V1618          : -0.000044
V1619          : 0.002454
V1620          : -0.006929
V1621          : 0.003502
V1622          : -0.000000
V1623          : 0.005030
V1624          : 0.000000
V1625          : 0.002911
V1626          : -0.000818
V1627          : -0.004115
V1628          : 0.000000
V1629          : -0.004927
V1630          : -0.005747
V1631          : -0.000000
V1632          : 0.007095
V1633          : 0.004858
V1634          : -0.000000
V1635          : 0.000000
V1636          : -0.006872
V1637          : 0.003067
V1638          : -0.007677
V1639          : 0.000000
V1640          : -0.009899
V1641          : -0.000000
V1642          : -0.009904
V1643          : -0.001952
V1644          : -0.000000
V1645          : -0.000884
V1646          : -0.000000
V1647          : 0.003091
V1648          : -0.008975
V1649          : -0.012103
V1650          : -0.003848
V1651          : 0.005017
V1652          : 0.000000
V1653          : 0.000644
V1654          : -0.000000
V1655          : 0.004988
V1656          : -0.005657
V1657          : 0.001023
V1658          : 0.000000
V1659          : -0.000000
V1660          : -0.003648
V1661          : -0.003954
V1662          : 0.006502
V1663          : -0.007378
V1664          : -0.004575
V1665          : 0.003205
V1666          : -0.000000
V1667          : -0.003578
V1668          : 0.003550
V1669          : -0.005539
V1670          : -0.000000
V1671          : -0.000000
V1672          : 0.009021
V1673          : -0.003806
V1674          : -0.000000
V1675          : 0.007860
V1676          : 0.000625
V1677          : -0.001670
V1678          : 0.000000
V1679          : -0.010995
V1680          : 0.000000
V1681          : -0.004883
V1682          : 0.002765
V1683          : -0.002256
V1684          : 0.002393
V1685          : 0.007314
V1686          : 0.004878
V1687          : 0.002255
V1688          : 0.000838
V1689          : -0.005063
V1690          : -0.007048
V1691          : -0.000000
V1692          : -0.000714
V1693          : -0.000000
V1694          : 0.006548
V1695          : 0.000154
V1696          : -0.007424
V1697          : 0.006391
V1698          : -0.004925
V1699          : -0.008694
V1700          : 0.003528
V1701          : -0.007921
V1702          : -0.002252
V1703          : 0.006846
V1704          : -0.005486
V1705          : -0.003492
V1706          : -0.002727
V1707          : -0.006389
V1708          : -0.000000
V1709          : -0.000000
V1710          : -0.004886
V1711          : 0.004728
V1712          : -0.008456
V1713          : -0.000000
V1714          : -0.004422
V1715          : -0.003049
V1716          : -0.004153
V1717          : 0.003465
V1718          : 0.000000
V1719          : -0.000000
V1720          : 0.004275
V1721          : 0.004479
V1722          : -0.005745
V1723          : 0.002981
V1724          : -0.005221
V1725          : 0.003046
V1726          : -0.007133
V1727          : -0.005063
V1728          : -0.000411
V1729          : -0.006823
V1730          : -0.000000
V1731          : 0.002912
V1732          : -0.002128
V1733          : 0.001322
V1734          : 0.003378
V1735          : 0.003209
V1736          : 0.002451
V1737          : 0.009752
V1738          : 0.006241
V1739          : -0.007941
V1740          : -0.000000
V1741          : 0.002970
V1742          : 0.002805
V1743          : -0.003231
V1744          : 0.000000
V1745          : -0.005930
V1746          : -0.004708
V1747          : -0.000000
V1748          : 0.003458
V1749          : -0.004122
V1750          : 0.009008
V1751          : -0.000000
V1752          : -0.000000
V1753          : -0.003847
V1754          : 0.008741
V1755          : 0.004608
V1756          : -0.006023
V1757          : -0.005209
V1758          : -0.002418
V1759          : -0.006878
V1760          : -0.000000
V1761          : -0.000000
V1762          : 0.002045
V1763          : 0.005428
V1764          : -0.005048
V1765          : 0.003222
V1766          : -0.012372
V1767          : -0.002549
V1768          : 0.004383
V1770          : -0.009185
V1771          : -0.002492
V1772          : 0.000000
V1773          : -0.008153
V1774          : 0.006297
V1775          : 0.001451
V1776          : 0.000000
V1777          : -0.006239
V1778          : 0.002309
V1779          : -0.005192
V1780          : -0.001808
V1781          : 0.004622
V1782          : -0.002694
V1783          : 0.003461
V1784          : 0.000000
V1785          : 0.010427
V1786          : 0.004725
V1787          : 0.003527
V1788          : -0.000141
V1790          : 0.007191
V1791          : 0.000000
V1792          : 0.003186
V1793          : 0.002629
V1794          : -0.003886
V1795          : -0.008680
V1796          : -0.000000
V1797          : 0.019232
V1798          : 0.005192
V1799          : 0.001176
V1800          : 0.007641
V1801          : -0.000000
V1802          : -0.003298
V1803          : 0.000000
V1804          : -0.005175
V1805          : 0.000000
V1806          : -0.004368
V1807          : 0.002341
V1808          : 0.006978
V1809          : -0.010867
V1810          : 0.010774
V1811          : 0.000000
V1812          : -0.005713
V1813          : 0.003415
V1814          : -0.005603
V1815          : -0.003288
V1816          : -0.001649
V1817          : -0.009463
V1818          : 0.004773
V1819          : -0.004375
V1820          : 0.000000
V1821          : 0.002977
V1822          : 0.006023
V1823          : -0.000500
V1824          : -0.001168
V1825          : -0.000000
V1826          : 0.002116
V1827          : -0.006629
V1828          : -0.005404
V1829          : 0.006443
V1830          : -0.000000
V1831          : 0.000000
V1832          : 0.004024
V1833          : -0.004451
V1834          : 0.002121
V1836          : -0.005757
V1837          : 0.000493
V1838          : -0.000000
V1839          : 0.010706
V1840          : 0.000000
V1841          : -0.000000
V1842          : -0.000000
V1843          : -0.003611
V1844          : -0.003913
V1845          : 0.004321
V1846          : -0.000000
V1847          : -0.004564
V1848          : -0.000000
V1849          : 0.007066
V1850          : -0.005174
V1851          : -0.012097
V1852          : -0.005487
V1854          : 0.000000
V1855          : 0.002892
V1856          : -0.010800
V1857          : 0.000000
V1858          : 0.003404
V1859          : -0.007221
V1860          : -0.000000
V1861          : 0.005354
V1862          : 0.007388
V1863          : -0.000842
V1864          : 0.003344
V1865          : -0.005743
V1866          : -0.004778
V1867          : -0.003404
V1868          : 0.007740
V1869          : 0.003007
V1870          : 0.003288
V1871          : -0.005783
V1872          : -0.004197
V1873          : -0.007093
V1874          : 0.004610
V1875          : 0.009089
V1876          : -0.001274
V1877          : 0.004700
V1878          : -0.000000
V1879          : -0.005323
V1880          : -0.001746
V1881          : 0.000000
V1882          : -0.007599
V1883          : 0.000868
V1884          : 0.000000
V1885          : 0.004721
V1886          : -0.000000
V1887          : -0.004940
V1888          : 0.005692
V1889          : 0.008924
V1890          : 0.004040
V1891          : -0.004300
V1892          : 0.003540
V1893          : 0.005310
V1894          : -0.001802
V1895          : -0.005042
V1896          : -0.002505
V1898          : -0.000000
V1899          : 0.003972
V1900          : 0.001621
V1901          : 0.006398
V1902          : -0.005325
V1903          : 0.000702
V1904          : 0.007847
V1905          : 0.004923
V1906          : -0.002184
V1907          : 0.011880
V1908          : 0.002329
V1909          : -0.006339
V1910          : 0.011223
V1911          : 0.011860
V1912          : 0.002836
V1913          : -0.003594
V1914          : -0.000190
V1915          : 0.007842
V1916          : -0.011865
V1917          : -0.006166
V1918          : 0.009586
V1919          : -0.000000
V1920          : -0.008998
V1921          : -0.006132
V1922          : 0.009538
V1923          : -0.004722
V1924          : -0.001850
V1925          : -0.000000
V1926          : 0.000000
V1927          : 0.008647
V1929          : -0.005733
V1930          : -0.000645
V1931          : -0.000000
V1932          : -0.008273
V1934          : 0.001132
V1935          : 0.000000
V1936          : 0.000000
V1937          : -0.002966
V1938          : 0.000000
V1939          : -0.000000
V1940          : 0.000000
V1941          : 0.006984
V1942          : -0.003925
V1943          : -0.007084
V1944          : -0.006560
V1945          : -0.007909
V1946          : -0.004352
V1947          : -0.014016
V1948          : -0.002326
V1949          : -0.005988
V1950          : -0.004696
V1951          : -0.007164
V1952          : -0.004847
V1953          : -0.004391
V1954          : 0.009498
V1955          : 0.001289
V1956          : -0.005724
V1957          : 0.002754
V1958          : -0.004227
V1959          : -0.012758
V1960          : 0.000323
V1961          : -0.005314
V1962          : 0.000000
V1963          : -0.009619
V1964          : -0.004667
V1965          : 0.003997
V1966          : 0.004147
V1967          : 0.009721
V1968          : 0.004715
V1969          : -0.007628
V1970          : 0.000000
V1971          : 0.003603
V1972          : -0.000000
V1973          : -0.006829
V1974          : 0.012858
V1975          : -0.001993
V1976          : 0.006338
V1977          : 0.003234
V1978          : -0.013195
V1979          : -0.008841
V1980          : -0.007404
V1981          : 0.001381
V1982          : -0.003280
V1983          : 0.000000
V1984          : 0.003333
V1985          : -0.007192
V1986          : 0.001095
V1987          : 0.004795
V1988          : -0.005076
V1989          : -0.005674
V1990          : -0.004992
V1991          : -0.006971
V1992          : 0.000000
V1993          : 0.002551
V1994          : 0.005293
V1995          : -0.003708
V1996          : -0.002884
V1997          : -0.005306
V1998          : -0.000000
V1999          : 0.000000
V2000          : -0.000000
V2001          : 0.003787
V2002          : -0.000848
V2003          : -0.004161
V2004          : 0.000000
V2005          : 0.000000
V2006          : 0.003392
V2007          : 0.001505
V2008          : -0.000000
V2009          : -0.001629
V2010          : 0.008750
V2011          : 0.006241
V2012          : -0.006418
V2013          : 0.004682
V2014          : -0.006251
V2015          : -0.004584
V2016          : -0.000000
V2017          : -0.004193
V2018          : -0.000000
V2019          : -0.000000
V2020          : -0.002512
V2021          : 0.004743
V2022          : 0.001627
V2023          : -0.000000
V2024          : 0.009031
V2025          : 0.004674
V2026          : 0.004184
V2027          : 0.000000
V2028          : -0.002216
V2029          : 0.000000
V2030          : 0.002734
V2031          : -0.000000
V2032          : -0.012905
V2033          : -0.002795
V2034          : 0.004576
V2035          : -0.001380
V2036          : -0.000000
V2037          : 0.003439
V2038          : -0.000696
V2039          : -0.004425
V2040          : -0.000000
V2041          : 0.006086
V2042          : 0.004313
V2043          : -0.003245
V2044          : -0.002160
V2045          : -0.003021
V2046          : -0.002920
V2048          : -0.000000
V2049          : -0.005000
V2050          : 0.004839
V2051          : 0.004484
V2052          : -0.000000
V2053          : -0.000000
V2054          : 0.000000
V2055          : 0.008551
V2056          : 0.010902
V2057          : 0.000000
V2058          : 0.000000
V2059          : -0.006762
V2060          : -0.000000
V2061          : 0.000000
V2062          : 0.004702
V2063          : 0.001528
V2064          : -0.000000
V2065          : -0.002576
V2066          : 0.006197
V2067          : 0.003653
V2068          : -0.005328
V2069          : -0.007101
V2070          : 0.006670
V2071          : -0.004936
V2072          : 0.003663
V2073          : -0.006346
V2074          : -0.002381
V2075          : -0.003700
V2076          : -0.002896
V2077          : -0.005852
V2078          : -0.004013
V2079          : 0.000660
V2080          : -0.000000
V2081          : 0.012013
V2082          : 0.000000
V2083          : -0.000000
V2084          : -0.003208
V2085          : 0.000000
V2086          : 0.007915
V2087          : -0.004568
V2088          : 0.005080
V2089          : -0.002629
V2090          : -0.002838
V2091          : -0.006446
V2092          : -0.006311
V2093          : 0.006320
V2094          : -0.006426
V2095          : 0.004144
V2096          : -0.011532
V2097          : -0.005301
V2098          : 0.001496
V2099          : 0.005877
V2100          : 0.008530
V2101          : 0.001113
V2102          : 0.000000
V2103          : 0.005733
V2104          : -0.005895
V2105          : 0.003891
V2106          : 0.004778
V2107          : -0.000000
V2108          : 0.003987
V2109          : 0.000000
V2110          : -0.000000
V2111          : -0.000000
V2112          : -0.000000
V2113          : -0.003016
V2114          : -0.006372
V2115          : 0.001733
V2116          : -0.004188
V2117          : -0.000000
V2118          : -0.006500
V2119          : 0.003412
V2120          : -0.000389
V2121          : -0.000000
V2122          : 0.000117
V2123          : -0.000991
V2124          : 0.010429
V2125          : -0.004932
V2126          : -0.000000
V2127          : 0.007797
V2129          : 0.000000
V2130          : -0.007080
V2131          : 0.000000
V2132          : -0.011798
V2133          : -0.006777
V2134          : 0.005078
V2135          : 0.000947
V2136          : 0.006709
V2137          : 0.004359
V2138          : 0.011283
V2139          : -0.000000
V2140          : 0.000000
V2141          : 0.005546
V2142          : 0.000000
V2143          : -0.000000
V2144          : 0.010298
V2145          : 0.009234
V2146          : -0.008695
V2147          : 0.012895
V2148          : -0.004503
V2149          : 0.002443
V2150          : 0.004139
V2152          : -0.001117
V2153          : 0.000000
V2154          : 0.002643
V2155          : -0.000000
V2156          : -0.006215
V2157          : 0.007213
V2158          : -0.002124
V2159          : -0.003131
V2160          : 0.005319
V2161          : -0.003961
V2162          : -0.007780
V2163          : -0.000000
V2164          : -0.006118
V2165          : 0.004988
V2166          : 0.005863
V2167          : 0.005375
V2168          : 0.003183
V2169          : 0.004671
V2170          : -0.006652
V2171          : 0.003009
V2172          : 0.008603
V2173          : 0.000000
V2174          : -0.001604
V2175          : -0.000000
V2176          : -0.005762
V2177          : -0.000000
V2178          : 0.009627
V2179          : -0.015603
V2180          : 0.000000
V2181          : -0.002433
V2182          : 0.000000
V2183          : -0.008068
V2184          : 0.000000
V2185          : -0.007417
V2186          : -0.002891
V2187          : -0.000000
V2188          : -0.007982
V2189          : -0.003078
V2190          : -0.005275
V2191          : 0.009517
V2192          : 0.008050
V2193          : -0.005845
V2194          : -0.001698
V2195          : -0.000000
V2196          : 0.005302
V2197          : 0.010630
V2198          : 0.013715
V2199          : -0.005373
V2200          : -0.006232
V2201          : -0.000000
V2202          : -0.008661
V2203          : 0.007676
V2204          : 0.000584
V2205          : -0.001312
V2206          : 0.005141
V2207          : 0.003885
V2208          : -0.005832
V2209          : -0.005373
V2210          : -0.007767
V2212          : -0.000000
V2213          : 0.002449
V2214          : -0.001249
V2215          : 0.000000
V2216          : -0.009300
V2217          : -0.000974
V2218          : 0.000672
V2219          : 0.007813
V2220          : -0.001914
V2221          : -0.003981
V2222          : 0.000530
V2223          : 0.004468
V2224          : -0.006440
V2225          : -0.008590
V2226          : 0.005862
V2227          : 0.004026
V2228          : -0.006211
V2229          : -0.000000
V2230          : -0.000000
V2231          : -0.002086
V2232          : 0.000000
V2233          : 0.006690
V2234          : 0.000000
V2235          : -0.010942
V2236          : -0.000920
V2237          : -0.001708
V2238          : -0.006101
V2239          : -0.003577
V2240          : -0.005379
V2241          : -0.000000
V2242          : 0.003244
V2243          : -0.005414
V2244          : -0.007022
V2245          : 0.004214
V2246          : -0.000000
V2247          : -0.000000
V2248          : -0.000000
V2249          : -0.006082
V2250          : -0.006729
V2251          : -0.000805
V2252          : 0.002565
V2253          : 0.004784
V2254          : -0.006876
V2255          : 0.004527
V2257          : 0.000000
V2258          : 0.004196
V2259          : -0.011478
V2260          : 0.003934
V2261          : -0.006832
V2262          : -0.006187
V2263          : 0.011183
V2264          : 0.000000
V2265          : -0.007694
V2266          : -0.001231
V2267          : -0.000000
V2268          : -0.004845
V2269          : -0.005158
V2270          : 0.007339
V2271          : 0.006107
V2274          : 0.000885
V2275          : 0.002922
V2276          : -0.011205
V2277          : 0.000000
V2278          : 0.003435
V2279          : -0.007812
V2280          : 0.000000
V2281          : 0.007827
V2282          : -0.002111
V2283          : -0.000000
V2284          : 0.006474
V2285          : -0.005778
V2286          : -0.005490
V2287          : 0.004098
V2288          : -0.006342
V2289          : -0.003877
V2290          : -0.006179
V2291          : -0.004085
V2292          : -0.001649
V2293          : 0.000078
V2294          : -0.010414
V2295          : 0.003017
V2296          : 0.005917
V2297          : -0.012183
V2298          : -0.000000
V2299          : 0.005605
V2300          : 0.005394
V2301          : 0.008461
V2302          : -0.006954
V2303          : -0.005983
V2304          : -0.000000
V2305          : 0.000955
V2306          : -0.004227
V2307          : 0.001213
V2308          : 0.004753
V2309          : -0.000000
V2310          : 0.000000
V2311          : 0.000000
V2312          : -0.004969
V2313          : 0.000869
V2314          : -0.005052
V2315          : 0.005411
V2316          : 0.003866
V2317          : -0.000000
V2318          : -0.008968
V2319          : -0.006038
V2320          : 0.004694
V2321          : -0.000000
V2322          : 0.000000
V2323          : 0.010815
V2324          : -0.002052
V2325          : -0.003958
V2326          : -0.004072
V2327          : -0.004048
V2328          : -0.003319
V2329          : 0.000000
V2330          : 0.003573
V2331          : 0.003110
V2332          : -0.002621
V2333          : -0.000734
V2334          : -0.005517
V2335          : -0.000806
V2336          : -0.001708
V2337          : -0.005946
V2338          : -0.003177
V2339          : -0.000000
V2340          : -0.003032
V2341          : -0.007817
V2342          : 0.003412
V2343          : -0.008282
V2344          : -0.005547
V2345          : -0.006750
V2346          : 0.005292
V2347          : -0.010525
V2348          : -0.008757
V2349          : -0.004598
V2350          : 0.012839
V2351          : 0.006396
V2352          : -0.006428
V2353          : 0.000032
V2354          : 0.000000
V2355          : -0.003261
V2356          : -0.011117
V2357          : 0.003487
V2358          : -0.006910
V2359          : -0.006584
V2360          : 0.003920
V2361          : 0.005660
V2362          : 0.000000
V2363          : -0.008035
V2364          : -0.007130
V2365          : 0.003517
V2366          : -0.004280
V2367          : -0.005012
V2368          : 0.002648
V2370          : 0.001199
V2371          : 0.004855
V2372          : -0.002034
V2373          : -0.006653
V2374          : -0.007083
V2375          : -0.000692
V2376          : 0.003512
V2377          : 0.004057
V2378          : -0.004536
V2379          : 0.005257
V2380          : -0.004005
V2381          : 0.007758
V2382          : 0.000000
V2384          : -0.003898
V2385          : -0.003271
V2386          : 0.001725
V2387          : 0.005187
V2388          : -0.007569
V2389          : 0.004183
V2390          : 0.004006
V2391          : -0.005839
V2392          : -0.002626
V2393          : 0.001815
V2394          : -0.000000
V2395          : 0.001445
V2396          : 0.002400
V2398          : 0.000000
V2399          : 0.011047
V2400          : -0.005539
V2401          : -0.001497
V2402          : 0.001362
V2403          : -0.001075
V2404          : -0.003339
V2405          : -0.005863
V2406          : 0.011200
V2407          : -0.003714
V2408          : -0.004574
V2409          : 0.010175
V2410          : -0.010390
V2411          : -0.003249
V2412          : -0.003609
V2413          : -0.004322
V2414          : -0.004770
V2415          : 0.009876
V2416          : 0.004862
V2417          : -0.005676
V2418          : 0.000000
V2419          : -0.006071
V2422          : -0.008392
V2423          : -0.005126
V2424          : -0.008306
V2425          : 0.008080
V2426          : -0.000000
V2427          : 0.000000
V2428          : -0.000000
V2429          : 0.003102
V2430          : -0.000000
V2431          : 0.006722
V2432          : 0.000000
V2433          : -0.005554
V2434          : -0.000000
V2435          : 0.007810
V2436          : 0.005977
V2437          : 0.002651
V2438          : 0.002566
V2439          : -0.001801
V2440          : 0.002335
V2441          : -0.003507
V2442          : 0.005340
V2443          : -0.009858
V2444          : 0.000000
V2445          : -0.000011
V2446          : 0.006345
V2447          : 0.003607
V2448          : 0.006579
V2449          : 0.003610
V2450          : -0.002618
V2451          : -0.010472
V2452          : -0.005175
V2453          : 0.000000
V2454          : -0.005113
V2455          : -0.001301
V2456          : 0.008841
V2457          : 0.001412
V2458          : -0.005068
V2459          : -0.003472
V2460          : -0.005810
V2461          : -0.005362
V2462          : 0.005157
V2463          : 0.007160
V2464          : 0.003232
V2465          : -0.001356
V2466          : 0.002880
V2467          : 0.001774
V2469          : 0.000000
V2470          : -0.004965
V2471          : 0.003276
V2472          : 0.002409
V2473          : 0.004096
V2474          : -0.000000
V2475          : 0.000000
V2476          : -0.006344
V2477          : 0.000000
V2480          : -0.005810
V2481          : -0.004917
V2482          : 0.004882
V2483          : 0.014193
V2484          : -0.004502
V2485          : -0.000000
V2486          : -0.005180
V2487          : 0.003833
V2488          : -0.002418
V2489          : 0.000485
V2490          : 0.001526
V2491          : 0.004481
V2492          : -0.000000
V2493          : -0.003545
V2494          : 0.009806
V2495          : 0.003791
V2496          : 0.003200
V2497          : 0.002434
V2498          : 0.003485
V2499          : 0.000596
V2500          : 0.001885
V2501          : -0.000000
V2502          : -0.004781
V2503          : -0.000000
V2504          : -0.000743
V2505          : 0.003548
V2506          : -0.000473
V2507          : -0.000000
V2508          : -0.005134
V2509          : -0.007282
V2510          : -0.001453
V2511          : -0.000000
V2512          : -0.007926
V2513          : -0.003326
V2514          : -0.005373
V2515          : 0.000700
V2516          : 0.005931
V2517          : -0.004545
V2518          : 0.000000
V2519          : -0.004469
V2520          : 0.000000
V2521          : 0.000000
V2522          : -0.001213
V2524          : 0.003440
V2525          : -0.005021
V2526          : -0.000000
V2527          : 0.005277
V2528          : 0.007348
V2529          : -0.005662
V2530          : 0.007557
V2531          : 0.007540
V2532          : 0.000000
V2533          : 0.008255
V2534          : -0.000000
V2535          : -0.003046
V2536          : 0.007806
V2537          : -0.003574
V2538          : -0.009183
V2539          : -0.004843
V2540          : 0.001330
V2541          : 0.007445
V2542          : 0.000624
V2543          : -0.007560
V2544          : 0.000000
V2545          : -0.002930
V2546          : -0.004984
V2547          : 0.007188
V2548          : -0.000000
V2549          : -0.000000
V2550          : 0.000000
V2551          : -0.004682
V2552          : 0.006323
V2553          : 0.005078
V2554          : -0.000000
V2555          : -0.002151
V2556          : 0.003762
V2557          : 0.003306
V2558          : 0.002911
V2559          : 0.008734
V2560          : 0.000093
V2563          : 0.005702
V2564          : 0.004191
V2565          : 0.005681
V2566          : 0.009049
V2567          : 0.002143
V2568          : -0.006137
V2569          : -0.001748
V2570          : 0.000000
V2571          : 0.000000
V2572          : 0.004763
V2573          : -0.000000
V2574          : 0.000632
V2575          : -0.007949
V2576          : -0.005834
V2577          : 0.005579
V2578          : -0.000000
V2580          : 0.006121
V2581          : 0.003305
V2582          : -0.006343
V2583          : -0.005456
V2584          : 0.004482
V2585          : 0.005975
V2587          : -0.003469
V2588          : -0.003192
V2589          : 0.011395
V2590          : 0.000630
V2591          : -0.004226
V2592          : -0.007786
V2593          : -0.008710
V2594          : -0.006764
V2595          : -0.007879
V2596          : 0.002083
V2597          : -0.000840
V2598          : -0.004140
V2599          : 0.002647
V2600          : 0.010678
V2601          : 0.000000
V2602          : -0.003314
V2603          : 0.005019
V2604          : 0.005098
V2605          : -0.000097
V2606          : -0.002061
V2607          : 0.007902
V2608          : -0.002567
V2609          : -0.005458
V2610          : -0.004861
V2611          : -0.000000
V2612          : 0.008958
V2614          : 0.000000
V2615          : -0.001014
V2616          : -0.002115
V2617          : 0.000000
V2618          : 0.006676
V2620          : 0.008893
V2621          : -0.001077
V2622          : -0.000000
V2623          : 0.000000
V2624          : -0.005979
V2625          : -0.005779
V2626          : -0.005966
V2627          : -0.010837
V2628          : 0.000000
V2629          : 0.004097
V2630          : -0.002147
V2631          : 0.011079
V2632          : 0.006901
V2633          : -0.005315
V2634          : -0.002906
V2635          : 0.000000
V2636          : 0.016445
V2637          : -0.003289
V2638          : -0.005420
V2639          : 0.008443
V2640          : 0.004084
V2642          : 0.003599
V2643          : -0.001151
V2644          : -0.003532
V2645          : 0.000000
V2647          : -0.000000
V2648          : 0.006964
V2649          : -0.002815
V2650          : -0.002656
V2651          : -0.002206
V2652          : 0.002945
V2653          : -0.005069
V2656          : 0.006460
V2657          : 0.000000
V2658          : -0.003283
V2659          : 0.005370
V2660          : -0.005808
V2661          : 0.007651
V2662          : -0.000498
V2663          : 0.004928
V2665          : -0.003884
V2666          : -0.005424
V2667          : 0.016670
V2668          : -0.005542
V2669          : 0.010318
V2670          : 0.003010
V2673          : 0.000000
V2674          : -0.006017
