custom_lambda_0.1292 Coefficients
==================================================
Bias Term      : 0.003473
V1368          : 0.000615
V1369          : -0.000000
V1370          : 0.003600
V1371          : 0.000345
V1372          : -0.000000
V1373          : 0.000000
V1374          : -0.000000
V1375          : -0.000000
V1376          : 0.000000
V1377          : 0.000000
V1378          : 0.002727
V1379          : 0.003607
V1380          : -0.002183
V1381          : -0.004098
V1382          : -0.000000
V1383          : -0.000000
V1384          : -0.000000
V1385          : 0.001164
V1386          : -0.003294
V1387          : 0.000000
V1388          : -0.000201
V1389          : 0.004191
V1390          : -0.005490
V1391          : -0.000000
V1392          : -0.000892
V1393          : -0.002665
V1394          : 0.000000
V1395          : 0.002868
V1396          : -0.000000
V1397          : 0.000000
V1398          : -0.000000
V1399          : 0.000000
V1400          : -0.002521
V1401          : 0.000594
V1402          : 0.000000
V1403          : -0.002825
V1404          : -0.001598
V1405          : 0.004329
V1406          : 0.000000
V1407          : 0.002665
V1408          : 0.003311
V1409          : -0.000000
V1410          : -0.003841
V1411          : -0.000000
V1412          : -0.000000
V1413          : 0.000411
V1414          : 0.000000
V1415          : -0.000000
V1416          : 0.001529
V1417          : 0.005648
V1418          : -0.000000
V1419          : 0.000000
V1420          : -0.000000
V1421          : -0.001120
V1422          : -0.002946
V1423          : 0.000000
V1424          : -0.000000
V1425          : 0.000000
V1426          : -0.000893
V1427          : 0.002550
V1428          : -0.000000
V1429          : 0.000000
V1430          : 0.000000
V1431          : 0.000000
V1432          : -0.000000
V1433          : -0.003527
V1435          : 0.000000
V1436          : 0.000000
V1437          : -0.002648
V1438          : -0.000000
V1439          : 0.000000
V1440          : -0.002152
V1441          : 0.000000
V1442          : -0.000000
V1443          : 0.000911
V1444          : -0.000000
V1445          : -0.005938
V1446          : -0.002432
V1447          : -0.000953
V1448          : 0.007483
V1449          : 0.000000
V1450          : 0.003594
V1451          : 0.000000
V1452          : -0.000000
V1453          : 0.000000
V1454          : -0.000018
V1455          : -0.005972
V1456          : -0.001389
V1457          : 0.003214
V1458          : 0.004311
V1459          : -0.005102
V1460          : 0.002375
V1461          : -0.000000
V1462          : 0.003127
V1463          : -0.000000
V1464          : 0.000000
V1465          : 0.002886
V1466          : -0.000000
V1467          : -0.003803
V1468          : 0.000000
V1469          : 0.000000
V1470          : -0.000409
V1471          : 0.003568
V1472          : 0.003546
V1473          : 0.000000
V1474          : 0.000322
V1475          : -0.000000
V1476          : -0.002139
V1477          : 0.000462
V1478          : -0.004327
V1479          : -0.000000
V1480          : -0.005266
V1481          : 0.001565
V1482          : -0.000000
V1483          : -0.000695
V1484          : 0.001916
V1485          : -0.002290
V1486          : -0.000000
V1487          : 0.003253
V1488          : 0.003127
V1489          : 0.002184
V1490          : 0.000000
V1491          : -0.005518
V1492          : -0.002081
V1493          : -0.000000
V1494          : -0.000000
V1495          : 0.003802
V1496          : -0.000000
V1497          : 0.000000
V1498          : 0.002956
V1499          : -0.003667
V1500          : 0.000463
V1501          : -0.000000
V1502          : -0.000000
V1503          : -0.000000
V1504          : 0.000000
V1505          : 0.000000
V1506          : 0.000126
V1507          : -0.000000
V1508          : -0.001275
V1509          : -0.000867
V1510          : -0.002531
V1511          : -0.000000
V1512          : 0.000000
V1513          : -0.000783
V1514          : 0.000000
V1515          : -0.000000
V1516          : 0.000000
V1517          : -0.002536
V1518          : 0.004087
V1519          : -0.005033
V1520          : -0.000000
V1521          : 0.000000
V1522          : 0.000000
V1523          : 0.000000
V1524          : -0.007293
V1525          : -0.002939
V1526          : -0.000283
V1527          : 0.002649
V1528          : -0.000000
V1529          : -0.000000
V1530          : -0.000000
V1531          : 0.000000
V1532          : -0.000000
V1533          : 0.002901
V1534          : -0.003102
V1535          : -0.000653
V1536          : 0.000000
V1537          : 0.000415
V1538          : -0.004603
V1539          : 0.004225
V1540          : -0.003453
V1541          : 0.002810
V1542          : -0.006837
V1543          : -0.002370
V1544          : -0.000000
V1545          : 0.000000
V1546          : -0.000000
V1547          : -0.000000
V1548          : -0.000000
V1549          : -0.000000
V1550          : 0.000000
V1551          : -0.000000
V1552          : 0.000000
V1553          : 0.000000
V1554          : 0.000000
V1555          : -0.000000
V1556          : 0.008891
V1557          : -0.003189
V1558          : -0.001831
V1559          : 0.000000
V1560          : -0.000000
V1561          : -0.000000
V1562          : -0.000000
V1563          : -0.000000
V1564          : 0.000000
V1565          : -0.001450
V1566          : -0.004134
V1567          : 0.000000
V1568          : -0.000000
V1569          : -0.000000
V1570          : 0.003815
V1571          : -0.000000
V1572          : 0.000000
V1573          : -0.000000
V1574          : 0.003177
V1575          : -0.000000
V1576          : -0.000000
V1577          : 0.001654
V1578          : -0.001935
V1579          : 0.000000
V1580          : 0.000000
V1581          : -0.000000
V1582          : -0.002347
V1583          : -0.001849
V1584          : 0.003211
V1585          : -0.004051
V1586          : -0.003937
V1587          : -0.000000
V1588          : 0.002947
V1589          : -0.000737
V1590          : 0.002701
V1591          : -0.001841
V1592          : -0.000000
V1593          : -0.000927
V1594          : -0.004166
V1595          : 0.000000
V1596          : -0.000000
V1597          : 0.002781
V1598          : -0.005980
V1599          : -0.002838
V1600          : 0.003010
V1601          : -0.000000
V1602          : -0.000000
V1603          : -0.000054
V1604          : -0.005294
V1605          : -0.000000
V1606          : 0.000000
V1607          : 0.000000
V1608          : -0.004337
V1610          : -0.004011
V1611          : 0.000260
V1612          : -0.002599
V1613          : -0.000000
V1614          : 0.000000
V1615          : -0.000000
V1616          : 0.000000
V1617          : -0.000000
V1618          : -0.000000
V1619          : 0.000000
V1620          : -0.004728
V1621          : 0.002351
V1622          : -0.000000
V1623          : 0.000117
V1624          : 0.000000
V1625          : 0.000000
V1626          : -0.000000
V1627          : -0.001573
V1628          : 0.000000
V1629          : -0.000000
V1630          : -0.003668
V1631          : -0.000000
V1632          : 0.000246
V1633          : 0.000000
V1634          : -0.000000
V1635          : 0.000000
V1636          : -0.004426
V1637          : 0.000000
V1638          : -0.000000
V1639          : 0.000000
V1640          : -0.006401
V1641          : -0.000000
V1642          : -0.006220
V1643          : -0.000000
V1644          : -0.000000
V1645          : -0.000000
V1646          : -0.000000
V1647          : 0.000000
V1648          : -0.005393
V1649          : -0.000000
V1650          : -0.000000
V1651          : 0.000000
V1652          : 0.000000
V1653          : 0.000000
V1654          : -0.000000
V1655          : 0.000000
V1656          : -0.003341
V1657          : 0.000000
V1658          : 0.000000
V1659          : -0.000000
V1660          : -0.000674
V1661          : -0.000000
V1662          : 0.003815
V1663          : -0.004570
V1664          : -0.001781
V1665          : 0.000000
V1666          : -0.000000
V1667          : -0.000000
V1668          : 0.002083
V1669          : -0.003112
V1670          : -0.000000
V1671          : -0.000000
V1672          : 0.004586
V1673          : -0.001319
V1674          : -0.000000
V1675          : 0.002378
V1676          : 0.000000
V1677          : -0.000000
V1678          : 0.000000
V1679          : -0.001854
V1680          : 0.000000
V1681          : -0.002776
V1682          : 0.000000
V1683          : -0.000297
V1684          : 0.000000
V1685          : 0.002411
V1686          : 0.002919
V1687          : 0.000000
V1688          : 0.000000
V1689          : -0.001716
V1690          : -0.003774
V1691          : -0.000000
V1692          : -0.000000
V1693          : -0.000000
V1694          : 0.001829
V1695          : 0.000000
V1696          : -0.001349
V1697          : 0.000000
V1698          : -0.001186
V1699          : -0.003882
V1700          : 0.001830
V1701          : -0.000000
V1702          : -0.000000
V1703          : 0.001096
V1704          : -0.000000
V1705          : -0.000223
V1706          : -0.000531
V1707          : -0.004289
V1708          : -0.000000
V1709          : -0.000000
V1710          : -0.000154
V1711          : 0.000000
V1712          : -0.005746
V1713          : -0.000000
V1714          : -0.000000
V1715          : -0.000000
V1716          : -0.002207
V1717          : 0.002850
V1718          : 0.000000
V1719          : -0.000000
V1720          : 0.003045
V1721          : 0.003225
V1722          : -0.000766
V1723          : 0.002130
V1724          : -0.000000
V1725          : 0.002396
V1726          : -0.002501
V1727          : -0.003453
V1728          : -0.000000
V1729          : -0.000229
V1730          : -0.000000
V1731          : 0.000000
V1732          : -0.000000
V1733          : 0.000096
V1734          : 0.002687
V1735          : 0.002219
V1736          : 0.002107
V1737          : 0.006477
V1738          : 0.000270
V1739          : -0.004729
V1740          : -0.000000
V1741          : 0.002438
V1742          : 0.001660
V1743          : -0.001709
V1744          : 0.000000
V1745          : -0.003993
V1746          : -0.002784
V1747          : -0.000000
V1748          : 0.002597
V1749          : -0.001602
V1750          : 0.000000
V1751          : -0.000000
V1752          : -0.000000
V1753          : -0.001214
V1754          : 0.006899
V1755          : 0.003545
V1756          : -0.004122
V1757          : -0.001971
V1758          : -0.000000
V1759          : -0.000000
V1760          : -0.000000
V1761          : -0.000000
V1762          : 0.000474
V1763          : 0.002278
V1764          : -0.001735
V1765          : 0.001474
V1766          : -0.005195
V1767          : -0.000896
V1768          : 0.002808
V1770          : -0.003157
V1771          : -0.000497
V1772          : 0.000000
V1773          : -0.005331
V1774          : 0.001716
V1775          : 0.000000
V1776          : 0.000000
V1777          : -0.000000
V1778          : 0.000000
V1779          : -0.001876
V1780          : -0.000000
V1781          : 0.002090
V1782          : -0.000000
V1783          : 0.002906
V1784          : 0.000000
V1785          : 0.000000
V1786          : 0.000000
V1787          : 0.002281
V1788          : -0.000000
V1790          : 0.002949
V1791          : 0.000000
V1792          : 0.002495
V1793          : 0.001907
V1794          : -0.002217
V1795          : -0.003418
V1796          : -0.000000
V1797          : 0.007812
V1798          : 0.004129
V1799          : 0.000000
V1800          : 0.003347
V1801          : -0.000000
V1802          : -0.001617
V1803          : 0.000000
V1804          : -0.002326
V1805          : 0.000000
V1806          : -0.002519
V1807          : 0.001919
V1808          : 0.004091
V1809          : -0.004722
V1810          : 0.003763
V1811          : 0.000000
V1812          : -0.003910
V1813          : 0.002511
V1814          : -0.001729
V1815          : -0.000072
V1816          : -0.000000
V1817          : -0.006476
V1818          : 0.002515
V1819          : -0.000724
V1820          : 0.000000
V1821          : 0.002275
V1822          : 0.003644
V1823          : -0.000000
V1824          : -0.000000
V1825          : -0.000000
V1826          : 0.000000
V1827          : -0.002806
V1828          : -0.003414
V1829          : 0.005305
V1830          : -0.000000
V1831          : 0.000000
V1832          : 0.001746
V1833          : -0.001147
V1834          : 0.001318
V1836          : -0.003603
V1837          : 0.000000
V1838          : -0.000000
V1839          : 0.005208
V1840          : 0.000000
V1841          : -0.000000
V1842          : -0.000000
V1843          : -0.001435
V1844          : -0.002028
V1845          : 0.001673
V1846          : -0.000000
V1847          : -0.002892
V1848          : -0.000000
V1849          : 0.004497
V1850          : -0.003045
V1851          : -0.003497
V1852          : -0.002470
V1854          : 0.000000
V1855          : 0.000000
V1856          : -0.005924
V1857          : 0.000000
V1858          : 0.000000
V1859          : -0.000877
V1860          : -0.000000
V1861          : 0.000000
V1862          : 0.003955
V1863          : -0.000000
V1864          : 0.002378
V1865          : -0.003930
V1866          : -0.000724
V1867          : -0.000000
V1868          : 0.004831
V1869          : 0.001893
V1870          : 0.002311
V1871          : -0.000000
V1872          : -0.002225
V1873          : -0.004841
V1874          : 0.002797
V1875          : 0.002787
V1876          : -0.000000
V1877          : 0.000000
V1878          : -0.000000
V1879          : -0.003643
V1880          : -0.000000
V1881          : 0.000000
V1882          : -0.004635
V1883          : 0.000067
V1884          : 0.000000
V1885          : 0.003016
V1886          : -0.000000
V1887          : -0.003203
V1888          : 0.004277
V1889          : 0.003348
V1890          : 0.002609
V1891          : -0.001651
V1892          : 0.002240
V1893          : 0.000000
V1894          : -0.000000
V1895          : -0.003451
V1896          : -0.000000
V1898          : -0.000000
V1899          : 0.000000
V1900          : 0.000000
V1901          : 0.003411
V1902          : -0.000532
V1903          : 0.000000
V1904          : 0.000000
V1905          : 0.002831
V1906          : -0.000261
V1907          : 0.008921
V1908          : 0.000642
V1909          : -0.003358
V1910          : 0.000000
V1911          : 0.008253
V1912          : 0.001537
V1913          : -0.000129
V1914          : -0.000000
V1915          : 0.000366
V1916          : -0.007312
V1917          : -0.000000
V1918          : 0.001136
V1919          : -0.000000
V1920          : -0.001804
V1921          : -0.004197
V1922          : 0.002729
V1923          : -0.000000
V1924          : -0.000000
V1925          : -0.000000
V1926          : 0.000000
V1927          : 0.006514
V1929          : -0.003924
V1930          : -0.000000
V1931          : -0.000000
V1932          : -0.000000
V1934          : 0.000000
V1935          : 0.000000
V1936          : 0.000000
V1937          : -0.000000
V1938          : 0.000000
V1939          : -0.000000
V1940          : 0.000000
V1941          : 0.000000
V1942          : -0.000000
V1943          : -0.004636
V1944          : -0.004489
V1945          : -0.004373
V1946          : -0.001288
V1947          : -0.007389
V1948          : -0.000000
V1949          : -0.003878
V1950          : -0.001179
V1951          : -0.003514
V1952          : -0.003317
V1953          : -0.000976
V1954          : 0.006597
V1955          : 0.000359
V1956          : -0.002622
V1957          : 0.002174
V1958          : -0.001170
V1959          : -0.005613
V1960          : 0.000000
V1961          : -0.002424
V1962          : 0.000000
V1963          : -0.000000
V1964          : -0.000000
V1965          : 0.002461
V1966          : 0.003322
V1967          : 0.004688
V1968          : 0.001938
V1969          : -0.003121
V1970          : 0.000000
V1971          : 0.002661
V1972          : -0.000000
V1973          : -0.002067
V1974          : 0.004844
V1975          : -0.000000
V1976          : 0.003728
V1977          : 0.000000
V1978          : -0.003585
V1979          : -0.004787
V1980          : -0.004873
V1981          : 0.000424
V1982          : -0.000942
V1983          : 0.000000
V1984          : 0.002629
V1985          : -0.002848
V1986          : 0.000000
V1987          : 0.003640
V1988          : -0.003020
V1989          : -0.002481
V1990          : -0.000000
V1991          : -0.004368
V1992          : 0.000000
V1993          : 0.000000
V1994          : 0.003325
V1995          : -0.000766
V1996          : -0.000000
V1997          : -0.001837
V1998          : -0.000000
V1999          : 0.000000
V2000          : -0.000000
V2001          : 0.002610
V2002          : -0.000000
V2003          : -0.002482
V2004          : 0.000000
V2005          : 0.000000
V2006          : 0.000000
V2007          : 0.000000
V2008          : -0.000000
V2009          : -0.000000
V2010          : 0.003484
V2011          : 0.004328
V2012          : -0.000000
V2013          : 0.003156
V2014          : -0.002437
V2015          : -0.002720
V2016          : -0.000000
V2017          : -0.002345
V2018          : -0.000000
V2019          : -0.000000
V2020          : -0.000000
V2021          : 0.003220
V2022          : 0.000000
V2023          : -0.000000
V2024          : 0.001289
V2025          : 0.003384
V2026          : 0.002762
V2027          : 0.000000
V2028          : -0.000000
V2029          : 0.000000
V2030          : 0.002334
V2031          : -0.000000
V2032          : -0.000000
V2033          : -0.000768
V2034          : 0.003267
V2035          : -0.000000
V2036          : -0.000000
V2037          : 0.002845
V2038          : -0.000000
V2039          : -0.000796
V2040          : -0.000000
V2041          : 0.002781
V2042          : 0.002635
V2043          : -0.000800
V2044          : -0.000000
V2045          : -0.000000
V2046          : -0.000887
V2048          : -0.000000
V2049          : -0.000102
V2050          : 0.003069
V2051          : 0.002921
V2052          : -0.000000
V2053          : -0.000000
V2054          : 0.000000
V2055          : 0.000000
V2056          : 0.001765
V2057          : 0.000000
V2058          : 0.000000
V2059          : -0.000000
V2060          : -0.000000
V2061          : 0.000000
V2062          : 0.003290
V2063          : 0.000000
V2064          : -0.000000
V2065          : -0.001763
V2066          : 0.003643
V2067          : 0.002459
V2068          : -0.003646
V2069          : -0.004009
V2070          : 0.002438
V2071          : -0.002216
V2072          : 0.001942
V2073          : -0.004265
V2074          : -0.000000
V2075          : -0.000000
V2076          : -0.000305
V2077          : -0.003998
V2078          : -0.002146
V2079          : 0.000000
V2080          : -0.000000
V2081          : 0.000000
V2082          : 0.000000
V2083          : -0.000000
V2084          : -0.000000
V2085          : 0.000000
V2086          : 0.000000
V2087          : -0.001014
V2088          : 0.000000
V2089          : -0.000000
V2090          : -0.000734
V2091          : -0.001715
V2092          : -0.004319
V2093          : 0.004133
V2094          : -0.003375
V2095          : 0.003209
V2096          : -0.006792
V2097          : -0.003628
V2098          : 0.000000
V2099          : 0.000000
V2100          : 0.000000
V2101          : 0.000000
V2102          : 0.000000
V2103          : 0.001742
V2104          : -0.003813
V2105          : 0.001149
V2106          : 0.002001
V2107          : -0.000000
V2108          : 0.000248
V2109          : 0.000000
V2110          : -0.000000
V2111          : -0.000000
V2112          : -0.000000
V2113          : -0.000698
V2114          : -0.000000
V2115          : 0.000000
V2116          : -0.001288
V2117          : -0.000000
V2118          : -0.004448
V2119          : 0.000638
V2120          : -0.000000
V2121          : -0.000000
V2122          : 0.000000
V2123          : -0.000000
V2124          : 0.007908
V2125          : -0.000707
V2126          : -0.000000
V2127          : 0.003556
V2129          : 0.000000
V2130          : -0.002461
V2131          : 0.000000
V2132          : -0.004577
V2133          : -0.002987
V2134          : 0.002446
V2135          : 0.000000
V2136          : 0.003775
V2137          : 0.000000
V2138          : 0.001207
V2139          : -0.000000
V2140          : 0.000000
V2141          : 0.002976
V2142          : 0.000000
V2143          : -0.000000
V2144          : 0.000000
V2145          : 0.002359
V2146          : -0.002539
V2147          : 0.003052
V2148          : -0.002618
V2149          : 0.000000
V2150          : 0.000000
V2152          : -0.000000
V2153          : 0.000000
V2154          : 0.000000
V2155          : -0.000000
V2156          : -0.000210
V2157          : 0.001295
V2158          : -0.000000
V2159          : -0.000000
V2160          : 0.003344
V2161          : -0.000000
V2162          : -0.002525
V2163          : -0.000000
V2164          : -0.004187
V2165          : 0.002231
V2166          : 0.003513
V2167          : 0.003955
V2168          : 0.002770
V2169          : 0.002965
V2170          : -0.003413
V2171          : 0.000000
V2172          : 0.004999
V2173          : 0.000000
V2174          : -0.000000
V2175          : -0.000000
V2176          : -0.000347
V2177          : -0.000000
V2178          : 0.000000
V2179          : -0.007493
V2180          : 0.000000
V2181          : -0.000000
V2182          : 0.000000
V2183          : -0.005263
V2184          : 0.000000
V2185          : -0.003197
V2186          : -0.000000
V2187          : -0.000000
V2188          : -0.005108
V2189          : -0.000000
V2190          : -0.003367
V2191          : 0.004746
V2192          : 0.002310
V2193          : -0.000000
V2194          : -0.000000
V2195          : -0.000000
V2196          : 0.000000
V2197          : 0.000000
V2198          : 0.007133
V2199          : -0.000239
V2200          : -0.000000
V2201          : -0.000000
V2202          : -0.004209
V2203          : 0.003876
V2204          : 0.000000
V2205          : -0.000000
V2206          : 0.002965
V2207          : 0.001178
V2208          : -0.002509
V2209          : -0.003677
V2210          : -0.003117
V2212          : -0.000000
V2213          : 0.001274
V2214          : -0.000000
V2215          : 0.000000
V2216          : -0.005589
V2217          : -0.000000
V2218          : 0.000000
V2219          : 0.000000
V2220          : -0.000000
V2221          : -0.000000
V2222          : 0.000000
V2223          : 0.001251
V2224          : -0.000369
V2225          : -0.005084
V2226          : 0.000000
V2227          : 0.003029
V2228          : -0.003975
V2229          : -0.000000
V2230          : -0.000000
V2231          : -0.000000
V2232          : 0.000000
V2233          : 0.004978
V2234          : 0.000000
V2235          : -0.004427
V2236          : -0.000000
V2237          : -0.000000
V2238          : -0.003324
V2239          : -0.000000
V2240          : -0.003681
V2241          : -0.000000
V2242          : 0.002538
V2243          : -0.003694
V2244          : -0.004781
V2245          : 0.002198
V2246          : -0.000000
V2247          : -0.000000
V2248          : -0.000000
V2249          : -0.000517
V2250          : -0.004001
V2251          : -0.000000
V2252          : 0.002220
V2253          : 0.002445
V2254          : -0.004706
V2255          : 0.000000
V2257          : 0.000000
V2258          : 0.001303
V2259          : -0.002442
V2260          : 0.002866
V2261          : -0.000822
V2262          : -0.000328
V2263          : 0.000000
V2264          : 0.000000
V2265          : -0.005266
V2266          : -0.000000
V2267          : -0.000000
V2268          : -0.000000
V2269          : -0.003269
V2270          : 0.003987
V2271          : 0.000166
V2274          : 0.000000
V2275          : 0.002550
V2276          : -0.000232
V2277          : 0.000000
V2278          : 0.002768
V2279          : -0.000000
V2280          : 0.000000
V2281          : 0.004648
V2282          : -0.000000
V2283          : -0.000000
V2284          : 0.001264
V2285          : -0.003335
V2286          : -0.002643
V2287          : 0.002605
V2288          : -0.002094
V2289          : -0.000000
V2290          : -0.004088
V2291          : -0.000000
V2292          : -0.000000
V2293          : 0.000000
V2294          : -0.005843
V2295          : 0.000000
V2296          : 0.003135
V2297          : -0.005692
V2298          : -0.000000
V2299          : 0.000896
V2300          : 0.002656
V2301          : 0.005298
V2302          : -0.004709
V2303          : -0.000000
V2304          : -0.000000
V2305          : 0.000000
V2306          : -0.002250
V2307          : 0.000000
V2308          : 0.002743
V2309          : -0.000000
V2310          : 0.000000
V2311          : 0.000000
V2312          : -0.000000
V2313          : 0.000000
V2314          : -0.000297
V2315          : 0.001134
V2316          : 0.002904
V2317          : -0.000000
V2318          : -0.002940
V2319          : -0.004002
V2320          : 0.002754
V2321          : -0.000000
V2322          : 0.000000
V2323          : 0.000727
V2324          : -0.000000
V2325          : -0.000000
V2326          : -0.000000
V2327          : -0.000000
V2328          : -0.000617
V2329          : 0.000000
V2330          : 0.002123
V2331          : 0.002516
V2332          : -0.000043
V2333          : -0.000000
V2334          : -0.003776
V2335          : -0.000000
V2336          : -0.000024
V2337          : -0.004069
V2338          : -0.000656
V2339          : -0.000000
V2340          : -0.001166
V2341          : -0.003614
V2342          : 0.000000
V2343          : -0.005623
V2344          : -0.003663
V2345          : -0.004447
V2346          : 0.000205
V2347          : -0.006830
V2348          : -0.005052
V2349          : -0.000000
V2350          : 0.006895
V2351          : 0.001648
V2352          : -0.004342
V2353          : 0.000000
V2354          : 0.000000
V2355          : -0.000000
V2356          : -0.006688
V2357          : 0.000819
V2358          : -0.000000
V2359          : -0.003577
V2360          : 0.002745
V2361          : 0.003092
V2362          : 0.000000
V2363          : -0.000000
V2364          : -0.004629
V2365          : 0.002325
V2366          : -0.000000
V2367          : -0.003430
V2368          : 0.002183
V2370          : 0.000000
V2371          : 0.002476
V2372          : -0.000000
V2373          : -0.004553
V2374          : -0.004848
V2375          : -0.000000
V2376          : 0.000621
V2377          : 0.002812
V2378          : -0.000000
V2379          : 0.000000
V2380          : -0.002218
V2381          : 0.000000
V2382          : 0.000000
V2384          : -0.001175
V2385          : -0.001407
V2386          : 0.000866
V2387          : 0.003001
V2388          : -0.003916
V2389          : 0.002801
V2390          : 0.002748
V2391          : -0.003018
V2392          : -0.000000
V2393          : 0.000173
V2394          : -0.000000
V2395          : 0.000000
V2396          : 0.000000
V2398          : 0.000000
V2399          : 0.006978
V2400          : -0.002931
V2401          : -0.000000
V2402          : 0.000780
V2403          : -0.000000
V2404          : -0.000000
V2405          : -0.000000
V2406          : 0.004610
V2407          : -0.001515
V2408          : -0.000000
V2409          : 0.001895
V2410          : -0.004489
V2411          : -0.000602
V2412          : -0.001761
V2413          : -0.002440
V2414          : -0.003080
V2415          : 0.005461
V2416          : 0.003739
V2417          : -0.003885
V2418          : 0.000000
V2419          : -0.004102
V2422          : -0.000000
V2423          : -0.001830
V2424          : -0.003269
V2425          : 0.000000
V2426          : -0.000000
V2427          : 0.000000
V2428          : -0.000000
V2429          : 0.002233
V2430          : -0.000000
V2431          : 0.002825
V2432          : 0.000000
V2433          : -0.000000
V2434          : -0.000000
V2435          : 0.004125
V2436          : 0.004488
V2437          : 0.000903
V2438          : 0.002006
V2439          : -0.000000
V2440          : 0.002057
V2441          : -0.001634
V2442          : 0.001961
V2443          : -0.005080
V2444          : 0.000000
V2445          : -0.000000
V2446          : 0.000000
V2447          : 0.002545
V2448          : 0.000000
V2449          : 0.002324
V2450          : -0.000000
V2451          : -0.000000
V2452          : -0.000000
V2453          : 0.000000
V2454          : -0.003320
V2455          : -0.000000
V2456          : 0.005730
V2457          : 0.000000
V2458          : -0.000249
V2459          : -0.002376
V2460          : -0.002497
V2461          : -0.000813
V2462          : 0.003618
V2463          : 0.003583
V2464          : 0.001734
V2465          : -0.000000
V2466          : 0.002193
V2467          : 0.001404
V2469          : 0.000000
V2470          : -0.003398
V2471          : 0.002041
V2472          : 0.002070
V2473          : 0.002100
V2474          : -0.000000
V2475          : 0.000000
V2476          : -0.001700
V2477          : 0.000000
V2480          : -0.003976
V2481          : -0.003365
V2482          : 0.002615
V2483          : 0.000000
V2484          : -0.002873
V2485          : -0.000000
V2486          : -0.003391
V2487          : 0.000000
V2488          : -0.000664
V2489          : 0.000000
V2490          : 0.000000
V2491          : 0.000000
V2492          : -0.000000
V2493          : -0.001142
V2494          : 0.004653
V2495          : 0.000000
V2496          : 0.002304
V2497          : 0.002055
V2498          : 0.001799
V2499          : 0.000000
V2500          : 0.000000
V2501          : -0.000000
V2502          : -0.000281
V2503          : -0.000000
V2504          : -0.000000
V2505          : 0.002734
V2506          : -0.000000
V2507          : -0.000000
V2508          : -0.001364
V2509          : -0.002503
V2510          : -0.000000
V2511          : -0.000000
V2512          : -0.003820
V2513          : -0.000864
V2514          : -0.000000
V2515          : 0.000000
V2516          : 0.001380
V2517          : -0.000927
V2518          : 0.000000
V2519          : -0.001856
V2520          : 0.000000
V2521          : 0.000000
V2522          : -0.000000
V2524          : 0.000000
V2525          : -0.002501
V2526          : -0.000000
V2527          : 0.000456
V2528          : 0.003246
V2529          : -0.000000
V2530          : 0.004490
V2531          : 0.003972
V2532          : 0.000000
V2533          : 0.000000
V2534          : -0.000000
V2535          : -0.000000
V2536          : 0.005364
V2537          : -0.000000
V2538          : -0.005977
V2539          : -0.002335
V2540          : 0.000000
V2541          : 0.005557
V2542          : 0.000000
V2543          : -0.004567
V2544          : 0.000000
V2545          : -0.000502
V2546          : -0.003026
V2547          : 0.003711
V2548          : -0.000000
V2549          : -0.000000
V2550          : 0.000000
V2551          : -0.003204
V2552          : 0.003873
V2553          : 0.003635
V2554          : -0.000000
V2555          : -0.000523
V2556          : 0.003038
V2557          : 0.002416
V2558          : 0.002258
V2559          : 0.006209
V2560          : 0.000000
V2563          : 0.000000
V2564          : 0.003413
V2565          : 0.000718
V2566          : 0.000000
V2567          : 0.000000
V2568          : -0.004139
V2569          : -0.000000
V2570          : 0.000000
V2571          : 0.000000
V2572          : 0.003061
V2573          : -0.000000
V2574          : 0.000000
V2575          : -0.000000
V2576          : -0.000000
V2577          : 0.002321
V2578          : -0.000000
V2580          : 0.004314
V2581          : 0.000000
V2582          : -0.003473
V2583          : -0.000000
V2584          : 0.002983
V2585          : 0.003707
V2587          : -0.000443
V2588          : -0.000992
V2589          : 0.006937
V2590          : 0.000000
V2591          : -0.002515
V2592          : -0.004184
V2593          : -0.005392
V2594          : -0.004516
V2595          : -0.003536
V2596          : 0.000000
V2597          : -0.000000
V2598          : -0.002009
V2599          : 0.000000
V2600          : 0.007841
V2601          : 0.000000
V2602          : -0.001904
V2603          : 0.003651
V2604          : 0.002932
V2605          : -0.000000
V2606          : -0.000000
V2607          : 0.004082
V2608          : -0.000000
V2609          : -0.002250
V2610          : -0.002758
V2611          : -0.000000
V2612          : 0.002404
V2614          : 0.000000
V2615          : -0.000000
V2616          : -0.000000
V2617          : 0.000000
V2618          : 0.003256
V2620          : 0.005166
V2621          : -0.000000
V2622          : -0.000000
V2623          : 0.000000
V2624          : -0.000000
V2625          : -0.003262
V2626          : -0.001888
V2627          : -0.005882
V2628          : 0.000000
V2629          : 0.001032
V2630          : -0.000073
V2631          : 0.005828
V2632          : 0.000722
V2633          : -0.003481
V2634          : -0.000000
V2635          : 0.000000
V2636          : 0.000173
V2637          : -0.001645
V2638          : -0.000980
V2639          : 0.000261
V2640          : 0.000000
V2642          : 0.002162
V2643          : -0.000000
V2644          : -0.000000
V2645          : 0.000000
V2647          : -0.000000
V2648          : 0.002566
V2649          : -0.000000
V2650          : -0.000000
V2651          : -0.000626
V2652          : 0.002519
V2653          : -0.003469
V2656          : 0.004505
V2657          : 0.000000
V2658          : -0.001228
V2659          : 0.003638
V2660          : -0.002251
V2661          : 0.004805
V2662          : -0.000000
V2663          : 0.003737
V2665          : -0.001965
V2666          : -0.003347
V2667          : 0.002388
V2668          : -0.000000
V2669          : 0.005931
V2670          : 0.001276
V2673          : 0.000000
V2674          : -0.004085
