custom_lambda_0.0008 Coefficients
==================================================
Bias Term      : 0.007752
V1368          : 0.003167
V1369          : -0.010030
V1370          : 0.006315
V1371          : 0.007263
V1372          : -0.007745
V1373          : 0.004779
V1374          : -0.003939
V1375          : -0.009702
V1376          : 0.015441
V1377          : 0.006103
V1378          : 0.013335
V1379          : 0.007335
V1380          : -0.004986
V1381          : -0.011291
V1382          : -0.006040
V1383          : -0.002703
V1384          : -0.004738
V1385          : 0.013337
V1386          : -0.006830
V1387          : 0.000000
V1388          : -0.010138
V1389          : 0.006277
V1390          : -0.013675
V1391          : -0.000148
V1392          : -0.009644
V1393          : -0.005521
V1394          : 0.012703
V1395          : 0.010867
V1396          : -0.001255
V1397          : 0.009014
V1398          : -0.004028
V1399          : 0.003746
V1400          : -0.005947
V1401          : 0.006808
V1402          : 0.014869
V1403          : -0.005671
V1404          : -0.005151
V1405          : 0.014105
V1406          : 0.011999
V1407          : 0.003675
V1408          : 0.005722
V1409          : -0.001989
V1410          : -0.006660
V1411          : -0.000698
V1412          : -0.006248
V1413          : 0.003232
V1414          : 0.000842
V1415          : -0.002954
V1416          : 0.006492
V1417          : 0.007763
V1418          : -0.002555
V1419          : 0.002389
V1420          : -0.009614
V1421          : -0.011918
V1422          : -0.007174
V1423          : 0.015840
V1424          : -0.005984
V1425          : 0.006039
V1426          : -0.012362
V1427          : 0.008409
V1428          : -0.005562
V1429          : 0.012133
V1430          : 0.017523
V1431          : 0.009245
V1432          : -0.003974
V1433          : -0.006051
V1435          : 0.003656
V1436          : 0.000000
V1437          : -0.010378
V1438          : -0.003835
V1439          : 0.000476
V1440          : -0.013632
V1441          : 0.004944
V1442          : -0.004314
V1443          : 0.007742
V1444          : -0.001157
V1445          : -0.010663
V1446          : -0.010387
V1447          : -0.008098
V1448          : 0.011660
V1449          : 0.009068
V1450          : 0.005430
V1451          : 0.010699
V1452          : -0.004863
V1453          : 0.000382
V1454          : -0.002227
V1455          : -0.010502
V1456          : -0.016665
V1457          : 0.004478
V1458          : 0.008031
V1459          : -0.009231
V1460          : 0.003293
V1461          : -0.004472
V1462          : 0.010351
V1463          : -0.005910
V1464          : 0.011639
V1465          : 0.004546
V1466          : -0.007584
V1467          : -0.008298
V1468          : 0.002864
V1469          : 0.001018
V1470          : -0.019739
V1471          : 0.004877
V1472          : 0.010093
V1473          : 0.003855
V1474          : 0.005315
V1475          : -0.000301
V1476          : -0.004696
V1477          : 0.010985
V1478          : -0.007424
V1479          : -0.003489
V1480          : -0.009652
V1481          : 0.005142
V1482          : -0.005940
V1483          : -0.005589
V1484          : 0.005004
V1485          : -0.006047
V1486          : -0.007639
V1487          : 0.009720
V1488          : 0.014608
V1489          : 0.003901
V1490          : 0.003285
V1491          : -0.016445
V1492          : -0.005166
V1493          : -0.002495
V1494          : -0.009014
V1495          : 0.006018
V1496          : -0.005234
V1497          : 0.001621
V1498          : 0.006258
V1499          : -0.006291
V1500          : 0.013756
V1501          : -0.012362
V1502          : -0.003185
V1503          : -0.007875
V1504          : 0.007203
V1505          : 0.007948
V1506          : 0.009269
V1507          : -0.010909
V1508          : -0.012366
V1509          : -0.005034
V1510          : -0.006056
V1511          : -0.004255
V1512          : 0.000366
V1513          : -0.005938
V1514          : 0.001924
V1515          : -0.013135
V1516          : 0.001619
V1517          : -0.005409
V1518          : 0.008773
V1519          : -0.012646
V1520          : -0.003040
V1521          : 0.000000
V1522          : 0.008583
V1523          : 0.001448
V1524          : -0.020748
V1525          : -0.006252
V1526          : -0.005108
V1527          : 0.003820
V1528          : -0.006124
V1529          : -0.000730
V1530          : -0.005267
V1531          : 0.000367
V1532          : -0.002022
V1533          : 0.006487
V1534          : -0.006196
V1535          : -0.003345
V1536          : 0.002607
V1537          : 0.005750
V1538          : -0.009410
V1539          : 0.007912
V1540          : -0.005923
V1541          : 0.009164
V1542          : -0.018319
V1543          : -0.006540
V1544          : -0.009869
V1545          : 0.000570
V1546          : -0.002674
V1547          : -0.010848
V1548          : -0.002703
V1549          : -0.005385
V1550          : 0.011296
V1551          : -0.007941
V1552          : 0.010188
V1553          : 0.005372
V1554          : 0.000130
V1555          : -0.012494
V1556          : 0.022120
V1557          : -0.014025
V1558          : -0.004912
V1559          : 0.002662
V1560          : -0.000195
V1561          : -0.007849
V1562          : -0.004723
V1563          : -0.004235
V1564          : 0.004522
V1565          : -0.013269
V1566          : -0.018891
V1567          : 0.010755
V1568          : -0.008330
V1569          : -0.000955
V1570          : 0.009866
V1571          : -0.023842
V1572          : 0.000792
V1573          : -0.002940
V1574          : 0.011304
V1575          : -0.008491
V1576          : -0.002582
V1577          : 0.006383
V1578          : -0.005248
V1579          : 0.003716
V1580          : 0.004633
V1581          : -0.008455
V1582          : -0.005179
V1583          : -0.005073
V1584          : 0.006157
V1585          : -0.012580
V1586          : -0.006754
V1587          : -0.011299
V1588          : 0.004970
V1589          : -0.004798
V1590          : 0.006104
V1591          : -0.004689
V1592          : -0.000872
V1593          : -0.007908
V1594          : -0.009814
V1595          : 0.007425
V1596          : -0.004163
V1597          : 0.005936
V1598          : -0.011239
V1599          : -0.005446
V1600          : 0.004509
V1601          : -0.001212
V1602          : -0.004560
V1603          : -0.015158
V1604          : -0.010611
V1605          : -0.015180
V1606          : 0.006193
V1607          : 0.006223
V1608          : -0.008197
V1610          : -0.017217
V1611          : 0.004273
V1612          : -0.006522
V1613          : -0.009050
V1614          : 0.007470
V1615          : -0.004134
V1616          : 0.001678
V1617          : -0.002312
V1618          : -0.002840
V1619          : 0.003980
V1620          : -0.008143
V1621          : 0.004137
V1622          : -0.012474
V1623          : 0.007741
V1624          : 0.006281
V1625          : 0.013634
V1626          : -0.005686
V1627          : -0.005517
V1628          : 0.004226
V1629          : -0.007892
V1630          : -0.006894
V1631          : -0.001305
V1632          : 0.010873
V1633          : 0.008323
V1634          : -0.001016
V1635          : 0.006856
V1636          : -0.008221
V1637          : 0.005839
V1638          : -0.015468
V1639          : 0.004927
V1640          : -0.011829
V1641          : -0.002484
V1642          : -0.011937
V1643          : -0.004254
V1644          : -0.002440
V1645          : -0.004970
V1646          : -0.006617
V1647          : 0.010334
V1648          : -0.010951
V1649          : -0.020319
V1650          : -0.006009
V1651          : 0.013678
V1652          : 0.003056
V1653          : 0.002696
V1654          : -0.005390
V1655          : 0.008107
V1656          : -0.006934
V1657          : 0.008934
V1658          : 0.007748
V1659          : -0.001678
V1660          : -0.005288
V1661          : -0.013908
V1662          : 0.007985
V1663          : -0.008927
V1664          : -0.006116
V1665          : 0.005487
V1666          : -0.002797
V1667          : -0.007191
V1668          : 0.004360
V1669          : -0.006877
V1670          : -0.000155
V1671          : -0.003929
V1672          : 0.011467
V1673          : -0.005178
V1674          : -0.007655
V1675          : 0.010884
V1676          : 0.001877
V1677          : -0.009640
V1678          : 0.003921
V1679          : -0.016037
V1680          : 0.008411
V1681          : -0.006046
V1682          : 0.007929
V1683          : -0.003337
V1684          : 0.003871
V1685          : 0.010019
V1686          : 0.005959
V1687          : 0.011443
V1688          : 0.003217
V1689          : -0.006910
V1690          : -0.008854
V1691          : -0.002828
V1692          : -0.008848
V1693          : -0.003557
V1694          : 0.009151
V1695          : 0.003762
V1696          : -0.010775
V1697          : 0.011452
V1698          : -0.006987
V1699          : -0.011348
V1700          : 0.004465
V1701          : -0.012548
V1702          : -0.017326
V1703          : 0.010018
V1704          : -0.009547
V1705          : -0.005295
V1706          : -0.003938
V1707          : -0.007548
V1708          : -0.003346
V1709          : -0.007904
V1710          : -0.007496
V1711          : 0.007887
V1712          : -0.009950
V1713          : -0.002289
V1714          : -0.013826
V1715          : -0.005553
V1716          : -0.005226
V1717          : 0.003805
V1718          : 0.002254
V1719          : -0.002909
V1720          : 0.004954
V1721          : 0.005171
V1722          : -0.008492
V1723          : 0.003451
V1724          : -0.008680
V1725          : 0.003405
V1726          : -0.009688
V1727          : -0.005952
V1728          : -0.002489
V1729          : -0.010461
V1730          : -0.007440
V1731          : 0.005124
V1732          : -0.004330
V1733          : 0.001998
V1734          : 0.003758
V1735          : 0.003756
V1736          : 0.002641
V1737          : 0.011558
V1738          : 0.009535
V1739          : -0.009713
V1740          : -0.002809
V1741          : 0.003263
V1742          : 0.003436
V1743          : -0.004070
V1744          : 0.001173
V1745          : -0.006999
V1746          : -0.005770
V1747          : -0.002213
V1748          : 0.003934
V1749          : -0.005511
V1750          : 0.014353
V1751          : -0.000184
V1752          : -0.000128
V1753          : -0.005300
V1754          : 0.009758
V1755          : 0.005195
V1756          : -0.007072
V1757          : -0.006994
V1758          : -0.004115
V1759          : -0.011669
V1760          : -0.002739
V1761          : -0.001302
V1762          : 0.002912
V1763          : 0.007165
V1764          : -0.006875
V1765          : 0.004186
V1766          : -0.016331
V1767          : -0.003461
V1768          : 0.005252
V1770          : -0.012510
V1771          : -0.003593
V1772          : 0.000131
V1773          : -0.009709
V1774          : 0.008825
V1775          : 0.002781
V1776          : 0.012523
V1777          : -0.012448
V1778          : 0.003624
V1779          : -0.007021
V1780          : -0.002877
V1781          : 0.006019
V1782          : -0.006998
V1783          : 0.003767
V1784          : 0.000224
V1785          : 0.021204
V1786          : 0.008918
V1787          : 0.004214
V1788          : -0.002121
V1790          : 0.009531
V1791          : 0.004123
V1792          : 0.003567
V1793          : 0.003028
V1794          : -0.004807
V1795          : -0.011583
V1796          : -0.001990
V1797          : 0.025532
V1798          : 0.005778
V1799          : 0.007019
V1800          : 0.010010
V1801          : -0.001350
V1802          : -0.004226
V1803          : 0.000000
V1804          : -0.006747
V1805          : 0.000467
V1806          : -0.005389
V1807          : 0.002574
V1808          : 0.008571
V1809          : -0.014257
V1810          : 0.014642
V1811          : 0.001238
V1812          : -0.006707
V1813          : 0.003914
V1814          : -0.007741
V1815          : -0.005061
V1816          : -0.003796
V1817          : -0.011111
V1818          : 0.006019
V1819          : -0.006389
V1820          : 0.003696
V1821          : 0.003364
V1822          : 0.007335
V1823          : -0.002287
V1824          : -0.002851
V1825          : -0.000120
V1826          : 0.003335
V1827          : -0.008738
V1828          : -0.006502
V1829          : 0.007071
V1830          : -0.000562
V1831          : 0.000031
V1832          : 0.005281
V1833          : -0.006273
V1834          : 0.002564
V1836          : -0.006945
V1837          : 0.001695
V1838          : -0.002058
V1839          : 0.013739
V1840          : 0.002046
V1841          : -0.006928
V1842          : -0.000280
V1843          : -0.004812
V1844          : -0.004952
V1845          : 0.005782
V1846          : -0.002607
V1847          : -0.005487
V1848          : -0.003075
V1849          : 0.008483
V1850          : -0.006349
V1851          : -0.016841
V1852          : -0.007151
V1854          : 0.000952
V1855          : 0.005021
V1856          : -0.013490
V1857          : 0.000452
V1858          : 0.007730
V1859          : -0.010720
V1860          : -0.002004
V1861          : 0.013881
V1862          : 0.009282
V1863          : -0.001751
V1864          : 0.003877
V1865          : -0.006743
V1866          : -0.007014
V1867          : -0.005438
V1868          : 0.009344
V1869          : 0.003621
V1870          : 0.003828
V1871          : -0.010582
V1872          : -0.005285
V1873          : -0.008335
V1874          : 0.005609
V1875          : 0.012566
V1876          : -0.005110
V1877          : 0.012733
V1878          : -0.003226
V1879          : -0.006249
V1880          : -0.007876
V1881          : 0.000034
V1882          : -0.009234
V1883          : 0.001309
V1884          : 0.007663
V1885          : 0.005661
V1886          : -0.003486
V1887          : -0.005898
V1888          : 0.006472
V1889          : 0.012000
V1890          : 0.004829
V1891          : -0.005762
V1892          : 0.004258
V1893          : 0.012301
V1894          : -0.003200
V1895          : -0.005920
V1896          : -0.004894
V1898          : -0.010419
V1899          : 0.006599
V1900          : 0.002920
V1901          : 0.008046
V1902          : -0.007968
V1903          : 0.003656
V1904          : 0.012618
V1905          : 0.006077
V1906          : -0.003245
V1907          : 0.013513
V1908          : 0.003260
V1909          : -0.007984
V1910          : 0.017850
V1911          : 0.013850
V1912          : 0.003553
V1913          : -0.005505
V1914          : -0.002052
V1915          : 0.011965
V1916          : -0.014377
V1917          : -0.010310
V1918          : 0.014247
V1919          : -0.001431
V1920          : -0.012967
V1921          : -0.007200
V1922          : 0.013294
V1923          : -0.007511
V1924          : -0.007533
V1925          : -0.004480
V1926          : 0.004142
V1927          : 0.009824
V1929          : -0.006731
V1930          : -0.004622
V1931          : -0.012162
V1932          : -0.015568
V1934          : 0.003539
V1935          : 0.004308
V1936          : 0.004587
V1937          : -0.006146
V1938          : 0.005900
V1939          : -0.000001
V1940          : 0.005843
V1941          : 0.013369
V1942          : -0.006357
V1943          : -0.008434
V1944          : -0.007702
V1945          : -0.009860
V1946          : -0.006042
V1947          : -0.017672
V1948          : -0.004820
V1949          : -0.007152
V1950          : -0.006636
V1951          : -0.009177
V1952          : -0.005690
V1953          : -0.006275
V1954          : 0.011098
V1955          : 0.001802
V1956          : -0.007435
V1957          : 0.003073
V1958          : -0.005913
V1959          : -0.016699
V1960          : 0.009721
V1961          : -0.006909
V1962          : 0.000265
V1963          : -0.015121
V1964          : -0.007505
V1965          : 0.004844
V1966          : 0.004602
V1967          : 0.012497
V1968          : 0.006246
V1969          : -0.010115
V1970          : 0.005271
V1971          : 0.004123
V1972          : -0.004831
V1973          : -0.009456
V1974          : 0.017279
V1975          : -0.003600
V1976          : 0.007777
V1977          : 0.006007
V1978          : -0.018497
V1979          : -0.011078
V1980          : -0.008799
V1981          : 0.001909
V1982          : -0.004570
V1983          : 0.000252
V1984          : 0.003722
V1985          : -0.009589
V1986          : 0.002112
V1987          : 0.005433
V1988          : -0.006209
V1989          : -0.007436
V1990          : -0.008981
V1991          : -0.008407
V1992          : 0.002887
V1993          : 0.004088
V1994          : 0.006378
V1995          : -0.005330
V1996          : -0.005835
V1997          : -0.007219
V1998          : -0.001631
V1999          : 0.000848
V2000          : -0.000387
V2001          : 0.004437
V2002          : -0.004319
V2003          : -0.005086
V2004          : 0.000987
V2005          : 0.009792
V2006          : 0.005474
V2007          : 0.013203
V2008          : -0.001302
V2009          : -0.005811
V2010          : 0.011654
V2011          : 0.007296
V2012          : -0.020980
V2013          : 0.005524
V2014          : -0.008356
V2015          : -0.005611
V2016          : -0.003272
V2017          : -0.005212
V2018          : -0.001496
V2019          : -0.006065
V2020          : -0.005181
V2021          : 0.005582
V2022          : 0.003877
V2023          : -0.000679
V2024          : 0.013302
V2025          : 0.005386
V2026          : 0.004968
V2027          : 0.000322
V2028          : -0.003854
V2029          : 0.000843
V2030          : 0.002956
V2031          : -0.001122
V2032          : -0.021482
V2033          : -0.003914
V2034          : 0.005298
V2035          : -0.005769
V2036          : -0.000231
V2037          : 0.003767
V2038          : -0.002712
V2039          : -0.006427
V2040          : -0.001869
V2041          : 0.007909
V2042          : 0.005238
V2043          : -0.004594
V2044          : -0.011826
V2045          : -0.007809
V2046          : -0.004041
V2048          : -0.001820
V2049          : -0.007703
V2050          : 0.005816
V2051          : 0.005346
V2052          : -0.001971
V2053          : -0.002448
V2054          : 0.003213
V2055          : 0.013681
V2056          : 0.015943
V2057          : 0.000279
V2058          : 0.010240
V2059          : -0.013436
V2060          : -0.001456
V2061          : 0.001584
V2062          : 0.005480
V2063          : 0.003157
V2064          : -0.001643
V2065          : -0.003024
V2066          : 0.007606
V2067          : 0.004311
V2068          : -0.006256
V2069          : -0.008807
V2070          : 0.009004
V2071          : -0.006437
V2072          : 0.004613
V2073          : -0.007494
V2074          : -0.004394
V2075          : -0.011997
V2076          : -0.004325
V2077          : -0.006874
V2078          : -0.005042
V2079          : 0.002950
V2080          : -0.003417
V2081          : 0.020821
V2082          : 0.008546
V2083          : -0.002257
V2084          : -0.006349
V2085          : 0.008172
V2086          : 0.012323
V2087          : -0.006529
V2088          : 0.008336
V2089          : -0.004364
V2090          : -0.003999
V2091          : -0.009056
V2092          : -0.007410
V2093          : 0.007526
V2094          : -0.008110
V2095          : 0.004660
V2096          : -0.014148
V2097          : -0.006224
V2098          : 0.006785
V2099          : 0.010751
V2100          : 0.015627
V2101          : 0.002613
V2102          : 0.008002
V2103          : 0.007935
V2104          : -0.007043
V2105          : 0.005403
V2106          : 0.006309
V2107          : -0.004325
V2108          : 0.006049
V2109          : 0.002172
V2110          : -0.007758
V2111          : -0.004735
V2112          : -0.003163
V2113          : -0.004294
V2114          : -0.010190
V2115          : 0.004439
V2116          : -0.005788
V2117          : -0.001913
V2118          : -0.007631
V2119          : 0.004942
V2120          : -0.003627
V2121          : -0.002101
V2122          : 0.003534
V2123          : -0.002986
V2124          : 0.011820
V2125          : -0.007262
V2126          : -0.002016
V2127          : 0.010137
V2129          : 0.002624
V2130          : -0.009628
V2131          : 0.000483
V2132          : -0.015781
V2133          : -0.008867
V2134          : 0.006531
V2135          : 0.009428
V2136          : 0.008328
V2137          : 0.016230
V2138          : 0.016841
V2139          : -0.000192
V2140          : 0.004308
V2141          : 0.006964
V2142          : 0.001932
V2143          : -0.002975
V2144          : 0.019366
V2145          : 0.013027
V2146          : -0.012091
V2147          : 0.018324
V2148          : -0.005543
V2149          : 0.006335
V2150          : 0.007013
V2152          : -0.005869
V2153          : 0.003452
V2154          : 0.007467
V2155          : -0.002705
V2156          : -0.009528
V2157          : 0.010478
V2158          : -0.004006
V2159          : -0.007660
V2160          : 0.006408
V2161          : -0.006993
V2162          : -0.010679
V2163          : -0.000061
V2164          : -0.007183
V2165          : 0.006508
V2166          : 0.007158
V2167          : 0.006158
V2168          : 0.003410
V2169          : 0.005612
V2170          : -0.008439
V2171          : 0.005253
V2172          : 0.010592
V2173          : 0.002275
V2174          : -0.005301
V2175          : -0.009181
V2176          : -0.008748
V2177          : -0.006211
V2178          : 0.015554
V2179          : -0.020076
V2180          : 0.002315
V2181          : -0.004942
V2182          : 0.003571
V2183          : -0.009615
V2184          : 0.004466
V2185          : -0.009745
V2186          : -0.004940
V2187          : -0.002115
V2188          : -0.009567
V2189          : -0.005170
V2190          : -0.006328
V2191          : 0.012149
V2192          : 0.011216
V2193          : -0.009427
V2194          : -0.004518
V2195          : -0.000911
V2196          : 0.008374
V2197          : 0.021395
V2198          : 0.017345
V2199          : -0.008204
V2200          : -0.010374
V2201          : -0.000296
V2202          : -0.011118
V2203          : 0.009772
V2204          : 0.001931
V2205          : -0.004890
V2206          : 0.006342
V2207          : 0.005378
V2208          : -0.007665
V2209          : -0.006308
V2210          : -0.010332
V2212          : -0.000308
V2213          : 0.003097
V2214          : -0.006342
V2215          : 0.000483
V2216          : -0.011346
V2217          : -0.004050
V2218          : 0.001203
V2219          : 0.012351
V2220          : -0.004172
V2221          : -0.007319
V2222          : 0.006579
V2223          : 0.006242
V2224          : -0.009789
V2225          : -0.010523
V2226          : 0.010819
V2227          : 0.004576
V2228          : -0.007445
V2229          : -0.000169
V2230          : -0.000793
V2231          : -0.003556
V2232          : 0.000463
V2233          : 0.007635
V2234          : 0.006794
V2235          : -0.014535
V2236          : -0.003678
V2237          : -0.003129
V2238          : -0.007632
V2239          : -0.006565
V2240          : -0.006315
V2241          : -0.002161
V2242          : 0.003633
V2243          : -0.006363
V2244          : -0.008259
V2245          : 0.005326
V2246          : -0.000000
V2247          : -0.003960
V2248          : -0.003819
V2249          : -0.009152
V2250          : -0.008234
V2251          : -0.003782
V2252          : 0.002755
V2253          : 0.006073
V2254          : -0.008074
V2255          : 0.007062
V2257          : 0.002709
V2258          : 0.005792
V2259          : -0.016463
V2260          : 0.004523
V2261          : -0.010147
V2262          : -0.009419
V2263          : 0.022592
V2264          : 0.006850
V2265          : -0.009034
V2266          : -0.002099
V2267          : -0.004357
V2268          : -0.012301
V2269          : -0.006200
V2270          : 0.009188
V2271          : 0.009384
V2274          : 0.002641
V2275          : 0.003128
V2276          : -0.017258
V2277          : 0.009624
V2278          : 0.003803
V2279          : -0.017978
V2280          : 0.000991
V2281          : 0.009581
V2282          : -0.004090
V2283          : -0.001056
V2284          : 0.009348
V2285          : -0.007126
V2286          : -0.007061
V2287          : 0.004922
V2288          : -0.008686
V2289          : -0.006969
V2290          : -0.007333
V2291          : -0.006701
V2292          : -0.006006
V2293          : 0.005035
V2294          : -0.012935
V2295          : 0.005342
V2296          : 0.007452
V2297          : -0.015763
V2298          : -0.002519
V2299          : 0.008203
V2300          : 0.006904
V2301          : 0.010206
V2302          : -0.008193
V2303          : -0.014881
V2304          : -0.000663
V2305          : 0.003009
V2306          : -0.005318
V2307          : 0.003269
V2308          : 0.005862
V2309          : -0.003164
V2310          : 0.000850
V2311          : 0.002731
V2312          : -0.012798
V2313          : 0.002327
V2314          : -0.007675
V2315          : 0.007770
V2316          : 0.004396
V2317          : -0.004715
V2318          : -0.012294
V2319          : -0.007161
V2320          : 0.005764
V2321          : -0.000836
V2322          : 0.000047
V2323          : 0.016380
V2324          : -0.004198
V2325          : -0.006225
V2326          : -0.015736
V2327          : -0.007799
V2328          : -0.004810
V2329          : 0.000936
V2330          : 0.004373
V2331          : 0.003438
V2332          : -0.004044
V2333          : -0.014324
V2334          : -0.006478
V2335          : -0.002068
V2336          : -0.002637
V2337          : -0.006981
V2338          : -0.004568
V2339          : -0.003673
V2340          : -0.004061
V2341          : -0.010135
V2342          : 0.005630
V2343          : -0.009748
V2344          : -0.006587
V2345          : -0.008021
V2346          : 0.008098
V2347          : -0.012563
V2348          : -0.010800
V2349          : -0.007939
V2350          : 0.016118
V2351          : 0.009015
V2352          : -0.007579
V2353          : 0.009526
V2354          : 0.007943
V2355          : -0.009371
V2356          : -0.013560
V2357          : 0.004958
V2358          : -0.012844
V2359          : -0.008243
V2360          : 0.004568
V2361          : 0.007076
V2362          : 0.005296
V2363          : -0.014661
V2364          : -0.008509
V2365          : 0.004174
V2366          : -0.012495
V2367          : -0.005885
V2368          : 0.002905
V2370          : 0.004732
V2371          : 0.006166
V2372          : -0.003644
V2373          : -0.007811
V2374          : -0.008316
V2375          : -0.002722
V2376          : 0.005107
V2377          : 0.004744
V2378          : -0.007093
V2379          : 0.008411
V2380          : -0.004991
V2381          : 0.013875
V2382          : 0.001405
V2384          : -0.005401
V2385          : -0.004299
V2386          : 0.002199
V2387          : 0.006393
V2388          : -0.009583
V2389          : 0.004946
V2390          : 0.004700
V2391          : -0.007395
V2392          : -0.005187
V2393          : 0.002721
V2394          : -0.004333
V2395          : 0.004617
V2396          : 0.004229
V2398          : 0.000304
V2399          : 0.013292
V2400          : -0.006978
V2401          : -0.004494
V2402          : 0.001684
V2403          : -0.002862
V2404          : -0.007713
V2405          : -0.011387
V2406          : 0.014836
V2407          : -0.004928
V2408          : -0.007270
V2409          : 0.014742
V2410          : -0.013646
V2411          : -0.004709
V2412          : -0.004629
V2413          : -0.005360
V2414          : -0.005702
V2415          : 0.012312
V2416          : 0.005482
V2417          : -0.006664
V2418          : 0.001333
V2419          : -0.007158
V2422          : -0.013614
V2423          : -0.006944
V2424          : -0.011085
V2425          : 0.013450
V2426          : -0.005609
V2427          : 0.002534
V2428          : -0.002095
V2429          : 0.003582
V2430          : -0.002410
V2431          : 0.008872
V2432          : 0.000156
V2433          : -0.010149
V2434          : -0.000845
V2435          : 0.009843
V2436          : 0.006799
V2437          : 0.003616
V2438          : 0.002875
V2439          : -0.008852
V2440          : 0.002488
V2441          : -0.004541
V2442          : 0.007204
V2443          : -0.012494
V2444          : 0.001031
V2445          : -0.002642
V2446          : 0.015329
V2447          : 0.004192
V2448          : 0.013471
V2449          : 0.004320
V2450          : -0.006661
V2451          : -0.017538
V2452          : -0.009701
V2453          : 0.000472
V2454          : -0.006103
V2455          : -0.003114
V2456          : 0.010557
V2457          : 0.013919
V2458          : -0.007726
V2459          : -0.004076
V2460          : -0.007637
V2461          : -0.007871
V2462          : 0.006006
V2463          : 0.009133
V2464          : 0.004058
V2465          : -0.004101
V2466          : 0.003259
V2467          : 0.001978
V2469          : 0.009273
V2470          : -0.005829
V2471          : 0.003957
V2472          : 0.002596
V2473          : 0.005197
V2474          : -0.002094
V2475          : 0.001388
V2476          : -0.008906
V2477          : 0.000282
V2480          : -0.006821
V2481          : -0.005773
V2482          : 0.006132
V2483          : 0.030746
V2484          : -0.005401
V2485          : -0.000695
V2486          : -0.006167
V2487          : 0.007244
V2488          : -0.003385
V2489          : 0.000984
V2490          : 0.007984
V2491          : 0.007234
V2492          : -0.001253
V2493          : -0.004871
V2494          : 0.012648
V2495          : 0.021449
V2496          : 0.003695
V2497          : 0.002643
V2498          : 0.004416
V2499          : 0.001790
V2500          : 0.003380
V2501          : -0.000373
V2502          : -0.007263
V2503          : -0.000266
V2504          : -0.002116
V2505          : 0.003998
V2506          : -0.013281
V2507          : -0.005002
V2508          : -0.007214
V2509          : -0.009918
V2510          : -0.002386
V2511          : -0.001998
V2512          : -0.010190
V2513          : -0.004684
V2514          : -0.010711
V2515          : 0.003238
V2516          : 0.008441
V2517          : -0.006541
V2518          : 0.003600
V2519          : -0.005910
V2520          : 0.002947
V2521          : 0.004164
V2522          : -0.002991
V2524          : 0.011017
V2525          : -0.006412
V2526          : -0.001581
V2527          : 0.007936
V2528          : 0.009611
V2529          : -0.013744
V2530          : 0.009249
V2531          : 0.009508
V2532          : 0.002895
V2533          : 0.015511
V2534          : -0.000134
V2535          : -0.004852
V2536          : 0.009153
V2537          : -0.005699
V2538          : -0.010952
V2539          : -0.006226
V2540          : 0.010327
V2541          : 0.008486
V2542          : 0.002424
V2543          : -0.009211
V2544          : 0.000240
V2545          : -0.004269
V2546          : -0.006064
V2547          : 0.009106
V2548          : -0.004328
V2549          : -0.003695
V2550          : 0.000974
V2551          : -0.005497
V2552          : 0.007675
V2553          : 0.005874
V2554          : -0.001163
V2555          : -0.003050
V2556          : 0.004161
V2557          : 0.003798
V2558          : 0.003271
V2559          : 0.010127
V2560          : 0.001715
V2563          : 0.012706
V2564          : 0.004621
V2565          : 0.008419
V2566          : 0.014181
V2567          : 0.008526
V2568          : -0.007239
V2569          : -0.002724
V2570          : 0.000165
V2571          : 0.001425
V2572          : 0.005701
V2573          : -0.001349
V2574          : 0.003057
V2575          : -0.014311
V2576          : -0.011065
V2577          : 0.007377
V2578          : -0.001116
V2580          : 0.007118
V2581          : 0.005900
V2582          : -0.007927
V2583          : -0.010215
V2584          : 0.005310
V2585          : 0.007227
V2587          : -0.005137
V2588          : -0.004405
V2589          : 0.013853
V2590          : 0.001552
V2591          : -0.005170
V2592          : -0.009773
V2593          : -0.010540
V2594          : -0.008004
V2595          : -0.010274
V2596          : 0.004895
V2597          : -0.003529
V2598          : -0.005316
V2599          : 0.004715
V2600          : 0.012244
V2601          : 0.000495
V2602          : -0.004091
V2603          : 0.005774
V2604          : 0.006293
V2605          : -0.002864
V2606          : -0.005064
V2607          : 0.010010
V2608          : -0.016180
V2609          : -0.007227
V2610          : -0.006021
V2611          : -0.003263
V2612          : 0.012573
V2614          : 0.000000
V2615          : -0.004084
V2616          : -0.005949
V2617          : 0.003971
V2618          : 0.008563
V2620          : 0.010949
V2621          : -0.005170
V2622          : -0.000481
V2623          : 0.000082
V2624          : -0.009582
V2625          : -0.007168
V2626          : -0.008216
V2627          : -0.013570
V2628          : 0.001537
V2629          : 0.005787
V2630          : -0.003291
V2631          : 0.013976
V2632          : 0.010309
V2633          : -0.006327
V2634          : -0.004614
V2635          : 0.001355
V2636          : 0.025422
V2637          : -0.004196
V2638          : -0.007869
V2639          : 0.012956
V2640          : 0.007867
V2642          : 0.004391
V2643          : -0.003068
V2644          : -0.006080
V2645          : 0.000753
V2647          : -0.000834
V2648          : 0.009390
V2649          : -0.006020
V2650          : -0.004219
V2651          : -0.003078
V2652          : 0.003179
V2653          : -0.005952
V2656          : 0.007538
V2657          : 0.003598
V2658          : -0.004417
V2659          : 0.006326
V2660          : -0.007770
V2661          : 0.009221
V2662          : -0.007713
V2663          : 0.005585
V2665          : -0.004943
V2666          : -0.006571
V2667          : 0.024549
V2668          : -0.010319
V2669          : 0.012738
V2670          : 0.003967
V2673          : 0.001021
V2674          : -0.007083
