custom_lambda_0.0546 Coefficients
==================================================
Bias Term      : -0.004963
V1726          : 0.000098
V1727          : 0.001269
V1728          : 0.005456
V1729          : 0.002370
V1731          : 0.005620
V1733          : 0.004212
V1734          : 0.000000
V1735          : 0.006385
V1736          : 0.001486
V1737          : 0.003860
V1738          : 0.000000
V1739          : 0.004275
V1740          : 0.002846
V1741          : -0.003229
V1742          : 0.004958
V1745          : 0.003830
V1746          : -0.003565
V1748          : 0.004669
V1749          : -0.000000
V1750          : 0.004181
V1751          : -0.000000
V1752          : -0.003101
V1753          : 0.004977
V1755          : -0.001452
V1756          : 0.004592
V1757          : 0.003895
V1758          : 0.004787
V1759          : -0.006064
V1761          : 0.005485
V1762          : 0.004219
V1763          : 0.004360
V1764          : 0.004940
V1766          : -0.005196
V1767          : 0.004687
V1769          : 0.005339
V1770          : -0.000000
V1771          : 0.005191
V1772          : 0.001310
V1775          : 0.003954
V1776          : 0.003217
V1777          : 0.005177
V1778          : 0.004670
V1779          : 0.005314
V1780          : 0.003843
V1781          : 0.003714
V1782          : 0.005770
V1784          : 0.004860
V1785          : 0.000583
V1786          : 0.005240
V1787          : 0.004801
V1788          : 0.006760
V1789          : 0.004975
V1790          : 0.003448
V1792          : -0.000000
V1794          : 0.005997
V1795          : -0.002297
V1796          : -0.005263
V1797          : 0.004493
V1798          : 0.005033
V1799          : -0.002925
V1800          : 0.004263
V1801          : -0.002121
V1802          : 0.002865
V1803          : -0.003922
V1804          : -0.003194
V1805          : 0.002690
V1806          : 0.000000
V1808          : -0.000000
V1809          : -0.004068
V1810          : 0.005112
V1811          : 0.004644
V1812          : 0.002345
V1813          : 0.003576
V1814          : 0.002765
V1815          : 0.004138
V1816          : 0.005027
V1817          : 0.005007
V1818          : -0.004496
V1819          : -0.000130
V1820          : -0.000000
V1821          : -0.004607
V1822          : 0.004506
V1823          : 0.005302
V1824          : 0.005130
V1825          : 0.005073
V1826          : 0.000000
V1827          : 0.004601
V1828          : -0.005146
V1831          : 0.004419
V1832          : 0.005464
V1833          : 0.003929
V1834          : -0.003287
V1836          : -0.003957
V1837          : 0.000000
V1838          : 0.002239
V1839          : 0.000263
V1840          : 0.000000
V1841          : 0.003698
V1842          : 0.000935
V1843          : -0.005812
V1844          : -0.007315
V1845          : 0.004722
V1846          : -0.003507
V1847          : 0.002597
V1848          : 0.004165
V1849          : 0.004629
V1850          : -0.004291
V1851          : -0.002669
V1852          : 0.004875
V1853          : 0.004747
V1854          : 0.005478
V1855          : -0.004754
V1856          : -0.006194
V1857          : 0.004541
V1858          : -0.004968
V1859          : -0.000000
V1860          : 0.000230
V1861          : -0.003608
V1862          : -0.001786
V1863          : 0.000000
V1864          : 0.002650
V1865          : 0.002977
V1866          : 0.001003
V1867          : 0.003198
V1868          : 0.000000
V1869          : 0.003978
V1870          : 0.004902
V1873          : 0.003799
V1874          : -0.000196
V1875          : 0.005219
V1876          : 0.002552
V1877          : -0.003178
V1878          : 0.000000
V1880          : 0.005095
V1881          : -0.001677
V1882          : 0.004196
V1883          : 0.004243
V1884          : 0.004992
V1885          : 0.000670
V1886          : 0.001547
V1887          : -0.006468
V1888          : 0.005507
V1889          : 0.005103
V1890          : 0.003911
V1892          : 0.004877
V1893          : -0.002071
V1894          : -0.000000
V1895          : -0.002616
V1896          : 0.003192
V1897          : 0.004204
V1898          : 0.002829
V1899          : -0.002786
V1900          : 0.003362
V1901          : 0.005315
V1902          : -0.003939
V1903          : -0.000131
V1905          : 0.002745
V1906          : 0.002220
V1907          : 0.004986
V1908          : 0.002113
V1909          : 0.005040
V1910          : -0.005819
V1911          : 0.000000
V1913          : -0.005490
V1914          : -0.002978
V1915          : -0.004672
V1916          : 0.000000
V1918          : -0.007518
V1919          : -0.003605
V1921          : -0.002459
V1922          : -0.004256
V1923          : 0.003112
V1924          : -0.001044
V1925          : 0.000000
V1926          : 0.002455
V1927          : 0.005676
V1928          : 0.005181
V1929          : -0.005703
V1930          : 0.000000
V1932          : 0.005152
V1933          : 0.005185
V1934          : 0.003864
V1935          : 0.005210
V1936          : -0.000000
V1938          : 0.004959
V1939          : 0.004742
V1940          : -0.003585
V1941          : -0.007286
V1942          : 0.002304
V1943          : -0.004383
V1944          : 0.000000
V1945          : 0.005809
V1946          : 0.000448
V1947          : -0.005140
V1949          : -0.006941
V1950          : 0.005265
V1951          : -0.005950
V1952          : -0.004446
V1953          : 0.004952
V1954          : 0.005078
V1955          : 0.005204
V1956          : -0.002612
V1957          : 0.006267
V1959          : 0.007305
V1960          : -0.002495
V1961          : 0.005357
V1962          : 0.003390
V1963          : -0.000288
V1965          : 0.000000
V1966          : 0.002942
V1967          : 0.005205
V1968          : 0.003127
V1969          : 0.004016
V1970          : 0.001932
V1971          : 0.001009
V1972          : 0.004588
V1973          : -0.003139
V1974          : -0.002927
V1975          : 0.004610
V1976          : 0.005338
V1978          : 0.004636
V1980          : 0.005136
V1981          : 0.004927
V1982          : -0.002193
V1983          : 0.004879
V1984          : 0.003798
V1985          : 0.004967
V1986          : -0.004389
V1988          : 0.005528
V1989          : 0.002647
V1990          : 0.002780
V1991          : 0.000831
V1992          : 0.004570
V1993          : 0.005721
V1994          : -0.007862
V1996          : -0.000000
V1997          : 0.000000
V1998          : 0.000512
V1999          : 0.005146
V2000          : -0.000000
V2001          : 0.004781
V2002          : 0.000000
V2003          : -0.009677
V2004          : 0.005090
V2005          : 0.005127
V2006          : -0.000000
V2007          : 0.003676
V2008          : 0.002829
V2009          : -0.000388
V2010          : 0.003860
V2011          : -0.005777
V2012          : 0.005350
V2013          : 0.005532
V2014          : 0.005233
V2015          : 0.004568
V2016          : -0.006167
V2017          : -0.001821
V2018          : -0.005178
V2019          : 0.004084
V2020          : 0.000696
V2021          : -0.008941
V2022          : -0.007753
V2023          : -0.003828
V2024          : 0.000472
V2025          : 0.003993
V2026          : 0.000544
V2027          : -0.000000
V2028          : 0.005147
V2030          : 0.000446
V2033          : 0.005088
V2036          : 0.004069
V2037          : -0.008228
V2038          : 0.001802
V2039          : -0.001171
V2040          : 0.005021
V2041          : -0.003080
V2042          : 0.005632
V2044          : 0.004340
V2046          : 0.005132
V2047          : -0.005766
V2048          : 0.004964
V2049          : -0.002180
V2050          : -0.004647
V2051          : -0.004604
V2052          : 0.003728
V2053          : 0.005896
V2054          : 0.000000
V2055          : 0.005128
V2056          : 0.005276
V2058          : 0.001866
V2059          : 0.001635
V2060          : 0.001132
V2062          : -0.000000
V2063          : 0.004399
V2064          : -0.001655
V2065          : 0.004709
V2066          : 0.003915
V2067          : 0.001270
V2068          : 0.004873
V2069          : 0.000749
V2071          : -0.000000
V2072          : 0.004098
V2073          : -0.000000
V2075          : -0.003103
V2076          : 0.005382
V2077          : 0.004444
V2078          : 0.004955
V2079          : 0.000000
V2080          : 0.002262
V2081          : 0.003005
V2082          : 0.005171
V2085          : -0.000000
V2086          : 0.004460
V2087          : 0.005111
V2088          : -0.000000
V2089          : 0.004733
V2090          : 0.002350
V2091          : 0.004355
V2092          : -0.004737
V2093          : -0.002719
V2094          : -0.005585
V2095          : -0.000000
V2096          : 0.001312
V2097          : 0.005323
V2098          : 0.005996
V2099          : 0.007254
V2100          : -0.002084
V2102          : -0.000000
V2103          : 0.004603
V2104          : 0.000000
V2105          : 0.002720
V2106          : -0.002335
V2107          : -0.001719
V2108          : 0.005125
V2109          : 0.004365
V2110          : -0.000176
V2111          : 0.006049
V2112          : 0.005432
V2114          : 0.003685
V2115          : 0.002062
V2116          : 0.003335
V2117          : 0.004639
V2118          : -0.003463
V2119          : -0.004476
V2120          : -0.000000
V2121          : 0.003282
V2122          : 0.001394
V2123          : -0.005082
V2124          : 0.005000
V2125          : 0.004517
V2128          : -0.004507
V2129          : 0.004738
V2130          : 0.003468
V2131          : 0.002681
V2132          : 0.005129
V2133          : 0.000635
V2134          : 0.004750
V2135          : 0.004312
V2136          : 0.004786
V2137          : -0.001933
V2138          : -0.004494
V2139          : 0.004860
V2140          : 0.005222
V2141          : 0.003122
V2142          : -0.006840
V2143          : -0.003007
V2144          : 0.003945
V2145          : 0.005132
V2146          : 0.004547
V2147          : -0.000000
V2148          : -0.000000
V2149          : -0.000000
V2150          : 0.002197
V2151          : 0.003140
V2152          : 0.003052
V2153          : 0.000000
V2154          : 0.004927
V2155          : 0.003813
V2156          : 0.000504
V2157          : -0.006290
V2158          : 0.002698
V2159          : -0.002633
V2160          : -0.005753
V2161          : -0.004414
V2162          : 0.005614
V2163          : 0.002658
V2164          : 0.004304
V2165          : 0.001198
V2166          : 0.004989
V2168          : -0.004923
V2169          : 0.000000
V2170          : 0.004362
V2171          : 0.005124
V2172          : 0.004930
V2173          : 0.000000
V2174          : 0.001992
V2175          : -0.001846
V2176          : 0.000000
V2177          : 0.005131
V2178          : 0.004110
V2179          : 0.006111
V2180          : -0.005531
V2181          : 0.005049
V2182          : 0.005052
V2183          : -0.005853
V2185          : 0.001161
V2188          : -0.005482
V2189          : 0.003982
V2190          : -0.002054
V2191          : 0.004254
V2192          : -0.003016
V2193          : 0.000000
V2194          : 0.004101
V2195          : 0.000000
V2196          : -0.005367
V2197          : 0.003404
V2198          : 0.004984
V2199          : 0.000099
V2200          : -0.004050
V2201          : -0.000000
V2202          : 0.005215
V2203          : -0.001274
V2204          : -0.000000
V2205          : 0.005085
V2208          : 0.004807
V2209          : 0.005168
V2210          : 0.005228
V2211          : 0.005759
V2212          : -0.005116
V2213          : 0.005096
V2215          : 0.000000
V2216          : 0.004014
V2217          : 0.004696
V2218          : 0.005421
V2219          : 0.004963
V2220          : -0.000508
V2222          : 0.004714
V2223          : 0.003146
V2224          : -0.003368
V2225          : 0.002626
V2226          : 0.003162
V2230          : -0.006342
V2231          : 0.003673
V2232          : 0.005075
V2233          : -0.000000
V2235          : -0.005160
V2236          : 0.001272
V2237          : 0.003999
V2238          : -0.000000
V2239          : 0.005178
V2240          : -0.000000
V2241          : 0.003600
V2242          : -0.005094
V2243          : 0.005179
V2244          : -0.006708
V2245          : 0.004408
V2246          : 0.004705
V2247          : 0.004838
V2249          : -0.005031
V2250          : -0.006020
V2251          : 0.003268
V2252          : -0.004566
V2253          : 0.000000
V2254          : -0.000000
V2255          : 0.004796
V2256          : -0.001334
V2257          : -0.002384
V2258          : 0.001008
V2260          : 0.004995
V2261          : -0.004889
V2262          : -0.005988
V2263          : 0.001546
V2264          : 0.000000
V2265          : 0.002906
V2266          : -0.000000
V2267          : 0.001210
V2268          : -0.006829
V2269          : 0.003368
V2271          : 0.004532
V2272          : 0.002304
V2273          : 0.005471
V2274          : 0.005059
V2275          : 0.003627
V2276          : -0.006670
V2277          : 0.003004
V2278          : 0.003914
V2279          : 0.003485
V2280          : 0.004786
V2281          : 0.003337
V2282          : 0.005228
V2283          : -0.002164
V2284          : -0.001044
V2286          : -0.000000
V2287          : -0.003690
V2288          : 0.001973
V2289          : 0.005061
V2291          : 0.004952
V2292          : 0.000000
V2293          : -0.003329
V2294          : -0.003661
V2295          : 0.000000
V2297          : 0.004356
V2299          : 0.004963
V2300          : 0.002858
V2301          : 0.005036
V2302          : 0.003633
V2303          : -0.008532
V2304          : 0.004039
V2308          : 0.003914
V2309          : 0.004936
V2310          : 0.005398
V2311          : 0.000000
V2312          : 0.005362
V2313          : 0.005086
V2314          : 0.005365
V2316          : -0.003501
V2317          : 0.001184
V2318          : 0.005117
V2320          : 0.000594
V2321          : 0.004481
V2322          : -0.000000
V2323          : 0.006152
V2324          : 0.004930
V2325          : 0.003960
V2326          : 0.005375
V2327          : 0.005087
V2328          : -0.000000
V2329          : -0.005032
V2330          : 0.003221
V2331          : 0.002813
V2332          : 0.000000
V2333          : 0.005240
V2334          : 0.002881
V2336          : 0.005206
V2337          : 0.004618
V2338          : 0.003899
V2340          : -0.001497
V2341          : 0.004728
V2342          : 0.005375
V2343          : -0.005145
V2344          : 0.004262
V2346          : 0.000411
V2347          : -0.003226
V2348          : 0.005018
V2349          : 0.005036
V2350          : 0.004952
V2351          : 0.003986
V2352          : 0.001425
V2353          : 0.005186
V2354          : 0.003313
V2355          : 0.005048
V2356          : 0.004662
V2357          : 0.004881
V2358          : 0.002819
V2359          : 0.004910
V2360          : 0.005293
V2361          : 0.004919
V2362          : -0.004207
V2364          : -0.004598
V2366          : -0.007918
V2367          : 0.005073
V2372          : 0.004907
V2375          : -0.001163
V2377          : -0.003081
V2378          : -0.003563
V2379          : 0.002831
V2381          : 0.005231
V2382          : 0.002329
V2383          : 0.005113
V2384          : 0.002259
V2385          : 0.000000
V2386          : 0.000034
V2387          : 0.001306
V2388          : 0.000000
V2389          : -0.004333
V2390          : 0.004098
V2391          : 0.005200
V2392          : -0.003634
V2393          : -0.000000
V2394          : 0.003665
V2395          : -0.006273
V2396          : 0.003611
V2397          : 0.000000
V2398          : -0.000000
V2399          : 0.004863
V2400          : 0.001876
V2401          : 0.005235
V2402          : 0.003917
V2403          : 0.004196
V2404          : -0.005881
V2405          : 0.000000
V2406          : 0.004616
V2408          : 0.004438
V2409          : -0.000123
V2410          : -0.002691
V2411          : -0.004001
V2413          : 0.000349
V2414          : 0.005227
V2415          : 0.000000
V2416          : 0.004175
V2418          : 0.004919
V2419          : 0.005371
V2420          : -0.002688
V2421          : -0.003726
V2422          : 0.002828
V2423          : 0.000000
V2424          : 0.005971
V2425          : 0.001746
V2426          : 0.005435
V2427          : 0.004759
V2428          : 0.002335
V2429          : 0.000000
V2430          : 0.003056
V2431          : -0.000000
V2432          : 0.005615
V2433          : -0.003621
V2434          : 0.005563
V2435          : 0.003642
V2436          : 0.002252
V2438          : 0.000000
V2439          : 0.007069
V2440          : 0.004082
V2441          : 0.005203
V2442          : 0.002915
V2443          : 0.001016
V2444          : 0.004886
V2445          : 0.003612
V2446          : -0.001675
V2447          : -0.000000
V2448          : 0.002640
V2449          : 0.003187
V2450          : 0.001615
V2451          : 0.003320
V2454          : 0.002626
V2455          : -0.000000
V2456          : -0.000000
V2457          : 0.003431
V2458          : -0.008223
V2460          : 0.004914
V2461          : 0.004395
V2462          : 0.005057
V2463          : -0.005594
V2464          : 0.002441
V2465          : -0.003881
V2466          : -0.005831
V2467          : 0.002366
V2468          : 0.004379
V2469          : 0.002386
V2470          : 0.002735
V2471          : -0.002131
V2473          : 0.000873
V2474          : 0.004453
V2475          : 0.004545
V2476          : 0.001686
V2477          : 0.003159
V2479          : 0.004034
V2480          : -0.003233
V2481          : -0.002565
V2482          : 0.004042
V2483          : 0.003808
V2484          : 0.004550
V2485          : -0.004662
V2486          : 0.005724
V2488          : 0.002287
V2489          : -0.002782
V2490          : -0.002423
V2491          : -0.001872
V2492          : 0.002792
V2493          : -0.000000
V2494          : 0.004075
V2495          : -0.007232
V2496          : 0.002039
V2498          : 0.000000
V2499          : 0.004646
V2500          : -0.004758
V2501          : 0.004685
V2502          : 0.005168
V2503          : -0.002686
V2504          : 0.004029
V2505          : 0.006965
V2506          : 0.003958
V2507          : -0.003776
V2508          : 0.005074
V2509          : 0.004900
V2510          : 0.000000
V2511          : 0.004795
V2512          : -0.005863
V2513          : -0.000000
V2514          : -0.004099
V2515          : -0.000314
V2519          : 0.001621
V2520          : 0.004509
V2521          : 0.003180
V2522          : 0.005177
V2523          : 0.005282
V2526          : 0.004090
V2527          : -0.003391
V2528          : -0.000000
V2529          : 0.002184
V2530          : -0.000092
V2531          : 0.000000
V2532          : 0.003168
V2533          : 0.004562
V2534          : 0.002959
V2535          : 0.004986
V2536          : 0.002970
V2537          : 0.003713
V2538          : -0.002855
V2539          : -0.004478
V2540          : 0.004670
V2541          : 0.003297
V2542          : -0.000263
V2545          : 0.004994
V2546          : 0.001599
V2547          : -0.001708
V2548          : -0.005203
V2549          : 0.004882
V2551          : -0.007088
V2552          : 0.003962
V2553          : -0.006360
V2555          : 0.001704
V2556          : 0.000495
V2559          : 0.003030
V2560          : 0.000663
V2561          : 0.003894
V2562          : 0.000000
V2563          : 0.004737
V2564          : 0.004519
V2565          : 0.005280
V2566          : -0.000897
V2567          : 0.000000
V2570          : 0.003705
V2571          : 0.000000
V2574          : 0.004773
V2575          : -0.000528
V2576          : 0.005114
V2577          : 0.005109
V2578          : 0.005644
V2579          : 0.004283
V2580          : 0.003693
V2581          : 0.004606
V2583          : 0.004289
V2584          : -0.003125
V2585          : -0.006944
V2586          : 0.000825
V2587          : -0.002144
V2588          : 0.005193
V2590          : 0.000000
V2591          : -0.008645
V2592          : -0.006339
V2593          : 0.004513
V2594          : -0.000000
V2596          : 0.004655
V2597          : -0.004785
V2598          : -0.004958
V2599          : 0.001888
V2600          : 0.005044
V2601          : 0.003624
V2602          : 0.003778
V2603          : 0.002290
V2604          : -0.001441
V2605          : -0.007043
V2606          : 0.002055
V2607          : 0.003649
V2608          : -0.007702
V2609          : 0.000000
V2610          : 0.005161
V2611          : 0.004386
V2612          : 0.005085
V2613          : -0.000937
V2614          : 0.002993
V2615          : 0.002345
V2616          : 0.004195
V2617          : 0.002114
V2618          : -0.000000
V2619          : -0.000580
V2620          : 0.005062
V2621          : -0.004713
V2622          : 0.004891
V2623          : 0.002649
V2624          : -0.008718
V2625          : -0.000000
V2627          : 0.000665
V2629          : 0.004704
V2631          : 0.002184
V2632          : 0.005780
V2633          : 0.002389
V2634          : -0.002648
V2635          : -0.004940
V2636          : 0.001118
V2637          : -0.002632
V2638          : 0.005225
V2639          : -0.007559
V2640          : 0.005085
V2641          : -0.008996
V2642          : 0.001494
V2643          : 0.005990
V2646          : 0.000191
V2647          : 0.004596
V2648          : -0.002303
V2649          : 0.005064
V2650          : 0.000000
V2651          : 0.005231
V2652          : 0.004606
V2653          : 0.002993
V2654          : -0.006922
V2655          : 0.005336
V2656          : 0.004918
V2657          : 0.004714
V2660          : 0.001997
V2661          : 0.002674
V2662          : 0.005134
V2663          : -0.004380
V2664          : 0.005436
V2665          : 0.003666
V2666          : -0.003731
V2668          : 0.004811
V2669          : 0.004488
V2670          : 0.003463
V2671          : -0.000922
V2672          : 0.002948
V2673          : 0.005185
V2674          : 0.003397
V2675          : 0.005163
V2677          : -0.004892
V2678          : -0.007538
V2679          : 0.001908
V2680          : 0.004569
V2681          : 0.006259
V2682          : 0.005217
V2683          : 0.005536
V2684          : 0.005021
V2685          : -0.004430
V2686          : 0.003956
V2687          : 0.006110
V2688          : 0.005208
V2690          : 0.000000
V2691          : -0.005079
V2692          : -0.005269
V2693          : 0.005505
V2694          : 0.001020
V2695          : -0.001036
V2696          : 0.002880
V2697          : 0.003829
V2699          : -0.004711
V2700          : 0.001534
V2702          : 0.005011
V2703          : 0.004990
V2706          : 0.005329
V2707          : 0.004402
V2708          : 0.002985
V2709          : -0.000000
V2710          : -0.000000
V2711          : -0.005538
V2712          : 0.000841
V2713          : 0.003973
V2714          : -0.002512
V2715          : 0.005706
V2716          : 0.005046
V2717          : -0.005493
V2718          : -0.005163
V2719          : 0.000000
V2720          : 0.004639
V2723          : -0.001291
V2724          : 0.001350
V2725          : -0.005657
V2726          : -0.002867
V2727          : 0.004977
V2728          : 0.004580
V2729          : 0.004768
V2730          : 0.000000
V2731          : 0.004994
V2732          : 0.000000
V2733          : -0.000000
V2734          : 0.005510
V2735          : 0.003386
V2736          : 0.004750
V2737          : -0.005673
V2738          : 0.005859
V2740          : -0.000000
V2741          : -0.004408
V2742          : 0.002929
V2743          : 0.005201
V2744          : -0.000670
V2745          : 0.005167
V2746          : -0.000289
V2747          : -0.000637
V2748          : -0.003923
V2749          : 0.002487
V2750          : 0.004840
V2751          : 0.004945
V2752          : 0.004603
V2753          : 0.002367
V2756          : -0.000000
V2758          : -0.000168
V2759          : -0.000000
V2760          : -0.004169
V2761          : -0.000000
V2762          : -0.002634
V2763          : -0.000378
V2764          : 0.002670
V2765          : -0.000000
V2766          : 0.005361
V2767          : 0.005224
V2768          : -0.005980
V2769          : 0.004825
V2770          : -0.003155
V2771          : 0.005197
V2774          : 0.005319
V2775          : 0.005823
V2776          : -0.000000
V2777          : 0.002572
V2778          : -0.003785
V2779          : -0.003095
V2780          : -0.004450
V2781          : 0.002374
V2782          : 0.003567
V2783          : -0.002109
V2785          : 0.004808
V2786          : 0.000097
V2787          : -0.005829
V2788          : -0.003148
V2789          : -0.001282
V2790          : -0.003253
V2792          : 0.005090
V2794          : 0.004632
V2795          : 0.003684
V2797          : -0.003227
V2798          : 0.001961
V2799          : 0.000000
V2800          : 0.004646
V2801          : -0.007125
V2802          : -0.002556
V2803          : -0.007384
V2804          : -0.002764
V2805          : -0.004349
V2806          : 0.000215
V2807          : 0.000000
V2808          : -0.003126
V2809          : -0.003742
V2810          : -0.007582
V2811          : 0.004245
V2813          : 0.004561
V2814          : -0.008295
V2815          : 0.000000
V2817          : -0.003839
V2818          : 0.005181
V2819          : -0.002017
V2821          : 0.004709
V2822          : 0.005417
V2823          : 0.000584
V2824          : 0.003599
V2825          : 0.003496
V2827          : 0.002551
V2828          : 0.004971
V2830          : 0.005194
V2831          : 0.002616
V2832          : 0.004358
V2833          : 0.004910
V2834          : -0.000000
V2835          : -0.002374
V2836          : 0.004773
V2837          : 0.001279
V2838          : 0.003578
V2839          : 0.001468
V2840          : 0.000000
V2841          : 0.002032
V2843          : -0.000616
V2844          : 0.004705
V2845          : -0.001543
V2846          : 0.003980
V2848          : -0.005598
V2849          : -0.002527
V2850          : -0.002742
V2851          : -0.003375
V2852          : -0.002804
V2853          : -0.001824
V2854          : -0.002670
V2855          : 0.001878
V2856          : 0.002370
V2857          : 0.001414
V2858          : 0.006903
V2859          : 0.004657
V2860          : -0.003935
V2861          : 0.002088
V2862          : -0.000000
V2863          : -0.008828
V2864          : 0.004024
V2865          : 0.002645
V2866          : -0.002164
V2867          : 0.000224
V2868          : 0.000266
V2869          : -0.002937
V2870          : 0.005564
V2871          : -0.002364
V2872          : -0.004254
V2873          : 0.003169
V2874          : 0.000000
V2875          : 0.000000
V2876          : 0.004097
V2878          : 0.002787
V2879          : -0.006467
V2881          : -0.000000
V2882          : -0.003176
V2883          : -0.000865
V2884          : -0.007572
V2885          : 0.001537
V2887          : -0.002635
V2888          : -0.002843
V2889          : -0.006704
V2890          : 0.001673
V2891          : 0.003924
V2892          : -0.003255
V2893          : -0.002117
V2894          : 0.001154
V2895          : -0.002318
V2898          : 0.003636
V2899          : 0.003233
V2900          : -0.003772
V2901          : 0.005313
V2902          : 0.005470
V2903          : -0.005767
V2904          : -0.004627
V2906          : 0.006314
V2907          : -0.002244
V2908          : -0.000000
V2909          : -0.001082
V2910          : 0.000960
V2911          : 0.003851
V2912          : -0.001812
V2913          : -0.000457
V2914          : -0.001679
V2915          : 0.005293
V2916          : -0.000423
V2917          : -0.000961
V2918          : 0.004762
V2920          : 0.002770
V2921          : 0.000695
V2922          : -0.000000
V2923          : -0.002707
V2924          : 0.004283
V2925          : -0.000115
V2926          : 0.003776
V2927          : -0.000804
V2928          : 0.001236
V2929          : -0.004869
V2930          : 0.000221
V2931          : 0.003063
V2933          : 0.005312
V2934          : 0.005025
V2935          : 0.004830
V2936          : 0.005211
V2937          : 0.006001
V2938          : 0.000000
V2939          : -0.002670
V2940          : 0.000000
V2941          : -0.005299
V2942          : -0.004116
V2943          : 0.005304
V2944          : -0.003886
V2945          : -0.003760
V2946          : -0.003998
V2947          : -0.002317
V2948          : 0.003317
V2949          : 0.002858
V2951          : -0.004846
V2952          : 0.001889
V2953          : -0.004371
V2954          : -0.000110
V2955          : 0.005416
V2956          : -0.009430
V2958          : 0.004773
V2959          : 0.005370
V2960          : 0.000000
V2961          : -0.005635
V2962          : 0.002572
V2963          : 0.004235
V2966          : 0.001201
V2967          : 0.004168
V2968          : 0.004879
V2969          : -0.003317
V2970          : -0.002127
V2971          : 0.002572
V2972          : 0.000951
V2973          : -0.004160
V2974          : 0.004845
V2976          : 0.000480
V2977          : -0.002823
V2978          : 0.005454
V2979          : -0.009895
V2980          : -0.000000
V2981          : -0.002815
V2982          : -0.001031
V2983          : -0.005191
V2984          : -0.003996
V2985          : 0.004632
V2986          : -0.002584
V2987          : 0.000673
V2988          : -0.001564
V2989          : -0.000000
V2990          : -0.007276
V2991          : 0.004551
V2992          : 0.000000
V2994          : 0.000000
V2995          : -0.001185
V2996          : -0.002792
V2999          : 0.001065
V3000          : 0.004170
V3001          : -0.006791
V3002          : 0.004395
V3003          : -0.002152
V3004          : -0.002170
V3005          : -0.001652
V3006          : -0.001203
V3008          : -0.001615
V3009          : 0.003636
V3010          : -0.002147
V3012          : -0.002585
V3013          : -0.003065
V3015          : -0.000000
V3016          : 0.000922
V3017          : 0.006197
V3018          : 0.005130
V3020          : 0.004876
V3022          : -0.000000
V3023          : 0.002871
V3024          : -0.001702
V3025          : -0.004230
V3026          : 0.005620
V3027          : 0.004051
V3028          : -0.000000
V3029          : 0.003338
V3030          : 0.005381
V3031          : 0.004853
V3032          : 0.001945
V3033          : -0.005024
V3034          : 0.005213
V3035          : -0.000000
V3036          : 0.004200
V3037          : 0.005416
V3038          : 0.005085
V3039          : -0.001639
V3040          : -0.000000
V3041          : 0.002729
V3042          : 0.004631
V3043          : 0.001876
V3044          : -0.004851
V3045          : 0.003832
V3046          : -0.000000
V3047          : 0.004353
V3049          : -0.000000
V3050          : 0.000000
V3052          : 0.001693
V3053          : 0.003350
V3054          : -0.000115
V3055          : 0.005383
V3056          : -0.001600
V3057          : 0.003922
V3058          : 0.005374
V3059          : -0.005344
V3061          : 0.000000
V3062          : -0.003157
V3063          : 0.000000
V3064          : 0.000000
V3065          : -0.005204
V3066          : -0.002804
V3067          : 0.005389
V3068          : 0.000313
V3069          : 0.005641
V3071          : 0.004703
V3072          : 0.000000
V3073          : -0.005447
V3074          : -0.007744
V3075          : 0.000848
V3077          : -0.007678
V3078          : 0.000000
V3080          : -0.003779
V3081          : 0.005503
V3082          : 0.005021
V3083          : 0.004661
V3084          : -0.001775
V3085          : -0.004711
V3086          : 0.004692
V3087          : -0.003466
V3089          : 0.005059
V3090          : -0.000032
V3091          : -0.004408
V3092          : 0.004884
V3093          : 0.004991
V3094          : 0.005129
V3095          : 0.005216
V3096          : -0.003650
V3097          : 0.000379
V3098          : -0.000000
V3099          : 0.004999
V3100          : 0.004354
V3101          : 0.000000
V3102          : 0.004173
V3103          : -0.006231
V3105          : -0.003244
V3106          : 0.005196
V3107          : 0.000000
V3109          : 0.003115
V3110          : 0.001265
V3111          : -0.002844
V3112          : 0.005897
V3113          : 0.000000
V3114          : 0.005270
V3115          : -0.002533
V3116          : 0.003964
V3120          : -0.004633
V3121          : -0.000290
V3122          : 0.002574
V3123          : -0.003421
V3124          : 0.005434
V3125          : -0.004324
V3127          : 0.003362
V3128          : 0.004928
V3129          : -0.005285
V3130          : 0.000000
V3131          : -0.000000
V3132          : 0.004763
V3133          : 0.004925
V3134          : 0.002890
V3135          : 0.000480
V3136          : -0.000000
V3137          : -0.004956
V3138          : -0.005512
V3139          : -0.000000
V3140          : 0.001283
V3141          : 0.004627
V3142          : -0.000252
V3143          : 0.003127
V3145          : -0.005333
V3146          : -0.000000
V3147          : 0.004842
V3148          : -0.002949
V3149          : -0.000000
V3150          : -0.002814
V3152          : -0.000000
V3153          : 0.002820
V3155          : -0.000000
V3156          : 0.005592
V3157          : 0.004399
V3158          : 0.004222
V3159          : 0.000100
V3160          : 0.004941
V3161          : 0.004839
V3162          : 0.004895
V3164          : -0.003105
V3165          : -0.005331
V3166          : 0.002984
V3167          : 0.003268
V3168          : -0.002491
V3169          : 0.001526
V3171          : 0.000000
V3172          : -0.000000
V3174          : 0.000469
V3175          : -0.000000
V3177          : -0.003143
V3179          : -0.004250
V3180          : -0.003072
V3181          : -0.004733
V3182          : 0.000550
V3183          : -0.000962
V3184          : 0.004900
V3185          : 0.000288
V3186          : -0.002578
V3187          : 0.004194
