custom_lambda_0.0336 Coefficients
==================================================
Bias Term      : -0.005223
V1726          : 0.000753
V1727          : 0.001858
V1728          : 0.005806
V1729          : 0.003147
V1731          : 0.005993
V1733          : 0.004654
V1734          : 0.000668
V1735          : 0.006949
V1736          : 0.001911
V1737          : 0.004273
V1738          : 0.000514
V1739          : 0.004633
V1740          : 0.003396
V1741          : -0.003338
V1742          : 0.005241
V1745          : 0.004414
V1746          : -0.004151
V1748          : 0.005378
V1749          : -0.000000
V1750          : 0.004652
V1751          : -0.000000
V1752          : -0.004041
V1753          : 0.005382
V1755          : -0.002059
V1756          : 0.005004
V1757          : 0.004434
V1758          : 0.005098
V1759          : -0.006533
V1761          : 0.005784
V1762          : 0.004536
V1763          : 0.004739
V1764          : 0.005898
V1766          : -0.005763
V1767          : 0.005046
V1769          : 0.005740
V1770          : -0.000000
V1771          : 0.005474
V1772          : 0.001774
V1775          : 0.004414
V1776          : 0.004007
V1777          : 0.005594
V1778          : 0.005131
V1779          : 0.005617
V1780          : 0.004071
V1781          : 0.004639
V1782          : 0.006145
V1784          : 0.005490
V1785          : 0.001369
V1786          : 0.005653
V1787          : 0.005077
V1788          : 0.007209
V1789          : 0.005321
V1790          : 0.003816
V1792          : -0.000024
V1794          : 0.006403
V1795          : -0.002708
V1796          : -0.005625
V1797          : 0.005056
V1798          : 0.005326
V1799          : -0.003434
V1800          : 0.005292
V1801          : -0.003037
V1802          : 0.003166
V1803          : -0.004374
V1804          : -0.003597
V1805          : 0.003133
V1806          : 0.000452
V1808          : -0.000000
V1809          : -0.005011
V1810          : 0.005510
V1811          : 0.005117
V1812          : 0.002792
V1813          : 0.004079
V1814          : 0.003512
V1815          : 0.004536
V1816          : 0.005370
V1817          : 0.005422
V1818          : -0.004804
V1819          : -0.001442
V1820          : -0.000000
V1821          : -0.004835
V1822          : 0.004859
V1823          : 0.005600
V1824          : 0.005441
V1825          : 0.005504
V1826          : 0.000491
V1827          : 0.004999
V1828          : -0.005506
V1831          : 0.005054
V1832          : 0.006337
V1833          : 0.004788
V1834          : -0.003402
V1836          : -0.004118
V1837          : 0.000000
V1838          : 0.002764
V1839          : 0.000349
V1840          : 0.000000
V1841          : 0.004198
V1842          : 0.001914
V1843          : -0.006196
V1844          : -0.008141
V1845          : 0.005200
V1846          : -0.003662
V1847          : 0.003191
V1848          : 0.004548
V1849          : 0.005002
V1850          : -0.004483
V1851          : -0.002849
V1852          : 0.005245
V1853          : 0.005323
V1854          : 0.006555
V1855          : -0.006099
V1856          : -0.006549
V1857          : 0.004861
V1858          : -0.005650
V1859          : -0.000000
V1860          : 0.000855
V1861          : -0.003770
V1862          : -0.002793
V1863          : 0.000000
V1864          : 0.003132
V1865          : 0.003520
V1866          : 0.001858
V1867          : 0.003960
V1868          : 0.000000
V1869          : 0.004503
V1870          : 0.005273
V1873          : 0.004383
V1874          : -0.000643
V1875          : 0.005842
V1876          : 0.003265
V1877          : -0.003372
V1878          : 0.000000
V1880          : 0.005417
V1881          : -0.001830
V1882          : 0.005177
V1883          : 0.005208
V1884          : 0.005341
V1885          : 0.001929
V1886          : 0.002058
V1887          : -0.007922
V1888          : 0.005920
V1889          : 0.005420
V1890          : 0.004463
V1892          : 0.005237
V1893          : -0.002524
V1894          : -0.000343
V1895          : -0.003292
V1896          : 0.003800
V1897          : 0.004482
V1898          : 0.003181
V1899          : -0.004169
V1900          : 0.003834
V1901          : 0.005593
V1902          : -0.004322
V1903          : -0.001212
V1905          : 0.004226
V1906          : 0.002641
V1907          : 0.005291
V1908          : 0.002647
V1909          : 0.005456
V1910          : -0.008304
V1911          : 0.000000
V1913          : -0.005797
V1914          : -0.003063
V1915          : -0.005162
V1916          : 0.000051
V1918          : -0.008474
V1919          : -0.003725
V1921          : -0.002608
V1922          : -0.004555
V1923          : 0.003706
V1924          : -0.001408
V1925          : 0.000499
V1926          : 0.002917
V1927          : 0.005999
V1928          : 0.005558
V1929          : -0.006122
V1930          : 0.000000
V1932          : 0.005820
V1933          : 0.005483
V1934          : 0.004327
V1935          : 0.005494
V1936          : -0.000000
V1938          : 0.005376
V1939          : 0.005124
V1940          : -0.003707
V1941          : -0.009192
V1942          : 0.002697
V1943          : -0.004682
V1944          : 0.000236
V1945          : 0.006534
V1946          : 0.001188
V1947          : -0.005400
V1949          : -0.007520
V1950          : 0.005533
V1951          : -0.006759
V1952          : -0.005382
V1953          : 0.005345
V1954          : 0.005413
V1955          : 0.005605
V1956          : -0.003235
V1957          : 0.006721
V1959          : 0.008085
V1960          : -0.002680
V1961          : 0.005786
V1962          : 0.004038
V1963          : -0.000622
V1965          : 0.000000
V1966          : 0.003396
V1967          : 0.005549
V1968          : 0.004250
V1969          : 0.004348
V1970          : 0.002569
V1971          : 0.001890
V1972          : 0.004972
V1973          : -0.003980
V1974          : -0.003005
V1975          : 0.005060
V1976          : 0.005761
V1978          : 0.004995
V1980          : 0.005425
V1981          : 0.005225
V1982          : -0.002315
V1983          : 0.005224
V1984          : 0.004245
V1985          : 0.005248
V1986          : -0.004642
V1988          : 0.005876
V1989          : 0.003044
V1990          : 0.004042
V1991          : 0.001151
V1992          : 0.004882
V1993          : 0.006057
V1994          : -0.008898
V1996          : -0.000000
V1997          : 0.000000
V1998          : 0.001242
V1999          : 0.005637
V2000          : -0.000000
V2001          : 0.005120
V2002          : 0.000000
V2003          : -0.011328
V2004          : 0.005413
V2005          : 0.005416
V2006          : -0.000196
V2007          : 0.004169
V2008          : 0.003245
V2009          : -0.000788
V2010          : 0.004337
V2011          : -0.006083
V2012          : 0.005721
V2013          : 0.006055
V2014          : 0.005507
V2015          : 0.005050
V2016          : -0.006669
V2017          : -0.002070
V2018          : -0.005734
V2019          : 0.004478
V2020          : 0.001467
V2021          : -0.010767
V2022          : -0.008323
V2023          : -0.004027
V2024          : 0.000845
V2025          : 0.004511
V2026          : 0.001120
V2027          : -0.000000
V2028          : 0.005456
V2030          : 0.001289
V2033          : 0.005374
V2036          : 0.004525
V2037          : -0.010311
V2038          : 0.002848
V2039          : -0.002687
V2040          : 0.005507
V2041          : -0.003165
V2042          : 0.006073
V2044          : 0.004677
V2046          : 0.005431
V2047          : -0.006284
V2048          : 0.005344
V2049          : -0.002306
V2050          : -0.004881
V2051          : -0.005051
V2052          : 0.004197
V2053          : 0.006357
V2054          : 0.000000
V2055          : 0.005413
V2056          : 0.005585
V2058          : 0.002654
V2059          : 0.002180
V2060          : 0.001828
V2062          : -0.000000
V2063          : 0.004907
V2064          : -0.002357
V2065          : 0.005219
V2066          : 0.004349
V2067          : 0.001713
V2068          : 0.005263
V2069          : 0.002010
V2071          : -0.001522
V2072          : 0.004540
V2073          : -0.000242
V2075          : -0.003191
V2076          : 0.005656
V2077          : 0.004894
V2078          : 0.005362
V2079          : 0.000543
V2080          : 0.003120
V2081          : 0.003619
V2082          : 0.005503
V2085          : -0.002012
V2086          : 0.004826
V2087          : 0.005485
V2088          : -0.000465
V2089          : 0.005178
V2090          : 0.002733
V2091          : 0.004813
V2092          : -0.005070
V2093          : -0.004097
V2094          : -0.007341
V2095          : -0.000000
V2096          : 0.001850
V2097          : 0.005643
V2098          : 0.006928
V2099          : 0.007809
V2100          : -0.002135
V2102          : -0.001290
V2103          : 0.004855
V2104          : 0.000312
V2105          : 0.003202
V2106          : -0.002604
V2107          : -0.002113
V2108          : 0.005406
V2109          : 0.005206
V2110          : -0.000585
V2111          : 0.006423
V2112          : 0.005935
V2114          : 0.004147
V2115          : 0.002866
V2116          : 0.004080
V2117          : 0.005080
V2118          : -0.003688
V2119          : -0.005064
V2120          : -0.000000
V2121          : 0.003935
V2122          : 0.002120
V2123          : -0.005509
V2124          : 0.005332
V2125          : 0.004923
V2128          : -0.004962
V2129          : 0.006273
V2130          : 0.004053
V2131          : 0.003133
V2132          : 0.005561
V2133          : 0.001253
V2134          : 0.005099
V2135          : 0.004715
V2136          : 0.005138
V2137          : -0.002038
V2138          : -0.004695
V2139          : 0.005148
V2140          : 0.005523
V2141          : 0.003969
V2142          : -0.007465
V2143          : -0.003154
V2144          : 0.004255
V2145          : 0.005476
V2146          : 0.004889
V2147          : -0.000049
V2148          : -0.000000
V2149          : -0.000000
V2150          : 0.002788
V2151          : 0.003747
V2152          : 0.003694
V2153          : 0.000194
V2154          : 0.005208
V2155          : 0.005123
V2156          : 0.001164
V2157          : -0.006805
V2158          : 0.003324
V2159          : -0.003353
V2160          : -0.006345
V2161          : -0.004635
V2162          : 0.005999
V2163          : 0.003154
V2164          : 0.005365
V2165          : 0.002724
V2166          : 0.005275
V2168          : -0.005151
V2169          : 0.000270
V2170          : 0.004816
V2171          : 0.005413
V2172          : 0.005301
V2173          : 0.000360
V2174          : 0.002739
V2175          : -0.001954
V2176          : 0.000124
V2177          : 0.005430
V2178          : 0.004464
V2179          : 0.006545
V2180          : -0.005973
V2181          : 0.005412
V2182          : 0.005355
V2183          : -0.006266
V2185          : 0.001733
V2188          : -0.006023
V2189          : 0.004456
V2190          : -0.002425
V2191          : 0.004716
V2192          : -0.004447
V2193          : 0.000329
V2194          : 0.004456
V2195          : 0.000000
V2196          : -0.005727
V2197          : 0.003965
V2198          : 0.005363
V2199          : 0.000443
V2200          : -0.004245
V2201          : -0.000459
V2202          : 0.005498
V2203          : -0.002797
V2204          : -0.000000
V2205          : 0.005629
V2208          : 0.005170
V2209          : 0.005461
V2210          : 0.005545
V2211          : 0.006468
V2212          : -0.006316
V2213          : 0.005442
V2215          : 0.000000
V2216          : 0.004615
V2217          : 0.005224
V2218          : 0.005800
V2219          : 0.005301
V2220          : -0.001419
V2222          : 0.005014
V2223          : 0.003559
V2224          : -0.003471
V2225          : 0.003197
V2226          : 0.003539
V2230          : -0.006762
V2231          : 0.004523
V2232          : 0.005489
V2233          : -0.000730
V2235          : -0.005518
V2236          : 0.001803
V2237          : 0.004381
V2238          : -0.000000
V2239          : 0.005589
V2240          : -0.000721
V2241          : 0.004191
V2242          : -0.005516
V2243          : 0.005866
V2244          : -0.009085
V2245          : 0.004710
V2246          : 0.004992
V2247          : 0.005206
V2249          : -0.005661
V2250          : -0.006471
V2251          : 0.003652
V2252          : -0.005039
V2253          : 0.000000
V2254          : -0.000000
V2255          : 0.005145
V2256          : -0.002380
V2257          : -0.002977
V2258          : 0.001682
V2260          : 0.005338
V2261          : -0.005147
V2262          : -0.007570
V2263          : 0.002066
V2264          : 0.000689
V2265          : 0.003274
V2266          : -0.000000
V2267          : 0.002079
V2268          : -0.007762
V2269          : 0.004143
V2271          : 0.006314
V2272          : 0.003301
V2273          : 0.006154
V2274          : 0.005399
V2275          : 0.004278
V2276          : -0.007129
V2277          : 0.003461
V2278          : 0.004400
V2279          : 0.003822
V2280          : 0.005256
V2281          : 0.003775
V2282          : 0.005819
V2283          : -0.003002
V2284          : -0.001625
V2286          : -0.001168
V2287          : -0.003812
V2288          : 0.002576
V2289          : 0.005358
V2291          : 0.005309
V2292          : 0.000000
V2293          : -0.003525
V2294          : -0.003780
V2295          : 0.000000
V2297          : 0.004750
V2299          : 0.005308
V2300          : 0.003282
V2301          : 0.005337
V2302          : 0.004167
V2303          : -0.010607
V2304          : 0.004374
V2308          : 0.004348
V2309          : 0.005249
V2310          : 0.005955
V2311          : 0.000000
V2312          : 0.005789
V2313          : 0.005389
V2314          : 0.005656
V2316          : -0.003617
V2317          : 0.001434
V2318          : 0.005524
V2320          : 0.001916
V2321          : 0.004939
V2322          : -0.000216
V2323          : 0.006582
V2324          : 0.005339
V2325          : 0.004419
V2326          : 0.005710
V2327          : 0.005449
V2328          : -0.000000
V2329          : -0.005287
V2330          : 0.003604
V2331          : 0.003168
V2332          : 0.000000
V2333          : 0.005540
V2334          : 0.004191
V2336          : 0.005483
V2337          : 0.004969
V2338          : 0.004414
V2340          : -0.001885
V2341          : 0.005149
V2342          : 0.005942
V2343          : -0.005883
V2344          : 0.004655
V2346          : 0.001098
V2347          : -0.003322
V2348          : 0.005402
V2349          : 0.005346
V2350          : 0.005262
V2351          : 0.004419
V2352          : 0.001689
V2353          : 0.005499
V2354          : 0.003805
V2355          : 0.005366
V2356          : 0.005134
V2357          : 0.005259
V2358          : 0.003507
V2359          : 0.005324
V2360          : 0.005691
V2361          : 0.005206
V2362          : -0.004438
V2364          : -0.004834
V2366          : -0.009278
V2367          : 0.005389
V2372          : 0.005323
V2375          : -0.002464
V2377          : -0.003416
V2378          : -0.004187
V2379          : 0.003444
V2381          : 0.005522
V2382          : 0.002852
V2383          : 0.005382
V2384          : 0.002772
V2385          : 0.001295
V2386          : 0.000869
V2387          : 0.001693
V2388          : 0.000000
V2389          : -0.005315
V2390          : 0.004712
V2391          : 0.005511
V2392          : -0.004076
V2393          : -0.000207
V2394          : 0.004280
V2395          : -0.006845
V2396          : 0.004151
V2397          : 0.000000
V2398          : -0.000226
V2399          : 0.005153
V2400          : 0.002486
V2401          : 0.005865
V2402          : 0.004334
V2403          : 0.004845
V2404          : -0.006235
V2405          : 0.000000
V2406          : 0.004920
V2408          : 0.005911
V2409          : -0.000792
V2410          : -0.002751
V2411          : -0.004342
V2413          : 0.002299
V2414          : 0.005559
V2415          : 0.000000
V2416          : 0.004694
V2418          : 0.005229
V2419          : 0.005868
V2420          : -0.003998
V2421          : -0.004881
V2422          : 0.003207
V2423          : 0.000000
V2424          : 0.006338
V2425          : 0.001970
V2426          : 0.005859
V2427          : 0.005039
V2428          : 0.002760
V2429          : 0.000000
V2430          : 0.003802
V2431          : -0.001412
V2432          : 0.005928
V2433          : -0.004237
V2434          : 0.005907
V2435          : 0.004453
V2436          : 0.002812
V2438          : 0.000162
V2439          : 0.007834
V2440          : 0.004538
V2441          : 0.005493
V2442          : 0.003624
V2443          : 0.001340
V2444          : 0.005285
V2445          : 0.004289
V2446          : -0.001700
V2447          : -0.000000
V2448          : 0.003381
V2449          : 0.003972
V2450          : 0.002215
V2451          : 0.003626
V2454          : 0.003001
V2455          : -0.000190
V2456          : -0.000308
V2457          : 0.004235
V2458          : -0.010045
V2460          : 0.005219
V2461          : 0.004876
V2462          : 0.005521
V2463          : -0.005876
V2464          : 0.003118
V2465          : -0.004025
V2466          : -0.006214
V2467          : 0.002817
V2468          : 0.004767
V2469          : 0.002934
V2470          : 0.003252
V2471          : -0.002804
V2473          : 0.001405
V2474          : 0.005139
V2475          : 0.004938
V2476          : 0.002307
V2477          : 0.003510
V2479          : 0.004426
V2480          : -0.003587
V2481          : -0.003471
V2482          : 0.004672
V2483          : 0.004366
V2484          : 0.004859
V2485          : -0.004852
V2486          : 0.006108
V2488          : 0.002828
V2489          : -0.003255
V2490          : -0.002805
V2491          : -0.002203
V2492          : 0.003300
V2493          : -0.000000
V2494          : 0.004439
V2495          : -0.008472
V2496          : 0.002791
V2498          : 0.000550
V2499          : 0.005024
V2500          : -0.005223
V2501          : 0.005159
V2502          : 0.005588
V2503          : -0.002800
V2504          : 0.004594
V2505          : 0.007532
V2506          : 0.004458
V2507          : -0.005969
V2508          : 0.005428
V2509          : 0.005235
V2510          : 0.000000
V2511          : 0.005188
V2512          : -0.006352
V2513          : -0.000000
V2514          : -0.004514
V2515          : -0.000651
V2519          : 0.002055
V2520          : 0.004954
V2521          : 0.003631
V2522          : 0.005459
V2523          : 0.005593
V2526          : 0.004462
V2527          : -0.003809
V2528          : -0.000458
V2529          : 0.003048
V2530          : -0.000598
V2531          : 0.000000
V2532          : 0.003756
V2533          : 0.005059
V2534          : 0.003444
V2535          : 0.005283
V2536          : 0.003318
V2537          : 0.004050
V2538          : -0.003579
V2539          : -0.005090
V2540          : 0.005002
V2541          : 0.004679
V2542          : -0.001147
V2545          : 0.005251
V2546          : 0.003631
V2547          : -0.003341
V2548          : -0.005451
V2549          : 0.005174
V2551          : -0.007951
V2552          : 0.004334
V2553          : -0.007020
V2555          : 0.002055
V2556          : 0.000720
V2559          : 0.003540
V2560          : 0.001281
V2561          : 0.004503
V2562          : 0.000000
V2563          : 0.005071
V2564          : 0.004831
V2565          : 0.005594
V2566          : -0.002021
V2567          : 0.000000
V2570          : 0.004220
V2571          : 0.000699
V2574          : 0.005137
V2575          : -0.001175
V2576          : 0.005493
V2577          : 0.005436
V2578          : 0.006030
V2579          : 0.004747
V2580          : 0.004126
V2581          : 0.005041
V2583          : 0.004711
V2584          : -0.003678
V2585          : -0.007652
V2586          : 0.001617
V2587          : -0.002297
V2588          : 0.005484
V2590          : 0.000000
V2591          : -0.009882
V2592          : -0.007079
V2593          : 0.004929
V2594          : -0.000000
V2596          : 0.005131
V2597          : -0.005774
V2598          : -0.005422
V2599          : 0.002472
V2600          : 0.005346
V2601          : 0.004081
V2602          : 0.004402
V2603          : 0.002790
V2604          : -0.002860
V2605          : -0.007575
V2606          : 0.002523
V2607          : 0.004101
V2608          : -0.008515
V2609          : 0.000000
V2610          : 0.005484
V2611          : 0.004714
V2612          : 0.005424
V2613          : -0.001225
V2614          : 0.003577
V2615          : 0.002662
V2616          : 0.004879
V2617          : 0.002819
V2618          : -0.000928
V2619          : -0.000724
V2620          : 0.005357
V2621          : -0.005067
V2622          : 0.005244
V2623          : 0.002998
V2624          : -0.010210
V2625          : -0.000257
V2627          : 0.000856
V2629          : 0.005207
V2631          : 0.003079
V2632          : 0.006206
V2633          : 0.003421
V2634          : -0.003155
V2635          : -0.005421
V2636          : 0.001772
V2637          : -0.002985
V2638          : 0.005502
V2639          : -0.008070
V2640          : 0.005446
V2641          : -0.010787
V2642          : 0.001938
V2643          : 0.006390
V2646          : 0.000630
V2647          : 0.004989
V2648          : -0.003227
V2649          : 0.005465
V2650          : 0.000000
V2651          : 0.005549
V2652          : 0.004995
V2653          : 0.003393
V2654          : -0.007987
V2655          : 0.005675
V2656          : 0.005418
V2657          : 0.004997
V2660          : 0.002565
V2661          : 0.003441
V2662          : 0.005447
V2663          : -0.004600
V2664          : 0.005790
V2665          : 0.004070
V2666          : -0.004335
V2668          : 0.005293
V2669          : 0.005164
V2670          : 0.004010
V2671          : -0.001206
V2672          : 0.003447
V2673          : 0.005481
V2674          : 0.003918
V2675          : 0.005557
V2677          : -0.005230
V2678          : -0.008823
V2679          : 0.002353
V2680          : 0.004896
V2681          : 0.006612
V2682          : 0.005613
V2683          : 0.005842
V2684          : 0.005540
V2685          : -0.004603
V2686          : 0.004474
V2687          : 0.007040
V2688          : 0.005746
V2690          : 0.000426
V2691          : -0.006638
V2692          : -0.006465
V2693          : 0.006014
V2694          : 0.001368
V2695          : -0.001662
V2696          : 0.003562
V2697          : 0.004231
V2699          : -0.004883
V2700          : 0.001855
V2702          : 0.005320
V2703          : 0.005438
V2706          : 0.005628
V2707          : 0.004911
V2708          : 0.003445
V2709          : -0.000000
V2710          : -0.000000
V2711          : -0.005834
V2712          : 0.002092
V2713          : 0.004386
V2714          : -0.002702
V2715          : 0.006107
V2716          : 0.005443
V2717          : -0.005793
V2718          : -0.005810
V2719          : 0.000000
V2720          : 0.005149
V2723          : -0.001459
V2724          : 0.002067
V2725          : -0.005950
V2726          : -0.003818
V2727          : 0.005301
V2728          : 0.005011
V2729          : 0.005170
V2730          : 0.000000
V2731          : 0.005325
V2732          : 0.000000
V2733          : -0.000000
V2734          : 0.005881
V2735          : 0.003680
V2736          : 0.005734
V2737          : -0.006054
V2738          : 0.006635
V2740          : -0.000489
V2741          : -0.004915
V2742          : 0.003484
V2743          : 0.005516
V2744          : -0.001671
V2745          : 0.005761
V2746          : -0.000675
V2747          : -0.000809
V2748          : -0.004051
V2749          : 0.003092
V2750          : 0.005140
V2751          : 0.005258
V2752          : 0.005020
V2753          : 0.002892
V2756          : -0.000154
V2758          : -0.000773
V2759          : -0.000148
V2760          : -0.004396
V2761          : -0.000000
V2762          : -0.002757
V2763          : -0.001605
V2764          : 0.003289
V2765          : -0.000368
V2766          : 0.005837
V2767          : 0.005551
V2768          : -0.006348
V2769          : 0.005287
V2770          : -0.003515
V2771          : 0.005525
V2774          : 0.005757
V2775          : 0.006354
V2776          : -0.000448
V2777          : 0.003512
V2778          : -0.004451
V2779          : -0.004369
V2780          : -0.004695
V2781          : 0.003059
V2782          : 0.004081
V2783          : -0.002511
V2785          : 0.005145
V2786          : 0.001791
V2787          : -0.006178
V2788          : -0.003463
V2789          : -0.001963
V2790          : -0.003342
V2792          : 0.006341
V2794          : 0.005084
V2795          : 0.004158
V2797          : -0.003409
V2798          : 0.002426
V2799          : 0.000000
V2800          : 0.005285
V2801          : -0.007701
V2802          : -0.002779
V2803          : -0.008118
V2804          : -0.003569
V2805          : -0.004568
V2806          : 0.000872
V2807          : 0.000000
V2808          : -0.003291
V2809          : -0.003912
V2810          : -0.008179
V2811          : 0.004781
V2813          : 0.005026
V2814          : -0.009233
V2815          : 0.000000
V2817          : -0.004644
V2818          : 0.005533
V2819          : -0.002389
V2821          : 0.005088
V2822          : 0.005884
V2823          : 0.001011
V2824          : 0.003901
V2825          : 0.003864
V2827          : 0.003169
V2828          : 0.005279
V2830          : 0.005909
V2831          : 0.003192
V2832          : 0.004785
V2833          : 0.005504
V2834          : -0.000000
V2835          : -0.003215
V2836          : 0.005130
V2837          : 0.001985
V2838          : 0.004176
V2839          : 0.001905
V2840          : 0.000000
V2841          : 0.002323
V2843          : -0.001014
V2844          : 0.005101
V2845          : -0.001678
V2846          : 0.004438
V2848          : -0.005837
V2849          : -0.002658
V2850          : -0.003212
V2851          : -0.003485
V2852          : -0.003051
V2853          : -0.001983
V2854          : -0.002779
V2855          : 0.002894
V2856          : 0.002824
V2857          : 0.001962
V2858          : 0.007888
V2859          : 0.005144
V2860          : -0.004086
V2861          : 0.002522
V2862          : -0.000000
V2863          : -0.010050
V2864          : 0.004468
V2865          : 0.003238
V2866          : -0.003463
V2867          : 0.000587
V2868          : 0.000564
V2869          : -0.003220
V2870          : 0.005914
V2871          : -0.002886
V2872          : -0.004429
V2873          : 0.004001
V2874          : 0.000000
V2875          : 0.000000
V2876          : 0.004524
V2878          : 0.003084
V2879          : -0.007031
V2881          : -0.000000
V2882          : -0.003697
V2883          : -0.001417
V2884          : -0.009204
V2885          : 0.002745
V2887          : -0.002734
V2888          : -0.002951
V2889          : -0.007215
V2890          : 0.002783
V2891          : 0.004442
V2892          : -0.003353
V2893          : -0.002329
V2894          : 0.001496
V2895          : -0.002807
V2898          : 0.004031
V2899          : 0.003754
V2900          : -0.004175
V2901          : 0.005912
V2902          : 0.005967
V2903          : -0.006303
V2904          : -0.006781
V2906          : 0.006820
V2907          : -0.002340
V2908          : -0.000000
V2909          : -0.001379
V2910          : 0.001447
V2911          : 0.004578
V2912          : -0.002220
V2913          : -0.000792
V2914          : -0.001966
V2915          : 0.006262
V2916          : -0.000693
V2917          : -0.001297
V2918          : 0.005283
V2920          : 0.003175
V2921          : 0.001509
V2922          : -0.000000
V2923          : -0.003265
V2924          : 0.004912
V2925          : -0.000578
V2926          : 0.005002
V2927          : -0.002028
V2928          : 0.001989
V2929          : -0.005097
V2930          : 0.000639
V2931          : 0.003810
V2933          : 0.006968
V2934          : 0.005353
V2935          : 0.005446
V2936          : 0.005494
V2937          : 0.006448
V2938          : 0.000048
V2939          : -0.003010
V2940          : 0.000790
V2941          : -0.005847
V2942          : -0.004719
V2943          : 0.005862
V2944          : -0.005118
V2945          : -0.003942
V2946          : -0.004512
V2947          : -0.002602
V2948          : 0.004161
V2949          : 0.003622
V2951          : -0.005151
V2952          : 0.002172
V2953          : -0.004701
V2954          : -0.000371
V2955          : 0.005838
V2956          : -0.010449
V2958          : 0.005145
V2959          : 0.005788
V2960          : 0.000000
V2961          : -0.005943
V2962          : 0.003151
V2963          : 0.004705
V2966          : 0.001591
V2967          : 0.004857
V2968          : 0.005642
V2969          : -0.003415
V2970          : -0.002237
V2971          : 0.003016
V2972          : 0.001579
V2973          : -0.004486
V2974          : 0.005391
V2976          : 0.001183
V2977          : -0.003082
V2978          : 0.005756
V2979          : -0.011262
V2980          : -0.000052
V2981          : -0.002943
V2982          : -0.001724
V2983          : -0.005510
V2984          : -0.004211
V2985          : 0.004981
V2986          : -0.002645
V2987          : 0.001398
V2988          : -0.002171
V2989          : -0.000000
V2990          : -0.008880
V2991          : 0.006377
V2992          : 0.000237
V2994          : 0.000245
V2995          : -0.001369
V2996          : -0.002901
V2999          : 0.002049
V3000          : 0.005392
V3001          : -0.007294
V3002          : 0.005143
V3003          : -0.002719
V3004          : -0.002872
V3005          : -0.001685
V3006          : -0.001276
V3008          : -0.002180
V3009          : 0.003973
V3010          : -0.002200
V3012          : -0.002665
V3013          : -0.003502
V3015          : -0.000000
V3016          : 0.001738
V3017          : 0.006750
V3018          : 0.005607
V3020          : 0.005134
V3022          : -0.000000
V3023          : 0.003417
V3024          : -0.002003
V3025          : -0.005232
V3026          : 0.005991
V3027          : 0.004749
V3028          : -0.000000
V3029          : 0.004321
V3030          : 0.005836
V3031          : 0.005403
V3032          : 0.002153
V3033          : -0.005866
V3034          : 0.005545
V3035          : -0.000000
V3036          : 0.004767
V3037          : 0.005800
V3038          : 0.005470
V3039          : -0.001999
V3040          : -0.001992
V3041          : 0.003077
V3042          : 0.004998
V3043          : 0.002303
V3044          : -0.005829
V3045          : 0.004297
V3046          : -0.001440
V3047          : 0.004800
V3049          : -0.000000
V3050          : 0.000050
V3052          : 0.002180
V3053          : 0.003989
V3054          : -0.000837
V3055          : 0.005718
V3056          : -0.002066
V3057          : 0.004565
V3058          : 0.005985
V3059          : -0.005783
V3061          : 0.000000
V3062          : -0.003281
V3063          : 0.000000
V3064          : 0.000591
V3065          : -0.005820
V3066          : -0.003103
V3067          : 0.005771
V3068          : 0.000677
V3069          : 0.006277
V3071          : 0.005080
V3072          : 0.000000
V3073          : -0.005778
V3074          : -0.008585
V3075          : 0.001509
V3077          : -0.008670
V3078          : 0.000000
V3080          : -0.004140
V3081          : 0.006403
V3082          : 0.005427
V3083          : 0.005122
V3084          : -0.002243
V3085          : -0.005016
V3086          : 0.005063
V3087          : -0.004518
V3089          : 0.005352
V3090          : -0.001933
V3091          : -0.004989
V3092          : 0.005176
V3093          : 0.005583
V3094          : 0.005406
V3095          : 0.005504
V3096          : -0.004096
V3097          : 0.000684
V3098          : -0.000000
V3099          : 0.005351
V3100          : 0.004726
V3101          : 0.000000
V3102          : 0.004532
V3103          : -0.006847
V3105          : -0.003327
V3106          : 0.005504
V3107          : 0.000608
V3109          : 0.004012
V3110          : 0.001481
V3111          : -0.004233
V3112          : 0.006644
V3113          : 0.000357
V3114          : 0.005593
V3115          : -0.002861
V3116          : 0.004456
V3120          : -0.005193
V3121          : -0.000840
V3122          : 0.003277
V3123          : -0.003663
V3124          : 0.006417
V3125          : -0.004519
V3127          : 0.004281
V3128          : 0.005251
V3129          : -0.005556
V3130          : 0.000497
V3131          : -0.000443
V3132          : 0.005532
V3133          : 0.005350
V3134          : 0.003382
V3135          : 0.000895
V3136          : -0.000000
V3137          : -0.005177
V3138          : -0.005859
V3139          : -0.000000
V3140          : 0.001722
V3141          : 0.005040
V3142          : -0.000974
V3143          : 0.003429
V3145          : -0.005685
V3146          : -0.000317
V3147          : 0.005139
V3148          : -0.003135
V3149          : -0.000304
V3150          : -0.002908
V3152          : -0.000000
V3153          : 0.003670
V3155          : -0.000337
V3156          : 0.006097
V3157          : 0.004676
V3158          : 0.004725
V3159          : 0.002658
V3160          : 0.005303
V3161          : 0.005202
V3162          : 0.005295
V3164          : -0.003366
V3165          : -0.005979
V3166          : 0.003202
V3167          : 0.003826
V3168          : -0.003139
V3169          : 0.002157
V3171          : 0.000000
V3172          : -0.000022
V3174          : 0.001701
V3175          : -0.000000
V3177          : -0.003263
V3179          : -0.005189
V3180          : -0.003279
V3181          : -0.004976
V3182          : 0.001191
V3183          : -0.000978
V3184          : 0.005197
V3185          : 0.001062
V3186          : -0.002901
V3187          : 0.004637
