custom_lambda_0.0011 Coefficients
==================================================
Bias Term      : -0.005624
V1726          : 0.001768
V1727          : 0.002771
V1728          : 0.006349
V1729          : 0.004351
V1731          : 0.006571
V1733          : 0.005337
V1734          : 0.001757
V1735          : 0.007821
V1736          : 0.002569
V1737          : 0.004914
V1738          : 0.001483
V1739          : 0.005187
V1740          : 0.004249
V1741          : -0.003507
V1742          : 0.005678
V1745          : 0.005319
V1746          : -0.005060
V1748          : 0.006476
V1749          : -0.000755
V1750          : 0.005382
V1751          : -0.000784
V1752          : -0.005496
V1753          : 0.006010
V1755          : -0.002998
V1756          : 0.005641
V1757          : 0.005269
V1758          : 0.005579
V1759          : -0.007258
V1761          : 0.006247
V1762          : 0.005025
V1763          : 0.005326
V1764          : 0.007382
V1766          : -0.006641
V1767          : 0.005602
V1769          : 0.006361
V1770          : -0.000592
V1771          : 0.005913
V1772          : 0.002492
V1775          : 0.005128
V1776          : 0.005231
V1777          : 0.006241
V1778          : 0.005843
V1779          : 0.006086
V1780          : 0.004424
V1781          : 0.006073
V1782          : 0.006727
V1784          : 0.006465
V1785          : 0.002587
V1786          : 0.006292
V1787          : 0.005504
V1788          : 0.007903
V1789          : 0.005857
V1790          : 0.004385
V1792          : -0.002051
V1794          : 0.007031
V1795          : -0.003345
V1796          : -0.006185
V1797          : 0.005927
V1798          : 0.005779
V1799          : -0.004223
V1800          : 0.006886
V1801          : -0.004456
V1802          : 0.003631
V1803          : -0.005075
V1804          : -0.004220
V1805          : 0.003819
V1806          : 0.001835
V1808          : -0.000035
V1809          : -0.006471
V1810          : 0.006127
V1811          : 0.005850
V1812          : 0.003484
V1813          : 0.004859
V1814          : 0.004669
V1815          : 0.005152
V1816          : 0.005902
V1817          : 0.006065
V1818          : -0.005283
V1819          : -0.003475
V1820          : -0.000322
V1821          : -0.005189
V1822          : 0.005406
V1823          : 0.006063
V1824          : 0.005923
V1825          : 0.006171
V1826          : 0.001718
V1827          : 0.005616
V1828          : -0.006062
V1831          : 0.006037
V1832          : 0.007688
V1833          : 0.006117
V1834          : -0.003578
V1836          : -0.004365
V1837          : 0.001217
V1838          : 0.003576
V1839          : 0.000483
V1840          : 0.000959
V1841          : 0.004973
V1842          : 0.003429
V1843          : -0.006791
V1844          : -0.009419
V1845          : 0.005940
V1846          : -0.003901
V1847          : 0.004111
V1848          : 0.005141
V1849          : 0.005580
V1850          : -0.004779
V1851          : -0.003126
V1852          : 0.005819
V1853          : 0.006215
V1854          : 0.008224
V1855          : -0.008182
V1856          : -0.007097
V1857          : 0.005357
V1858          : -0.006705
V1859          : -0.000246
V1860          : 0.001825
V1861          : -0.004021
V1862          : -0.004354
V1863          : 0.000924
V1864          : 0.003877
V1865          : 0.004362
V1866          : 0.003184
V1867          : 0.005141
V1868          : 0.001506
V1869          : 0.005317
V1870          : 0.005849
V1873          : 0.005287
V1874          : -0.001335
V1875          : 0.006806
V1876          : 0.004370
V1877          : -0.003673
V1878          : 0.001146
V1880          : 0.005915
V1881          : -0.002068
V1882          : 0.006696
V1883          : 0.006703
V1884          : 0.005881
V1885          : 0.003879
V1886          : 0.002848
V1887          : -0.010175
V1888          : 0.006559
V1889          : 0.005912
V1890          : 0.005317
V1892          : 0.005795
V1893          : -0.003225
V1894          : -0.001342
V1895          : -0.004339
V1896          : 0.004742
V1897          : 0.004913
V1898          : 0.003726
V1899          : -0.006310
V1900          : 0.004564
V1901          : 0.006022
V1902          : -0.004916
V1903          : -0.002887
V1905          : 0.006519
V1906          : 0.003295
V1907          : 0.005764
V1908          : 0.003473
V1909          : 0.006100
V1910          : -0.012151
V1911          : 0.001323
V1913          : -0.006272
V1914          : -0.003194
V1915          : -0.005920
V1916          : 0.000487
V1918          : -0.009954
V1919          : -0.003909
V1921          : -0.002839
V1922          : -0.005019
V1923          : 0.004625
V1924          : -0.001970
V1925          : 0.001342
V1926          : 0.003633
V1927          : 0.006498
V1928          : 0.006143
V1929          : -0.006771
V1930          : 0.002552
V1932          : 0.006854
V1933          : 0.005945
V1934          : 0.005044
V1935          : 0.005934
V1936          : -0.000286
V1938          : 0.006022
V1939          : 0.005715
V1940          : -0.003896
V1941          : -0.012143
V1942          : 0.003305
V1943          : -0.005145
V1944          : 0.001000
V1945          : 0.007657
V1946          : 0.002333
V1947          : -0.005803
V1949          : -0.008418
V1950          : 0.005947
V1951          : -0.008012
V1952          : -0.006831
V1953          : 0.005953
V1954          : 0.005932
V1955          : 0.006226
V1956          : -0.004201
V1957          : 0.007424
V1959          : 0.009292
V1960          : -0.002968
V1961          : 0.006450
V1962          : 0.005042
V1963          : -0.001138
V1965          : 0.001110
V1966          : 0.004099
V1967          : 0.006081
V1968          : 0.005992
V1969          : 0.004862
V1970          : 0.003556
V1971          : 0.003255
V1972          : 0.005567
V1973          : -0.005282
V1974          : -0.003125
V1975          : 0.005757
V1976          : 0.006415
V1978          : 0.005552
V1980          : 0.005874
V1981          : 0.005685
V1982          : -0.002502
V1983          : 0.005759
V1984          : 0.004938
V1985          : 0.005682
V1986          : -0.005032
V1988          : 0.006414
V1989          : 0.003658
V1990          : 0.005996
V1991          : 0.001646
V1992          : 0.005366
V1993          : 0.006577
V1994          : -0.010503
V1996          : -0.000763
V1997          : 0.000170
V1998          : 0.002373
V1999          : 0.006398
V2000          : -0.000693
V2001          : 0.005644
V2002          : 0.000337
V2003          : -0.013885
V2004          : 0.005913
V2005          : 0.005864
V2006          : -0.000528
V2007          : 0.004932
V2008          : 0.003890
V2009          : -0.001408
V2010          : 0.005074
V2011          : -0.006557
V2012          : 0.006296
V2013          : 0.006864
V2014          : 0.005932
V2015          : 0.005797
V2016          : -0.007446
V2017          : -0.002457
V2018          : -0.006595
V2019          : 0.005090
V2020          : 0.002661
V2021          : -0.013596
V2022          : -0.009205
V2023          : -0.004335
V2024          : 0.001422
V2025          : 0.005312
V2026          : 0.002012
V2027          : -0.000082
V2028          : 0.005933
V2030          : 0.002597
V2033          : 0.005817
V2036          : 0.005232
V2037          : -0.013536
V2038          : 0.004469
V2039          : -0.005035
V2040          : 0.006259
V2041          : -0.003297
V2042          : 0.006756
V2044          : 0.005198
V2046          : 0.005895
V2047          : -0.007086
V2048          : 0.005932
V2049          : -0.002501
V2050          : -0.005244
V2051          : -0.005743
V2052          : 0.004923
V2053          : 0.007072
V2054          : 0.001728
V2055          : 0.005855
V2056          : 0.006065
V2058          : 0.003874
V2059          : 0.003023
V2060          : 0.002908
V2062          : -0.000237
V2063          : 0.005693
V2064          : -0.003446
V2065          : 0.006009
V2066          : 0.005022
V2067          : 0.002399
V2068          : 0.005868
V2069          : 0.003964
V2071          : -0.004096
V2072          : 0.005224
V2073          : -0.001758
V2075          : -0.003326
V2076          : 0.006079
V2077          : 0.005589
V2078          : 0.005992
V2079          : 0.001797
V2080          : 0.004450
V2081          : 0.004569
V2082          : 0.006017
V2085          : -0.005649
V2086          : 0.005393
V2087          : 0.006063
V2088          : -0.001996
V2089          : 0.005866
V2090          : 0.003327
V2091          : 0.005521
V2092          : -0.005585
V2093          : -0.006231
V2094          : -0.010062
V2095          : -0.001186
V2096          : 0.002683
V2097          : 0.006137
V2098          : 0.008371
V2099          : 0.008670
V2100          : -0.002214
V2102          : -0.003902
V2103          : 0.005245
V2104          : 0.001458
V2105          : 0.003948
V2106          : -0.003020
V2107          : -0.002722
V2108          : 0.005842
V2109          : 0.006508
V2110          : -0.001217
V2111          : 0.007001
V2112          : 0.006713
V2114          : 0.004862
V2115          : 0.004112
V2116          : 0.005235
V2117          : 0.005765
V2118          : -0.004037
V2119          : -0.005975
V2120          : -0.000306
V2121          : 0.004948
V2122          : 0.003244
V2123          : -0.006169
V2124          : 0.005845
V2125          : 0.005553
V2128          : -0.005665
V2129          : 0.008650
V2130          : 0.004960
V2131          : 0.003833
V2132          : 0.006230
V2133          : 0.002210
V2134          : 0.005639
V2135          : 0.005339
V2136          : 0.005683
V2137          : -0.002202
V2138          : -0.005006
V2139          : 0.005594
V2140          : 0.005989
V2141          : 0.005280
V2142          : -0.008434
V2143          : -0.003381
V2144          : 0.004734
V2145          : 0.006008
V2146          : 0.005418
V2147          : -0.002347
V2148          : -0.000250
V2149          : -0.000552
V2150          : 0.003702
V2151          : 0.004687
V2152          : 0.004690
V2153          : 0.003426
V2154          : 0.005642
V2155          : 0.007153
V2156          : 0.002185
V2157          : -0.007604
V2158          : 0.004294
V2159          : -0.004468
V2160          : -0.007263
V2161          : -0.004977
V2162          : 0.006594
V2163          : 0.003923
V2164          : 0.007008
V2165          : 0.005088
V2166          : 0.005719
V2168          : -0.005503
V2169          : 0.001210
V2170          : 0.005518
V2171          : 0.005861
V2172          : 0.005875
V2173          : 0.001302
V2174          : 0.003895
V2175          : -0.002120
V2176          : 0.001788
V2177          : 0.005893
V2178          : 0.005013
V2179          : 0.007218
V2180          : -0.006657
V2181          : 0.005975
V2182          : 0.005824
V2183          : -0.006904
V2185          : 0.002619
V2188          : -0.006860
V2189          : 0.005189
V2190          : -0.003000
V2191          : 0.005432
V2192          : -0.006665
V2193          : 0.001074
V2194          : 0.005005
V2195          : 0.002915
V2196          : -0.006284
V2197          : 0.004835
V2198          : 0.005950
V2199          : 0.000976
V2200          : -0.004546
V2201          : -0.002663
V2202          : 0.005937
V2203          : -0.005155
V2204          : -0.002916
V2205          : 0.006470
V2208          : 0.005731
V2209          : 0.005913
V2210          : 0.006036
V2211          : 0.007566
V2212          : -0.008174
V2213          : 0.005977
V2215          : 0.000253
V2216          : 0.005546
V2217          : 0.006040
V2218          : 0.006387
V2219          : 0.005824
V2220          : -0.002829
V2222          : 0.005478
V2223          : 0.004198
V2224          : -0.003631
V2225          : 0.004083
V2226          : 0.004122
V2230          : -0.007412
V2231          : 0.005841
V2232          : 0.006130
V2233          : -0.002447
V2235          : -0.006072
V2236          : 0.002627
V2237          : 0.004973
V2238          : -0.000810
V2239          : 0.006225
V2240          : -0.002891
V2241          : 0.005107
V2242          : -0.006169
V2243          : 0.006931
V2244          : -0.012767
V2245          : 0.005178
V2246          : 0.005438
V2247          : 0.005775
V2249          : -0.006637
V2250          : -0.007169
V2251          : 0.004247
V2252          : -0.005770
V2253          : 0.000704
V2254          : -0.000554
V2255          : 0.005685
V2256          : -0.004002
V2257          : -0.003896
V2258          : 0.002726
V2260          : 0.005870
V2261          : -0.005547
V2262          : -0.010020
V2263          : 0.002872
V2264          : 0.002190
V2265          : 0.003843
V2266          : -0.000287
V2267          : 0.003425
V2268          : -0.009207
V2269          : 0.005343
V2271          : 0.009075
V2272          : 0.004845
V2273          : 0.007214
V2274          : 0.005925
V2275          : 0.005285
V2276          : -0.007841
V2277          : 0.004168
V2278          : 0.005152
V2279          : 0.004345
V2280          : 0.005984
V2281          : 0.004453
V2282          : 0.006735
V2283          : -0.004299
V2284          : -0.002524
V2286          : -0.003144
V2287          : -0.004000
V2288          : 0.003510
V2289          : 0.005818
V2291          : 0.005861
V2292          : 0.000450
V2293          : -0.003828
V2294          : -0.003965
V2295          : 0.000197
V2297          : 0.005361
V2299          : 0.005844
V2300          : 0.003938
V2301          : 0.005803
V2302          : 0.004996
V2303          : -0.013821
V2304          : 0.004893
V2308          : 0.005019
V2309          : 0.005733
V2310          : 0.006818
V2311          : 0.000089
V2312          : 0.006450
V2313          : 0.005858
V2314          : 0.006106
V2316          : -0.003796
V2317          : 0.001822
V2318          : 0.006156
V2320          : 0.003963
V2321          : 0.005649
V2322          : -0.002385
V2323          : 0.007248
V2324          : 0.005972
V2325          : 0.005130
V2326          : 0.006228
V2327          : 0.006009
V2328          : -0.001640
V2329          : -0.005682
V2330          : 0.004196
V2331          : 0.003717
V2332          : 0.000107
V2333          : 0.006004
V2334          : 0.006220
V2336          : 0.005911
V2337          : 0.005513
V2338          : 0.005213
V2340          : -0.002486
V2341          : 0.005801
V2342          : 0.006821
V2343          : -0.007027
V2344          : 0.005264
V2346          : 0.002162
V2347          : -0.003471
V2348          : 0.005996
V2349          : 0.005826
V2350          : 0.005742
V2351          : 0.005090
V2352          : 0.002097
V2353          : 0.005982
V2354          : 0.004566
V2355          : 0.005858
V2356          : 0.005863
V2357          : 0.005845
V2358          : 0.004574
V2359          : 0.005965
V2360          : 0.006307
V2361          : 0.005650
V2362          : -0.004795
V2364          : -0.005200
V2366          : -0.011383
V2367          : 0.005878
V2372          : 0.005969
V2375          : -0.004477
V2377          : -0.003934
V2378          : -0.005154
V2379          : 0.004394
V2381          : 0.005972
V2382          : 0.003664
V2383          : 0.005798
V2384          : 0.003567
V2385          : 0.003866
V2386          : 0.002163
V2387          : 0.002292
V2388          : 0.000200
V2389          : -0.006836
V2390          : 0.005663
V2391          : 0.005992
V2392          : -0.004760
V2393          : -0.001645
V2394          : 0.005232
V2395          : -0.007730
V2396          : 0.004986
V2397          : 0.000358
V2398          : -0.001657
V2399          : 0.005602
V2400          : 0.003430
V2401          : 0.006840
V2402          : 0.004980
V2403          : 0.005849
V2404          : -0.006781
V2405          : 0.000491
V2406          : 0.005390
V2408          : 0.008193
V2409          : -0.001830
V2410          : -0.002843
V2411          : -0.004870
V2413          : 0.005320
V2414          : 0.006073
V2415          : 0.000780
V2416          : 0.005499
V2418          : 0.005708
V2419          : 0.006638
V2420          : -0.006025
V2421          : -0.006668
V2422          : 0.003794
V2423          : 0.000274
V2424          : 0.006906
V2425          : 0.002317
V2426          : 0.006516
V2427          : 0.005472
V2428          : 0.003418
V2429          : 0.002491
V2430          : 0.004959
V2431          : -0.004001
V2432          : 0.006413
V2433          : -0.005192
V2434          : 0.006440
V2435          : 0.005708
V2436          : 0.003680
V2438          : 0.002909
V2439          : 0.009020
V2440          : 0.005246
V2441          : 0.005943
V2442          : 0.004723
V2443          : 0.001843
V2444          : 0.005903
V2445          : 0.005338
V2446          : -0.001739
V2447          : -0.000626
V2448          : 0.004530
V2449          : 0.005187
V2450          : 0.003145
V2451          : 0.004100
V2454          : 0.003581
V2455          : -0.001038
V2456          : -0.001524
V2457          : 0.005481
V2458          : -0.012867
V2460          : 0.005691
V2461          : 0.005621
V2462          : 0.006238
V2463          : -0.006311
V2464          : 0.004166
V2465          : -0.004248
V2466          : -0.006806
V2467          : 0.003515
V2468          : 0.005368
V2469          : 0.003782
V2470          : 0.004054
V2471          : -0.003844
V2473          : 0.002229
V2474          : 0.006201
V2475          : 0.005546
V2476          : 0.003269
V2477          : 0.004055
V2479          : 0.005033
V2480          : -0.004134
V2481          : -0.004873
V2482          : 0.005649
V2483          : 0.005229
V2484          : 0.005336
V2485          : -0.005146
V2486          : 0.006704
V2488          : 0.003666
V2489          : -0.003987
V2490          : -0.003396
V2491          : -0.002718
V2492          : 0.004088
V2493          : -0.000740
V2494          : 0.005001
V2495          : -0.010393
V2496          : 0.003957
V2498          : 0.001494
V2499          : 0.005610
V2500          : -0.005943
V2501          : 0.005894
V2502          : 0.006238
V2503          : -0.002978
V2504          : 0.005468
V2505          : 0.008410
V2506          : 0.005233
V2507          : -0.009368
V2508          : 0.005975
V2509          : 0.005753
V2510          : 0.000521
V2511          : 0.005797
V2512          : -0.007110
V2513          : -0.000116
V2514          : -0.005156
V2515          : -0.001173
V2519          : 0.002727
V2520          : 0.005644
V2521          : 0.004328
V2522          : 0.005896
V2523          : 0.006074
V2526          : 0.005039
V2527          : -0.004455
V2528          : -0.002014
V2529          : 0.004388
V2530          : -0.001380
V2531          : 0.000273
V2532          : 0.004668
V2533          : 0.005829
V2534          : 0.004195
V2535          : 0.005743
V2536          : 0.003857
V2537          : 0.004570
V2538          : -0.004700
V2539          : -0.006038
V2540          : 0.005515
V2541          : 0.006820
V2542          : -0.002516
V2545          : 0.005648
V2546          : 0.006779
V2547          : -0.005870
V2548          : -0.005836
V2549          : 0.005627
V2551          : -0.009287
V2552          : 0.004911
V2553          : -0.008042
V2555          : 0.002598
V2556          : 0.001067
V2559          : 0.004331
V2560          : 0.002239
V2561          : 0.005446
V2562          : 0.001433
V2563          : 0.005589
V2564          : 0.005313
V2565          : 0.006080
V2566          : -0.003763
V2567          : 0.000444
V2570          : 0.005018
V2571          : 0.002268
V2574          : 0.005701
V2575          : -0.002178
V2576          : 0.006080
V2577          : 0.005942
V2578          : 0.006628
V2579          : 0.005465
V2580          : 0.004798
V2581          : 0.005714
V2583          : 0.005366
V2584          : -0.004536
V2585          : -0.008748
V2586          : 0.002842
V2587          : -0.002534
V2588          : 0.005935
V2590          : 0.000126
V2591          : -0.011798
V2592          : -0.008225
V2593          : 0.005574
V2594          : -0.000267
V2596          : 0.005868
V2597          : -0.007306
V2598          : -0.006140
V2599          : 0.003376
V2600          : 0.005813
V2601          : 0.004789
V2602          : 0.005368
V2603          : 0.003566
V2604          : -0.005056
V2605          : -0.008400
V2606          : 0.003248
V2607          : 0.004802
V2608          : -0.009774
V2609          : 0.000528
V2610          : 0.005983
V2611          : 0.005222
V2612          : 0.005950
V2613          : -0.001671
V2614          : 0.004481
V2615          : 0.003153
V2616          : 0.005937
V2617          : 0.003911
V2618          : -0.003898
V2619          : -0.000946
V2620          : 0.005813
V2621          : -0.005614
V2622          : 0.005789
V2623          : 0.003539
V2624          : -0.012521
V2625          : -0.001544
V2627          : 0.001151
V2629          : 0.005987
V2631          : 0.004467
V2632          : 0.006865
V2633          : 0.005019
V2634          : -0.003941
V2635          : -0.006164
V2636          : 0.002784
V2637          : -0.003533
V2638          : 0.005931
V2639          : -0.008861
V2640          : 0.006006
V2641          : -0.013561
V2642          : 0.002627
V2643          : 0.007010
V2646          : 0.001311
V2647          : 0.005597
V2648          : -0.004658
V2649          : 0.006087
V2650          : 0.000514
V2651          : 0.006042
V2652          : 0.005597
V2653          : 0.004011
V2654          : -0.009636
V2655          : 0.006201
V2656          : 0.006192
V2657          : 0.005435
V2660          : 0.003444
V2661          : 0.004630
V2662          : 0.005931
V2663          : -0.004941
V2664          : 0.006338
V2665          : 0.004695
V2666          : -0.005269
V2668          : 0.006040
V2669          : 0.006211
V2670          : 0.004857
V2671          : -0.001647
V2672          : 0.004219
V2673          : 0.005940
V2674          : 0.004725
V2675          : 0.006166
V2677          : -0.005755
V2678          : -0.010815
V2679          : 0.003040
V2680          : 0.005403
V2681          : 0.007158
V2682          : 0.006226
V2683          : 0.006317
V2684          : 0.006343
V2685          : -0.004871
V2686          : 0.005275
V2687          : 0.008481
V2688          : 0.006579
V2690          : 0.001461
V2691          : -0.009052
V2692          : -0.008316
V2693          : 0.006802
V2694          : 0.001908
V2695          : -0.002631
V2696          : 0.004620
V2697          : 0.004855
V2699          : -0.005150
V2700          : 0.002351
V2702          : 0.005800
V2703          : 0.006133
V2706          : 0.006091
V2707          : 0.005701
V2708          : 0.004158
V2709          : -0.001360
V2710          : -0.000375
V2711          : -0.006292
V2712          : 0.004028
V2713          : 0.005027
V2714          : -0.002997
V2715          : 0.006729
V2716          : 0.006057
V2717          : -0.006257
V2718          : -0.006812
V2719          : 0.001724
V2720          : 0.005938
V2723          : -0.001720
V2724          : 0.003178
V2725          : -0.006403
V2726          : -0.005292
V2727          : 0.005802
V2728          : 0.005678
V2729          : 0.005792
V2730          : 0.000115
V2731          : 0.005838
V2732          : 0.000444
V2733          : -0.000757
V2734          : 0.006457
V2735          : 0.004135
V2736          : 0.007259
V2737          : -0.006644
V2738          : 0.007838
V2740          : -0.001998
V2741          : -0.005700
V2742          : 0.004345
V2743          : 0.006004
V2744          : -0.003220
V2745          : 0.006679
V2746          : -0.001274
V2747          : -0.001077
V2748          : -0.004248
V2749          : 0.004028
V2750          : 0.005605
V2751          : 0.005744
V2752          : 0.005664
V2753          : 0.003703
V2756          : -0.000742
V2758          : -0.001710
V2759          : -0.000786
V2760          : -0.004746
V2761          : -0.000454
V2762          : -0.002948
V2763          : -0.003504
V2764          : 0.004249
V2765          : -0.001591
V2766          : 0.006575
V2767          : 0.006058
V2768          : -0.006918
V2769          : 0.006002
V2770          : -0.004074
V2771          : 0.006032
V2774          : 0.006434
V2775          : 0.007177
V2776          : -0.001592
V2777          : 0.004969
V2778          : -0.005483
V2779          : -0.006343
V2780          : -0.005075
V2781          : 0.004120
V2782          : 0.004877
V2783          : -0.003135
V2785          : 0.005665
V2786          : 0.004415
V2787          : -0.006718
V2788          : -0.003951
V2789          : -0.003016
V2790          : -0.003480
V2792          : 0.008278
V2794          : 0.005786
V2795          : 0.004892
V2797          : -0.003689
V2798          : 0.003146
V2799          : 0.001605
V2800          : 0.006275
V2801          : -0.008592
V2802          : -0.003126
V2803          : -0.009255
V2804          : -0.004814
V2805          : -0.004906
V2806          : 0.001889
V2807          : 0.000073
V2808          : -0.003546
V2809          : -0.004176
V2810          : -0.009105
V2811          : 0.005612
V2813          : 0.005746
V2814          : -0.010684
V2815          : 0.000731
V2817          : -0.005891
V2818          : 0.006080
V2819          : -0.002966
V2821          : 0.005675
V2822          : 0.006607
V2823          : 0.001674
V2824          : 0.004368
V2825          : 0.004434
V2827          : 0.004126
V2828          : 0.005756
V2830          : 0.007016
V2831          : 0.004084
V2832          : 0.005447
V2833          : 0.006424
V2834          : -0.000387
V2835          : -0.004517
V2836          : 0.005682
V2837          : 0.003079
V2838          : 0.005103
V2839          : 0.002583
V2840          : 0.001648
V2841          : 0.002772
V2843          : -0.001631
V2844          : 0.005712
V2845          : -0.001888
V2846          : 0.005145
V2848          : -0.006206
V2849          : -0.002861
V2850          : -0.003940
V2851          : -0.003654
V2852          : -0.003433
V2853          : -0.002229
V2854          : -0.002948
V2855          : 0.004467
V2856          : 0.003528
V2857          : 0.002808
V2858          : 0.009414
V2859          : 0.005897
V2860          : -0.004319
V2861          : 0.003194
V2862          : -0.000637
V2863          : -0.011943
V2864          : 0.005157
V2865          : 0.004156
V2866          : -0.005473
V2867          : 0.001149
V2868          : 0.001025
V2869          : -0.003658
V2870          : 0.006455
V2871          : -0.003693
V2872          : -0.004700
V2873          : 0.005290
V2874          : 0.000443
V2875          : 0.000517
V2876          : 0.005184
V2878          : 0.003545
V2879          : -0.007905
V2881          : -0.000442
V2882          : -0.004506
V2883          : -0.002273
V2884          : -0.011733
V2885          : 0.004617
V2887          : -0.002887
V2888          : -0.003119
V2889          : -0.008007
V2890          : 0.004502
V2891          : 0.005244
V2892          : -0.003503
V2893          : -0.002658
V2894          : 0.002025
V2895          : -0.003565
V2898          : 0.004644
V2899          : 0.004560
V2900          : -0.004800
V2901          : 0.006839
V2902          : 0.006737
V2903          : -0.007135
V2904          : -0.010115
V2906          : 0.007604
V2907          : -0.002487
V2908          : -0.000140
V2909          : -0.001838
V2910          : 0.002202
V2911          : 0.005706
V2912          : -0.002854
V2913          : -0.001311
V2914          : -0.002411
V2915          : 0.007763
V2916          : -0.001111
V2917          : -0.001818
V2918          : 0.006090
V2920          : 0.003801
V2921          : 0.002770
V2922          : -0.000993
V2923          : -0.004129
V2924          : 0.005886
V2925          : -0.001295
V2926          : 0.006902
V2927          : -0.003922
V2928          : 0.003154
V2929          : -0.005449
V2930          : 0.001285
V2931          : 0.004968
V2933          : 0.009532
V2934          : 0.005860
V2935          : 0.006399
V2936          : 0.005931
V2937          : 0.007138
V2938          : 0.000744
V2939          : -0.003537
V2940          : 0.002088
V2941          : -0.006697
V2942          : -0.005653
V2943          : 0.006727
V2944          : -0.007026
V2945          : -0.004225
V2946          : -0.005307
V2947          : -0.003043
V2948          : 0.005468
V2949          : 0.004804
V2951          : -0.005624
V2952          : 0.002609
V2953          : -0.005211
V2954          : -0.000775
V2955          : 0.006490
V2956          : -0.012027
V2958          : 0.005722
V2959          : 0.006434
V2960          : 0.002683
V2961          : -0.006420
V2962          : 0.004045
V2963          : 0.005432
V2966          : 0.002194
V2967          : 0.005924
V2968          : 0.006824
V2969          : -0.003568
V2970          : -0.002409
V2971          : 0.003704
V2972          : 0.002551
V2973          : -0.004991
V2974          : 0.006236
V2976          : 0.002273
V2977          : -0.003483
V2978          : 0.006223
V2979          : -0.013379
V2980          : -0.000774
V2981          : -0.003141
V2982          : -0.002799
V2983          : -0.006004
V2984          : -0.004544
V2985          : 0.005521
V2986          : -0.002740
V2987          : 0.002521
V2988          : -0.003111
V2989          : -0.000306
V2990          : -0.011364
V2991          : 0.009206
V2992          : 0.000646
V2994          : 0.000793
V2995          : -0.001656
V2996          : -0.003069
V2999          : 0.003573
V3000          : 0.007284
V3001          : -0.008073
V3002          : 0.006302
V3003          : -0.003598
V3004          : -0.003959
V3005          : -0.001737
V3006          : -0.001389
V3008          : -0.003054
V3009          : 0.004493
V3010          : -0.002282
V3012          : -0.002790
V3013          : -0.004180
V3015          : -0.000006
V3016          : 0.003001
V3017          : 0.007604
V3018          : 0.006345
V3020          : 0.005532
V3022          : -0.001430
V3023          : 0.004264
V3024          : -0.002469
V3025          : -0.006784
V3026          : 0.006564
V3027          : 0.005830
V3028          : -0.002138
V3029          : 0.005843
V3030          : 0.006541
V3031          : 0.006257
V3032          : 0.002475
V3033          : -0.007172
V3034          : 0.006060
V3035          : -0.000303
V3036          : 0.005646
V3037          : 0.006395
V3038          : 0.006068
V3039          : -0.002556
V3040          : -0.005109
V3041          : 0.003614
V3042          : 0.005566
V3043          : 0.002964
V3044          : -0.007344
V3045          : 0.005016
V3046          : -0.006433
V3047          : 0.005493
V3049          : -0.000300
V3050          : 0.000384
V3052          : 0.002934
V3053          : 0.004978
V3054          : -0.001955
V3055          : 0.006236
V3056          : -0.002787
V3057          : 0.005562
V3058          : 0.006933
V3059          : -0.006462
V3061          : 0.000441
V3062          : -0.003475
V3063          : 0.000236
V3064          : 0.001521
V3065          : -0.006774
V3066          : -0.003566
V3067          : 0.006361
V3068          : 0.001240
V3069          : 0.007263
V3071          : 0.005665
V3072          : 0.000150
V3073          : -0.006289
V3074          : -0.009888
V3075          : 0.002532
V3077          : -0.010204
V3078          : 0.001163
V3080          : -0.004699
V3081          : 0.007797
V3082          : 0.006055
V3083          : 0.005837
V3084          : -0.002968
V3085          : -0.005488
V3086          : 0.005638
V3087          : -0.006145
V3089          : 0.005806
V3090          : -0.004878
V3091          : -0.005889
V3092          : 0.005630
V3093          : 0.006498
V3094          : 0.005835
V3095          : 0.005950
V3096          : -0.004789
V3097          : 0.001157
V3098          : -0.000589
V3099          : 0.005897
V3100          : 0.005301
V3101          : 0.000319
V3102          : 0.005086
V3103          : -0.007802
V3105          : -0.003457
V3106          : 0.005981
V3107          : 0.002238
V3109          : 0.005401
V3110          : 0.001816
V3111          : -0.006384
V3112          : 0.007801
V3113          : 0.001331
V3114          : 0.006093
V3115          : -0.003369
V3116          : 0.005220
V3120          : -0.006059
V3121          : -0.001691
V3122          : 0.004365
V3123          : -0.004038
V3124          : 0.007939
V3125          : -0.004821
V3127          : 0.005704
V3128          : 0.005751
V3129          : -0.005976
V3130          : 0.001409
V3131          : -0.001606
V3132          : 0.006724
V3133          : 0.006009
V3134          : 0.004144
V3135          : 0.001538
V3136          : -0.000339
V3137          : -0.005518
V3138          : -0.006396
V3139          : -0.001125
V3140          : 0.002402
V3141          : 0.005680
V3142          : -0.002092
V3143          : 0.003896
V3145          : -0.006230
V3146          : -0.002001
V3147          : 0.005599
V3148          : -0.003423
V3149          : -0.000952
V3150          : -0.003053
V3152          : -0.001693
V3153          : 0.004986
V3155          : -0.001642
V3156          : 0.006879
V3157          : 0.005105
V3158          : 0.005503
V3159          : 0.006623
V3160          : 0.005863
V3161          : 0.005763
V3162          : 0.005914
V3164          : -0.003769
V3165          : -0.006983
V3166          : 0.003541
V3167          : 0.004691
V3168          : -0.004142
V3169          : 0.003134
V3171          : 0.000250
V3172          : -0.000272
V3174          : 0.003610
V3175          : -0.000087
V3177          : -0.003449
V3179          : -0.006642
V3180          : -0.003600
V3181          : -0.005352
V3182          : 0.002183
V3183          : -0.001004
V3184          : 0.005657
V3185          : 0.002261
V3186          : -0.003402
V3187          : 0.005325
