custom_lambda_0.0030 Coefficients
==================================================
Bias Term      : -0.005602
V1726          : 0.001710
V1727          : 0.002719
V1728          : 0.006318
V1729          : 0.004283
V1731          : 0.006538
V1733          : 0.005298
V1734          : 0.001695
V1735          : 0.007771
V1736          : 0.002532
V1737          : 0.004877
V1738          : 0.001428
V1739          : 0.005155
V1740          : 0.004201
V1741          : -0.003497
V1742          : 0.005653
V1745          : 0.005267
V1746          : -0.005008
V1748          : 0.006414
V1749          : -0.000693
V1750          : 0.005341
V1751          : -0.000723
V1752          : -0.005413
V1753          : 0.005974
V1755          : -0.002945
V1756          : 0.005604
V1757          : 0.005222
V1758          : 0.005551
V1759          : -0.007217
V1761          : 0.006221
V1762          : 0.004998
V1763          : 0.005293
V1764          : 0.007298
V1766          : -0.006591
V1767          : 0.005570
V1769          : 0.006326
V1770          : -0.000456
V1771          : 0.005888
V1772          : 0.002451
V1775          : 0.005088
V1776          : 0.005161
V1777          : 0.006204
V1778          : 0.005803
V1779          : 0.006060
V1780          : 0.004404
V1781          : 0.005992
V1782          : 0.006694
V1784          : 0.006410
V1785          : 0.002518
V1786          : 0.006255
V1787          : 0.005480
V1788          : 0.007864
V1789          : 0.005826
V1790          : 0.004353
V1792          : -0.001936
V1794          : 0.006995
V1795          : -0.003308
V1796          : -0.006153
V1797          : 0.005878
V1798          : 0.005753
V1799          : -0.004178
V1800          : 0.006795
V1801          : -0.004375
V1802          : 0.003604
V1803          : -0.005035
V1804          : -0.004185
V1805          : 0.003780
V1806          : 0.001757
V1808          : -0.000000
V1809          : -0.006388
V1810          : 0.006092
V1811          : 0.005808
V1812          : 0.003445
V1813          : 0.004815
V1814          : 0.004603
V1815          : 0.005117
V1816          : 0.005871
V1817          : 0.006029
V1818          : -0.005256
V1819          : -0.003360
V1820          : -0.000242
V1821          : -0.005168
V1822          : 0.005375
V1823          : 0.006036
V1824          : 0.005896
V1825          : 0.006133
V1826          : 0.001649
V1827          : 0.005580
V1828          : -0.006031
V1831          : 0.005981
V1832          : 0.007611
V1833          : 0.006041
V1834          : -0.003568
V1836          : -0.004351
V1837          : 0.001104
V1838          : 0.003530
V1839          : 0.000475
V1840          : 0.000890
V1841          : 0.004929
V1842          : 0.003343
V1843          : -0.006757
V1844          : -0.009346
V1845          : 0.005898
V1846          : -0.003887
V1847          : 0.004059
V1848          : 0.005107
V1849          : 0.005547
V1850          : -0.004762
V1851          : -0.003110
V1852          : 0.005786
V1853          : 0.006164
V1854          : 0.008129
V1855          : -0.008064
V1856          : -0.007066
V1857          : 0.005329
V1858          : -0.006645
V1859          : -0.000211
V1860          : 0.001770
V1861          : -0.004007
V1862          : -0.004266
V1863          : 0.000869
V1864          : 0.003835
V1865          : 0.004314
V1866          : 0.003108
V1867          : 0.005074
V1868          : 0.001394
V1869          : 0.005271
V1870          : 0.005817
V1873          : 0.005236
V1874          : -0.001296
V1875          : 0.006751
V1876          : 0.004307
V1877          : -0.003656
V1878          : 0.000997
V1880          : 0.005887
V1881          : -0.002054
V1882          : 0.006610
V1883          : 0.006618
V1884          : 0.005850
V1885          : 0.003768
V1886          : 0.002803
V1887          : -0.010046
V1888          : 0.006523
V1889          : 0.005884
V1890          : 0.005269
V1892          : 0.005763
V1893          : -0.003185
V1894          : -0.001285
V1895          : -0.004280
V1896          : 0.004689
V1897          : 0.004889
V1898          : 0.003695
V1899          : -0.006188
V1900          : 0.004522
V1901          : 0.005997
V1902          : -0.004882
V1903          : -0.002791
V1905          : 0.006389
V1906          : 0.003258
V1907          : 0.005737
V1908          : 0.003426
V1909          : 0.006063
V1910          : -0.011932
V1911          : 0.001099
V1913          : -0.006245
V1914          : -0.003186
V1915          : -0.005876
V1916          : 0.000462
V1918          : -0.009870
V1919          : -0.003899
V1921          : -0.002826
V1922          : -0.004992
V1923          : 0.004573
V1924          : -0.001938
V1925          : 0.001294
V1926          : 0.003592
V1927          : 0.006470
V1928          : 0.006109
V1929          : -0.006734
V1930          : 0.002338
V1932          : 0.006795
V1933          : 0.005919
V1934          : 0.005003
V1935          : 0.005909
V1936          : -0.000244
V1938          : 0.005985
V1939          : 0.005681
V1940          : -0.003885
V1941          : -0.011976
V1942          : 0.003271
V1943          : -0.005118
V1944          : 0.000956
V1945          : 0.007593
V1946          : 0.002268
V1947          : -0.005780
V1949          : -0.008367
V1950          : 0.005924
V1951          : -0.007941
V1952          : -0.006749
V1953          : 0.005918
V1954          : 0.005903
V1955          : 0.006191
V1956          : -0.004146
V1957          : 0.007384
V1959          : 0.009223
V1960          : -0.002951
V1961          : 0.006412
V1962          : 0.004985
V1963          : -0.001109
V1965          : 0.001044
V1966          : 0.004059
V1967          : 0.006051
V1968          : 0.005893
V1969          : 0.004833
V1970          : 0.003500
V1971          : 0.003177
V1972          : 0.005534
V1973          : -0.005208
V1974          : -0.003118
V1975          : 0.005718
V1976          : 0.006378
V1978          : 0.005521
V1980          : 0.005848
V1981          : 0.005659
V1982          : -0.002491
V1983          : 0.005728
V1984          : 0.004899
V1985          : 0.005657
V1986          : -0.005010
V1988          : 0.006384
V1989          : 0.003623
V1990          : 0.005885
V1991          : 0.001617
V1992          : 0.005338
V1993          : 0.006547
V1994          : -0.010411
V1996          : -0.000708
V1997          : 0.000092
V1998          : 0.002309
V1999          : 0.006354
V2000          : -0.000599
V2001          : 0.005614
V2002          : 0.000316
V2003          : -0.013739
V2004          : 0.005885
V2005          : 0.005839
V2006          : -0.000509
V2007          : 0.004889
V2008          : 0.003853
V2009          : -0.001373
V2010          : 0.005032
V2011          : -0.006530
V2012          : 0.006263
V2013          : 0.006818
V2014          : 0.005908
V2015          : 0.005754
V2016          : -0.007402
V2017          : -0.002435
V2018          : -0.006546
V2019          : 0.005055
V2020          : 0.002593
V2021          : -0.013435
V2022          : -0.009155
V2023          : -0.004317
V2024          : 0.001389
V2025          : 0.005266
V2026          : 0.001961
V2027          : -0.000000
V2028          : 0.005906
V2030          : 0.002522
V2033          : 0.005792
V2036          : 0.005192
V2037          : -0.013352
V2038          : 0.004377
V2039          : -0.004901
V2040          : 0.006216
V2041          : -0.003290
V2042          : 0.006718
V2044          : 0.005168
V2046          : 0.005869
V2047          : -0.007041
V2048          : 0.005898
V2049          : -0.002490
V2050          : -0.005223
V2051          : -0.005704
V2052          : 0.004881
V2053          : 0.007031
V2054          : 0.001619
V2055          : 0.005830
V2056          : 0.006038
V2058          : 0.003804
V2059          : 0.002975
V2060          : 0.002846
V2062          : -0.000187
V2063          : 0.005649
V2064          : -0.003384
V2065          : 0.005964
V2066          : 0.004984
V2067          : 0.002360
V2068          : 0.005834
V2069          : 0.003853
V2071          : -0.003950
V2072          : 0.005185
V2073          : -0.001671
V2075          : -0.003319
V2076          : 0.006055
V2077          : 0.005550
V2078          : 0.005956
V2079          : 0.001725
V2080          : 0.004374
V2081          : 0.004515
V2082          : 0.005988
V2085          : -0.005442
V2086          : 0.005361
V2087          : 0.006030
V2088          : -0.001909
V2089          : 0.005827
V2090          : 0.003293
V2091          : 0.005481
V2092          : -0.005556
V2093          : -0.006110
V2094          : -0.009907
V2095          : -0.001026
V2096          : 0.002635
V2097          : 0.006109
V2098          : 0.008289
V2099          : 0.008621
V2100          : -0.002210
V2102          : -0.003753
V2103          : 0.005223
V2104          : 0.001393
V2105          : 0.003906
V2106          : -0.002996
V2107          : -0.002688
V2108          : 0.005817
V2109          : 0.006434
V2110          : -0.001181
V2111          : 0.006968
V2112          : 0.006669
V2114          : 0.004821
V2115          : 0.004041
V2116          : 0.005169
V2117          : 0.005726
V2118          : -0.004017
V2119          : -0.005923
V2120          : -0.000231
V2121          : 0.004890
V2122          : 0.003180
V2123          : -0.006132
V2124          : 0.005816
V2125          : 0.005517
V2128          : -0.005625
V2129          : 0.008515
V2130          : 0.004909
V2131          : 0.003793
V2132          : 0.006192
V2133          : 0.002156
V2134          : 0.005608
V2135          : 0.005303
V2136          : 0.005652
V2137          : -0.002193
V2138          : -0.004988
V2139          : 0.005569
V2140          : 0.005962
V2141          : 0.005206
V2142          : -0.008378
V2143          : -0.003368
V2144          : 0.004707
V2145          : 0.005978
V2146          : 0.005388
V2147          : -0.002216
V2148          : -0.000168
V2149          : -0.000518
V2150          : 0.003650
V2151          : 0.004634
V2152          : 0.004633
V2153          : 0.003242
V2154          : 0.005618
V2155          : 0.007037
V2156          : 0.002127
V2157          : -0.007559
V2158          : 0.004239
V2159          : -0.004405
V2160          : -0.007210
V2161          : -0.004958
V2162          : 0.006560
V2163          : 0.003880
V2164          : 0.006915
V2165          : 0.004954
V2166          : 0.005694
V2168          : -0.005483
V2169          : 0.001157
V2170          : 0.005478
V2171          : 0.005835
V2172          : 0.005843
V2173          : 0.001249
V2174          : 0.003829
V2175          : -0.002111
V2176          : 0.001693
V2177          : 0.005866
V2178          : 0.004981
V2179          : 0.007180
V2180          : -0.006618
V2181          : 0.005943
V2182          : 0.005797
V2183          : -0.006867
V2185          : 0.002569
V2188          : -0.006812
V2189          : 0.005148
V2190          : -0.002967
V2191          : 0.005391
V2192          : -0.006539
V2193          : 0.001031
V2194          : 0.004974
V2195          : 0.002748
V2196          : -0.006252
V2197          : 0.004785
V2198          : 0.005916
V2199          : 0.000946
V2200          : -0.004529
V2201          : -0.002537
V2202          : 0.005912
V2203          : -0.005021
V2204          : -0.002736
V2205          : 0.006422
V2208          : 0.005699
V2209          : 0.005888
V2210          : 0.006008
V2211          : 0.007503
V2212          : -0.008069
V2213          : 0.005947
V2215          : 0.000213
V2216          : 0.005493
V2217          : 0.005994
V2218          : 0.006353
V2219          : 0.005795
V2220          : -0.002749
V2222          : 0.005452
V2223          : 0.004162
V2224          : -0.003622
V2225          : 0.004032
V2226          : 0.004089
V2230          : -0.007375
V2231          : 0.005766
V2232          : 0.006093
V2233          : -0.002349
V2235          : -0.006040
V2236          : 0.002581
V2237          : 0.004939
V2238          : -0.000754
V2239          : 0.006189
V2240          : -0.002768
V2241          : 0.005055
V2242          : -0.006132
V2243          : 0.006870
V2244          : -0.012557
V2245          : 0.005151
V2246          : 0.005412
V2247          : 0.005742
V2249          : -0.006581
V2250          : -0.007129
V2251          : 0.004214
V2252          : -0.005728
V2253          : 0.000646
V2254          : -0.000506
V2255          : 0.005654
V2256          : -0.003910
V2257          : -0.003844
V2258          : 0.002666
V2260          : 0.005840
V2261          : -0.005525
V2262          : -0.009881
V2263          : 0.002826
V2264          : 0.002105
V2265          : 0.003811
V2266          : -0.000256
V2267          : 0.003349
V2268          : -0.009125
V2269          : 0.005275
V2271          : 0.008918
V2272          : 0.004757
V2273          : 0.007153
V2274          : 0.005895
V2275          : 0.005228
V2276          : -0.007800
V2277          : 0.004128
V2278          : 0.005110
V2279          : 0.004315
V2280          : 0.005942
V2281          : 0.004414
V2282          : 0.006683
V2283          : -0.004226
V2284          : -0.002473
V2286          : -0.003032
V2287          : -0.003989
V2288          : 0.003456
V2289          : 0.005791
V2291          : 0.005830
V2292          : 0.000370
V2293          : -0.003811
V2294          : -0.003954
V2295          : 0.000053
V2297          : 0.005326
V2299          : 0.005814
V2300          : 0.003901
V2301          : 0.005776
V2302          : 0.004949
V2303          : -0.013638
V2304          : 0.004863
V2308          : 0.004981
V2309          : 0.005706
V2310          : 0.006769
V2311          : 0.000005
V2312          : 0.006412
V2313          : 0.005831
V2314          : 0.006081
V2316          : -0.003786
V2317          : 0.001800
V2318          : 0.006120
V2320          : 0.003847
V2321          : 0.005609
V2322          : -0.002262
V2323          : 0.007211
V2324          : 0.005936
V2325          : 0.005090
V2326          : 0.006199
V2327          : 0.005977
V2328          : -0.001529
V2329          : -0.005660
V2330          : 0.004163
V2331          : 0.003686
V2332          : 0.000086
V2333          : 0.005978
V2334          : 0.006105
V2336          : 0.005887
V2337          : 0.005482
V2338          : 0.005167
V2340          : -0.002452
V2341          : 0.005764
V2342          : 0.006771
V2343          : -0.006962
V2344          : 0.005229
V2346          : 0.002102
V2347          : -0.003462
V2348          : 0.005963
V2349          : 0.005799
V2350          : 0.005715
V2351          : 0.005052
V2352          : 0.002073
V2353          : 0.005955
V2354          : 0.004522
V2355          : 0.005830
V2356          : 0.005822
V2357          : 0.005812
V2358          : 0.004513
V2359          : 0.005929
V2360          : 0.006272
V2361          : 0.005624
V2362          : -0.004774
V2364          : -0.005179
V2366          : -0.011264
V2367          : 0.005850
V2372          : 0.005932
V2375          : -0.004363
V2377          : -0.003905
V2378          : -0.005099
V2379          : 0.004340
V2381          : 0.005947
V2382          : 0.003618
V2383          : 0.005775
V2384          : 0.003521
V2385          : 0.003720
V2386          : 0.002089
V2387          : 0.002258
V2388          : 0.000157
V2389          : -0.006749
V2390          : 0.005609
V2391          : 0.005964
V2392          : -0.004721
V2393          : -0.001563
V2394          : 0.005178
V2395          : -0.007680
V2396          : 0.004939
V2397          : 0.000282
V2398          : -0.001576
V2399          : 0.005576
V2400          : 0.003376
V2401          : 0.006784
V2402          : 0.004943
V2403          : 0.005792
V2404          : -0.006750
V2405          : 0.000427
V2406          : 0.005364
V2408          : 0.008064
V2409          : -0.001771
V2410          : -0.002837
V2411          : -0.004840
V2413          : 0.005149
V2414          : 0.006044
V2415          : 0.000729
V2416          : 0.005453
V2418          : 0.005680
V2419          : 0.006594
V2420          : -0.005910
V2421          : -0.006566
V2422          : 0.003761
V2423          : 0.000139
V2424          : 0.006874
V2425          : 0.002297
V2426          : 0.006478
V2427          : 0.005447
V2428          : 0.003380
V2429          : 0.002261
V2430          : 0.004893
V2431          : -0.003854
V2432          : 0.006385
V2433          : -0.005138
V2434          : 0.006409
V2435          : 0.005637
V2436          : 0.003630
V2438          : 0.002753
V2439          : 0.008952
V2440          : 0.005205
V2441          : 0.005917
V2442          : 0.004661
V2443          : 0.001814
V2444          : 0.005868
V2445          : 0.005278
V2446          : -0.001737
V2447          : -0.000564
V2448          : 0.004465
V2449          : 0.005118
V2450          : 0.003093
V2451          : 0.004073
V2454          : 0.003548
V2455          : -0.000990
V2456          : -0.001455
V2457          : 0.005410
V2458          : -0.012706
V2460          : 0.005664
V2461          : 0.005579
V2462          : 0.006197
V2463          : -0.006287
V2464          : 0.004106
V2465          : -0.004236
V2466          : -0.006772
V2467          : 0.003475
V2468          : 0.005334
V2469          : 0.003734
V2470          : 0.004008
V2471          : -0.003785
V2473          : 0.002182
V2474          : 0.006140
V2475          : 0.005511
V2476          : 0.003214
V2477          : 0.004024
V2479          : 0.004999
V2480          : -0.004103
V2481          : -0.004794
V2482          : 0.005594
V2483          : 0.005180
V2484          : 0.005308
V2485          : -0.005130
V2486          : 0.006670
V2488          : 0.003618
V2489          : -0.003945
V2490          : -0.003363
V2491          : -0.002689
V2492          : 0.004044
V2493          : -0.000681
V2494          : 0.004969
V2495          : -0.010283
V2496          : 0.003891
V2498          : 0.001440
V2499          : 0.005576
V2500          : -0.005902
V2501          : 0.005852
V2502          : 0.006201
V2503          : -0.002968
V2504          : 0.005419
V2505          : 0.008360
V2506          : 0.005189
V2507          : -0.009175
V2508          : 0.005944
V2509          : 0.005724
V2510          : 0.000483
V2511          : 0.005762
V2512          : -0.007067
V2513          : -0.000083
V2514          : -0.005120
V2515          : -0.001143
V2519          : 0.002689
V2520          : 0.005605
V2521          : 0.004289
V2522          : 0.005871
V2523          : 0.006047
V2526          : 0.005006
V2527          : -0.004418
V2528          : -0.001926
V2529          : 0.004312
V2530          : -0.001336
V2531          : 0.000211
V2532          : 0.004616
V2533          : 0.005785
V2534          : 0.004152
V2535          : 0.005717
V2536          : 0.003826
V2537          : 0.004541
V2538          : -0.004636
V2539          : -0.005984
V2540          : 0.005486
V2541          : 0.006699
V2542          : -0.002438
V2545          : 0.005626
V2546          : 0.006600
V2547          : -0.005726
V2548          : -0.005814
V2549          : 0.005601
V2551          : -0.009211
V2552          : 0.004878
V2553          : -0.007984
V2555          : 0.002567
V2556          : 0.001047
V2559          : 0.004286
V2560          : 0.002185
V2561          : 0.005393
V2562          : 0.001324
V2563          : 0.005560
V2564          : 0.005285
V2565          : 0.006053
V2566          : -0.003664
V2567          : 0.000366
V2570          : 0.004972
V2571          : 0.002179
V2574          : 0.005669
V2575          : -0.002121
V2576          : 0.006047
V2577          : 0.005914
V2578          : 0.006594
V2579          : 0.005424
V2580          : 0.004759
V2581          : 0.005676
V2583          : 0.005328
V2584          : -0.004487
V2585          : -0.008686
V2586          : 0.002773
V2587          : -0.002521
V2588          : 0.005909
V2590          : 0.000106
V2591          : -0.011689
V2592          : -0.008160
V2593          : 0.005537
V2594          : -0.000237
V2596          : 0.005826
V2597          : -0.007219
V2598          : -0.006099
V2599          : 0.003325
V2600          : 0.005786
V2601          : 0.004749
V2602          : 0.005313
V2603          : 0.003522
V2604          : -0.004931
V2605          : -0.008353
V2606          : 0.003207
V2607          : 0.004762
V2608          : -0.009702
V2609          : 0.000461
V2610          : 0.005955
V2611          : 0.005193
V2612          : 0.005920
V2613          : -0.001646
V2614          : 0.004429
V2615          : 0.003126
V2616          : 0.005877
V2617          : 0.003849
V2618          : -0.003729
V2619          : -0.000934
V2620          : 0.005787
V2621          : -0.005583
V2622          : 0.005758
V2623          : 0.003509
V2624          : -0.012389
V2625          : -0.001471
V2627          : 0.001134
V2629          : 0.005942
V2631          : 0.004388
V2632          : 0.006828
V2633          : 0.004928
V2634          : -0.003896
V2635          : -0.006122
V2636          : 0.002727
V2637          : -0.003501
V2638          : 0.005907
V2639          : -0.008816
V2640          : 0.005974
V2641          : -0.013403
V2642          : 0.002588
V2643          : 0.006974
V2646          : 0.001272
V2647          : 0.005563
V2648          : -0.004576
V2649          : 0.006052
V2650          : 0.000484
V2651          : 0.006014
V2652          : 0.005562
V2653          : 0.003975
V2654          : -0.009542
V2655          : 0.006171
V2656          : 0.006148
V2657          : 0.005410
V2660          : 0.003394
V2661          : 0.004563
V2662          : 0.005904
V2663          : -0.004922
V2664          : 0.006307
V2665          : 0.004659
V2666          : -0.005216
V2668          : 0.005998
V2669          : 0.006151
V2670          : 0.004809
V2671          : -0.001622
V2672          : 0.004175
V2673          : 0.005914
V2674          : 0.004680
V2675          : 0.006132
V2677          : -0.005725
V2678          : -0.010701
V2679          : 0.003001
V2680          : 0.005374
V2681          : 0.007127
V2682          : 0.006191
V2683          : 0.006290
V2684          : 0.006298
V2685          : -0.004856
V2686          : 0.005229
V2687          : 0.008399
V2688          : 0.006531
V2690          : 0.001402
V2691          : -0.008914
V2692          : -0.008211
V2693          : 0.006758
V2694          : 0.001877
V2695          : -0.002575
V2696          : 0.004560
V2697          : 0.004819
V2699          : -0.005135
V2700          : 0.002323
V2702          : 0.005773
V2703          : 0.006093
V2706          : 0.006064
V2707          : 0.005656
V2708          : 0.004117
V2709          : -0.001240
V2710          : -0.000291
V2711          : -0.006265
V2712          : 0.003918
V2713          : 0.004990
V2714          : -0.002980
V2715          : 0.006693
V2716          : 0.006023
V2717          : -0.006231
V2718          : -0.006755
V2719          : 0.001624
V2720          : 0.005893
V2723          : -0.001706
V2724          : 0.003115
V2725          : -0.006377
V2726          : -0.005208
V2727          : 0.005774
V2728          : 0.005640
V2729          : 0.005756
V2730          : 0.000066
V2731          : 0.005809
V2732          : 0.000389
V2733          : -0.000709
V2734          : 0.006424
V2735          : 0.004109
V2736          : 0.007172
V2737          : -0.006610
V2738          : 0.007770
V2740          : -0.001912
V2741          : -0.005656
V2742          : 0.004296
V2743          : 0.005976
V2744          : -0.003132
V2745          : 0.006627
V2746          : -0.001240
V2747          : -0.001062
V2748          : -0.004236
V2749          : 0.003975
V2750          : 0.005579
V2751          : 0.005716
V2752          : 0.005628
V2753          : 0.003657
V2756          : -0.000709
V2758          : -0.001657
V2759          : -0.000750
V2760          : -0.004726
V2761          : -0.000351
V2762          : -0.002937
V2763          : -0.003396
V2764          : 0.004194
V2765          : -0.001521
V2766          : 0.006533
V2767          : 0.006029
V2768          : -0.006886
V2769          : 0.005962
V2770          : -0.004042
V2771          : 0.006003
V2774          : 0.006396
V2775          : 0.007131
V2776          : -0.001527
V2777          : 0.004886
V2778          : -0.005424
V2779          : -0.006231
V2780          : -0.005053
V2781          : 0.004060
V2782          : 0.004832
V2783          : -0.003099
V2785          : 0.005636
V2786          : 0.004265
V2787          : -0.006688
V2788          : -0.003923
V2789          : -0.002956
V2790          : -0.003472
V2792          : 0.008167
V2794          : 0.005746
V2795          : 0.004850
V2797          : -0.003673
V2798          : 0.003105
V2799          : 0.001457
V2800          : 0.006218
V2801          : -0.008541
V2802          : -0.003106
V2803          : -0.009191
V2804          : -0.004744
V2805          : -0.004887
V2806          : 0.001831
V2807          : 0.000000
V2808          : -0.003532
V2809          : -0.004161
V2810          : -0.009052
V2811          : 0.005565
V2813          : 0.005705
V2814          : -0.010602
V2815          : 0.000650
V2817          : -0.005820
V2818          : 0.006049
V2819          : -0.002933
V2821          : 0.005641
V2822          : 0.006566
V2823          : 0.001637
V2824          : 0.004342
V2825          : 0.004401
V2827          : 0.004072
V2828          : 0.005729
V2830          : 0.006953
V2831          : 0.004033
V2832          : 0.005410
V2833          : 0.006372
V2834          : -0.000359
V2835          : -0.004443
V2836          : 0.005651
V2837          : 0.003017
V2838          : 0.005051
V2839          : 0.002544
V2840          : 0.001552
V2841          : 0.002747
V2843          : -0.001596
V2844          : 0.005677
V2845          : -0.001876
V2846          : 0.005105
V2848          : -0.006185
V2849          : -0.002849
V2850          : -0.003898
V2851          : -0.003645
V2852          : -0.003411
V2853          : -0.002215
V2854          : -0.002938
V2855          : 0.004377
V2856          : 0.003488
V2857          : 0.002760
V2858          : 0.009327
V2859          : 0.005854
V2860          : -0.004305
V2861          : 0.003156
V2862          : -0.000598
V2863          : -0.011836
V2864          : 0.005118
V2865          : 0.004104
V2866          : -0.005359
V2867          : 0.001117
V2868          : 0.000999
V2869          : -0.003633
V2870          : 0.006424
V2871          : -0.003647
V2872          : -0.004685
V2873          : 0.005216
V2874          : 0.000413
V2875          : 0.000486
V2876          : 0.005147
V2878          : 0.003519
V2879          : -0.007855
V2881          : -0.000403
V2882          : -0.004460
V2883          : -0.002224
V2884          : -0.011589
V2885          : 0.004511
V2887          : -0.002878
V2888          : -0.003109
V2889          : -0.007962
V2890          : 0.004405
V2891          : 0.005198
V2892          : -0.003494
V2893          : -0.002639
V2894          : 0.001995
V2895          : -0.003522
V2898          : 0.004609
V2899          : 0.004514
V2900          : -0.004764
V2901          : 0.006787
V2902          : 0.006694
V2903          : -0.007088
V2904          : -0.009925
V2906          : 0.007559
V2907          : -0.002479
V2908          : -0.000087
V2909          : -0.001812
V2910          : 0.002159
V2911          : 0.005641
V2912          : -0.002818
V2913          : -0.001282
V2914          : -0.002385
V2915          : 0.007678
V2916          : -0.001087
V2917          : -0.001788
V2918          : 0.006044
V2920          : 0.003766
V2921          : 0.002698
V2922          : -0.000850
V2923          : -0.004080
V2924          : 0.005830
V2925          : -0.001254
V2926          : 0.006794
V2927          : -0.003814
V2928          : 0.003087
V2929          : -0.005429
V2930          : 0.001248
V2931          : 0.004902
V2933          : 0.009386
V2934          : 0.005832
V2935          : 0.006345
V2936          : 0.005906
V2937          : 0.007099
V2938          : 0.000704
V2939          : -0.003507
V2940          : 0.002014
V2941          : -0.006648
V2942          : -0.005600
V2943          : 0.006677
V2944          : -0.006917
V2945          : -0.004209
V2946          : -0.005262
V2947          : -0.003018
V2948          : 0.005394
V2949          : 0.004737
V2951          : -0.005597
V2952          : 0.002584
V2953          : -0.005182
V2954          : -0.000752
V2955          : 0.006453
V2956          : -0.011937
V2958          : 0.005689
V2959          : 0.006397
V2960          : 0.002526
V2961          : -0.006393
V2962          : 0.003994
V2963          : 0.005391
V2966          : 0.002159
V2967          : 0.005864
V2968          : 0.006756
V2969          : -0.003559
V2970          : -0.002399
V2971          : 0.003665
V2972          : 0.002496
V2973          : -0.004962
V2974          : 0.006188
V2976          : 0.002211
V2977          : -0.003460
V2978          : 0.006197
V2979          : -0.013258
V2980          : -0.000733
V2981          : -0.003130
V2982          : -0.002738
V2983          : -0.005976
V2984          : -0.004525
V2985          : 0.005490
V2986          : -0.002734
V2987          : 0.002457
V2988          : -0.003057
V2989          : -0.000279
V2990          : -0.011223
V2991          : 0.009045
V2992          : 0.000623
V2994          : 0.000762
V2995          : -0.001640
V2996          : -0.003060
V2999          : 0.003487
V3000          : 0.007176
V3001          : -0.008028
V3002          : 0.006236
V3003          : -0.003548
V3004          : -0.003897
V3005          : -0.001734
V3006          : -0.001382
V3008          : -0.003005
V3009          : 0.004464
V3010          : -0.002278
V3012          : -0.002783
V3013          : -0.004141
V3015          : -0.000000
V3016          : 0.002929
V3017          : 0.007555
V3018          : 0.006303
V3020          : 0.005509
V3022          : -0.001336
V3023          : 0.004216
V3024          : -0.002442
V3025          : -0.006696
V3026          : 0.006531
V3027          : 0.005768
V3028          : -0.001986
V3029          : 0.005757
V3030          : 0.006500
V3031          : 0.006208
V3032          : 0.002457
V3033          : -0.007097
V3034          : 0.006031
V3035          : -0.000268
V3036          : 0.005596
V3037          : 0.006361
V3038          : 0.006034
V3039          : -0.002524
V3040          : -0.004932
V3041          : 0.003584
V3042          : 0.005534
V3043          : 0.002926
V3044          : -0.007258
V3045          : 0.004975
V3046          : -0.006149
V3047          : 0.005453
V3049          : -0.000202
V3050          : 0.000365
V3052          : 0.002891
V3053          : 0.004922
V3054          : -0.001891
V3055          : 0.006206
V3056          : -0.002746
V3057          : 0.005506
V3058          : 0.006879
V3059          : -0.006423
V3061          : 0.000388
V3062          : -0.003464
V3063          : 0.000171
V3064          : 0.001468
V3065          : -0.006720
V3066          : -0.003539
V3067          : 0.006327
V3068          : 0.001208
V3069          : 0.007207
V3071          : 0.005632
V3072          : 0.000036
V3073          : -0.006260
V3074          : -0.009814
V3075          : 0.002473
V3077          : -0.010117
V3078          : 0.001032
V3080          : -0.004667
V3081          : 0.007718
V3082          : 0.006020
V3083          : 0.005796
V3084          : -0.002926
V3085          : -0.005461
V3086          : 0.005606
V3087          : -0.006053
V3089          : 0.005780
V3090          : -0.004710
V3091          : -0.005838
V3092          : 0.005604
V3093          : 0.006446
V3094          : 0.005810
V3095          : 0.005925
V3096          : -0.004749
V3097          : 0.001130
V3098          : -0.000505
V3099          : 0.005866
V3100          : 0.005269
V3101          : 0.000293
V3102          : 0.005055
V3103          : -0.007747
V3105          : -0.003449
V3106          : 0.005954
V3107          : 0.002145
V3109          : 0.005322
V3110          : 0.001797
V3111          : -0.006262
V3112          : 0.007735
V3113          : 0.001276
V3114          : 0.006065
V3115          : -0.003340
V3116          : 0.005176
V3120          : -0.006010
V3121          : -0.001643
V3122          : 0.004303
V3123          : -0.004017
V3124          : 0.007852
V3125          : -0.004804
V3127          : 0.005623
V3128          : 0.005723
V3129          : -0.005952
V3130          : 0.001357
V3131          : -0.001540
V3132          : 0.006656
V3133          : 0.005971
V3134          : 0.004101
V3135          : 0.001501
V3136          : -0.000312
V3137          : -0.005499
V3138          : -0.006365
V3139          : -0.001042
V3140          : 0.002363
V3141          : 0.005644
V3142          : -0.002029
V3143          : 0.003869
V3145          : -0.006199
V3146          : -0.001905
V3147          : 0.005573
V3148          : -0.003407
V3149          : -0.000915
V3150          : -0.003045
V3152          : -0.001534
V3153          : 0.004911
V3155          : -0.001568
V3156          : 0.006835
V3157          : 0.005081
V3158          : 0.005459
V3159          : 0.006397
V3160          : 0.005831
V3161          : 0.005731
V3162          : 0.005879
V3164          : -0.003746
V3165          : -0.006926
V3166          : 0.003521
V3167          : 0.004641
V3168          : -0.004085
V3169          : 0.003078
V3171          : 0.000228
V3172          : -0.000257
V3174          : 0.003501
V3175          : -0.000059
V3177          : -0.003438
V3179          : -0.006559
V3180          : -0.003582
V3181          : -0.005331
V3182          : 0.002127
V3183          : -0.001003
V3184          : 0.005630
V3185          : 0.002193
V3186          : -0.003373
V3187          : 0.005286
