custom_lambda_0.0078 Coefficients
==================================================
Bias Term      : -0.005541
V1726          : 0.001558
V1727          : 0.002582
V1728          : 0.006236
V1729          : 0.004102
V1731          : 0.006451
V1733          : 0.005196
V1734          : 0.001532
V1735          : 0.007640
V1736          : 0.002433
V1737          : 0.004781
V1738          : 0.001283
V1739          : 0.005072
V1740          : 0.004073
V1741          : -0.003472
V1742          : 0.005587
V1745          : 0.005132
V1746          : -0.004872
V1748          : 0.006249
V1749          : -0.000528
V1750          : 0.005231
V1751          : -0.000559
V1752          : -0.005195
V1753          : 0.005880
V1755          : -0.002804
V1756          : 0.005509
V1757          : 0.005097
V1758          : 0.005479
V1759          : -0.007108
V1761          : 0.006151
V1762          : 0.004924
V1763          : 0.005205
V1764          : 0.007075
V1766          : -0.006459
V1767          : 0.005487
V1769          : 0.006233
V1770          : -0.000098
V1771          : 0.005822
V1772          : 0.002344
V1775          : 0.004981
V1776          : 0.004977
V1777          : 0.006107
V1778          : 0.005696
V1779          : 0.005989
V1780          : 0.004351
V1781          : 0.005777
V1782          : 0.006606
V1784          : 0.006263
V1785          : 0.002335
V1786          : 0.006160
V1787          : 0.005416
V1788          : 0.007760
V1789          : 0.005746
V1790          : 0.004267
V1792          : -0.001632
V1794          : 0.006901
V1795          : -0.003213
V1796          : -0.006069
V1797          : 0.005747
V1798          : 0.005685
V1799          : -0.004060
V1800          : 0.006556
V1801          : -0.004162
V1802          : 0.003535
V1803          : -0.004930
V1804          : -0.004091
V1805          : 0.003677
V1806          : 0.001549
V1808          : -0.000000
V1809          : -0.006169
V1810          : 0.006000
V1811          : 0.005698
V1812          : 0.003341
V1813          : 0.004698
V1814          : 0.004430
V1815          : 0.005024
V1816          : 0.005792
V1817          : 0.005932
V1818          : -0.005184
V1819          : -0.003055
V1820          : -0.000030
V1821          : -0.005115
V1822          : 0.005293
V1823          : 0.005967
V1824          : 0.005823
V1825          : 0.006033
V1826          : 0.001464
V1827          : 0.005488
V1828          : -0.005947
V1831          : 0.005834
V1832          : 0.007409
V1833          : 0.005842
V1834          : -0.003542
V1836          : -0.004314
V1837          : 0.000804
V1838          : 0.003408
V1839          : 0.000455
V1840          : 0.000709
V1841          : 0.004812
V1842          : 0.003116
V1843          : -0.006668
V1844          : -0.009155
V1845          : 0.005787
V1846          : -0.003851
V1847          : 0.003921
V1848          : 0.005018
V1849          : 0.005461
V1850          : -0.004717
V1851          : -0.003069
V1852          : 0.005700
V1853          : 0.006030
V1854          : 0.007879
V1855          : -0.007751
V1856          : -0.006984
V1857          : 0.005254
V1858          : -0.006487
V1859          : -0.000118
V1860          : 0.001625
V1861          : -0.003969
V1862          : -0.004031
V1863          : 0.000724
V1864          : 0.003723
V1865          : 0.004187
V1866          : 0.002909
V1867          : 0.004896
V1868          : 0.001100
V1869          : 0.005149
V1870          : 0.005730
V1873          : 0.005100
V1874          : -0.001192
V1875          : 0.006607
V1876          : 0.004141
V1877          : -0.003611
V1878          : 0.000605
V1880          : 0.005812
V1881          : -0.002019
V1882          : 0.006382
V1883          : 0.006394
V1884          : 0.005769
V1885          : 0.003475
V1886          : 0.002685
V1887          : -0.009709
V1888          : 0.006427
V1889          : 0.005810
V1890          : 0.005141
V1892          : 0.005679
V1893          : -0.003080
V1894          : -0.001135
V1895          : -0.004123
V1896          : 0.004547
V1897          : 0.004824
V1898          : 0.003614
V1899          : -0.005867
V1900          : 0.004413
V1901          : 0.005933
V1902          : -0.004793
V1903          : -0.002540
V1905          : 0.006045
V1906          : 0.003160
V1907          : 0.005666
V1908          : 0.003302
V1909          : 0.005967
V1910          : -0.011355
V1911          : 0.000510
V1913          : -0.006174
V1914          : -0.003167
V1915          : -0.005763
V1916          : 0.000397
V1918          : -0.009648
V1919          : -0.003871
V1921          : -0.002791
V1922          : -0.004923
V1923          : 0.004435
V1924          : -0.001854
V1925          : 0.001168
V1926          : 0.003485
V1927          : 0.006395
V1928          : 0.006022
V1929          : -0.006636
V1930          : 0.001774
V1932          : 0.006640
V1933          : 0.005849
V1934          : 0.004895
V1935          : 0.005843
V1936          : -0.000132
V1938          : 0.005888
V1939          : 0.005593
V1940          : -0.003857
V1941          : -0.011533
V1942          : 0.003179
V1943          : -0.005049
V1944          : 0.000842
V1945          : 0.007425
V1946          : 0.002096
V1947          : -0.005720
V1949          : -0.008232
V1950          : 0.005862
V1951          : -0.007753
V1952          : -0.006531
V1953          : 0.005827
V1954          : 0.005825
V1955          : 0.006098
V1956          : -0.004001
V1957          : 0.007279
V1959          : 0.009042
V1960          : -0.002908
V1961          : 0.006313
V1962          : 0.004834
V1963          : -0.001031
V1965          : 0.000872
V1966          : 0.003953
V1967          : 0.005971
V1968          : 0.005632
V1969          : 0.004756
V1970          : 0.003352
V1971          : 0.002972
V1972          : 0.005444
V1973          : -0.005013
V1974          : -0.003100
V1975          : 0.005613
V1976          : 0.006280
V1978          : 0.005437
V1980          : 0.005781
V1981          : 0.005590
V1982          : -0.002463
V1983          : 0.005648
V1984          : 0.004795
V1985          : 0.005592
V1986          : -0.004951
V1988          : 0.006303
V1989          : 0.003531
V1990          : 0.005592
V1991          : 0.001543
V1992          : 0.005266
V1993          : 0.006469
V1994          : -0.010171
V1996          : -0.000562
V1997          : 0.000000
V1998          : 0.002139
V1999          : 0.006240
V2000          : -0.000351
V2001          : 0.005536
V2002          : 0.000260
V2003          : -0.013356
V2004          : 0.005810
V2005          : 0.005771
V2006          : -0.000459
V2007          : 0.004774
V2008          : 0.003756
V2009          : -0.001280
V2010          : 0.004922
V2011          : -0.006459
V2012          : 0.006177
V2013          : 0.006696
V2014          : 0.005844
V2015          : 0.005642
V2016          : -0.007286
V2017          : -0.002377
V2018          : -0.006417
V2019          : 0.004963
V2020          : 0.002414
V2021          : -0.013011
V2022          : -0.009023
V2023          : -0.004271
V2024          : 0.001302
V2025          : 0.005146
V2026          : 0.001827
V2027          : -0.000000
V2028          : 0.005834
V2030          : 0.002326
V2033          : 0.005726
V2036          : 0.005086
V2037          : -0.012869
V2038          : 0.004134
V2039          : -0.004549
V2040          : 0.006104
V2041          : -0.003270
V2042          : 0.006615
V2044          : 0.005090
V2046          : 0.005799
V2047          : -0.006920
V2048          : 0.005810
V2049          : -0.002461
V2050          : -0.005169
V2051          : -0.005600
V2052          : 0.004772
V2053          : 0.006924
V2054          : 0.001334
V2055          : 0.005764
V2056          : 0.005966
V2058          : 0.003621
V2059          : 0.002848
V2060          : 0.002684
V2062          : -0.000055
V2063          : 0.005531
V2064          : -0.003220
V2065          : 0.005846
V2066          : 0.004883
V2067          : 0.002257
V2068          : 0.005743
V2069          : 0.003560
V2071          : -0.003564
V2072          : 0.005083
V2073          : -0.001444
V2075          : -0.003298
V2076          : 0.005992
V2077          : 0.005446
V2078          : 0.005861
V2079          : 0.001537
V2080          : 0.004174
V2081          : 0.004372
V2082          : 0.005911
V2085          : -0.004896
V2086          : 0.005276
V2087          : 0.005944
V2088          : -0.001680
V2089          : 0.005724
V2090          : 0.003204
V2091          : 0.005374
V2092          : -0.005479
V2093          : -0.005790
V2094          : -0.009499
V2095          : -0.000603
V2096          : 0.002510
V2097          : 0.006035
V2098          : 0.008072
V2099          : 0.008492
V2100          : -0.002198
V2102          : -0.003361
V2103          : 0.005164
V2104          : 0.001221
V2105          : 0.003794
V2106          : -0.002934
V2107          : -0.002596
V2108          : 0.005752
V2109          : 0.006238
V2110          : -0.001086
V2111          : 0.006882
V2112          : 0.006552
V2114          : 0.004714
V2115          : 0.003854
V2116          : 0.004996
V2117          : 0.005623
V2118          : -0.003965
V2119          : -0.005787
V2120          : -0.000032
V2121          : 0.004738
V2122          : 0.003012
V2123          : -0.006033
V2124          : 0.005739
V2125          : 0.005422
V2128          : -0.005519
V2129          : 0.008158
V2130          : 0.004772
V2131          : 0.003688
V2132          : 0.006091
V2133          : 0.002012
V2134          : 0.005527
V2135          : 0.005210
V2136          : 0.005571
V2137          : -0.002168
V2138          : -0.004942
V2139          : 0.005502
V2140          : 0.005893
V2141          : 0.005009
V2142          : -0.008233
V2143          : -0.003334
V2144          : 0.004635
V2145          : 0.005898
V2146          : 0.005309
V2147          : -0.001871
V2148          : -0.000000
V2149          : -0.000429
V2150          : 0.003513
V2151          : 0.004493
V2152          : 0.004484
V2153          : 0.002757
V2154          : 0.005552
V2155          : 0.006733
V2156          : 0.001974
V2157          : -0.007439
V2158          : 0.004094
V2159          : -0.004237
V2160          : -0.007073
V2161          : -0.004906
V2162          : 0.006471
V2163          : 0.003764
V2164          : 0.006668
V2165          : 0.004599
V2166          : 0.005627
V2168          : -0.005430
V2169          : 0.001016
V2170          : 0.005373
V2171          : 0.005768
V2172          : 0.005756
V2173          : 0.001107
V2174          : 0.003656
V2175          : -0.002086
V2176          : 0.001444
V2177          : 0.005797
V2178          : 0.004899
V2179          : 0.007079
V2180          : -0.006515
V2181          : 0.005859
V2182          : 0.005727
V2183          : -0.006772
V2185          : 0.002436
V2188          : -0.006687
V2189          : 0.005037
V2190          : -0.002881
V2191          : 0.005284
V2192          : -0.006206
V2193          : 0.000920
V2194          : 0.004891
V2195          : 0.002307
V2196          : -0.006168
V2197          : 0.004655
V2198          : 0.005828
V2199          : 0.000866
V2200          : -0.004484
V2201          : -0.002207
V2202          : 0.005846
V2203          : -0.004667
V2204          : -0.002264
V2205          : 0.006296
V2208          : 0.005615
V2209          : 0.005820
V2210          : 0.005934
V2211          : 0.007339
V2212          : -0.007790
V2213          : 0.005867
V2215          : 0.000109
V2216          : 0.005353
V2217          : 0.005871
V2218          : 0.006265
V2219          : 0.005716
V2220          : -0.002538
V2222          : 0.005382
V2223          : 0.004066
V2224          : -0.003598
V2225          : 0.003899
V2226          : 0.004002
V2230          : -0.007277
V2231          : 0.005568
V2232          : 0.005997
V2233          : -0.002092
V2235          : -0.005957
V2236          : 0.002457
V2237          : 0.004851
V2238          : -0.000608
V2239          : 0.006093
V2240          : -0.002442
V2241          : 0.004918
V2242          : -0.006034
V2243          : 0.006710
V2244          : -0.012005
V2245          : 0.005081
V2246          : 0.005345
V2247          : 0.005657
V2249          : -0.006435
V2250          : -0.007024
V2251          : 0.004124
V2252          : -0.005619
V2253          : 0.000491
V2254          : -0.000378
V2255          : 0.005573
V2256          : -0.003666
V2257          : -0.003706
V2258          : 0.002510
V2260          : 0.005760
V2261          : -0.005465
V2262          : -0.009513
V2263          : 0.002705
V2264          : 0.001880
V2265          : 0.003725
V2266          : -0.000175
V2267          : 0.003147
V2268          : -0.008908
V2269          : 0.005095
V2271          : 0.008504
V2272          : 0.004526
V2273          : 0.006995
V2274          : 0.005816
V2275          : 0.005077
V2276          : -0.007694
V2277          : 0.004022
V2278          : 0.004997
V2279          : 0.004237
V2280          : 0.005833
V2281          : 0.004312
V2282          : 0.006545
V2283          : -0.004031
V2284          : -0.002338
V2286          : -0.002735
V2287          : -0.003961
V2288          : 0.003316
V2289          : 0.005723
V2291          : 0.005747
V2292          : 0.000159
V2293          : -0.003765
V2294          : -0.003927
V2295          : 0.000000
V2297          : 0.005235
V2299          : 0.005733
V2300          : 0.003802
V2301          : 0.005706
V2302          : 0.004824
V2303          : -0.013156
V2304          : 0.004786
V2308          : 0.004880
V2309          : 0.005633
V2310          : 0.006639
V2311          : 0.000000
V2312          : 0.006313
V2313          : 0.005761
V2314          : 0.006013
V2316          : -0.003759
V2317          : 0.001742
V2318          : 0.006025
V2320          : 0.003540
V2321          : 0.005502
V2322          : -0.001936
V2323          : 0.007111
V2324          : 0.005841
V2325          : 0.004983
V2326          : 0.006121
V2327          : 0.005893
V2328          : -0.001236
V2329          : -0.005600
V2330          : 0.004074
V2331          : 0.003603
V2332          : 0.000033
V2333          : 0.005908
V2334          : 0.005800
V2336          : 0.005822
V2337          : 0.005401
V2338          : 0.005047
V2340          : -0.002362
V2341          : 0.005666
V2342          : 0.006639
V2343          : -0.006790
V2344          : 0.005138
V2346          : 0.001942
V2347          : -0.003440
V2348          : 0.005873
V2349          : 0.005727
V2350          : 0.005643
V2351          : 0.004951
V2352          : 0.002012
V2353          : 0.005882
V2354          : 0.004408
V2355          : 0.005757
V2356          : 0.005712
V2357          : 0.005724
V2358          : 0.004353
V2359          : 0.005832
V2360          : 0.006179
V2361          : 0.005558
V2362          : -0.004721
V2364          : -0.005124
V2366          : -0.010948
V2367          : 0.005776
V2372          : 0.005835
V2375          : -0.004061
V2377          : -0.003827
V2378          : -0.004954
V2379          : 0.004197
V2381          : 0.005879
V2382          : 0.003496
V2383          : 0.005712
V2384          : 0.003402
V2385          : 0.003334
V2386          : 0.001895
V2387          : 0.002168
V2388          : 0.000046
V2389          : -0.006521
V2390          : 0.005466
V2391          : 0.005892
V2392          : -0.004619
V2393          : -0.001348
V2394          : 0.005035
V2395          : -0.007547
V2396          : 0.004814
V2397          : 0.000082
V2398          : -0.001361
V2399          : 0.005509
V2400          : 0.003235
V2401          : 0.006638
V2402          : 0.004846
V2403          : 0.005641
V2404          : -0.006668
V2405          : 0.000257
V2406          : 0.005293
V2408          : 0.007721
V2409          : -0.001615
V2410          : -0.002824
V2411          : -0.004761
V2413          : 0.004695
V2414          : 0.005967
V2415          : 0.000595
V2416          : 0.005332
V2418          : 0.005609
V2419          : 0.006479
V2420          : -0.005606
V2421          : -0.006298
V2422          : 0.003673
V2423          : 0.000000
V2424          : 0.006788
V2425          : 0.002245
V2426          : 0.006380
V2427          : 0.005382
V2428          : 0.003282
V2429          : 0.001655
V2430          : 0.004719
V2431          : -0.003465
V2432          : 0.006312
V2433          : -0.004995
V2434          : 0.006329
V2435          : 0.005449
V2436          : 0.003500
V2438          : 0.002341
V2439          : 0.008775
V2440          : 0.005099
V2441          : 0.005850
V2442          : 0.004496
V2443          : 0.001739
V2444          : 0.005776
V2445          : 0.005121
V2446          : -0.001731
V2447          : -0.000400
V2448          : 0.004293
V2449          : 0.004936
V2450          : 0.002953
V2451          : 0.004002
V2454          : 0.003461
V2455          : -0.000863
V2456          : -0.001273
V2457          : 0.005223
V2458          : -0.012283
V2460          : 0.005593
V2461          : 0.005467
V2462          : 0.006090
V2463          : -0.006221
V2464          : 0.003949
V2465          : -0.004202
V2466          : -0.006683
V2467          : 0.003371
V2468          : 0.005244
V2469          : 0.003607
V2470          : 0.003888
V2471          : -0.003629
V2473          : 0.002058
V2474          : 0.005981
V2475          : 0.005420
V2476          : 0.003070
V2477          : 0.003942
V2479          : 0.004908
V2480          : -0.004021
V2481          : -0.004583
V2482          : 0.005447
V2483          : 0.005051
V2484          : 0.005237
V2485          : -0.005085
V2486          : 0.006580
V2488          : 0.003492
V2489          : -0.003835
V2490          : -0.003274
V2491          : -0.002612
V2492          : 0.003925
V2493          : -0.000524
V2494          : 0.004885
V2495          : -0.009995
V2496          : 0.003716
V2498          : 0.001299
V2499          : 0.005488
V2500          : -0.005794
V2501          : 0.005742
V2502          : 0.006103
V2503          : -0.002941
V2504          : 0.005287
V2505          : 0.008228
V2506          : 0.005072
V2507          : -0.008665
V2508          : 0.005862
V2509          : 0.005646
V2510          : 0.000384
V2511          : 0.005671
V2512          : -0.006953
V2513          : -0.000000
V2514          : -0.005023
V2515          : -0.001065
V2519          : 0.002588
V2520          : 0.005501
V2521          : 0.004184
V2522          : 0.005806
V2523          : 0.005975
V2526          : 0.004920
V2527          : -0.004321
V2528          : -0.001692
V2529          : 0.004111
V2530          : -0.001218
V2531          : 0.000048
V2532          : 0.004479
V2533          : 0.005669
V2534          : 0.004040
V2535          : 0.005648
V2536          : 0.003746
V2537          : 0.004463
V2538          : -0.004468
V2539          : -0.005842
V2540          : 0.005409
V2541          : 0.006377
V2542          : -0.002233
V2545          : 0.005566
V2546          : 0.006128
V2547          : -0.005347
V2548          : -0.005756
V2549          : 0.005534
V2551          : -0.009011
V2552          : 0.004791
V2553          : -0.007830
V2555          : 0.002486
V2556          : 0.000995
V2559          : 0.004167
V2560          : 0.002041
V2561          : 0.005251
V2562          : 0.001039
V2563          : 0.005482
V2564          : 0.005213
V2565          : 0.005980
V2566          : -0.003403
V2567          : 0.000162
V2570          : 0.004853
V2571          : 0.001943
V2574          : 0.005584
V2575          : -0.001970
V2576          : 0.005959
V2577          : 0.005838
V2578          : 0.006504
V2579          : 0.005316
V2580          : 0.004659
V2581          : 0.005575
V2583          : 0.005230
V2584          : -0.004358
V2585          : -0.008521
V2586          : 0.002589
V2587          : -0.002485
V2588          : 0.005841
V2590          : 0.000055
V2591          : -0.011402
V2592          : -0.007988
V2593          : 0.005440
V2594          : -0.000160
V2596          : 0.005715
V2597          : -0.006989
V2598          : -0.005991
V2599          : 0.003189
V2600          : 0.005716
V2601          : 0.004642
V2602          : 0.005168
V2603          : 0.003406
V2604          : -0.004602
V2605          : -0.008229
V2606          : 0.003098
V2607          : 0.004657
V2608          : -0.009513
V2609          : 0.000283
V2610          : 0.005880
V2611          : 0.005117
V2612          : 0.005841
V2613          : -0.001579
V2614          : 0.004294
V2615          : 0.003052
V2616          : 0.005718
V2617          : 0.003686
V2618          : -0.003283
V2619          : -0.000900
V2620          : 0.005719
V2621          : -0.005501
V2622          : 0.005676
V2623          : 0.003428
V2624          : -0.012043
V2625          : -0.001278
V2627          : 0.001090
V2629          : 0.005825
V2631          : 0.004180
V2632          : 0.006729
V2633          : 0.004688
V2634          : -0.003778
V2635          : -0.006010
V2636          : 0.002575
V2637          : -0.003419
V2638          : 0.005842
V2639          : -0.008697
V2640          : 0.005890
V2641          : -0.012987
V2642          : 0.002484
V2643          : 0.006882
V2646          : 0.001170
V2647          : 0.005471
V2648          : -0.004362
V2649          : 0.005959
V2650          : 0.000405
V2651          : 0.005940
V2652          : 0.005472
V2653          : 0.003883
V2654          : -0.009295
V2655          : 0.006092
V2656          : 0.006032
V2657          : 0.005344
V2660          : 0.003262
V2661          : 0.004384
V2662          : 0.005831
V2663          : -0.004871
V2664          : 0.006224
V2665          : 0.004565
V2666          : -0.005076
V2668          : 0.005886
V2669          : 0.005994
V2670          : 0.004681
V2671          : -0.001556
V2672          : 0.004059
V2673          : 0.005845
V2674          : 0.004558
V2675          : 0.006040
V2677          : -0.005646
V2678          : -0.010403
V2679          : 0.002898
V2680          : 0.005298
V2681          : 0.007045
V2682          : 0.006099
V2683          : 0.006219
V2684          : 0.006177
V2685          : -0.004815
V2686          : 0.005109
V2687          : 0.008183
V2688          : 0.006407
V2690          : 0.001246
V2691          : -0.008552
V2692          : -0.007933
V2693          : 0.006639
V2694          : 0.001796
V2695          : -0.002430
V2696          : 0.004401
V2697          : 0.004726
V2699          : -0.005095
V2700          : 0.002249
V2702          : 0.005701
V2703          : 0.005989
V2706          : 0.005995
V2707          : 0.005538
V2708          : 0.004010
V2709          : -0.000923
V2710          : -0.000071
V2711          : -0.006197
V2712          : 0.003627
V2713          : 0.004894
V2714          : -0.002936
V2715          : 0.006600
V2716          : 0.005930
V2717          : -0.006161
V2718          : -0.006604
V2719          : 0.001361
V2720          : 0.005775
V2723          : -0.001666
V2724          : 0.002948
V2725          : -0.006309
V2726          : -0.004987
V2727          : 0.005699
V2728          : 0.005540
V2729          : 0.005663
V2730          : 0.000000
V2731          : 0.005732
V2732          : 0.000245
V2733          : -0.000580
V2734          : 0.006338
V2735          : 0.004041
V2736          : 0.006943
V2737          : -0.006522
V2738          : 0.007589
V2740          : -0.001686
V2741          : -0.005538
V2742          : 0.004167
V2743          : 0.005903
V2744          : -0.002899
V2745          : 0.006489
V2746          : -0.001150
V2747          : -0.001021
V2748          : -0.004207
V2749          : 0.003834
V2750          : 0.005509
V2751          : 0.005644
V2752          : 0.005531
V2753          : 0.003536
V2756          : -0.000620
V2758          : -0.001516
V2759          : -0.000654
V2760          : -0.004674
V2761          : -0.000077
V2762          : -0.002909
V2763          : -0.003111
V2764          : 0.004050
V2765          : -0.001338
V2766          : 0.006422
V2767          : 0.005953
V2768          : -0.006800
V2769          : 0.005854
V2770          : -0.003958
V2771          : 0.005927
V2774          : 0.006294
V2775          : 0.007007
V2776          : -0.001355
V2777          : 0.004668
V2778          : -0.005269
V2779          : -0.005935
V2780          : -0.004996
V2781          : 0.003900
V2782          : 0.004713
V2783          : -0.003006
V2785          : 0.005558
V2786          : 0.003872
V2787          : -0.006607
V2788          : -0.003850
V2789          : -0.002798
V2790          : -0.003452
V2792          : 0.007877
V2794          : 0.005640
V2795          : 0.004740
V2797          : -0.003631
V2798          : 0.002997
V2799          : 0.001067
V2800          : 0.006070
V2801          : -0.008408
V2802          : -0.003054
V2803          : -0.009020
V2804          : -0.004557
V2805          : -0.004836
V2806          : 0.001678
V2807          : 0.000000
V2808          : -0.003493
V2809          : -0.004121
V2810          : -0.008913
V2811          : 0.005440
V2813          : 0.005597
V2814          : -0.010384
V2815          : 0.000436
V2817          : -0.005633
V2818          : 0.005967
V2819          : -0.002846
V2821          : 0.005553
V2822          : 0.006458
V2823          : 0.001537
V2824          : 0.004272
V2825          : 0.004316
V2827          : 0.003928
V2828          : 0.005657
V2830          : 0.006787
V2831          : 0.003899
V2832          : 0.005310
V2833          : 0.006234
V2834          : -0.000286
V2835          : -0.004247
V2836          : 0.005568
V2837          : 0.002853
V2838          : 0.004911
V2839          : 0.002442
V2840          : 0.001297
V2841          : 0.002679
V2843          : -0.001504
V2844          : 0.005586
V2845          : -0.001844
V2846          : 0.004999
V2848          : -0.006130
V2849          : -0.002819
V2850          : -0.003789
V2851          : -0.003619
V2852          : -0.003354
V2853          : -0.002178
V2854          : -0.002913
V2855          : 0.004141
V2856          : 0.003382
V2857          : 0.002633
V2858          : 0.009098
V2859          : 0.005741
V2860          : -0.004270
V2861          : 0.003055
V2862          : -0.000495
V2863          : -0.011552
V2864          : 0.005014
V2865          : 0.003966
V2866          : -0.005057
V2867          : 0.001032
V2868          : 0.000929
V2869          : -0.003567
V2870          : 0.006343
V2871          : -0.003526
V2872          : -0.004644
V2873          : 0.005023
V2874          : 0.000331
V2875          : 0.000405
V2876          : 0.005048
V2878          : 0.003450
V2879          : -0.007724
V2881          : -0.000301
V2882          : -0.004338
V2883          : -0.002096
V2884          : -0.011210
V2885          : 0.004230
V2887          : -0.002855
V2888          : -0.003084
V2889          : -0.007843
V2890          : 0.004147
V2891          : 0.005078
V2892          : -0.003472
V2893          : -0.002590
V2894          : 0.001916
V2895          : -0.003408
V2898          : 0.004517
V2899          : 0.004393
V2900          : -0.004671
V2901          : 0.006647
V2902          : 0.006578
V2903          : -0.006963
V2904          : -0.009425
V2906          : 0.007441
V2907          : -0.002457
V2908          : -0.000000
V2909          : -0.001743
V2910          : 0.002046
V2911          : 0.005472
V2912          : -0.002723
V2913          : -0.001204
V2914          : -0.002319
V2915          : 0.007453
V2916          : -0.001024
V2917          : -0.001710
V2918          : 0.005923
V2920          : 0.003672
V2921          : 0.002509
V2922          : -0.000473
V2923          : -0.003951
V2924          : 0.005684
V2925          : -0.001146
V2926          : 0.006509
V2927          : -0.003530
V2928          : 0.002913
V2929          : -0.005376
V2930          : 0.001151
V2931          : 0.004728
V2933          : 0.009001
V2934          : 0.005755
V2935          : 0.006202
V2936          : 0.005840
V2937          : 0.006995
V2938          : 0.000600
V2939          : -0.003428
V2940          : 0.001820
V2941          : -0.006521
V2942          : -0.005460
V2943          : 0.006548
V2944          : -0.006631
V2945          : -0.004166
V2946          : -0.005143
V2947          : -0.002952
V2948          : 0.005198
V2949          : 0.004560
V2951          : -0.005526
V2952          : 0.002519
V2953          : -0.005106
V2954          : -0.000691
V2955          : 0.006355
V2956          : -0.011701
V2958          : 0.005603
V2959          : 0.006300
V2960          : 0.002113
V2961          : -0.006321
V2962          : 0.003860
V2963          : 0.005282
V2966          : 0.002069
V2967          : 0.005704
V2968          : 0.006579
V2969          : -0.003537
V2970          : -0.002373
V2971          : 0.003561
V2972          : 0.002350
V2973          : -0.004886
V2974          : 0.006061
V2976          : 0.002047
V2977          : -0.003400
V2978          : 0.006127
V2979          : -0.012941
V2980          : -0.000625
V2981          : -0.003100
V2982          : -0.002577
V2983          : -0.005902
V2984          : -0.004475
V2985          : 0.005409
V2986          : -0.002720
V2987          : 0.002288
V2988          : -0.002916
V2989          : -0.000207
V2990          : -0.010850
V2991          : 0.008620
V2992          : 0.000562
V2994          : 0.000680
V2995          : -0.001597
V2996          : -0.003035
V2999          : 0.003258
V3000          : 0.006892
V3001          : -0.007912
V3002          : 0.006062
V3003          : -0.003416
V3004          : -0.003734
V3005          : -0.001726
V3006          : -0.001365
V3008          : -0.002873
V3009          : 0.004386
V3010          : -0.002265
V3012          : -0.002764
V3013          : -0.004040
V3015          : -0.000000
V3016          : 0.002739
V3017          : 0.007427
V3018          : 0.006193
V3020          : 0.005450
V3022          : -0.001087
V3023          : 0.004089
V3024          : -0.002372
V3025          : -0.006463
V3026          : 0.006445
V3027          : 0.005606
V3028          : -0.001587
V3029          : 0.005528
V3030          : 0.006395
V3031          : 0.006080
V3032          : 0.002409
V3033          : -0.006901
V3034          : 0.005953
V3035          : -0.000178
V3036          : 0.005464
V3037          : 0.006272
V3038          : 0.005944
V3039          : -0.002440
V3040          : -0.004464
V3041          : 0.003503
V3042          : 0.005449
V3043          : 0.002827
V3044          : -0.007031
V3045          : 0.004867
V3046          : -0.005400
V3047          : 0.005350
V3049          : -0.000000
V3050          : 0.000315
V3052          : 0.002778
V3053          : 0.004773
V3054          : -0.001723
V3055          : 0.006129
V3056          : -0.002638
V3057          : 0.005356
V3058          : 0.006737
V3059          : -0.006321
V3061          : 0.000248
V3062          : -0.003435
V3063          : 0.000000
V3064          : 0.001329
V3065          : -0.006577
V3066          : -0.003470
V3067          : 0.006239
V3068          : 0.001123
V3069          : 0.007059
V3071          : 0.005544
V3072          : 0.000000
V3073          : -0.006183
V3074          : -0.009619
V3075          : 0.002320
V3077          : -0.009887
V3078          : 0.000689
V3080          : -0.004583
V3081          : 0.007509
V3082          : 0.005925
V3083          : 0.005689
V3084          : -0.002818
V3085          : -0.005390
V3086          : 0.005519
V3087          : -0.005809
V3089          : 0.005712
V3090          : -0.004269
V3091          : -0.005703
V3092          : 0.005536
V3093          : 0.006309
V3094          : 0.005746
V3095          : 0.005858
V3096          : -0.004645
V3097          : 0.001059
V3098          : -0.000285
V3099          : 0.005784
V3100          : 0.005182
V3101          : 0.000224
V3102          : 0.004972
V3103          : -0.007604
V3105          : -0.003430
V3106          : 0.005883
V3107          : 0.001901
V3109          : 0.005114
V3110          : 0.001747
V3111          : -0.005939
V3112          : 0.007562
V3113          : 0.001130
V3114          : 0.005990
V3115          : -0.003264
V3116          : 0.005062
V3120          : -0.005880
V3121          : -0.001515
V3122          : 0.004140
V3123          : -0.003961
V3124          : 0.007624
V3125          : -0.004758
V3127          : 0.005409
V3128          : 0.005648
V3129          : -0.005889
V3130          : 0.001220
V3131          : -0.001365
V3132          : 0.006477
V3133          : 0.005872
V3134          : 0.003987
V3135          : 0.001405
V3136          : -0.000238
V3137          : -0.005448
V3138          : -0.006285
V3139          : -0.000823
V3140          : 0.002261
V3141          : 0.005548
V3142          : -0.001861
V3143          : 0.003799
V3145          : -0.006117
V3146          : -0.001652
V3147          : 0.005504
V3148          : -0.003363
V3149          : -0.000818
V3150          : -0.003023
V3152          : -0.001115
V3153          : 0.004714
V3155          : -0.001372
V3156          : 0.006717
V3157          : 0.005017
V3158          : 0.005342
V3159          : 0.005803
V3160          : 0.005747
V3161          : 0.005647
V3162          : 0.005786
V3164          : -0.003686
V3165          : -0.006775
V3166          : 0.003471
V3167          : 0.004512
V3168          : -0.003935
V3169          : 0.002932
V3171          : 0.000167
V3172          : -0.000220
V3174          : 0.003215
V3175          : -0.000000
V3177          : -0.003410
V3179          : -0.006341
V3180          : -0.003533
V3181          : -0.005275
V3182          : 0.001978
V3183          : -0.000999
V3184          : 0.005561
V3185          : 0.002013
V3186          : -0.003298
V3187          : 0.005183
