custom_lambda_0.0018 Coefficients
==================================================
Bias Term      : -0.005616
V1726          : 0.001746
V1727          : 0.002751
V1728          : 0.006337
V1729          : 0.004325
V1731          : 0.006558
V1733          : 0.005322
V1734          : 0.001734
V1735          : 0.007802
V1736          : 0.002555
V1737          : 0.004900
V1738          : 0.001462
V1739          : 0.005175
V1740          : 0.004231
V1741          : -0.003503
V1742          : 0.005668
V1745          : 0.005299
V1746          : -0.005040
V1748          : 0.006452
V1749          : -0.000731
V1750          : 0.005367
V1751          : -0.000761
V1752          : -0.005465
V1753          : 0.005996
V1755          : -0.002978
V1756          : 0.005627
V1757          : 0.005251
V1758          : 0.005568
V1759          : -0.007242
V1761          : 0.006237
V1762          : 0.005015
V1763          : 0.005314
V1764          : 0.007350
V1766          : -0.006622
V1767          : 0.005590
V1769          : 0.006348
V1770          : -0.000540
V1771          : 0.005904
V1772          : 0.002477
V1775          : 0.005113
V1776          : 0.005204
V1777          : 0.006227
V1778          : 0.005828
V1779          : 0.006076
V1780          : 0.004417
V1781          : 0.006042
V1782          : 0.006714
V1784          : 0.006444
V1785          : 0.002560
V1786          : 0.006278
V1787          : 0.005495
V1788          : 0.007888
V1789          : 0.005845
V1790          : 0.004373
V1792          : -0.002007
V1794          : 0.007017
V1795          : -0.003331
V1796          : -0.006173
V1797          : 0.005909
V1798          : 0.005769
V1799          : -0.004206
V1800          : 0.006851
V1801          : -0.004425
V1802          : 0.003621
V1803          : -0.005060
V1804          : -0.004207
V1805          : 0.003804
V1806          : 0.001805
V1808          : -0.000013
V1809          : -0.006439
V1810          : 0.006114
V1811          : 0.005834
V1812          : 0.003469
V1813          : 0.004842
V1814          : 0.004644
V1815          : 0.005138
V1816          : 0.005890
V1817          : 0.006051
V1818          : -0.005272
V1819          : -0.003431
V1820          : -0.000292
V1821          : -0.005181
V1822          : 0.005394
V1823          : 0.006053
V1824          : 0.005913
V1825          : 0.006157
V1826          : 0.001692
V1827          : 0.005602
V1828          : -0.006050
V1831          : 0.006016
V1832          : 0.007659
V1833          : 0.006088
V1834          : -0.003574
V1836          : -0.004360
V1837          : 0.001174
V1838          : 0.003559
V1839          : 0.000480
V1840          : 0.000933
V1841          : 0.004956
V1842          : 0.003396
V1843          : -0.006778
V1844          : -0.009391
V1845          : 0.005924
V1846          : -0.003896
V1847          : 0.004092
V1848          : 0.005128
V1849          : 0.005568
V1850          : -0.004772
V1851          : -0.003120
V1852          : 0.005806
V1853          : 0.006195
V1854          : 0.008188
V1855          : -0.008137
V1856          : -0.007085
V1857          : 0.005346
V1858          : -0.006682
V1859          : -0.000232
V1860          : 0.001804
V1861          : -0.004016
V1862          : -0.004321
V1863          : 0.000903
V1864          : 0.003861
V1865          : 0.004343
V1866          : 0.003155
V1867          : 0.005115
V1868          : 0.001463
V1869          : 0.005300
V1870          : 0.005837
V1873          : 0.005268
V1874          : -0.001320
V1875          : 0.006785
V1876          : 0.004346
V1877          : -0.003667
V1878          : 0.001089
V1880          : 0.005904
V1881          : -0.002063
V1882          : 0.006663
V1883          : 0.006670
V1884          : 0.005869
V1885          : 0.003837
V1886          : 0.002831
V1887          : -0.010126
V1888          : 0.006545
V1889          : 0.005901
V1890          : 0.005299
V1892          : 0.005783
V1893          : -0.003210
V1894          : -0.001320
V1895          : -0.004317
V1896          : 0.004722
V1897          : 0.004904
V1898          : 0.003715
V1899          : -0.006263
V1900          : 0.004548
V1901          : 0.006013
V1902          : -0.004903
V1903          : -0.002850
V1905          : 0.006469
V1906          : 0.003281
V1907          : 0.005753
V1908          : 0.003455
V1909          : 0.006086
V1910          : -0.012068
V1911          : 0.001238
V1913          : -0.006262
V1914          : -0.003191
V1915          : -0.005903
V1916          : 0.000477
V1918          : -0.009922
V1919          : -0.003905
V1921          : -0.002834
V1922          : -0.005009
V1923          : 0.004605
V1924          : -0.001958
V1925          : 0.001324
V1926          : 0.003617
V1927          : 0.006488
V1928          : 0.006130
V1929          : -0.006757
V1930          : 0.002470
V1932          : 0.006831
V1933          : 0.005935
V1934          : 0.005028
V1935          : 0.005924
V1936          : -0.000270
V1938          : 0.006008
V1939          : 0.005702
V1940          : -0.003892
V1941          : -0.012079
V1942          : 0.003292
V1943          : -0.005135
V1944          : 0.000983
V1945          : 0.007633
V1946          : 0.002308
V1947          : -0.005794
V1949          : -0.008398
V1950          : 0.005938
V1951          : -0.007985
V1952          : -0.006800
V1953          : 0.005940
V1954          : 0.005921
V1955          : 0.006213
V1956          : -0.004180
V1957          : 0.007409
V1959          : 0.009266
V1960          : -0.002962
V1961          : 0.006436
V1962          : 0.005020
V1963          : -0.001127
V1965          : 0.001085
V1966          : 0.004083
V1967          : 0.006069
V1968          : 0.005954
V1969          : 0.004851
V1970          : 0.003535
V1971          : 0.003225
V1972          : 0.005555
V1973          : -0.005254
V1974          : -0.003123
V1975          : 0.005742
V1976          : 0.006401
V1978          : 0.005540
V1980          : 0.005864
V1981          : 0.005675
V1982          : -0.002498
V1983          : 0.005747
V1984          : 0.004923
V1985          : 0.005673
V1986          : -0.005024
V1988          : 0.006403
V1989          : 0.003645
V1990          : 0.005954
V1991          : 0.001635
V1992          : 0.005355
V1993          : 0.006566
V1994          : -0.010468
V1996          : -0.000742
V1997          : 0.000140
V1998          : 0.002349
V1999          : 0.006381
V2000          : -0.000657
V2001          : 0.005633
V2002          : 0.000329
V2003          : -0.013829
V2004          : 0.005903
V2005          : 0.005854
V2006          : -0.000521
V2007          : 0.004916
V2008          : 0.003876
V2009          : -0.001395
V2010          : 0.005058
V2011          : -0.006547
V2012          : 0.006283
V2013          : 0.006846
V2014          : 0.005923
V2015          : 0.005781
V2016          : -0.007429
V2017          : -0.002448
V2018          : -0.006577
V2019          : 0.005076
V2020          : 0.002635
V2021          : -0.013535
V2022          : -0.009186
V2023          : -0.004328
V2024          : 0.001409
V2025          : 0.005295
V2026          : 0.001993
V2027          : -0.000037
V2028          : 0.005923
V2030          : 0.002568
V2033          : 0.005808
V2036          : 0.005217
V2037          : -0.013466
V2038          : 0.004434
V2039          : -0.004984
V2040          : 0.006243
V2041          : -0.003294
V2042          : 0.006742
V2044          : 0.005187
V2046          : 0.005885
V2047          : -0.007069
V2048          : 0.005919
V2049          : -0.002497
V2050          : -0.005236
V2051          : -0.005728
V2052          : 0.004907
V2053          : 0.007056
V2054          : 0.001687
V2055          : 0.005845
V2056          : 0.006055
V2058          : 0.003847
V2059          : 0.003004
V2060          : 0.002884
V2062          : -0.000218
V2063          : 0.005676
V2064          : -0.003422
V2065          : 0.005992
V2066          : 0.005008
V2067          : 0.002384
V2068          : 0.005855
V2069          : 0.003922
V2071          : -0.004041
V2072          : 0.005209
V2073          : -0.001725
V2075          : -0.003324
V2076          : 0.006070
V2077          : 0.005574
V2078          : 0.005978
V2079          : 0.001769
V2080          : 0.004421
V2081          : 0.004548
V2082          : 0.006006
V2085          : -0.005570
V2086          : 0.005381
V2087          : 0.006051
V2088          : -0.001963
V2089          : 0.005851
V2090          : 0.003314
V2091          : 0.005506
V2092          : -0.005574
V2093          : -0.006185
V2094          : -0.010003
V2095          : -0.001125
V2096          : 0.002665
V2097          : 0.006126
V2098          : 0.008339
V2099          : 0.008651
V2100          : -0.002212
V2102          : -0.003845
V2103          : 0.005237
V2104          : 0.001433
V2105          : 0.003932
V2106          : -0.003011
V2107          : -0.002709
V2108          : 0.005832
V2109          : 0.006480
V2110          : -0.001204
V2111          : 0.006989
V2112          : 0.006697
V2114          : 0.004846
V2115          : 0.004085
V2116          : 0.005210
V2117          : 0.005750
V2118          : -0.004030
V2119          : -0.005955
V2120          : -0.000277
V2121          : 0.004926
V2122          : 0.003220
V2123          : -0.006155
V2124          : 0.005834
V2125          : 0.005539
V2128          : -0.005649
V2129          : 0.008598
V2130          : 0.004941
V2131          : 0.003817
V2132          : 0.006215
V2133          : 0.002189
V2134          : 0.005627
V2135          : 0.005325
V2136          : 0.005672
V2137          : -0.002199
V2138          : -0.004999
V2139          : 0.005585
V2140          : 0.005979
V2141          : 0.005252
V2142          : -0.008413
V2143          : -0.003376
V2144          : 0.004723
V2145          : 0.005996
V2146          : 0.005407
V2147          : -0.002297
V2148          : -0.000219
V2149          : -0.000539
V2150          : 0.003683
V2151          : 0.004667
V2152          : 0.004668
V2153          : 0.003356
V2154          : 0.005633
V2155          : 0.007109
V2156          : 0.002163
V2157          : -0.007587
V2158          : 0.004273
V2159          : -0.004444
V2160          : -0.007243
V2161          : -0.004970
V2162          : 0.006581
V2163          : 0.003907
V2164          : 0.006973
V2165          : 0.005037
V2166          : 0.005709
V2168          : -0.005495
V2169          : 0.001190
V2170          : 0.005503
V2171          : 0.005851
V2172          : 0.005863
V2173          : 0.001282
V2174          : 0.003870
V2175          : -0.002117
V2176          : 0.001752
V2177          : 0.005883
V2178          : 0.005001
V2179          : 0.007203
V2180          : -0.006642
V2181          : 0.005963
V2182          : 0.005814
V2183          : -0.006890
V2185          : 0.002600
V2188          : -0.006842
V2189          : 0.005173
V2190          : -0.002987
V2191          : 0.005416
V2192          : -0.006617
V2193          : 0.001058
V2194          : 0.004993
V2195          : 0.002851
V2196          : -0.006272
V2197          : 0.004816
V2198          : 0.005937
V2199          : 0.000964
V2200          : -0.004540
V2201          : -0.002615
V2202          : 0.005927
V2203          : -0.005104
V2204          : -0.002847
V2205          : 0.006452
V2208          : 0.005719
V2209          : 0.005904
V2210          : 0.006025
V2211          : 0.007542
V2212          : -0.008134
V2213          : 0.005966
V2215          : 0.000238
V2216          : 0.005526
V2217          : 0.006023
V2218          : 0.006374
V2219          : 0.005813
V2220          : -0.002799
V2222          : 0.005468
V2223          : 0.004184
V2224          : -0.003627
V2225          : 0.004063
V2226          : 0.004110
V2230          : -0.007398
V2231          : 0.005812
V2232          : 0.006116
V2233          : -0.002410
V2235          : -0.006060
V2236          : 0.002610
V2237          : 0.004960
V2238          : -0.000788
V2239          : 0.006211
V2240          : -0.002844
V2241          : 0.005088
V2242          : -0.006155
V2243          : 0.006908
V2244          : -0.012687
V2245          : 0.005168
V2246          : 0.005428
V2247          : 0.005762
V2249          : -0.006615
V2250          : -0.007154
V2251          : 0.004234
V2252          : -0.005754
V2253          : 0.000682
V2254          : -0.000536
V2255          : 0.005673
V2256          : -0.003967
V2257          : -0.003876
V2258          : 0.002703
V2260          : 0.005859
V2261          : -0.005539
V2262          : -0.009967
V2263          : 0.002855
V2264          : 0.002158
V2265          : 0.003831
V2266          : -0.000275
V2267          : 0.003396
V2268          : -0.009176
V2269          : 0.005317
V2271          : 0.009015
V2272          : 0.004812
V2273          : 0.007191
V2274          : 0.005913
V2275          : 0.005264
V2276          : -0.007825
V2277          : 0.004153
V2278          : 0.005136
V2279          : 0.004334
V2280          : 0.005968
V2281          : 0.004438
V2282          : 0.006715
V2283          : -0.004271
V2284          : -0.002504
V2286          : -0.003101
V2287          : -0.003996
V2288          : 0.003489
V2289          : 0.005808
V2291          : 0.005849
V2292          : 0.000420
V2293          : -0.003821
V2294          : -0.003961
V2295          : 0.000142
V2297          : 0.005348
V2299          : 0.005832
V2300          : 0.003924
V2301          : 0.005792
V2302          : 0.004978
V2303          : -0.013751
V2304          : 0.004882
V2308          : 0.005005
V2309          : 0.005723
V2310          : 0.006799
V2311          : 0.000057
V2312          : 0.006436
V2313          : 0.005848
V2314          : 0.006097
V2316          : -0.003792
V2317          : 0.001813
V2318          : 0.006142
V2320          : 0.003919
V2321          : 0.005634
V2322          : -0.002338
V2323          : 0.007234
V2324          : 0.005958
V2325          : 0.005115
V2326          : 0.006217
V2327          : 0.005997
V2328          : -0.001598
V2329          : -0.005673
V2330          : 0.004184
V2331          : 0.003705
V2332          : 0.000099
V2333          : 0.005994
V2334          : 0.006176
V2336          : 0.005902
V2337          : 0.005501
V2338          : 0.005195
V2340          : -0.002473
V2341          : 0.005786
V2342          : 0.006802
V2343          : -0.007002
V2344          : 0.005250
V2346          : 0.002139
V2347          : -0.003468
V2348          : 0.005983
V2349          : 0.005816
V2350          : 0.005732
V2351          : 0.005075
V2352          : 0.002088
V2353          : 0.005972
V2354          : 0.004549
V2355          : 0.005848
V2356          : 0.005847
V2357          : 0.005832
V2358          : 0.004551
V2359          : 0.005951
V2360          : 0.006293
V2361          : 0.005640
V2362          : -0.004787
V2364          : -0.005192
V2366          : -0.011338
V2367          : 0.005867
V2372          : 0.005955
V2375          : -0.004433
V2377          : -0.003923
V2378          : -0.005133
V2379          : 0.004373
V2381          : 0.005963
V2382          : 0.003646
V2383          : 0.005789
V2384          : 0.003549
V2385          : 0.003810
V2386          : 0.002135
V2387          : 0.002279
V2388          : 0.000184
V2389          : -0.006803
V2390          : 0.005642
V2391          : 0.005981
V2392          : -0.004745
V2393          : -0.001614
V2394          : 0.005211
V2395          : -0.007711
V2396          : 0.004968
V2397          : 0.000329
V2398          : -0.001626
V2399          : 0.005592
V2400          : 0.003410
V2401          : 0.006818
V2402          : 0.004966
V2403          : 0.005827
V2404          : -0.006769
V2405          : 0.000466
V2406          : 0.005380
V2408          : 0.008144
V2409          : -0.001807
V2410          : -0.002841
V2411          : -0.004859
V2413          : 0.005255
V2414          : 0.006062
V2415          : 0.000761
V2416          : 0.005481
V2418          : 0.005697
V2419          : 0.006621
V2420          : -0.005981
V2421          : -0.006629
V2422          : 0.003782
V2423          : 0.000222
V2424          : 0.006894
V2425          : 0.002309
V2426          : 0.006501
V2427          : 0.005462
V2428          : 0.003403
V2429          : 0.002403
V2430          : 0.004934
V2431          : -0.003945
V2432          : 0.006402
V2433          : -0.005171
V2434          : 0.006428
V2435          : 0.005681
V2436          : 0.003661
V2438          : 0.002849
V2439          : 0.008994
V2440          : 0.005230
V2441          : 0.005933
V2442          : 0.004700
V2443          : 0.001832
V2444          : 0.005890
V2445          : 0.005315
V2446          : -0.001738
V2447          : -0.000602
V2448          : 0.004505
V2449          : 0.005161
V2450          : 0.003125
V2451          : 0.004090
V2454          : 0.003569
V2455          : -0.001020
V2456          : -0.001498
V2457          : 0.005454
V2458          : -0.012806
V2460          : 0.005681
V2461          : 0.005605
V2462          : 0.006223
V2463          : -0.006302
V2464          : 0.004143
V2465          : -0.004244
V2466          : -0.006793
V2467          : 0.003500
V2468          : 0.005355
V2469          : 0.003764
V2470          : 0.004036
V2471          : -0.003822
V2473          : 0.002211
V2474          : 0.006178
V2475          : 0.005532
V2476          : 0.003248
V2477          : 0.004043
V2479          : 0.005020
V2480          : -0.004122
V2481          : -0.004843
V2482          : 0.005628
V2483          : 0.005211
V2484          : 0.005325
V2485          : -0.005140
V2486          : 0.006691
V2488          : 0.003647
V2489          : -0.003971
V2490          : -0.003383
V2491          : -0.002707
V2492          : 0.004071
V2493          : -0.000718
V2494          : 0.004989
V2495          : -0.010351
V2496          : 0.003932
V2498          : 0.001474
V2499          : 0.005597
V2500          : -0.005928
V2501          : 0.005878
V2502          : 0.006224
V2503          : -0.002974
V2504          : 0.005449
V2505          : 0.008391
V2506          : 0.005216
V2507          : -0.009295
V2508          : 0.005963
V2509          : 0.005742
V2510          : 0.000507
V2511          : 0.005784
V2512          : -0.007093
V2513          : -0.000103
V2514          : -0.005142
V2515          : -0.001161
V2519          : 0.002713
V2520          : 0.005629
V2521          : 0.004313
V2522          : 0.005887
V2523          : 0.006064
V2526          : 0.005026
V2527          : -0.004441
V2528          : -0.001980
V2529          : 0.004359
V2530          : -0.001363
V2531          : 0.000250
V2532          : 0.004648
V2533          : 0.005812
V2534          : 0.004179
V2535          : 0.005733
V2536          : 0.003845
V2537          : 0.004559
V2538          : -0.004676
V2539          : -0.006018
V2540          : 0.005504
V2541          : 0.006774
V2542          : -0.002486
V2545          : 0.005639
V2546          : 0.006711
V2547          : -0.005815
V2548          : -0.005827
V2549          : 0.005617
V2551          : -0.009258
V2552          : 0.004898
V2553          : -0.008020
V2555          : 0.002586
V2556          : 0.001059
V2559          : 0.004313
V2560          : 0.002218
V2561          : 0.005426
V2562          : 0.001391
V2563          : 0.005578
V2564          : 0.005302
V2565          : 0.006070
V2566          : -0.003725
V2567          : 0.000414
V2570          : 0.005001
V2571          : 0.002234
V2574          : 0.005689
V2575          : -0.002156
V2576          : 0.006067
V2577          : 0.005931
V2578          : 0.006615
V2579          : 0.005449
V2580          : 0.004783
V2581          : 0.005700
V2583          : 0.005351
V2584          : -0.004517
V2585          : -0.008724
V2586          : 0.002816
V2587          : -0.002529
V2588          : 0.005925
V2590          : 0.000118
V2591          : -0.011757
V2592          : -0.008200
V2593          : 0.005560
V2594          : -0.000255
V2596          : 0.005852
V2597          : -0.007273
V2598          : -0.006125
V2599          : 0.003357
V2600          : 0.005803
V2601          : 0.004774
V2602          : 0.005347
V2603          : 0.003549
V2604          : -0.005008
V2605          : -0.008382
V2606          : 0.003232
V2607          : 0.004787
V2608          : -0.009746
V2609          : 0.000502
V2610          : 0.005972
V2611          : 0.005211
V2612          : 0.005939
V2613          : -0.001661
V2614          : 0.004461
V2615          : 0.003143
V2616          : 0.005914
V2617          : 0.003888
V2618          : -0.003833
V2619          : -0.000941
V2620          : 0.005803
V2621          : -0.005602
V2622          : 0.005777
V2623          : 0.003528
V2624          : -0.012470
V2625          : -0.001516
V2627          : 0.001144
V2629          : 0.005970
V2631          : 0.004437
V2632          : 0.006851
V2633          : 0.004984
V2634          : -0.003924
V2635          : -0.006148
V2636          : 0.002762
V2637          : -0.003521
V2638          : 0.005922
V2639          : -0.008844
V2640          : 0.005994
V2641          : -0.013501
V2642          : 0.002612
V2643          : 0.006996
V2646          : 0.001296
V2647          : 0.005584
V2648          : -0.004627
V2649          : 0.006074
V2650          : 0.000503
V2651          : 0.006031
V2652          : 0.005584
V2653          : 0.003997
V2654          : -0.009600
V2655          : 0.006190
V2656          : 0.006176
V2657          : 0.005425
V2660          : 0.003425
V2661          : 0.004604
V2662          : 0.005921
V2663          : -0.004934
V2664          : 0.006326
V2665          : 0.004681
V2666          : -0.005249
V2668          : 0.006024
V2669          : 0.006188
V2670          : 0.004838
V2671          : -0.001637
V2672          : 0.004202
V2673          : 0.005931
V2674          : 0.004708
V2675          : 0.006153
V2677          : -0.005744
V2678          : -0.010771
V2679          : 0.003026
V2680          : 0.005392
V2681          : 0.007146
V2682          : 0.006212
V2683          : 0.006307
V2684          : 0.006326
V2685          : -0.004865
V2686          : 0.005257
V2687          : 0.008450
V2688          : 0.006561
V2690          : 0.001438
V2691          : -0.008999
V2692          : -0.008276
V2693          : 0.006785
V2694          : 0.001896
V2695          : -0.002610
V2696          : 0.004597
V2697          : 0.004841
V2699          : -0.005144
V2700          : 0.002341
V2702          : 0.005790
V2703          : 0.006118
V2706          : 0.006081
V2707          : 0.005684
V2708          : 0.004142
V2709          : -0.001314
V2710          : -0.000343
V2711          : -0.006282
V2712          : 0.003986
V2713          : 0.005013
V2714          : -0.002990
V2715          : 0.006715
V2716          : 0.006044
V2717          : -0.006247
V2718          : -0.006790
V2719          : 0.001686
V2720          : 0.005921
V2723          : -0.001715
V2724          : 0.003154
V2725          : -0.006393
V2726          : -0.005260
V2727          : 0.005792
V2728          : 0.005663
V2729          : 0.005778
V2730          : 0.000096
V2731          : 0.005827
V2732          : 0.000423
V2733          : -0.000739
V2734          : 0.006444
V2735          : 0.004125
V2736          : 0.007226
V2737          : -0.006631
V2738          : 0.007812
V2740          : -0.001966
V2741          : -0.005683
V2742          : 0.004327
V2743          : 0.005994
V2744          : -0.003186
V2745          : 0.006659
V2746          : -0.001261
V2747          : -0.001071
V2748          : -0.004243
V2749          : 0.004008
V2750          : 0.005595
V2751          : 0.005734
V2752          : 0.005650
V2753          : 0.003686
V2756          : -0.000729
V2758          : -0.001690
V2759          : -0.000772
V2760          : -0.004739
V2761          : -0.000415
V2762          : -0.002944
V2763          : -0.003463
V2764          : 0.004228
V2765          : -0.001564
V2766          : 0.006559
V2767          : 0.006047
V2768          : -0.006906
V2769          : 0.005987
V2770          : -0.004061
V2771          : 0.006021
V2774          : 0.006420
V2775          : 0.007160
V2776          : -0.001567
V2777          : 0.004938
V2778          : -0.005460
V2779          : -0.006301
V2780          : -0.005067
V2781          : 0.004097
V2782          : 0.004860
V2783          : -0.003121
V2785          : 0.005654
V2786          : 0.004358
V2787          : -0.006707
V2788          : -0.003940
V2789          : -0.002993
V2790          : -0.003477
V2792          : 0.008236
V2794          : 0.005770
V2795          : 0.004876
V2797          : -0.003683
V2798          : 0.003130
V2799          : 0.001549
V2800          : 0.006253
V2801          : -0.008573
V2802          : -0.003118
V2803          : -0.009231
V2804          : -0.004787
V2805          : -0.004899
V2806          : 0.001867
V2807          : 0.000042
V2808          : -0.003541
V2809          : -0.004170
V2810          : -0.009085
V2811          : 0.005594
V2813          : 0.005730
V2814          : -0.010653
V2815          : 0.000700
V2817          : -0.005864
V2818          : 0.006068
V2819          : -0.002953
V2821          : 0.005662
V2822          : 0.006592
V2823          : 0.001660
V2824          : 0.004358
V2825          : 0.004421
V2827          : 0.004106
V2828          : 0.005746
V2830          : 0.006992
V2831          : 0.004064
V2832          : 0.005433
V2833          : 0.006404
V2834          : -0.000376
V2835          : -0.004488
V2836          : 0.005670
V2837          : 0.003056
V2838          : 0.005083
V2839          : 0.002568
V2840          : 0.001611
V2841          : 0.002762
V2843          : -0.001618
V2844          : 0.005699
V2845          : -0.001883
V2846          : 0.005130
V2848          : -0.006198
V2849          : -0.002856
V2850          : -0.003924
V2851          : -0.003651
V2852          : -0.003425
V2853          : -0.002224
V2854          : -0.002944
V2855          : 0.004433
V2856          : 0.003513
V2857          : 0.002790
V2858          : 0.009381
V2859          : 0.005881
V2860          : -0.004314
V2861          : 0.003180
V2862          : -0.000622
V2863          : -0.011902
V2864          : 0.005142
V2865          : 0.004136
V2866          : -0.005429
V2867          : 0.001137
V2868          : 0.001015
V2869          : -0.003648
V2870          : 0.006443
V2871          : -0.003675
V2872          : -0.004695
V2873          : 0.005262
V2874          : 0.000432
V2875          : 0.000505
V2876          : 0.005170
V2878          : 0.003535
V2879          : -0.007886
V2881          : -0.000427
V2882          : -0.004488
V2883          : -0.002254
V2884          : -0.011678
V2885          : 0.004577
V2887          : -0.002884
V2888          : -0.003115
V2889          : -0.007990
V2890          : 0.004465
V2891          : 0.005227
V2892          : -0.003499
V2893          : -0.002651
V2894          : 0.002014
V2895          : -0.003548
V2898          : 0.004630
V2899          : 0.004543
V2900          : -0.004786
V2901          : 0.006819
V2902          : 0.006721
V2903          : -0.007117
V2904          : -0.010043
V2906          : 0.007587
V2907          : -0.002484
V2908          : -0.000120
V2909          : -0.001828
V2910          : 0.002186
V2911          : 0.005681
V2912          : -0.002840
V2913          : -0.001300
V2914          : -0.002401
V2915          : 0.007731
V2916          : -0.001102
V2917          : -0.001807
V2918          : 0.006073
V2920          : 0.003788
V2921          : 0.002742
V2922          : -0.000938
V2923          : -0.004111
V2924          : 0.005865
V2925          : -0.001279
V2926          : 0.006861
V2927          : -0.003881
V2928          : 0.003128
V2929          : -0.005442
V2930          : 0.001271
V2931          : 0.004942
V2933          : 0.009476
V2934          : 0.005849
V2935          : 0.006379
V2936          : 0.005921
V2937          : 0.007123
V2938          : 0.000729
V2939          : -0.003525
V2940          : 0.002060
V2941          : -0.006678
V2942          : -0.005633
V2943          : 0.006708
V2944          : -0.006984
V2945          : -0.004219
V2946          : -0.005290
V2947          : -0.003033
V2948          : 0.005440
V2949          : 0.004779
V2951          : -0.005614
V2952          : 0.002600
V2953          : -0.005200
V2954          : -0.000766
V2955          : 0.006476
V2956          : -0.011993
V2958          : 0.005710
V2959          : 0.006420
V2960          : 0.002623
V2961          : -0.006410
V2962          : 0.004026
V2963          : 0.005417
V2966          : 0.002181
V2967          : 0.005901
V2968          : 0.006798
V2969          : -0.003565
V2970          : -0.002405
V2971          : 0.003689
V2972          : 0.002530
V2973          : -0.004980
V2974          : 0.006218
V2976          : 0.002249
V2977          : -0.003475
V2978          : 0.006213
V2979          : -0.013333
V2980          : -0.000758
V2981          : -0.003137
V2982          : -0.002776
V2983          : -0.005994
V2984          : -0.004537
V2985          : 0.005509
V2986          : -0.002737
V2987          : 0.002496
V2988          : -0.003090
V2989          : -0.000295
V2990          : -0.011310
V2991          : 0.009144
V2992          : 0.000638
V2994          : 0.000782
V2995          : -0.001650
V2996          : -0.003066
V2999          : 0.003540
V3000          : 0.007243
V3001          : -0.008056
V3002          : 0.006276
V3003          : -0.003579
V3004          : -0.003936
V3005          : -0.001736
V3006          : -0.001386
V3008          : -0.003035
V3009          : 0.004482
V3010          : -0.002281
V3012          : -0.002787
V3013          : -0.004165
V3015          : -0.000000
V3016          : 0.002973
V3017          : 0.007585
V3018          : 0.006329
V3020          : 0.005523
V3022          : -0.001394
V3023          : 0.004246
V3024          : -0.002459
V3025          : -0.006750
V3026          : 0.006552
V3027          : 0.005806
V3028          : -0.002080
V3029          : 0.005810
V3030          : 0.006525
V3031          : 0.006238
V3032          : 0.002468
V3033          : -0.007143
V3034          : 0.006049
V3035          : -0.000290
V3036          : 0.005627
V3037          : 0.006382
V3038          : 0.006055
V3039          : -0.002544
V3040          : -0.005042
V3041          : 0.003603
V3042          : 0.005554
V3043          : 0.002949
V3044          : -0.007312
V3045          : 0.005000
V3046          : -0.006325
V3047          : 0.005478
V3049          : -0.000263
V3050          : 0.000377
V3052          : 0.002917
V3053          : 0.004957
V3054          : -0.001930
V3055          : 0.006225
V3056          : -0.002772
V3057          : 0.005541
V3058          : 0.006912
V3059          : -0.006447
V3061          : 0.000420
V3062          : -0.003471
V3063          : 0.000211
V3064          : 0.001501
V3065          : -0.006754
V3066          : -0.003556
V3067          : 0.006348
V3068          : 0.001228
V3069          : 0.007241
V3071          : 0.005652
V3072          : 0.000106
V3073          : -0.006278
V3074          : -0.009860
V3075          : 0.002509
V3077          : -0.010171
V3078          : 0.001113
V3080          : -0.004687
V3081          : 0.007767
V3082          : 0.006042
V3083          : 0.005821
V3084          : -0.002952
V3085          : -0.005478
V3086          : 0.005626
V3087          : -0.006110
V3089          : 0.005796
V3090          : -0.004814
V3091          : -0.005870
V3092          : 0.005620
V3093          : 0.006478
V3094          : 0.005825
V3095          : 0.005941
V3096          : -0.004773
V3097          : 0.001146
V3098          : -0.000557
V3099          : 0.005885
V3100          : 0.005289
V3101          : 0.000309
V3102          : 0.005074
V3103          : -0.007781
V3105          : -0.003454
V3106          : 0.005971
V3107          : 0.002203
V3109          : 0.005371
V3110          : 0.001809
V3111          : -0.006338
V3112          : 0.007776
V3113          : 0.001310
V3114          : 0.006083
V3115          : -0.003358
V3116          : 0.005203
V3120          : -0.006040
V3121          : -0.001673
V3122          : 0.004341
V3123          : -0.004030
V3124          : 0.007906
V3125          : -0.004814
V3127          : 0.005673
V3128          : 0.005740
V3129          : -0.005967
V3130          : 0.001389
V3131          : -0.001581
V3132          : 0.006698
V3133          : 0.005994
V3134          : 0.004128
V3135          : 0.001524
V3136          : -0.000329
V3137          : -0.005511
V3138          : -0.006384
V3139          : -0.001093
V3140          : 0.002387
V3141          : 0.005666
V3142          : -0.002068
V3143          : 0.003886
V3145          : -0.006218
V3146          : -0.001964
V3147          : 0.005589
V3148          : -0.003417
V3149          : -0.000938
V3150          : -0.003050
V3152          : -0.001632
V3153          : 0.004958
V3155          : -0.001614
V3156          : 0.006862
V3157          : 0.005096
V3158          : 0.005487
V3159          : 0.006537
V3160          : 0.005851
V3161          : 0.005751
V3162          : 0.005901
V3164          : -0.003760
V3165          : -0.006961
V3166          : 0.003533
V3167          : 0.004672
V3168          : -0.004120
V3169          : 0.003113
V3171          : 0.000242
V3172          : -0.000266
V3174          : 0.003569
V3175          : -0.000076
V3177          : -0.003445
V3179          : -0.006610
V3180          : -0.003593
V3181          : -0.005344
V3182          : 0.002162
V3183          : -0.001004
V3184          : 0.005647
V3185          : 0.002235
V3186          : -0.003391
V3187          : 0.005310
